m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.2,0.4,1.8000360005400076e-10,1.1573586003831198,-0.0038379746899107,-0.0036095426668728,-0.0047246266728335,-0.008552220691848
0.2,0.3,1.8000360005400076e-10,0.6813358975926657,-0.0030612773206464,-0.0021189497421643,-0.0038097752616362,-0.0062501088771691
0.2,0.2,1.8000360005400076e-10,0.2047517203904248,-0.003233837775387,-0.0024596875306132,-0.0030663915762438,-0.0006622371197833
0.3,0.9,1.5750315004725067e-10,3.1680653810118526,-0.0068455575511698,-0.0075411656112579,-0.0080381438293365,-0.0131207320102491
0.3,0.8,1.5750315004725067e-10,1.831825639857176,-0.0062351743913752,-0.0075112250121614,-0.0072404131688148,-0.0126953657880138
0.3,0.7,1.5750315004725067e-10,1.4170752389268555,-0.0056399592165376,-0.0059696518502356,-0.0066159618349089,-0.0113707400412312
0.3,0.6,1.5750315004725067e-10,1.107607140113722,-0.0055077559435641,-0.0054958125987927,-0.0065176137143005,-0.0106268434904797
0.3,0.5,1.5750315004725067e-10,0.7994589059855651,-0.0052316015652492,-0.004845728868055,-0.0060119134559606,-0.0095200383400811
0.3,0.4,1.5750315004725067e-10,0.4906919337164526,-0.0046625121532159,-0.0048955778211347,-0.0053712149487671,-0.0079763968083522
0.3,0.3,1.5750315004725067e-10,0.1813358975926657,-0.0045545836068501,-0.0032016055961779,-0.0041945385736289,-0.0012411883621789
0.4,0.9,1.3500270004050048e-10,2.594772667953173,-0.0076893869716142,-0.0108154936570729,-0.0088200140323296,-0.016518485250868
0.4,0.8,1.3500270004050048e-10,1.2587587916218517,-0.0072923725229801,-0.0093123597892392,-0.0082730943389675,-0.0141702619998373
0.4,0.7,1.3500270004050048e-10,0.8614405358423055,-0.0070990263019357,-0.0080552457377861,-0.0079804418574421,-0.0125579813761317
0.4,0.6,1.3500270004050048e-10,0.608842815911888,-0.0069554897661555,-0.0073236654818034,-0.0076845395412514,-0.0112487056344091
0.4,0.5,1.3500270004050048e-10,0.3827922393188983,-0.0058195773445045,-0.0073522386657698,-0.0062616139757094,-0.0093467458539479
0.4,0.4,1.3500270004050048e-10,0.1573586003831194,-0.0055877027970384,-0.0064280164342901,-0.0049817460344089,-0.0024263042658443
0.5,0.9,1.1250225003375047e-10,2.0817713281383723,-0.0088676238505309,-0.0131301454446672,-0.0099306985046112,-0.0187345840364684
0.5,0.8,1.1250225003375047e-10,0.8877165533807067,-0.008314196695917,-0.0116327279047778,-0.0092362966426857,-0.0160307496553681
0.5,0.7,1.1250225003375047e-10,0.5281196739639038,-0.0086225091182005,-0.0103752205262175,-0.0092493110899958,-0.0139248654149783
0.5,0.6,1.1250225003375047e-10,0.3136329875496595,-0.0077972335899283,-0.0098674235938109,-0.008034534364031,-0.0108557158762131
0.5,0.5,1.1250225003375047e-10,0.1327922393188982,-0.00738962112873,-0.0084550091668873,-0.0062378216798362,-0.0023750845183646
0.6,0.9,9.000180002700038e-11,1.5685987243816586,-0.0118485851848557,-0.0172037661133961,-0.012930637419056,-0.0223127636699108
0.6,0.8,9.000180002700038e-11,0.5900686112809056,-0.0112640385948123,-0.0159300771627294,-0.0119511526075545,-0.0189919705434574
0.6,0.7,9.000180002700038e-11,0.2850142197159535,-0.0105021525504459,-0.0146288129405872,-0.0106478304408273,-0.0153879544058073
0.6,0.6,9.000180002700038e-11,0.1076071401137224,-0.0091701865367106,-0.0139861915349692,-0.0073903711651375,-0.0062328334900637
0.7,0.9,6.750135002025028e-11,1.0552502843369955,-0.0140353450261858,-0.0218324153238086,-0.0150291781134604,-0.0269641238077777
0.7,0.8,6.750135002025028e-11,0.3190579893061341,-0.012235727671949,-0.0205689638402834,-0.01254616997147,-0.0217808780733495
0.7,0.7,6.750135002025028e-11,0.08177132813837,-0.011420610120409,-0.0186613443714046,-0.0086030595620932,-0.004846112451147
0.8,0.9,4.5000900013500165e-11,0.5417212500717896,-0.0174503420628435,-0.0354472553594905,-0.0180963482856464,-0.0384747612797607
0.8,0.8,4.5000900013500165e-11,0.0552502843369952,-0.0166158654760669,-0.0300267756917634,-0.0120063005501975,-0.0063275965443779
0.9,0.9,2.250045000675008e-11,0.02800666788532,-0.0256268811773886,-0.0657735969217769,-0.0153416137770722,-0.0109942976753998
0.01,0.09,2.2275445506682583e-10,8.229891237735247,-0.0005986429071776,-0.0003402637770629,-0.0018564250761909,-0.006793825485474
0.01,0.08,2.2275445506682583e-10,7.232145617540397,-0.0006097608390223,-0.0008527055805141,-0.0017633407383597,-0.0069317459520324
0.01,0.07,2.2275445506682583e-10,6.234394926546605,-0.0005596805124236,-0.0003773437864127,-0.0017799335160177,-0.0062346822365125
0.01,0.06,2.2275445506682583e-10,5.23663918751428,-0.0006248404689016,-0.0003687751291844,-0.0018030617496971,-0.0062273083137914
0.01,0.05,2.2275445506682583e-10,4.238878423050941,-0.0002745269473514,-0.0006252902606916,-0.0016099973503223,-0.0062030867002208
0.01,0.04,2.2275445506682583e-10,3.241112655612566,-0.0005989627781107,-0.0002019905579825,-0.0016522273813403,-0.0062325643570461
0.01,0.03,2.2275445506682583e-10,2.243341907504956,-0.0004626617567048,-0.0003025662262466,-0.00153602503195,-0.0059114430414304
0.01,0.02,2.2275445506682583e-10,1.2455662008850723,-0.0003908818934832,-0.0004008757083363,-0.0013817852122441,-0.0053812017127516
0.01,0.01,2.2275445506682583e-10,0.2477855577623472,-0.0001572953284879,-1.070160873260003e-05,-0.0002099474146217,-0.0001173429710694
0.02,0.09,2.2050441006615078e-10,3.7298912377352456,-0.0008486278425062,-0.0003353375260073,-0.0020041313178608,-0.006368420733193
0.02,0.08,2.2050441006615078e-10,3.232145617540396,-0.0008466710819986,-0.0008543530126484,-0.001939533590914,-0.0063962348336039
0.02,0.07,2.2050441006615078e-10,2.734394926546604,-0.0006930047232734,4.501278231230053e-05,-0.0018015740185953,-0.0059426566203075
0.02,0.06,2.2050441006615078e-10,2.236639187514281,-0.0008046515372091,-0.0003560074860646,-0.0018781384041024,-0.0061298153602384
0.02,0.05,2.2050441006615078e-10,1.7388784230509404,-0.0006493694504071,-0.0005475262260439,-0.0016924406454831,-0.0060556473431537
0.02,0.04,2.2050441006615078e-10,1.2411126556125651,-0.0004818088261497,9.865478481620085e-05,-0.001524226718272,-0.0052725179785661
0.02,0.03,2.2050441006615078e-10,0.7433419075049564,-0.0005669216350719,0.0002263782735337,-0.0013599119288991,-0.0041064531176686
0.02,0.02,2.2050441006615078e-10,0.2455662008850724,-0.0005130641985783,-0.0001381319683027,-0.0005135024068287,0.0003163636287955
0.03,0.09,2.1825436506547587e-10,2.2298912377352464,-0.0008068756817035,-0.0001628405186779,-0.0020191980767332,-0.0058016371693676
0.03,0.08,2.1825436506547587e-10,1.898812284207064,-0.0009944252810829,-0.0012318362919328,-0.0020946622517553,-0.0064553615501391
0.03,0.07,2.1825436506547587e-10,1.5677282598799365,-0.000987194202306,-0.0004637132339412,-0.0019962059197637,-0.0059094131288294
0.03,0.06,2.1825436506547587e-10,1.2366391875142804,-0.0007245967392014,-0.0001593667933952,-0.0016914146244205,-0.0052186454505935
0.03,0.05,2.1825436506547587e-10,0.905545089717607,-0.0007507323768757,-0.000723580668063,-0.0016790232545146,-0.0050376900026234
0.03,0.04,2.1825436506547587e-10,0.5744459889458984,-0.0007253359250871,7.41384445120995e-05,-0.0014408394078921,-0.0034039432054265
0.03,0.03,2.1825436506547587e-10,0.2433419075049565,-0.0007545585135587,2.3410167050800023e-05,-0.0007060386300482,-4.748801379949978e-05
0.04,0.09,2.1600432006480083e-10,1.479891237735247,-0.001153816382724,-0.0003852518710111,-0.0021872281734585,-0.0058081866810304
0.04,0.08,2.1600432006480083e-10,1.2321456175403964,-0.001045540469963,-0.0005892219523782,-0.0020348721649228,-0.0056818693167724
0.04,0.07,2.1600432006480083e-10,0.9843949265466037,-0.0010337460805732,-0.0003951312510845,-0.0019746850253699,-0.0052625954985749
0.04,0.06,2.1600432006480083e-10,0.73663918751428,-0.0009480441245815,-0.0003073661676853,-0.0017600991081026,-0.0044810075188802
0.04,0.05,2.1600432006480083e-10,0.48887842305094,-0.0008877582364755,-0.0001272435087696,-0.0015063434767393,-0.0034944887278496
0.04,0.04,2.1600432006480083e-10,0.241112655612565,-0.0008840717516584,-3.3495823384500044e-05,-0.0008326811175106,7.585708713989982e-05
0.05,0.09,2.1375427506412576e-10,1.0298912377352465,-0.0011621747481994,-0.0010204722859862,-0.0021370042568488,-0.0055763896513641
0.05,0.08,2.1375427506412576e-10,0.8321456175403962,-0.0012427355823061,-0.0011975506877217,-0.0020310285246377,-0.00561675092922
0.05,0.07,2.1375427506412576e-10,0.6343949265466036,-0.0011879362672363,-0.0007953330495053,-0.001964640158735,-0.0045841768212939
0.05,0.06,2.1375427506412576e-10,0.4366391875142801,-0.0009725336049055,-0.0010597373730087,-0.0014968911403132,-0.0031782877759556
0.05,0.05,2.1375427506412576e-10,0.2388784230509401,-0.0010995388815861,-0.0002397405810347,-0.0011037725350771,0.0002809332715633
0.06,0.09,2.115042300634508e-10,0.7298912377352469,-0.001354173127687,-0.001450841575596,-0.002148842244336,-0.0054293105816849
0.06,0.08,2.115042300634508e-10,0.5654789508737297,-0.0013465439034793,-0.0011668583445759,-0.001977582962583,-0.0044147473972787
0.06,0.07,2.115042300634508e-10,0.40106159321327,-0.0011483969804611,-0.0004577567776151,-0.0017053484808447,-0.0030218828726255
0.06,0.06,2.115042300634508e-10,0.2366391875142802,-0.0012333539153559,-0.0009489106673862,-0.0011404368340552,-0.0004663289130022
0.07,0.09,2.0925418506277583e-10,0.5156055234495325,-0.0014976194131828,-0.0006799811244898,-0.0020826682798724,-0.004210661074959
0.07,0.08,2.0925418506277583e-10,0.3750027603975389,-0.0013574177959424,-0.0006964629419458,-0.0018950920390589,-0.0027074064030885
0.07,0.07,2.0925418506277583e-10,0.2343949265466034,-0.0012726156441378,-0.001037796124572,-0.0011057721757001,-0.0002437181397011
0.08,0.09,2.0700414006210086e-10,0.354891237735247,-0.001529237254113,-0.0008222213386283,-0.001866724358529,-0.0023848526675055
0.08,0.08,2.0700414006210086e-10,0.2321456175403962,-0.0014409634679064,-0.0009241445758572,-0.001357433373357,-0.0006357971128201
0.09,0.09,2.0475409506142587e-10,0.2298912377352469,-0.0017312459124091,-0.0007794893416121,-0.0016585683306011,-0.0003334998841846
