m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.9,2.0250405006075078e-10,8.029507033393072,-0.0048122832227859,-0.0048390134235224,-0.0059787878880404,-0.011040174480979
0.1,0.8,2.0250405006075078e-10,7.055250284336993,-0.004104055519282,-0.0040971837081164,-0.0052693629298022,-0.0099253034748222
0.1,0.7,2.0250405006075078e-10,6.08177132813837,-0.0038408740989413,-0.00402194993339,-0.0050393809143159,-0.010267939711211
0.1,0.6,2.0250405006075078e-10,5.10760714011372,-0.0036781853064172,-0.0035015662138724,-0.0047579375361948,-0.0094037269674341
0.1,0.5,2.0250405006075078e-10,4.132792239318897,-0.003325779870856,-0.0030944565175217,-0.0044605332766087,-0.0088932120732677
0.1,0.4,2.0250405006075078e-10,3.15735860038312,-0.0030250169506507,-0.0023300421093107,-0.004182146569714,-0.0080830636229587
0.1,0.3,2.0250405006075078e-10,2.181335897592665,-0.00241757704215,-0.0021945617983466,-0.0035183519623334,-0.0077935087672839
0.1,0.2,2.0250405006075078e-10,1.204751720390425,-0.0022499279069715,-0.0010411797595877,-0.0032476548946026,-0.0061941244421654
0.1,0.1,2.0250405006075078e-10,0.2276317642164649,-0.0017289188252274,-0.0007059010197552,-0.0014960362879177,-0.00034651414108
0.2,0.9,1.8000360005400076e-10,4.184423931697394,-0.0052758656298091,-0.0060092618232564,-0.0064095601311785,-0.0116725745758066
0.2,0.8,1.8000360005400076e-10,3.0573522448022388,-0.0052990246893597,-0.0050979788089252,-0.006454631841903,-0.0111157741917962
0.2,0.7,1.8000360005400076e-10,2.5817713281383705,-0.0045317202737587,-0.0052261242749021,-0.0057099243723308,-0.0108314055734419
0.2,0.6,1.8000360005400076e-10,2.1076071401137213,-0.0044946359602953,-0.0043239958035556,-0.005555075300365,-0.0099409353230464
0.2,0.5,1.8000360005400076e-10,1.632792239318899,-0.0043128785297974,-0.0039866449182373,-0.0053877027402312,-0.0095971075218438
