m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.1,0.9,2.0250405006075078e-10,8.069960856551647,-0.0271393496897039,-0.0271355998551536,-0.0336198188555598,-0.0581058467227512
0.1,0.8,2.0250405006075078e-10,7.121991283339271,-0.0278698341821006,-0.0222323630957625,-0.0340758155294853,-0.053153217509981
0.1,0.7,2.0250405006075078e-10,6.177825113937635,-0.0244796217489469,-0.022059728502733,-0.0309708527682845,-0.0539508891370018
0.1,0.6,2.0250405006075078e-10,5.230705692735597,-0.0226882110238611,-0.0175067679560068,-0.0291403438078778,-0.0499097674449012
0.1,0.5,2.0250405006075078e-10,4.280929803620162,-0.0217816413866607,-0.0143854611937002,-0.0276148347724417,-0.0466197400709209
0.1,0.4,2.0250405006075078e-10,3.328751625269407,-0.018987089903799,-0.014287314441611,-0.0245853968331202,-0.0438519726228222
0.1,0.3,2.0250405006075078e-10,2.374390515085868,-0.0162519466416764,-0.007685259356979,-0.0214624000898941,-0.0371428924310317
0.1,0.2,2.0250405006075078e-10,1.4180370928606565,-0.0127875874070792,-0.0094631000751055,-0.017440945312345,-0.033056083366193
0.1,0.1,2.0250405006075078e-10,0.459858051249595,-0.0142676022606971,-0.0065468680556639,-0.0129575532621983,-0.004528159077642
0.2,0.9,1.8000360005400076e-10,4.284565468042477,-0.0341509236205017,-0.0377987214308745,-0.0404232333512161,-0.0677488010304128
0.2,0.8,1.8000360005400076e-10,3.1311913858301987,-0.0330287775701324,-0.029558862326739,-0.0391441771920588,-0.0606444604633993
0.2,0.7,1.8000360005400076e-10,2.677825113937636,-0.0310856922091962,-0.0256173500953046,-0.0369373973921952,-0.0566068838472719
0.2,0.6,1.8000360005400076e-10,2.230705692735597,-0.0288036088373956,-0.0226397130340582,-0.0338176998461551,-0.0489100034596525
0.2,0.5,1.8000360005400076e-10,1.7809298036201613,-0.0274421557201001,-0.0276712868646132,-0.0322981519659329,-0.0498959568044512
0.2,0.4,1.8000360005400076e-10,1.3287516252694076,-0.0237931670147179,-0.0163643971762952,-0.0277357829340092,-0.0401917470205782
0.2,0.3,1.8000360005400076e-10,0.8743905150858681,-0.0235874876177281,-0.0215651664238484,-0.0263659762487631,-0.0356698797323147
0.2,0.2,1.8000360005400076e-10,0.4180370928606561,-0.02190040976597,-0.016773663093674,-0.0204824037169682,-0.0076877071080012
0.3,0.9,1.5750315004725067e-10,3.2806469044451063,-0.0426999142475047,-0.0400377983788512,-0.0487959924586277,-0.0703267912122862
0.3,0.8,1.5750315004725067e-10,1.929887714963421,-0.0379618030968795,-0.0371551635720749,-0.0432578216724821,-0.0636030399167739
0.3,0.7,1.5750315004725067e-10,1.5192287736285803,-0.0382678623075834,-0.0362216864538272,-0.0430475506011376,-0.0589468636680447
0.3,0.6,1.5750315004725067e-10,1.2307056927355975,-0.0352004314681144,-0.0356412772855144,-0.0392245633124423,-0.0548675097912878
0.3,0.5,1.5750315004725067e-10,0.9475964702868284,-0.0341168895391923,-0.0346859519513342,-0.037596820926461,-0.0519928571445568
0.3,0.4,1.5750315004725067e-10,0.6620849586027407,-0.0321873451165537,-0.0320311332403831,-0.0343761134436071,-0.0400495305381411
0.3,0.3,1.5750315004725067e-10,0.3743905150858683,-0.0293982662379178,-0.0242705807986057,-0.0271765583266869,-0.0116239643442336
0.4,0.9,1.3500270004050048e-10,2.7046149070688505,-0.0490627237150673,-0.0491555296687987,-0.0541606040246026,-0.0777331195971372
0.4,0.8,1.3500270004050048e-10,1.3625307643525733,-0.0482146345175997,-0.0497032714985173,-0.0530180709201585,-0.0716601036225361
0.4,0.7,1.3500270004050048e-10,0.97242167237925,-0.0457842880573356,-0.0472597887382065,-0.0487803512625919,-0.0639397647885928
0.4,0.6,1.3500270004050048e-10,0.7354847533049613,-0.0437509666654754,-0.0467114851780464,-0.0459255701358096,-0.0562588487222686
0.4,0.5,1.3500270004050048e-10,0.5309298036201614,-0.036979104135388,-0.0355209621400417,-0.0378347028798884,-0.0402798277666604
0.4,0.4,1.3500270004050048e-10,0.3287516252694073,-0.0381458747313403,-0.036699686353874,-0.0347949088170519,-0.0167439850392596
0.5,0.9,1.1250225003375047e-10,2.177825113937637,-0.061801816575528,-0.0712988298371,-0.0668160034903976,-0.0995880061690613
0.5,0.8,1.1250225003375047e-10,0.9886300258909754,-0.0561832662358934,-0.0653362573505784,-0.0595022928163727,-0.0824915115787523
0.5,0.7,1.1250225003375047e-10,0.6388931431982581,-0.0533548817430344,-0.0587433678089023,-0.0541655953965537,-0.0693850667783304
0.5,0.6,1.1250225003375047e-10,0.4410405561104139,-0.0526192976638207,-0.0577450290248884,-0.0515583374255051,-0.0488564484045254
0.5,0.5,1.1250225003375047e-10,0.2809298036201614,-0.0501436437168587,-0.0523924749631256,-0.0448358291145876,-0.0279070387435773
0.6,0.9,9.000180002700038e-11,1.6502978251128062,-0.0720881978513276,-0.097691762027769,-0.0765220247401673,-0.1227098526762493
0.6,0.8,9.000180002700038e-11,0.6829925611006017,-0.065678015451434,-0.0900426969865918,-0.0671908638560395,-0.098778903485071
0.6,0.7,9.000180002700038e-11,0.3902683998635957,-0.0642947377221598,-0.0758746848809635,-0.0616491111540118,-0.067470243200064
0.6,0.6,9.000180002700038e-11,0.2307056927355977,-0.0602789571920558,-0.0695961516999914,-0.0531992065586814,-0.0290217747742741
0.7,0.9,6.750135002025028e-11,1.1219912833392711,-0.0883752232804048,-0.1302446677389336,-0.0924544586560959,-0.1492843112711966
0.7,0.8,6.750135002025028e-11,0.4003517881780855,-0.079266631136421,-0.1171578599072975,-0.0782076351454562,-0.1093164254330235
0.7,0.7,6.750135002025028e-11,0.1778251139376357,-0.0816464017394731,-0.1059880598014983,-0.0683721737681009,-0.0466011288887153
0.8,0.9,4.5000900013500165e-11,0.5928600813128483,-0.1108717781745057,-0.1900347664490978,-0.1115822843470347,-0.194067955753008
0.8,0.8,4.5000900013500165e-11,0.1219912833392709,-0.1096535444608912,-0.180998322684989,-0.0883679060111644,-0.0672809553341569
