m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
0.9,0.9,4.165871658716587,4.189201451905626,27699,6612,4.189369678247713,4.181459155396202,0.02349801953112607,0.015587496679614787
0.5,0.7,4.165871658716587,4.159006671608599,123431,29678,4.160039387430871,4.159014545925679,0.005832271285716395,0.006857112790908282
0.1,0.3,4.165871658716587,4.162357807652533,233450,56086,4.162394518908657,4.161129857814818,0.003477139807929852,0.004741800901769011
0.06,0.08,4.165871658716587,4.169005716487892,259629,62276,4.168910621559882,4.171065180919562,0.003038962843294968,0.005193522202974421
0.01,0.05,4.165871658716587,4.164713641522746,271531,65198,4.164608722283876,4.166264400147608,0.00126293643271147,0.00039274143102119297
0.05,0.06,4.165871658716587,4.165988312243638,263053,63143,4.165965052443657,4.168394833693713,9.339372707017901e-05,0.0025231749771261747
0.04,0.06,4.165871658716587,4.16410731967999,264933,63623,4.163321842279799,4.167508530806795,0.0025498164367885323,0.001636872090207575
0.01,0.06,4.165871658716587,4.167278874971183,271144,65065,4.167440740658986,4.1678551007884534,0.0015690819423985758,0.0019834420718662926
0.5,0.6,4.165871658716587,4.17192614485016,131278,31467,4.171963309643066,4.179302562188719,0.0060916509264785645,0.013430903472132272
0.2,0.2,4.165871658716587,4.165137786431032,222485,53416,4.165483768608831,4.1578621357903245,0.0003878901077563057,0.008009522926262669
0.4,0.7,4.165871658716587,4.177562456222274,143140,34264,4.177837315996812,4.177783560028815,0.011965657280224917,0.011911901312227968
0.1,0.1,4.165871658716587,4.163082467174961,249531,59939,4.163593248348836,4.161675818384562,0.002278410367750894,0.004195840332025469
0.01,0.09,4.165871658716587,4.164854257481036,268479,64463,4.164651300885453,4.165955908529499,0.0012203578311344998,8.424981291188516e-05
0.4,0.4,4.165871658716587,4.160001004873637,165593,39806,4.162615030631962,4.151477023570295,0.003256628084625568,0.014394635146292245
0.01,0.01,4.165871658716587,4.165297772389756,274868,65990,4.165772582118472,4.166461967256748,9.907659811503322e-05,0.0005903085401604002
0.6,0.8,4.165871658716587,4.152928796913364,94720,22808,4.151314551803282,4.160903280472883,0.014557106913304807,0.004968378243703775
0.03,0.08,4.165871658716587,4.164359208332022,264695,63562,4.164153153786243,4.163869458538468,0.0017185049303440891,0.002002200178119473
0.08,0.09,4.165871658716587,4.158831232607628,254063,61090,4.158820170493255,4.159576788663672,0.007051488223332569,0.006294870052915513
0.01,0.03,4.165871658716587,4.165274644882034,273292,65612,4.164922725632019,4.165192194734971,0.0009489330845680044,0.0006794639816165571
0.03,0.04,4.165871658716587,4.167068035983407,268205,64363,4.16703828042383,4.167427075202093,0.0011666217072425766,0.001555416485506278
0.03,0.09,4.165871658716587,4.165042889745809,264626,63535,4.16558058833877,4.165723557129741,0.0002910703778171708,0.00014810158684586128
0.0699999999999999,0.09,4.165871658716587,4.1600474503558775,256001,61538,4.16010754271687,4.159259470079417,0.0057641159997174896,0.006612188637170391
0.2,0.5,4.165871658716587,4.165948139891905,198095,47551,4.1660438212248385,4.166307989742462,0.00017216250825136115,0.0004363310258748143
0.8,0.8,4.165871658716587,4.180390113162597,56151,13432,4.1790599376374935,4.188520632309165,0.013188278920906349,0.022648973592577448
0.04,0.0699999999999999,4.165871658716587,4.163567482241516,263762,63350,4.163451610500724,4.16684239531952,0.0024200482158631687,0.0009707366029330089
0.3,0.3,4.165871658716587,4.166136028547618,194971,46799,4.166240967455188,4.162956071822355,0.0003693087386009708,0.002915586894232547
0.1,0.9,4.165871658716587,4.161596662894673,187559,45069,4.161256142678959,4.1652947583740225,0.004615516037627998,0.0005769003425646346
0.4,0.9,4.165871658716587,4.164036205600758,127432,30603,4.164244986184819,4.167142476052641,0.0016266725317679587,0.001270817336053831
0.02,0.05,4.165871658716587,4.167412436352414,270090,64810,4.1670876917796695,4.167221917186819,0.001216033063082378,0.0013502584702314024
0.02,0.06,4.165871658716587,4.163052221259745,269133,64648,4.164332394785068,4.1622249127767645,0.0015392639315194856,0.0036467459398226154
0.2,0.7,4.165871658716587,4.174384618897566,182813,43794,4.174435552254778,4.173905304453218,0.008563893538190648,0.008033645736630568
0.02,0.08,4.165871658716587,4.167691996199792,267595,64207,4.16697682090105,4.169880061781507,0.0011051621844631043,0.0040084030649198965
0.02,0.03,4.165871658716587,4.164197663529881,271260,65141,4.163730361571301,4.1637383015464735,0.002141297145286103,0.0021333571701136478
0.02,0.0699999999999999,4.165871658716587,4.165305678889682,268304,64414,4.165755150790516,4.166639371793383,0.00011650792607120763,0.0007677130767955731
0.01,0.08,4.165871658716587,4.16602985536391,269313,64645,4.1661537437428295,4.167944414620708,0.00028208502624238463,0.0020727559041207044
0.02,0.02,4.165871658716587,4.165281285878301,272097,65325,4.165300155048587,4.164080258344707,0.000571503668000517,0.001791400371880414
0.05,0.09,4.165871658716587,4.1600146817101,260679,62663,4.1601002594153815,4.159380495974083,0.005771399301205626,0.006491162742504386
0.2,0.6,4.165871658716587,4.170412393628627,191130,45830,4.170095813945831,4.169107669082298,0.004224155229243465,0.003236010365711195
0.5,0.8,4.165871658716587,4.159691550213598,114899,27622,4.159481018425964,4.1598498298929485,0.006390640290622862,0.006021828823638664
0.5,0.5,4.165871658716587,4.154721513286293,138373,33305,4.154487135468893,4.158718389611132,0.011384523247694567,0.007153269105454996
0.6,0.9,4.165871658716587,4.182755973515018,87177,20842,4.18149328114621,4.184781263789848,0.015621622429622839,0.01890960507326067
0.05,0.0699999999999999,4.165871658716587,4.1640478386717135,261827,62878,4.164913171750717,4.159958017156418,0.0009584869658700867,0.005913641560169047
0.01,0.02,4.165871658716587,4.164562730711388,274149,65829,4.1642845598439076,4.162283564031214,0.0015870988726796043,0.0035880946853730222
0.05,0.05,4.165871658716587,4.165757475135588,263455,63243,4.16476148481686,4.164022039784759,0.0011101738997272292,0.001849618931828445
0.08,0.08,4.165871658716587,4.165734083737272,256101,61478,4.165339222782735,4.163050974141162,0.0005324359338523266,0.0028206845754255028
0.3,0.6,4.165871658716587,4.151719421649082,169988,40944,4.1511326498431895,4.148208464188837,0.01473900887339763,0.017663194527750115
0.7,0.9,4.165871658716587,4.1615661008549125,67176,16142,4.163223814217863,4.162343342766683,0.002647844498723906,0.003528315949903771
0.09,0.09,4.165871658716587,4.166985172981878,252936,60700,4.166750811977476,4.163346348105994,0.0008791532608887209,0.0025253106105935785
0.2,0.8,4.165871658716587,4.164240326251897,175631,42176,4.1647602638822,4.162953125606219,0.0011113948343872693,0.002918533110368493
0.3,0.8,4.165871658716587,4.170671661760771,155858,37370,4.171490975273608,4.174218225953785,0.005619316557020859,0.008346567237198066
0.01,0.04,4.165871658716587,4.165558053121703,272415,65397,4.165568792544526,4.167619448793731,0.00030286617206076727,0.0017477900771440957
0.0699999999999999,0.08,4.165871658716587,4.1683190735738895,257723,61829,4.1681010830380965,4.1683437823351674,0.002229424321509299,0.002472123618580291
0.03,0.06,4.165871658716587,4.1668694621240485,267113,64104,4.166889450899714,4.168349690466584,0.001017792183127142,0.002478031749997278
0.06,0.06,4.165871658716587,4.167709097871525,261207,62674,4.167199536481207,4.168234964155197,0.0013278777646199558,0.0023633054386094088
0.2,0.3,4.165871658716587,4.158427206754995,213739,51399,4.158640199397714,4.155748148355678,0.00723145931887359,0.010123510360909194
0.7,0.7,4.165871658716587,4.188215957764718,84091,20078,4.188315549853756,4.184528515995335,0.022443891137168492,0.01865685727874755
0.2,0.4,4.165871658716587,4.161776880363453,206112,49525,4.161306523092411,4.1577098677654805,0.004565135624176264,0.008161790951106696
0.3,0.7,4.165871658716587,4.17690043379467,161763,38728,4.176066753425483,4.176187994287344,0.010195094708896235,0.010316335570756507
0.03,0.05,4.165871658716587,4.168405666391951,268066,64309,4.168553098952514,4.1673886783223395,0.0026814402359267575,0.0015170196057523455
0.04,0.09,4.165871658716587,4.16486477917631,262728,63082,4.165082045437349,4.161213144246226,0.0007896132792382105,0.0046585144703614745
0.06,0.09,4.165871658716587,4.168470557917794,258812,62088,4.168163391255617,4.166473999302077,0.0022917325390299226,0.0006023405854902464
0.05,0.08,4.165871658716587,4.162365094294505,261101,62729,4.162356765288774,4.158732281644092,0.0035148934278135258,0.007139377072495456
0.03,0.03,4.165871658716587,4.164333988029879,269270,64661,4.164482673277699,4.16354419963965,0.0013889854388882128,0.0023274590769375436
0.06,0.0699999999999999,4.165871658716587,4.1679014321145695,260473,62495,4.168024055686171,4.169413391178169,0.002152396969584025,0.003541732461581404
0.5,0.9,4.165871658716587,4.180110539945116,108152,25873,4.180331259255304,4.183325915736342,0.014459600538716977,0.01745425701975467
0.02,0.09,4.165871658716587,4.1642014837953925,266613,64025,4.163959483517175,4.16382306991227,0.001912175199412225,0.002048588804317575
0.2,0.9,4.165871658716587,4.164381523814247,167962,40333,4.164838369536589,4.166884542914362,0.0010332891799977872,0.0010128841977747882
0.04,0.04,4.165871658716587,4.163818420394901,266551,64016,4.1640909535313755,4.164070856805443,0.0017807051852116729,0.0018008019111439566
0.02,0.04,4.165871658716587,4.166448472900334,270515,64927,4.166378840234179,4.1685549662714445,0.0005071815175918815,0.0026833075548573504
0.1,0.5,4.165871658716587,4.171562643064245,218690,52424,4.172046550429323,4.170122247567934,0.006174891712736219,0.0042505888513471035
0.4,0.6,4.165871658716587,4.164681713444935,150016,36021,4.163940601104348,4.166934346715484,0.0019310576122393286,0.0010626879988970828
0.8,0.9,4.165871658716587,4.156898656898657,47663,11466,4.1570742390124495,4.15251568095569,0.00879741970413761,0.01335597776089692
0.7,0.8,4.165871658716587,4.156744288224956,75686,18208,4.157748785727734,4.15803263819472,0.008122872988852947,0.007839020521867468
0.1,0.7,4.165871658716587,4.159595710080487,202069,48579,4.159941631715404,4.162540585327486,0.005930027001182836,0.0033310733891012134
0.1,0.6,4.165871658716587,4.1712865798123,210675,50506,4.170931727704512,4.171703386331382,0.005060068987924993,0.005831727614794779
0.04,0.08,4.165871658716587,4.166226829538092,263643,63281,4.167111372185235,4.168427858365551,0.0012397134686477074,0.0025561996489642524
0.4,0.5,4.165871658716587,4.1657068062827225,159130,38200,4.164929210126566,4.1636509594615525,0.0009424485900213497,0.0022206992550346527
0.6,0.6,4.165871658716587,4.153329872441412,112007,26968,4.15268571131678,4.156453163053204,0.013185947399807496,0.009418495663383375
0.01,0.0699999999999999,4.165871658716587,4.163151489007688,270226,64909,4.162585001904411,4.1613616773033515,0.003286656812176325,0.004509981413235664
0.1,0.4,4.165871658716587,4.179023274685552,226595,54222,4.179831739426384,4.179282162528481,0.01396008070979704,0.013410503811893904
0.6,0.7,4.165871658716587,4.16391235157302,102045,24507,4.163485749131383,4.1595043239197365,0.0023859095852039047,0.006367334796850699
0.3,0.9,4.165871658716587,4.159719472880493,147096,35362,4.160155467480653,4.160649412948521,0.005716191235934254,0.0052222457680661805
0.1,0.2,4.165871658716587,4.163414214420926,241936,58110,4.163062207959068,4.162250151924687,0.0028094507575193717,0.0036215067918998756
0.1,0.8,4.165871658716587,4.169164197557181,195588,46913,4.169512677735552,4.167263924663668,0.003641019018965075,0.0013922659470804177
0.3,0.5,4.165871658716587,4.171925396157621,178500,42786,4.17260291879326,4.177484472504019,0.006731260076672463,0.01161281378743162
0.04,0.05,4.165871658716587,4.166891151135474,266056,63850,4.166559547172194,4.166393925603644,0.0006878884556069664,0.0005222668870565883
0.4,0.8,4.165871658716587,4.153419593345657,134820,32460,4.152062332934517,4.15357326270339,0.013809325782069948,0.012298396013196822
0.03,0.0699999999999999,4.165871658716587,4.161763785441572,265970,63908,4.161763252277417,4.162911119684784,0.004108406439169876,0.0029605390318030445
0.3,0.4,4.165871658716587,4.154939302817685,186536,44895,4.154034861674748,4.153636080153079,0.011836797041839375,0.012235578563507765
0.0699999999999999,0.0699999999999999,4.165871658716587,4.16352749398796,257968,61959,4.163304041374216,4.165689367549048,0.002567617342370987,0.0001822911675395389
0.9,0.9,4.165871658716587,4.207499629464947,28388,6747,4.211965547645931,4.2171171015426046,0.04609388892934341,0.051245442826017396
0.5,0.7,4.165871658716587,4.16456210433664,123017,29539,4.163991793359916,4.164101653678756,0.0018798653566713952,0.0017700050378310905
0.1,0.3,4.165871658716587,4.158402473039956,234064,56287,4.157864328875893,4.158382815769625,0.00800732984069441,0.007488842946962393
0.06,0.08,4.165871658716587,4.162301899516691,259224,62279,4.162240836263657,4.169120318468486,0.003630822452930005,0.003248659751898586
0.01,0.05,4.165871658716587,4.166258157419039,271965,65278,4.166123109089141,4.1688172867174,0.00025145037255391856,0.002945628000812661
0.05,0.06,4.165871658716587,4.166310659641462,263315,63201,4.166896913654078,4.1636597731640395,0.0010252549374909492,0.002211885552547699
0.04,0.06,4.165871658716587,4.167471186653878,265047,63599,4.16832496808369,4.1695414134088296,0.0024533093671026407,0.0036697546922423996
0.01,0.06,4.165871658716587,4.164855267405574,270928,65051,4.165021919959722,4.166206353946236,0.0008497387568651149,0.0003346952296485739
0.5,0.6,4.165871658716587,4.148464543173807,130631,31489,4.147728291234503,4.152425312581128,0.018143367482084116,0.01344634613545903
0.2,0.2,4.165871658716587,4.164803056694948,222363,53391,4.164708618089078,4.160890303207948,0.0011630406275093819,0.004981355508639318
0.4,0.7,4.165871658716587,4.142819706498952,142281,34344,4.141080729624842,4.145524643530775,0.024790929091745184,0.020347015185811834
0.1,0.1,4.165871658716587,4.165698496978978,250271,60079,4.165645557569966,4.169946438017979,0.00022610114662136027,0.004074779301391551
0.01,0.09,4.165871658716587,4.162807278588921,268576,64518,4.162424198173283,4.163367166655968,0.0034474605433043592,0.002504492060618979
0.4,0.4,4.165871658716587,4.16937273974311,167171,40095,4.168565370662983,4.16530521508792,0.0026937119463958936,0.0005664436286672014
0.01,0.01,4.165871658716587,4.165231105180153,274672,65944,4.16581517922269,4.169104455805721,5.647949389686602e-05,0.003232797089133932
0.6,0.8,4.165871658716587,4.176144853652105,95024,22754,4.177734331843656,4.172177407948692,0.011862673127068568,0.006305749232105029
0.03,0.08,4.165871658716587,4.165971329088115,265614,63758,4.165726096884724,4.166795818978972,0.00014556183186353877,0.0009241602623850653
0.08,0.09,4.165871658716587,4.168107887208827,254984,61175,4.168008405265136,4.171002431499983,0.0021367465485484516,0.005130772783395798
0.01,0.03,4.165871658716587,4.16639231824417,273357,65610,4.165760860201662,4.166151706305706,0.00011079851492556969,0.0002800475891184817
0.03,0.04,4.165871658716587,4.1664134209873485,268717,64496,4.1661587448430675,4.164694769489239,0.00028708612648031817,0.0011768892273478215
0.03,0.09,4.165871658716587,4.163631490153414,264070,63423,4.163834266478432,4.164144771036389,0.0020373922381553555,0.0017268876801983524
0.0699999999999999,0.09,4.165871658716587,4.162871584832675,256129,61527,4.1630043352785995,4.164419672574693,0.002867323437987679,0.0014519861418937907
0.2,0.5,4.165871658716587,4.149412952909986,197205,47526,4.149188259441004,4.153307356641347,0.016683399275582822,0.01256430207523973
0.8,0.8,4.165871658716587,4.146081122293382,54380,13116,4.1457821036594895,4.144057475081681,0.02008955505709764,0.021814183634906392
0.04,0.0699999999999999,4.165871658716587,4.162784826106167,263804,63372,4.162532856388355,4.160221968497894,0.003338802328232582,0.005649690218692882
0.3,0.3,4.165871658716587,4.165992595921337,194681,46731,4.166420985310479,4.164836515372053,0.0005493265938918412,0.0010351433445343616
0.1,0.9,4.165871658716587,4.171526165386676,186851,44792,4.170947717210474,4.168708314579076,0.005076058493886926,0.002836655862489046
0.4,0.9,4.165871658716587,4.170313366159063,127891,30667,4.16910434590015,4.166868445382996,0.0032326871835630655,0.0009967866664091218
0.02,0.05,4.165871658716587,4.168028671620348,269809,64733,4.168705267478695,4.165653792388823,0.002833608762108142,0.00021786632776432668
0.02,0.06,4.165871658716587,4.162547175648085,269117,64652,4.1624988779823004,4.163420274726774,0.0033727807342867067,0.0024513839898130385
0.2,0.7,4.165871658716587,4.156505356818594,183119,44056,4.155967487511925,4.15643702697129,0.009904171204662582,0.009434631745297573
0.02,0.08,4.165871658716587,4.167684161345584,267607,64210,4.167083476831115,4.169424609286462,0.0012118181145277518,0.0035529505698752573
0.02,0.03,4.165871658716587,4.166541359151796,271546,65173,4.166675429993895,4.166313657287543,0.0008037712773081296,0.0004419985709560592
0.02,0.0699999999999999,4.165871658716587,4.167774395925213,268388,64396,4.167772718028827,4.173111093684016,0.0019010593122397168,0.007239434967428515
0.01,0.08,4.165871658716587,4.166421822567925,269430,64667,4.166557610314901,4.165100420177481,0.0006859515983137499,0.0007712385391061005
0.02,0.02,4.165871658716587,4.16456936407336,272038,65322,4.164026552049713,4.162367358640657,0.0018451066668738747,0.0035043000759298337
0.05,0.09,4.165871658716587,4.164243257062508,260615,62584,4.164070389963453,4.165044375583642,0.001801268753133911,0.0008272831329447783
0.2,0.6,4.165871658716587,4.175232469095285,190829,45705,4.175023407047086,4.178623064576867,0.009151748330499032,0.01275140586028023
0.5,0.8,4.165871658716587,4.165922190201729,115646,27760,4.166349023350514,4.161964577252926,0.00047736463392666906,0.003907081463661477
0.5,0.5,4.165871658716587,4.165580417480102,138693,33295,4.165413992104433,4.168953480174527,0.00045766661215385085,0.003081821457939782
0.6,0.9,4.165871658716587,4.160152890587673,87072,20930,4.159904562016349,4.163708619165695,0.005967096700238095,0.00216303955089181
0.05,0.0699999999999999,4.165871658716587,4.168476273746125,262218,62905,4.16806806832457,4.1687339531797285,0.00219640960798273,0.002862294463141346
0.01,0.02,4.165871658716587,4.165927253942691,274193,65818,4.166306940731126,4.164447096903994,0.00043528201453924,0.0014245618125929838
0.05,0.05,4.165871658716587,4.167692939244663,263965,63336,4.167740787822329,4.169570500967237,0.0018691291057422177,0.0036988422506496477
0.08,0.08,4.165871658716587,4.167063738128651,255366,61282,4.166741541129673,4.1653755619267345,0.0008698824130854987,0.0004960967898526292
0.3,0.6,4.165871658716587,4.168579942357481,170670,40942,4.168752400252213,4.1664990311866115,0.002880741535626008,0.0006273724700243122
0.7,0.9,4.165871658716587,4.186755539097698,67838,16203,4.184959023635184,4.1851983918469085,0.019087364918596528,0.019326733130321294
0.09,0.09,4.165871658716587,4.166628236379208,252981,60716,4.16600499224667,4.163580189580318,0.00013333353008260218,0.0022914691362689865
0.2,0.8,4.165871658716587,4.173904780005702,175688,42092,4.174346314094837,4.175206481255881,0.008474655378249984,0.009334822539293519
0.3,0.8,4.165871658716587,4.17233803118804,155720,37322,4.173407666813688,4.168196422215292,0.007536008097100755,0.002324763498704918
0.01,0.04,4.165871658716587,4.167423096318709,272712,65439,4.167425498234106,4.1659601762378555,0.0015538395175189734,8.851752126837198e-05
0.0699999999999999,0.08,4.165871658716587,4.171350040420372,257998,61850,4.171538042765272,4.174062594446323,0.005666384048685025,0.008190935729736282
0.03,0.06,4.165871658716587,4.163179068171895,266993,64132,4.163207515558007,4.16749780182614,0.0026641431585803232,0.001626143109552558
0.06,0.06,4.165871658716587,4.1676180757087735,261368,62714,4.167076050982928,4.171273085880026,0.0012043922663407258,0.005401427163438832
0.2,0.3,4.165871658716587,4.161702293345793,213770,51366,4.1616546269824335,4.161671164025287,0.0042170317341536645,0.004200494691300349
0.7,0.7,4.165871658716587,4.166724834222466,83572,20057,4.165486420798516,4.175822648170729,0.00038523791807154595,0.009950989454141634
0.2,0.4,4.165871658716587,4.168735846004529,206169,49456,4.169290906771459,4.169658945556353,0.003419248054871815,0.0037872868397661463
0.3,0.7,4.165871658716587,4.170418666735118,162467,38957,4.171225179625858,4.175051354697166,0.00535352090927077,0.00917969598057855
0.03,0.05,4.165871658716587,4.164880128195155,267706,64277,4.164908799244692,4.1648373787209785,0.0009628594718948946,0.001034279995608678
0.04,0.09,4.165871658716587,4.163955757970071,262400,63017,4.164028890514655,4.164597540879428,0.0018427682019321878,0.0012741178371591388
0.06,0.09,4.165871658716587,4.169361729569381,258613,62027,4.1702858090300605,4.1676600539364115,0.004414150313473364,0.0017883952198243236
0.05,0.08,4.165871658716587,4.167029821073559,262002,62875,4.167496484371477,4.16799484459941,0.001624825654889861,0.002123185882823009
0.03,0.03,4.165871658716587,4.165359931957009,269353,64665,4.165254349032459,4.162499810794733,0.0006173096841282089,0.0033718479218540764
0.06,0.0699999999999999,4.165871658716587,4.162539194983042,260192,62508,4.1627502663639,4.161562334791897,0.00312139235268738,0.004309323924689856
0.5,0.9,4.165871658716587,4.158397534668721,107952,25960,4.157022358235306,4.154299360811974,0.008849300481281297,0.011572297904613116
0.02,0.09,4.165871658716587,4.170160180202728,266590,63928,4.170265466733936,4.1706852768030025,0.004393808017348455,0.004813618086415339
0.2,0.9,4.165871658716587,4.1452414861454665,165905,40023,4.144927438584272,4.137709864437675,0.020944220132315117,0.028161794278911856
0.04,0.04,4.165871658716587,4.16783085649993,266712,63993,4.167837540893271,4.167795561807353,0.0019658821766839196,0.001923903090766288
0.02,0.04,4.165871658716587,4.162515796936165,270089,64886,4.162326888291367,4.159997084451089,0.0035447704252202783,0.005874574265497756
0.1,0.5,4.165871658716587,4.159394886255383,218310,52486,4.15999085988092,4.160284701443508,0.005880798835667278,0.0055869572730795625
0.4,0.6,4.165871658716587,4.1723861183373,150765,36134,4.172534252877412,4.172474148289833,0.006662594160824931,0.00660248957324594
0.8,0.9,4.165871658716587,4.135329861111111,47639,11520,4.13109640991881,4.134082258444555,0.034775248797776825,0.03178940027203225
