m,M,original_average,difference_laplace_supression,difference_gaussian_supression
0.1,0.9,42.82262322623226,0.0125974991443387,0.0714322261735177
0.1,0.8,42.82262322623226,0.0133380370590664,0.0728128550034107
0.1,0.7,42.82262322623226,0.0127748093656063,0.0681561097766067
0.1,0.6,42.82262322623226,0.0132150188073748,0.0699264255341808
0.1,0.5,42.82262322623226,0.01454355189127,0.0652572634910265
0.1,0.4,42.82262322623226,0.0139453346923067,0.0685363592605759
0.1,0.3,42.82262322623226,0.0133643901259498,0.0721271838539369
0.1,0.2,42.82262322623226,0.0140563513537926,0.0702236222924097
0.1,0.1,42.82262322623226,0.0132670280229857,0.0702429864780771
0.2,0.9,42.82262322623226,0.0135574190537481,0.0694552869864167
0.2,0.8,42.82262322623226,0.013934914815741,0.0705480494815335
0.2,0.7,42.82262322623226,0.0126894805310622,0.0657781062328844
0.2,0.6,42.82262322623226,0.0122796407765289,0.0656106503471136
0.2,0.5,42.82262322623226,0.0144416999661488,0.072179533061206
0.2,0.4,42.82262322623226,0.0135842877728573,0.0679977790083706
0.2,0.3,42.82262322623226,0.0137788429105578,0.0672560478592514
0.2,0.2,42.82262322623226,0.0139909885671328,0.0659499674846898
0.3,0.9,42.82262322623226,0.0135650226517168,0.0676940386269027
0.3,0.8,42.82262322623226,0.0133434732275495,0.0699664742657726
0.3,0.7,42.82262322623226,0.0135186992429259,0.0690222556379874
0.3,0.6,42.82262322623226,0.0141568618481323,0.0689551257310456
0.3,0.5,42.82262322623226,0.0135708743578459,0.0722228005026522
0.3,0.4,42.82262322623226,0.0138925424826616,0.0678542712226958
0.3,0.3,42.82262322623226,0.0141405075748192,0.0692253259641247
0.4,0.9,42.82262322623226,0.0130083442372149,0.070577276695196
0.4,0.8,42.82262322623226,0.0137272762011919,0.0695790895874345
0.4,0.7,42.82262322623226,0.0146013190819198,0.0679701843220536
0.4,0.6,42.82262322623226,0.0137853652486596,0.0680777792600294
0.4,0.5,42.82262322623226,0.0133187785309144,0.0707730698318618
0.4,0.4,42.82262322623226,0.0133422052879868,0.0728837704236887
0.5,0.9,42.82262322623226,0.0135442129362095,0.0715093818437352
0.5,0.8,42.82262322623226,0.0131459250874196,0.0671089640544901
0.5,0.7,42.82262322623226,0.0134893877508805,0.0693870077182339
0.5,0.6,42.82262322623226,0.01488559686165,0.0700500999021367
0.5,0.5,42.82262322623226,0.012765372248837,0.0699640241626553
0.6,0.9,42.82262322623226,0.0133157450454862,0.0696205465352026
0.6,0.8,42.82262322623226,0.0131916372062818,0.0705103405305045
0.6,0.7,42.82262322623226,0.0131655269993827,0.0652112244368628
0.6,0.6,42.82262322623226,0.0134601982784843,0.0719049995687537
0.7,0.9,42.82262322623226,0.0131243311844508,0.0660963759478914
0.7,0.8,42.82262322623226,0.013254704021794,0.0669203230719146
0.7,0.7,42.82262322623226,0.0131906512907885,0.0700470520109731
0.8,0.9,42.82262322623226,0.0136155803880735,0.0710015081497888
0.8,0.8,42.82262322623226,0.0134072517836505,0.0645636989951536
0.9,0.9,42.82262322623226,0.0138594970642008,0.0672927927667937
0.01,0.09,42.82262322623226,0.0138070733753615,0.067624630438455
0.01,0.08,42.82262322623226,0.0133529132381502,0.068369602316956
0.01,0.07,42.82262322623226,0.0126810376475398,0.0718927325145666
0.01,0.06,42.82262322623226,0.0127858326657036,0.0700586185275633
0.01,0.05,42.82262322623226,0.0136904162942855,0.069535395191849
0.01,0.04,42.82262322623226,0.0134451934377311,0.0700224140660785
0.01,0.03,42.82262322623226,0.0137217856421252,0.0693584731220319
0.01,0.02,42.82262322623226,0.0129273011351493,0.0715108518722948
0.01,0.01,42.82262322623226,0.0136541621990046,0.0718263016080485
0.02,0.09,42.82262322623226,0.0131800057640947,0.0710823100325186
0.02,0.08,42.82262322623226,0.0139586614513945,0.0679732514531905
0.02,0.07,42.82262322623226,0.0131217511238147,0.0691022301044033
0.02,0.06,42.82262322623226,0.0130194538365974,0.0700521597411551
0.02,0.05,42.82262322623226,0.0141211448992899,0.0665975589808657
0.02,0.04,42.82262322623226,0.0131099598860329,0.0691825643799597
0.02,0.03,42.82262322623226,0.0132695102616808,0.0686272964777935
0.02,0.02,42.82262322623226,0.0131156836421278,0.0709401355443607
0.03,0.09,42.82262322623226,0.0133236850455249,0.072981146494775
0.03,0.08,42.82262322623226,0.0140441153137474,0.0711450631812862
0.03,0.07,42.82262322623226,0.0135069021940266,0.06863862799424
0.03,0.06,42.82262322623226,0.0133549806346176,0.0692984667653833
0.03,0.05,42.82262322623226,0.0139106566439846,0.0676588252353507
0.03,0.04,42.82262322623226,0.0136771550107518,0.0691497634892747
0.03,0.03,42.82262322623226,0.0132725262424516,0.0687520475151173
0.04,0.09,42.82262322623226,0.0131382544593378,0.0706934402058167
0.04,0.08,42.82262322623226,0.0134355887459814,0.0703371239646214
0.04,0.07,42.82262322623226,0.0145288549432611,0.0716145458859277
0.04,0.06,42.82262322623226,0.0145417576805988,0.069804803248229
0.04,0.05,42.82262322623226,0.0136436670711313,0.0699972485472561
0.04,0.04,42.82262322623226,0.0132517948999766,0.0707420324758793
0.05,0.09,42.82262322623226,0.0139605722927845,0.0732454773026187
0.05,0.08,42.82262322623226,0.0142683405406971,0.0743201516991455
0.05,0.07,42.82262322623226,0.0133479317145651,0.0688170689553662
0.05,0.06,42.82262322623226,0.0140303058752761,0.0663556750465477
0.05,0.05,42.82262322623226,0.013918288089829,0.0757772061734826
0.06,0.09,42.82262322623226,0.0138847415957661,0.0708874104249797
0.06,0.08,42.82262322623226,0.0134014820500113,0.0676888978282002
0.06,0.07,42.82262322623226,0.014378171564502,0.0701293226604052
0.06,0.06,42.82262322623226,0.0134075045511255,0.0721222415954385
0.07,0.09,42.82262322623226,0.0136625699561324,0.067721426891936
0.07,0.08,42.82262322623226,0.0127846920507984,0.0744312812274568
0.07,0.07,42.82262322623226,0.0143425130229423,0.068202461802026
0.08,0.09,42.82262322623226,0.0128198162275331,0.0710238252342831
0.08,0.08,42.82262322623226,0.0133586187422435,0.0667303296868327
0.09,0.09,42.82262322623226,0.014095768746912,0.0687716143168323
