m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
0.4,0.4,4.165871658716587,4.160001004873637,165593,39806,4.157475464080427,4.160292812771343,0.008396194636159926,0.005578845945244382
0.01,0.01,4.165871658716587,4.165297772389756,274868,65990,4.166178068624416,4.1667781068216465,0.0003064099078287086,0.0009064481050593542
0.6,0.8,4.165871658716587,4.152928796913364,94720,22808,4.152874837626097,4.149013670225995,0.012996821090490052,0.01685798849059239
0.03,0.08,4.165871658716587,4.164359208332022,264695,63562,4.1642052616087435,4.161385702284866,0.0016663971078436646,0.0044859564317212275
0.08,0.09,4.165871658716587,4.158831232607628,254063,61090,4.158751031557868,4.160414472243593,0.007120627158719195,0.005457186472994202
0.01,0.03,4.165871658716587,4.165274644882034,273292,65612,4.165319089886587,4.161777474822194,0.0005525688299998777,0.004094183894393311
0.03,0.04,4.165871658716587,4.167068035983407,268205,64363,4.16707442695164,4.165156151147254,0.0012027682350526092,0.0007155075693328072
0.03,0.09,4.165871658716587,4.165042889745809,264626,63535,4.165128110939423,4.167390131493484,0.0007435477771640109,0.001518472776896651
0.0699999999999999,0.09,4.165871658716587,4.1600474503558775,256001,61538,4.159556860223982,4.16182551746768,0.006314798492605078,0.004046141248907453
0.2,0.5,4.165871658716587,4.165948139891905,198095,47551,4.166934163439153,4.169280313879735,0.0010625047225660822,0.0034086551631480333
0.8,0.8,4.165871658716587,4.180390113162597,56151,13432,4.181780515533981,4.205580461546796,0.015908856817393513,0.03970880283020861
0.04,0.0699999999999999,4.165871658716587,4.163567482241516,263762,63350,4.163644027931899,4.161850492725786,0.0022276307846880172,0.004021165990801379
0.3,0.3,4.165871658716587,4.166136028547618,194971,46799,4.165397232391745,4.168486908380358,0.00047442632484173686,0.0026152496637710243
0.1,0.9,4.165871658716587,4.161596662894673,187559,45069,4.161595789274,4.15672273791086,0.004275869442587066,0.009148920805727379
0.4,0.9,4.165871658716587,4.164036205600758,127432,30603,4.161935147022449,4.170873080322446,0.003936511694138112,0.0050014216058587024
0.02,0.05,4.165871658716587,4.167412436352414,270090,64810,4.167301294874698,4.165741774807046,0.0014296361581109807,0.00012988390954138396
0.02,0.06,4.165871658716587,4.163052221259745,269133,64648,4.163242629493581,4.163678893522651,0.0026290292230060075,0.0021927651939357418
0.2,0.7,4.165871658716587,4.174384618897566,182813,43794,4.17538668413436,4.165651146583422,0.00951502541777316,0.00022051213316487406
0.02,0.08,4.165871658716587,4.167691996199792,267595,64207,4.167986154357091,4.168745120840715,0.0021144956405034776,0.002873462124127535
0.02,0.03,4.165871658716587,4.164197663529881,271260,65141,4.164349976931656,4.166718241670925,0.0015216817849310615,0.0008465829543382597
0.02,0.0699999999999999,4.165871658716587,4.165305678889682,268304,64414,4.163781967907112,4.163887911898013,0.0020896908094751865,0.0019837468185741614
0.01,0.08,4.165871658716587,4.16602985536391,269313,64645,4.165651289992041,4.164855368959186,0.0002203687245465602,0.0010162897574010898
0.02,0.02,4.165871658716587,4.165281285878301,272097,65325,4.165437909648374,4.1667365732708985,0.0004337490682129186,0.000864914554311369
0.05,0.09,4.165871658716587,4.1600146817101,260679,62663,4.160045534814103,4.15933602037373,0.005826123902483715,0.006535638342857197
0.2,0.6,4.165871658716587,4.170412393628627,191130,45830,4.170496294809467,4.167767104393402,0.004624636092879442,0.0018954456768147665
0.5,0.8,4.165871658716587,4.159691550213598,114899,27622,4.160968359872012,4.1523727062353455,0.00490329884457541,0.013498952481241666
0.5,0.5,4.165871658716587,4.154721513286293,138373,33305,4.1546384849436055,4.147311637992066,0.011233173772981608,0.018560020724521564
0.6,0.9,4.165871658716587,4.182755973515018,87177,20842,4.182391047305757,4.185865287707428,0.01651938858916946,0.019993628990841117
0.05,0.0699999999999999,4.165871658716587,4.1640478386717135,261827,62878,4.164403563952596,4.162059629891152,0.0014680947639913455,0.0038120288254352985
0.01,0.02,4.165871658716587,4.164562730711388,274149,65829,4.16376380454972,4.1638787062818725,0.00210785416686754,0.0019929524347146454
0.05,0.05,4.165871658716587,4.165757475135588,263455,63243,4.165141688933573,4.167922119737426,0.0007299697830145391,0.002050461020838945
0.08,0.08,4.165871658716587,4.165734083737272,256101,61478,4.164522485578236,4.167172643033796,0.0013491731383510341,0.0013009843172087088
0.3,0.6,4.165871658716587,4.151719421649082,169988,40944,4.15121404093938,4.15487008370735,0.014657617777206866,0.01100157500923693
0.7,0.9,4.165871658716587,4.1615661008549125,67176,16142,4.1616395144063905,4.16020178580815,0.004232144310196695,0.005669872908437235
0.09,0.09,4.165871658716587,4.166985172981878,252936,60700,4.167771171669193,4.167247478277014,0.0018995129526055976,0.001375819560426983
0.2,0.8,4.165871658716587,4.164240326251897,175631,42176,4.164457612265516,4.165630342237427,0.001414046451071016,0.00024131647916014742
0.3,0.8,4.165871658716587,4.170671661760771,155858,37370,4.169745788953678,4.175606864725351,0.0038741302370910446,0.009735206008763875
0.01,0.04,4.165871658716587,4.165558053121703,272415,65397,4.165552825184875,4.171643736732533,0.00031883353171213713,0.005772078015946036
0.0699999999999999,0.08,4.165871658716587,4.1683190735738895,257723,61829,4.168440882502776,4.16797443987217,0.0025692237861889566,0.0021027811555827114
0.03,0.06,4.165871658716587,4.1668694621240485,267113,64104,4.167064848336505,4.166738771985169,0.0011931896199177672,0.0008671132685815763
0.06,0.06,4.165871658716587,4.167709097871525,261207,62674,4.167683494801078,4.163133858265509,0.0018118360844905368,0.0027378004510785203
0.2,0.3,4.165871658716587,4.158427206754995,213739,51399,4.159507645221739,4.159146113192282,0.006364013494848386,0.006725545524305154
0.7,0.7,4.165871658716587,4.188215957764718,84091,20078,4.190258858222482,4.187537185450529,0.024387199505894408,0.021665526733942286
0.2,0.4,4.165871658716587,4.161776880363453,206112,49525,4.161450454083724,4.1557184296274245,0.004421204632863329,0.010153229089162608
0.3,0.7,4.165871658716587,4.17690043379467,161763,38728,4.178588615976644,4.184730590862628,0.012716957260057171,0.018858932146041063
0.03,0.05,4.165871658716587,4.168405666391951,268066,64309,4.167073600871468,4.163370772760708,0.0012019421548812304,0.0025008859558788288
0.04,0.09,4.165871658716587,4.16486477917631,262728,63082,4.165941593045974,4.1649132310887325,6.99343293870669e-05,0.0009584276278546966
0.06,0.09,4.165871658716587,4.168470557917794,258812,62088,4.169415337563265,4.16693579825571,0.0035436788466780555,0.001064139539122877
0.05,0.08,4.165871658716587,4.162365094294505,261101,62729,4.162789468708567,4.1626632388066325,0.0030821900080200137,0.003208419909954685
0.03,0.03,4.165871658716587,4.164333988029879,269270,64661,4.163794442672729,4.165799308344389,0.002077216043858243,7.23503721982155e-05
0.06,0.0699999999999999,4.165871658716587,4.1679014321145695,260473,62495,4.16808716551287,4.170375695943637,0.0022155067962827957,0.004504037227049729
0.5,0.9,4.165871658716587,4.180110539945116,108152,25873,4.180352560539035,4.177947700005695,0.014480901822447656,0.012076041289107664
0.02,0.09,4.165871658716587,4.1642014837953925,266613,64025,4.164527449675554,4.164131759557605,0.00134420904103294,0.0017398991589825386
0.2,0.9,4.165871658716587,4.164381523814247,167962,40333,4.16467651024697,4.161678187674436,0.0011951484696171022,0.0041934710421509536
0.04,0.04,4.165871658716587,4.163818420394901,266551,64016,4.163599402971348,4.165454246569917,0.002272255745238816,0.0004174121466702374
0.02,0.04,4.165871658716587,4.166448472900334,270515,64927,4.166977842356814,4.166400128545327,0.0011061836402266323,0.0005284698287395528
0.1,0.5,4.165871658716587,4.171562643064245,218690,52424,4.170889056756492,4.1632068691104935,0.005017398039904641,0.0026647896060936205
0.4,0.6,4.165871658716587,4.164681713444935,150016,36021,4.162227640885142,4.1640008533581785,0.00364401783144519,0.001870805358408667
0.8,0.9,4.165871658716587,4.156898656898657,47663,11466,4.1559475033935325,4.179319780267895,0.009924155323054684,0.013448121551308034
0.7,0.8,4.165871658716587,4.156744288224956,75686,18208,4.1583039305847675,4.160054850973159,0.007567728131819607,0.005816807743427965
0.1,0.7,4.165871658716587,4.159595710080487,202069,48579,4.160396944810378,4.162308876057355,0.005474713906209239,0.0035627826592321554
0.1,0.6,4.165871658716587,4.1712865798123,210675,50506,4.171339113297313,4.16742198588612,0.005467454580726283,0.0015503271695331833
0.04,0.08,4.165871658716587,4.166226829538092,263643,63281,4.167070018061252,4.169539356312454,0.0011983593446647234,0.0036676975958664926
0.4,0.5,4.165871658716587,4.1657068062827225,159130,38200,4.166717471288771,4.1686341275037035,0.0008458125721837462,0.00276246878711639
0.6,0.6,4.165871658716587,4.153329872441412,112007,26968,4.151947628582887,4.148141210070202,0.01392403013370025,0.017730448646385177
0.01,0.0699999999999999,4.165871658716587,4.163151489007688,270226,64909,4.162864977838206,4.1635999724837784,0.003006680878381296,0.0022716862328087117
0.1,0.4,4.165871658716587,4.179023274685552,226595,54222,4.178787321198205,4.181289926111276,0.012915662481617574,0.01541826739468899
0.6,0.7,4.165871658716587,4.16391235157302,102045,24507,4.163595146714579,4.1674563335792545,0.0022765120020080687,0.0015846748626673346
0.3,0.9,4.165871658716587,4.159719472880493,147096,35362,4.162124292266815,4.155362469872662,0.0037473664497724712,0.010509188843925266
0.1,0.2,4.165871658716587,4.163414214420926,241936,58110,4.163070604458546,4.168733040692074,0.0028010542580414466,0.0028613819754870207
0.1,0.8,4.165871658716587,4.169164197557181,195588,46913,4.1682160941707656,4.168460750037221,0.002344435454178395,0.002589091320634118
0.3,0.5,4.165871658716587,4.171925396157621,178500,42786,4.171209425867786,4.172926671067897,0.005337767151198491,0.007055012351309564
0.04,0.05,4.165871658716587,4.166891151135474,266056,63850,4.165770709337666,4.162967756886963,0.00010094937892102251,0.002903901829624189
0.4,0.8,4.165871658716587,4.153419593345657,134820,32460,4.154589725909049,4.156539339187034,0.011281932807538197,0.009332319529552713
0.03,0.0699999999999999,4.165871658716587,4.161763785441572,265970,63908,4.162075693659785,4.1597257414149125,0.0037959650568017977,0.006145917301674686
0.3,0.4,4.165871658716587,4.154939302817685,186536,44895,4.155277050931578,4.152760712034145,0.010594607785009202,0.013110946682441948
0.0699999999999999,0.0699999999999999,4.165871658716587,4.16352749398796,257968,61959,4.163827459895746,4.1618910510960845,0.002044198820841281,0.003980607620502674
0.9,0.9,4.165871658716587,4.207499629464947,28388,6747,4.205459678341715,4.221995311282417,0.03958801962512748,0.056123652565830184
0.5,0.7,4.165871658716587,4.16456210433664,123017,29539,4.166075285833819,4.153016879929676,0.00020362711723187488,0.012854778786911325
0.1,0.3,4.165871658716587,4.158402473039956,234064,56287,4.158903182359556,4.153495756719748,0.006968476357030795,0.012375901996839467
0.06,0.08,4.165871658716587,4.162301899516691,259224,62279,4.161931639544029,4.162661601887962,0.003940019172557818,0.0032100568286255182
0.01,0.05,4.165871658716587,4.166258157419039,271965,65278,4.166182281503504,4.166327760056174,0.00031062278691695866,0.00045610133958717824
0.05,0.06,4.165871658716587,4.166310659641462,263315,63201,4.165913148713148,4.163141712534619,4.148999656106156e-05,0.0027299461819678683
0.04,0.06,4.165871658716587,4.167471186653878,265047,63599,4.167989967278345,4.168618508882172,0.0021183085617577646,0.0027468501655851796
0.01,0.06,4.165871658716587,4.164855267405574,270928,65051,4.164797304543451,4.162216307757598,0.0010743541731361717,0.0036553509589891675
0.5,0.6,4.165871658716587,4.148464543173807,130631,31489,4.148325526261581,4.144574674222964,0.017546132455006358,0.02129698449362305
0.2,0.2,4.165871658716587,4.164803056694948,222363,53391,4.165068778532552,4.16190085298484,0.0008028801840351818,0.003970805731746907
0.4,0.7,4.165871658716587,4.142819706498952,142281,34344,4.140511403862825,4.13787834315337,0.025360254853762143,0.027993315563216825
0.1,0.1,4.165871658716587,4.165698496978978,250271,60079,4.165747141620694,4.167493963707261,0.00012451709589278437,0.0016223049906738396
0.01,0.09,4.165871658716587,4.162807278588921,268576,64518,4.1627234472384576,4.160537588860184,0.0031482114781296033,0.005334069856402834
0.4,0.4,4.165871658716587,4.16937273974311,167171,40095,4.169904907085633,4.166247143126623,0.00403324836904595,0.0003754844100356536
0.01,0.01,4.165871658716587,4.165231105180153,274672,65944,4.1651037059561435,4.165591254516361,0.0007679527604436132,0.00028040420022623636
0.6,0.8,4.165871658716587,4.176144853652105,95024,22754,4.174996142894882,4.172187533086871,0.0091244841782947,0.006315874370283581
0.03,0.08,4.165871658716587,4.165971329088115,265614,63758,4.166693718632686,4.161153692248439,0.0008220599160990716,0.004717966468148482
0.08,0.09,4.165871658716587,4.168107887208827,254984,61175,4.168442840585162,4.166820352085249,0.0025711818685749677,0.0009486933686622123
0.01,0.03,4.165871658716587,4.16639231824417,273357,65610,4.166424441036755,4.167710550683679,0.0005527823201676441,0.0018388919670915271
0.03,0.04,4.165871658716587,4.1664134209873485,268717,64496,4.167534083023864,4.164332142396615,0.0016624243072769218,0.0015395163199718453
0.03,0.09,4.165871658716587,4.163631490153414,264070,63423,4.164142744722817,4.1654203616964915,0.001728913993770398,0.000451297020095609
0.0699999999999999,0.09,4.165871658716587,4.162871584832675,256129,61527,4.162223335939518,4.1590363282334115,0.0036483227770691684,0.006835330483175639
0.2,0.5,4.165871658716587,4.149412952909986,197205,47526,4.149146114377889,4.148358971025488,0.016725544338697773,0.017512687691099593
0.8,0.8,4.165871658716587,4.146081122293382,54380,13116,4.145506007714369,4.1588324483407435,0.02036565100221832,0.007039210375843652
0.04,0.0699999999999999,4.165871658716587,4.162784826106167,263804,63372,4.163492702367771,4.165516241607814,0.0023789563488163523,0.00035541710877318167
0.3,0.3,4.165871658716587,4.165992595921337,194681,46731,4.166379272762328,4.165147720177492,0.0005076140457411782,0.000723938539095137
0.1,0.9,4.165871658716587,4.171526165386676,186851,44792,4.170896557751085,4.171555472153615,0.005024899034498098,0.0056838134370282845
0.4,0.9,4.165871658716587,4.170313366159063,127891,30667,4.170412535602805,4.173795232741576,0.004540876886217404,0.007923574024989222
0.02,0.05,4.165871658716587,4.168028671620348,269809,64733,4.168493252582241,4.167544953582486,0.0026215938656539706,0.0016732948658990665
0.02,0.06,4.165871658716587,4.162547175648085,269117,64652,4.1625748272728345,4.166979177784503,0.0032968314437527013,0.001107519067915952
0.2,0.7,4.165871658716587,4.156505356818594,183119,44056,4.157362201286052,4.156972949691023,0.008509457430535328,0.008898709025563889
0.02,0.08,4.165871658716587,4.167684161345584,267607,64210,4.167668419363792,4.174943961292394,0.001796760647204465,0.009072302575806823
0.02,0.03,4.165871658716587,4.166541359151796,271546,65173,4.16569060521255,4.161932809649447,0.00018105350403718745,0.003938849067139927
0.02,0.0699999999999999,4.165871658716587,4.167774395925213,268388,64396,4.1681359435444225,4.176032022421062,0.002264284827835361,0.010160363704474484
0.01,0.08,4.165871658716587,4.166421822567925,269430,64667,4.166666415348856,4.171477922461962,0.0007947566322688004,0.005606263745375095
0.02,0.02,4.165871658716587,4.16456936407336,272038,65322,4.164355230001782,4.166808244991896,0.0015164287148055067,0.0009365862753085707
0.05,0.09,4.165871658716587,4.164243257062508,260615,62584,4.163826066235159,4.16971258741511,0.0020455924814282156,0.0038409286985228164
0.2,0.6,4.165871658716587,4.175232469095285,190829,45705,4.174503684988683,4.173129917233641,0.008632026272096027,0.007258258517054195
0.5,0.8,4.165871658716587,4.165922190201729,115646,27760,4.1679645219416095,4.174687904174434,0.0020928632250223345,0.008816245457846428
0.5,0.5,4.165871658716587,4.165580417480102,138693,33295,4.165388360794824,4.166033210479507,0.0004832979217628264,0.00016155176292009799
0.6,0.9,4.165871658716587,4.160152890587673,87072,20930,4.159915634281534,4.157099108446974,0.005956024435053386,0.008772550269613433
0.05,0.0699999999999999,4.165871658716587,4.168476273746125,262218,62905,4.169823822565459,4.169978994324978,0.003952163848872203,0.0041073356083911605
0.01,0.02,4.165871658716587,4.165927253942691,274193,65818,4.166759744583688,4.164250542561223,0.000888085867100763,0.0016211161553645326
0.05,0.05,4.165871658716587,4.167692939244663,263965,63336,4.167851650547948,4.162738443556055,0.0019799918313605502,0.00313321516053211
0.08,0.08,4.165871658716587,4.167063738128651,255366,61282,4.167633299231808,4.171378293620766,0.0017616405152205417,0.005506634904178576
0.3,0.6,4.165871658716587,4.168579942357481,170670,40942,4.168762691238285,4.1670416516574,0.0028910325216982002,0.0011699929408131027
0.7,0.9,4.165871658716587,4.186755539097698,67838,16203,4.185232980440673,4.200272198158088,0.019361321724085556,0.03440053944150101
0.09,0.09,4.165871658716587,4.166628236379208,252981,60716,4.166672617076294,4.1663089110085805,0.0008009583597070602,0.0004372522919933175
0.2,0.8,4.165871658716587,4.173904780005702,175688,42092,4.1746147289729825,4.176673722427589,0.008743070256395313,0.010802063711001786
0.3,0.8,4.165871658716587,4.17233803118804,155720,37322,4.17283676283002,4.173267878350121,0.006965104113432652,0.007396219633533541
0.01,0.04,4.165871658716587,4.167423096318709,272712,65439,4.167363381489025,4.1692379364126495,0.001491722772438031,0.0033662776960623475
0.0699999999999999,0.08,4.165871658716587,4.171350040420372,257998,61850,4.170927652087126,4.172869206682753,0.005055993370539191,0.006997547966165918
0.03,0.06,4.165871658716587,4.163179068171895,266993,64132,4.16317420136047,4.161141451543424,0.002697457356116928,0.004730207173163414
0.06,0.06,4.165871658716587,4.1676180757087735,261368,62714,4.167530055065604,4.169529511324778,0.0016583963490166553,0.003657852608190737
0.2,0.3,4.165871658716587,4.161702293345793,213770,51366,4.161143253010753,4.161457912647205,0.0047284057058343265,0.00441374606938183
0.7,0.7,4.165871658716587,4.166724834222466,83572,20057,4.167416589257651,4.164810552046186,0.0015449305410637493,0.0010611066704013794
0.2,0.4,4.165871658716587,4.168735846004529,206169,49456,4.168490045104606,4.167692804064556,0.0026183863880184788,0.0018211453479688444
0.3,0.7,4.165871658716587,4.170418666735118,162467,38957,4.170861089438503,4.170508923376384,0.004989430721916044,0.004637264659796969
0.03,0.05,4.165871658716587,4.164880128195155,267706,64277,4.164573203248443,4.163112123760165,0.0012984554681443328,0.002759534956422449
0.04,0.09,4.165871658716587,4.163955757970071,262400,63017,4.164083136103304,4.160935187145868,0.0017885226132827725,0.004936471570719192
0.06,0.09,4.165871658716587,4.169361729569381,258613,62027,4.1692905003146,4.170641831185613,0.003418841598012534,0.0047701724690254466
0.05,0.08,4.165871658716587,4.167029821073559,262002,62875,4.167256113112696,4.169207374616044,0.0013844543961090139,0.0033357158994569147
0.03,0.03,4.165871658716587,4.165359931957009,269353,64665,4.165488138911638,4.1677844624957565,0.0003835198049495503,0.0019128037791693586
0.06,0.0699999999999999,4.165871658716587,4.162539194983042,260192,62508,4.162472966148124,4.162819022035478,0.0033986925684628133,0.003052636681109
0.5,0.9,4.165871658716587,4.158397534668721,107952,25960,4.157990814996228,4.1722613019394785,0.007880843720359465,0.006389643222891372
0.02,0.09,4.165871658716587,4.170160180202728,266590,63928,4.17043398821535,4.171683925288344,0.004562329498762452,0.005812266571757263
0.2,0.9,4.165871658716587,4.1452414861454665,165905,40023,4.144601379931633,4.150767792031147,0.021270278784954577,0.015103866685439726
0.04,0.04,4.165871658716587,4.16783085649993,266712,63993,4.168089904769797,4.164527695485752,0.0022182460532098602,0.0013439632308349658
0.02,0.04,4.165871658716587,4.162515796936165,270089,64886,4.162354565447289,4.165040913934099,0.003517093269298499,0.0008307447824877912
0.1,0.5,4.165871658716587,4.159394886255383,218310,52486,4.1596119602461945,4.168353011680163,0.0062596984703926495,0.0024813529635761
0.4,0.6,4.165871658716587,4.1723861183373,150765,36134,4.173542445175332,4.172254409649787,0.007670786458744416,0.00638275093319951
0.8,0.9,4.165871658716587,4.135329861111111,47639,11520,4.13429055863727,4.143827457013147,0.03158110007931736,0.022044201703439903
0.7,0.8,4.165871658716587,4.15650383887838,74709,17974,4.154572056750625,4.1547444649725636,0.01129960196596258,0.0111271937440236
