m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
0.1,0.1,4.165871658716587,4.163082467174961,249531,59939,4.162101891297997,4.1725492481613635,0.003769767418590142,0.006677589444776366
0.01,0.09,4.165871658716587,4.164854257481036,268479,64463,4.1649849254564435,4.171797275592723,0.0008867332601436573,0.005925616876135464
0.4,0.4,4.165871658716587,4.160001004873637,165593,39806,4.158587134484261,4.156027839118777,0.007284524232326284,0.00984381959781011
0.01,0.01,4.165871658716587,4.165297772389756,274868,65990,4.164325479768883,4.174550342740767,0.0015461789477040355,0.00867868402418015
0.6,0.8,4.165871658716587,4.152928796913364,94720,22808,4.151867856136284,4.183415408441571,0.014003802580303315,0.01754374972498418
0.03,0.08,4.165871658716587,4.164359208332022,264695,63562,4.163286364303253,4.168745010024611,0.002585294413334438,0.002873351308023686
0.08,0.09,4.165871658716587,4.158831232607628,254063,61090,4.161600368164356,4.145512659940735,0.004271290552231299,0.020358998775852122
0.01,0.03,4.165871658716587,4.165274644882034,273292,65612,4.164095906039842,4.160669034505696,0.0017757526767452347,0.005202624210891571
0.03,0.04,4.165871658716587,4.167068035983407,268205,64363,4.1688252283862175,4.162798697691025,0.0029535696696303404,0.00307296102556176
0.03,0.09,4.165871658716587,4.165042889745809,264626,63535,4.166841125837178,4.171734523235497,0.0009694671205906502,0.005862864518910271
0.0699999999999999,0.09,4.165871658716587,4.1600474503558775,256001,61538,4.158972806999964,4.17336970131847,0.006898851716623078,0.007498042601882915
0.2,0.5,4.165871658716587,4.165948139891905,198095,47551,4.167945193460362,4.154223238918255,0.0020735347437748075,0.011648419798332199
0.8,0.8,4.165871658716587,4.180390113162597,56151,13432,4.177632672401491,4.2497296342008175,0.011761013684903787,0.08385797548423035
0.04,0.0699999999999999,4.165871658716587,4.163567482241516,263762,63350,4.166704698152331,4.172308371475202,0.0008330394357436433,0.006436712758614682
0.3,0.3,4.165871658716587,4.166136028547618,194971,46799,4.159357358397606,4.172830621909625,0.00651430031898137,0.006958963193038237
0.1,0.9,4.165871658716587,4.161596662894673,187559,45069,4.162833692988424,4.15796099464817,0.0030379657281631722,0.007910664068417006
0.4,0.9,4.165871658716587,4.164036205600758,127432,30603,4.165622066466733,4.154925917271084,0.0002495922498537695,0.010945741445502755
0.02,0.05,4.165871658716587,4.167412436352414,270090,64810,4.169448721452028,4.168846436678781,0.0035770627354407836,0.0029747779621942527
0.02,0.06,4.165871658716587,4.163052221259745,269133,64648,4.161429643954766,4.155781718015117,0.004442014761821156,0.01008994070147029
0.2,0.7,4.165871658716587,4.174384618897566,182813,43794,4.1746825524206885,4.154170419507634,0.008810893704101375,0.011701239208953496
0.02,0.08,4.165871658716587,4.167691996199792,267595,64207,4.170397440488614,4.163970803618064,0.004525781772026782,0.0019008550985235573
0.02,0.03,4.165871658716587,4.164197663529881,271260,65141,4.164464562493828,4.162926231395667,0.00140709622275903,0.002945427320920402
0.02,0.0699999999999999,4.165871658716587,4.165305678889682,268304,64414,4.165747690817114,4.158236859503572,0.00012396789947288767,0.007634799213015242
0.01,0.08,4.165871658716587,4.16602985536391,269313,64645,4.1652407397958475,4.1584634661755,0.0006309189207396315,0.007408192541086933
0.02,0.02,4.165871658716587,4.165281285878301,272097,65325,4.163406511442355,4.15794258507348,0.0024651472742318603,0.007929073643107465
0.05,0.09,4.165871658716587,4.1600146817101,260679,62663,4.16010699256231,4.149999364048253,0.005764666154276732,0.015872294668334064
0.2,0.6,4.165871658716587,4.170412393628627,191130,45830,4.173563355110731,4.156980453026637,0.007691696394143577,0.008891205689949722
0.5,0.8,4.165871658716587,4.159691550213598,114899,27622,4.153506146638717,4.161083118051792,0.012365512077869845,0.004788540664795171
0.5,0.5,4.165871658716587,4.154721513286293,138373,33305,4.155355998804552,4.1886778566586695,0.010515659912035069,0.022806197942082385
0.6,0.9,4.165871658716587,4.182755973515018,87177,20842,4.186386573552571,4.144841406132897,0.02051491483598422,0.021030252583690512
0.05,0.0699999999999999,4.165871658716587,4.1640478386717135,261827,62878,4.16063726140325,4.1563611466149375,0.005234397313337524,0.00951051210164966
0.01,0.02,4.165871658716587,4.164562730711388,274149,65829,4.164687159721431,4.168679511119785,0.0011844989951557139,0.002807852403197586
0.05,0.05,4.165871658716587,4.165757475135588,263455,63243,4.1672222405201405,4.1655168974072465,0.0013505818035532968,0.0003547613093406454
0.08,0.08,4.165871658716587,4.165734083737272,256101,61478,4.165917634118719,4.137933403048377,4.597540213158169e-05,0.027938255668209955
0.3,0.6,4.165871658716587,4.151719421649082,169988,40944,4.152817799619061,4.1600443425047695,0.013053859097525766,0.005827316211817646
0.7,0.9,4.165871658716587,4.1615661008549125,67176,16142,4.159462149598777,4.1294788961151205,0.006409509117809797,0.03639276260146662
0.09,0.09,4.165871658716587,4.166985172981878,252936,60700,4.168904436776174,4.171130578353535,0.0030327780595866827,0.005258919636947468
0.2,0.8,4.165871658716587,4.164240326251897,175631,42176,4.16172658891478,4.163550045513469,0.0041450698018072885,0.002321613203117856
0.3,0.8,4.165871658716587,4.170671661760771,155858,37370,4.166572092688721,4.188102963320654,0.0007004339721339292,0.02223130460406697
0.01,0.04,4.165871658716587,4.165558053121703,272415,65397,4.1645672175203,4.1629173100783365,0.0013044411962868097,0.0029543486382506146
0.0699999999999999,0.08,4.165871658716587,4.1683190735738895,257723,61829,4.168541716652931,4.182930809172598,0.0026700579363438948,0.01705915045601092
0.03,0.06,4.165871658716587,4.1668694621240485,267113,64104,4.167013127169194,4.163654845093346,0.0011414684526069863,0.0022168136232414426
0.06,0.06,4.165871658716587,4.167709097871525,261207,62674,4.167126304704652,4.179850303619064,0.0012546459880651284,0.013978644902477022
0.2,0.3,4.165871658716587,4.158427206754995,213739,51399,4.160712092059171,4.145734993188747,0.005159566657416015,0.02013666552783988
0.7,0.7,4.165871658716587,4.188215957764718,84091,20078,4.184972455443344,4.187693175401933,0.019100796726756464,0.021821516685346154
0.2,0.4,4.165871658716587,4.161776880363453,206112,49525,4.162052228271716,4.160894196974947,0.003819430444870875,0.0049774617416398215
0.3,0.7,4.165871658716587,4.17690043379467,161763,38728,4.177307124044175,4.183875064557627,0.011435465327587657,0.0180034058410401
0.03,0.05,4.165871658716587,4.168405666391951,268066,64309,4.170790047669994,4.1591244488721415,0.004918388953407238,0.006747209844445656
0.04,0.09,4.165871658716587,4.16486477917631,262728,63082,4.164689806443569,4.16088104696178,0.001181852273018258,0.004990611754807084
0.06,0.09,4.165871658716587,4.168470557917794,258812,62088,4.169590950749887,4.1732313194948345,0.0037192920333000146,0.0073596607782473455
0.05,0.08,4.165871658716587,4.162365094294505,261101,62729,4.162389631316216,4.163338547402869,0.0034820274003708462,0.0025331113137179173
0.03,0.03,4.165871658716587,4.164333988029879,269270,64661,4.1610931811611245,4.162366266582149,0.004778477555462679,0.0035053921344383454
0.06,0.0699999999999999,4.165871658716587,4.1679014321145695,260473,62495,4.167379342255563,4.178829808665171,0.0015076835389757903,0.012958149948583575
0.5,0.9,4.165871658716587,4.180110539945116,108152,25873,4.182371727501463,4.1874433123731505,0.0165000687848762,0.021571653656563328
0.02,0.09,4.165871658716587,4.1642014837953925,266613,64025,4.164998484027857,4.1835063567152675,0.0008731746887304936,0.017634697998680338
0.2,0.9,4.165871658716587,4.164381523814247,167962,40333,4.165407252254957,4.1465254351450564,0.0004644064616305954,0.019346223571530707
0.04,0.04,4.165871658716587,4.163818420394901,266551,64016,4.165760902092129,4.172438253585963,0.00011075662445847456,0.006566594869376274
0.02,0.04,4.165871658716587,4.166448472900334,270515,64927,4.166389158384598,4.1566075491255035,0.0005174996680104016,0.009264109591083702
0.1,0.5,4.165871658716587,4.171562643064245,218690,52424,4.171195450991698,4.155888451915483,0.005323792275111039,0.009983206801104316
0.4,0.6,4.165871658716587,4.164681713444935,150016,36021,4.162199267322922,4.140535535098732,0.003672391393664931,0.025336123617854867
0.8,0.9,4.165871658716587,4.156898656898657,47663,11466,4.1406808367007395,4.2010575615743235,0.025190822015847658,0.03518590285773637
0.7,0.8,4.165871658716587,4.156744288224956,75686,18208,4.150693397134184,4.13015872739341,0.01517826158240343,0.03571293132317699
0.1,0.7,4.165871658716587,4.159595710080487,202069,48579,4.161660291678708,4.161741052150486,0.004211367037878944,0.004130606566101314
0.1,0.6,4.165871658716587,4.1712865798123,210675,50506,4.175372076756741,4.154654724923994,0.009500418040153669,0.011216933792593586
0.04,0.08,4.165871658716587,4.166226829538092,263643,63281,4.167060917315058,4.157765459518236,0.0011892585984707438,0.008106199198350872
0.4,0.5,4.165871658716587,4.1657068062827225,159130,38200,4.165935712540275,4.179037690119049,6.4053823687793e-05,0.013166031402461975
0.6,0.6,4.165871658716587,4.153329872441412,112007,26968,4.155469411829688,4.1430227866912785,0.010402246886899391,0.02284887202530861
0.01,0.0699999999999999,4.165871658716587,4.163151489007688,270226,64909,4.16359711334345,4.174973037860423,0.0022745453731367604,0.009101379143835686
0.1,0.4,4.165871658716587,4.179023274685552,226595,54222,4.175018511883566,4.1765523647712195,0.009146853166979163,0.010680706054632338
0.6,0.7,4.165871658716587,4.16391235157302,102045,24507,4.176354463654118,4.146986536450781,0.01048280493753051,0.01888512226580641
0.3,0.9,4.165871658716587,4.159719472880493,147096,35362,4.159869958144093,4.159902260227185,0.006001700572493718,0.0059693984894018115
0.1,0.2,4.165871658716587,4.163414214420926,241936,58110,4.164683962559196,4.154735371407463,0.001187696157391116,0.011136287309124526
0.1,0.8,4.165871658716587,4.169164197557181,195588,46913,4.1661657170510935,4.155910115025423,0.000294058334506353,0.009961543691163754
0.3,0.5,4.165871658716587,4.171925396157621,178500,42786,4.17622844376397,4.180639524121938,0.010356785047382466,0.01476786540535091
0.04,0.05,4.165871658716587,4.166891151135474,266056,63850,4.165131090642018,4.173275433198103,0.0007405680745691257,0.007403774481515413
0.4,0.8,4.165871658716587,4.153419593345657,134820,32460,4.153812825557753,4.149187479784254,0.012058833158834048,0.016684178932333538
0.03,0.0699999999999999,4.165871658716587,4.161763785441572,265970,63908,4.163303108404831,4.158362946117846,0.0025685503117562902,0.007508712598741418
0.3,0.4,4.165871658716587,4.154939302817685,186536,44895,4.153503204297134,4.157273955446933,0.012368454419453556,0.008597703269654033
0.0699999999999999,0.0699999999999999,4.165871658716587,4.16352749398796,257968,61959,4.163563446112273,4.170073537720163,0.0023082126043139084,0.004201879003575826
0.9,0.9,4.165871658716587,4.207499629464947,28388,6747,4.204766230257171,4.173160156063562,0.03889457154058373,0.00728849734697512
0.5,0.7,4.165871658716587,4.16456210433664,123017,29539,4.170591249027992,4.166946222377103,0.004719590311404787,0.001074563660515615
0.1,0.3,4.165871658716587,4.158402473039956,234064,56287,4.16688535623425,4.163849565552993,0.0010136975176626706,0.002022093163594363
0.06,0.08,4.165871658716587,4.162301899516691,259224,62279,4.161797704946806,4.16273541282208,0.004073953769781369,0.003136245894507006
0.01,0.05,4.165871658716587,4.166258157419039,271965,65278,4.166863399881503,4.152556123066875,0.0009917411649160712,0.013315535649712551
0.05,0.06,4.165871658716587,4.166310659641462,263315,63201,4.167780842641337,4.178966096540561,0.0019091839247495912,0.013094437823974125
0.04,0.06,4.165871658716587,4.167471186653878,265047,63599,4.1685487644111765,4.17750982946817,0.0026771056945893434,0.011638170751583132
0.01,0.06,4.165871658716587,4.164855267405574,270928,65051,4.164334516832833,4.158017275151761,0.0015371418837544226,0.00785438356482615
0.5,0.6,4.165871658716587,4.148464543173807,130631,31489,4.148846295056124,4.176875688934938,0.017025363660462922,0.011004030218351168
0.2,0.2,4.165871658716587,4.164803056694948,222363,53391,4.161795800283381,4.174742630556489,0.0040758584332065695,0.00887097183990182
0.4,0.7,4.165871658716587,4.142819706498952,142281,34344,4.142945835679979,4.135108221345455,0.022925823036608506,0.030763437371132518
0.1,0.1,4.165871658716587,4.165698496978978,250271,60079,4.164035235820869,4.1559038927731295,0.0018364228957183926,0.009967765943457607
0.01,0.09,4.165871658716587,4.162807278588921,268576,64518,4.161605215531298,4.154893488862524,0.004266443185288793,0.010978169854062969
0.4,0.4,4.165871658716587,4.16937273974311,167171,40095,4.175269513396476,4.180704787485001,0.009397854679888518,0.014833128768414028
0.01,0.01,4.165871658716587,4.165231105180153,274672,65944,4.165541767833057,4.176192422646609,0.0003298908835303038,0.01032076393002157
0.6,0.8,4.165871658716587,4.176144853652105,95024,22754,4.169939890651448,4.163918525941799,0.004068231934860833,0.0019531327747879246
0.03,0.08,4.165871658716587,4.165971329088115,265614,63758,4.167981165447232,4.169090979406531,0.0021095067306449167,0.0032193206899435722
0.08,0.09,4.165871658716587,4.168107887208827,254984,61175,4.167496308770424,4.166938092113282,0.0016246500538370512,0.00106643339669521
0.01,0.03,4.165871658716587,4.16639231824417,273357,65610,4.1670375058839735,4.163793735389521,0.0011658471673863247,0.0020779233270662445
0.03,0.04,4.165871658716587,4.1664134209873485,268717,64496,4.167340964381926,4.171065223791703,0.0014693056653385383,0.0051935650751158136
0.03,0.09,4.165871658716587,4.163631490153414,264070,63423,4.163903583686186,4.164100390312501,0.001968075030401195,0.001771268404086257
0.0699999999999999,0.09,4.165871658716587,4.162871584832675,256129,61527,4.161795642899449,4.164715765881019,0.004076015817138234,0.0011558928355679399
0.2,0.5,4.165871658716587,4.149412952909986,197205,47526,4.151153956201854,4.162919805296033,0.014717702514733588,0.0029518534205541513
0.8,0.8,4.165871658716587,4.146081122293382,54380,13116,4.14371379533149,4.166580463440467,0.022157863385096732,0.0007088047238799078
0.04,0.0699999999999999,4.165871658716587,4.162784826106167,263804,63372,4.161741347281669,4.165821943058523,0.004130311434917822,4.9715658064108936e-05
0.3,0.3,4.165871658716587,4.165992595921337,194681,46731,4.165215501267343,4.178833794991147,0.0006561574492440769,0.012962136274559555
0.1,0.9,4.165871658716587,4.171526165386676,186851,44792,4.171452447982613,4.146189517487417,0.0055807892660260094,0.019682141229170114
0.4,0.9,4.165871658716587,4.170313366159063,127891,30667,4.171986931458156,4.177021981683755,0.0061152727415692,0.011150322967167448
0.02,0.05,4.165871658716587,4.168028671620348,269809,64733,4.16921872382422,4.164774967615547,0.0033470651076328295,0.0010966911010399372
0.02,0.06,4.165871658716587,4.162547175648085,269117,64652,4.161062629771616,4.155607973670513,0.004809028944971594,0.010263685046074222
0.2,0.7,4.165871658716587,4.156505356818594,183119,44056,4.155700104645473,4.1502821231055,0.01017155407111403,0.015589535611087335
0.02,0.08,4.165871658716587,4.167684161345584,267607,64210,4.161439828026868,4.165478782911869,0.004431830689719085,0.00039287580471825123
0.02,0.03,4.165871658716587,4.166541359151796,271546,65173,4.166481326350588,4.173670922499436,0.0006096676340012763,0.007799263782849231
0.02,0.0699999999999999,4.165871658716587,4.167774395925213,268388,64396,4.169369521174757,4.172531029756997,0.0034978624581700757,0.006659371040409923
0.01,0.08,4.165871658716587,4.166421822567925,269430,64667,4.167161943519704,4.184257644571875,0.0012902848031171033,0.0183859858552875
0.02,0.02,4.165871658716587,4.16456936407336,272038,65322,4.165278611179492,4.163541092882131,0.0005930475370954369,0.002330565834456344
0.05,0.09,4.165871658716587,4.164243257062508,260615,62584,4.165424834482474,4.172990019087677,0.0004468242341131301,0.007118360371089594
0.2,0.6,4.165871658716587,4.175232469095285,190829,45705,4.1767000261010745,4.195984181909507,0.010828367384487336,0.030112523192920015
0.5,0.8,4.165871658716587,4.165922190201729,115646,27760,4.168349770684791,4.152347881751049,0.002478111968203578,0.013523776965538303
0.5,0.5,4.165871658716587,4.165580417480102,138693,33295,4.164532812383646,4.17655691759444,0.0013388463329411238,0.010685258877852988
0.6,0.9,4.165871658716587,4.160152890587673,87072,20930,4.162322397339324,4.152463805691657,0.003549261377263413,0.01340785302492975
0.05,0.0699999999999999,4.165871658716587,4.168476273746125,262218,62905,4.169511345812441,4.17092970943951,0.0036396870958537164,0.005058050722922758
0.01,0.02,4.165871658716587,4.165927253942691,274193,65818,4.16634688075819,4.160061597229883,0.0004752220416026631,0.005810061486704043
0.05,0.05,4.165871658716587,4.167692939244663,263965,63336,4.166084536508282,4.153879188156097,0.0002128777916947655,0.011992470560490354
0.08,0.08,4.165871658716587,4.167063738128651,255366,61282,4.166600266126192,4.17349678808385,0.0007286074096048978,0.007625129367262673
0.3,0.6,4.165871658716587,4.168579942357481,170670,40942,4.1712526047933185,4.17529989379409,0.005380946076731341,0.009428235077503011
0.7,0.9,4.165871658716587,4.186755539097698,67838,16203,4.185409853237119,4.20476332688816,0.01953819452053196,0.038891668171572746
0.09,0.09,4.165871658716587,4.166628236379208,252981,60716,4.16707146861407,4.15481571938261,0.0011998098974830285,0.011055939333977527
0.2,0.8,4.165871658716587,4.173904780005702,175688,42092,4.169268866780223,4.165367980638325,0.0033972080636361923,0.0005036780782621264
0.3,0.8,4.165871658716587,4.17233803118804,155720,37322,4.172397687875452,4.190712693052958,0.006526029158864688,0.024841034336370527
0.01,0.04,4.165871658716587,4.167423096318709,272712,65439,4.166694461870079,4.156996110273779,0.0008228031534915914,0.008875548442808245
0.0699999999999999,0.08,4.165871658716587,4.171350040420372,257998,61850,4.171558020040053,4.1720016167502285,0.005686361323466116,0.006129958033641358
0.03,0.06,4.165871658716587,4.163179068171895,266993,64132,4.163633818391246,4.1840373867486855,0.002237840325340912,0.01816572803209837
0.06,0.06,4.165871658716587,4.1676180757087735,261368,62714,4.168075692309295,4.161857309702529,0.0022040335927080434,0.004014349014058283
0.2,0.3,4.165871658716587,4.161702293345793,213770,51366,4.163216269977049,4.1670722740298745,0.002655388739538189,0.001200615313287301
0.7,0.7,4.165871658716587,4.166724834222466,83572,20057,4.1531025204562155,4.188201007670953,0.012769138260371626,0.02232934895436589
0.2,0.4,4.165871658716587,4.168735846004529,206169,49456,4.1690984918886285,4.177851673157399,0.00322683317204131,0.011980014440811537
0.3,0.7,4.165871658716587,4.170418666735118,162467,38957,4.169003670537042,4.170159922625999,0.00313201182045475,0.004288263909411505
0.03,0.05,4.165871658716587,4.164880128195155,267706,64277,4.16475976883451,4.178135326958008,0.0011118898820772216,0.012263668241421222
0.04,0.09,4.165871658716587,4.163955757970071,262400,63017,4.1645385538786455,4.166115074408022,0.0013331048379416899,0.00024341569143526698
0.06,0.09,4.165871658716587,4.169361729569381,258613,62027,4.168276641670906,4.1625362842867935,0.0024049829543191237,0.0033353744297937027
0.05,0.08,4.165871658716587,4.167029821073559,262002,62875,4.166797768562635,4.177525820996809,0.0009261098460475736,0.011654162280222202
0.03,0.03,4.165871658716587,4.165359931957009,269353,64665,4.165640612694393,4.168072710481429,0.00023104602219436998,0.002201051764841644
0.06,0.0699999999999999,4.165871658716587,4.162539194983042,260192,62508,4.162366221149269,4.1601518783853155,0.003505437567318026,0.005719780331271629
0.5,0.9,4.165871658716587,4.158397534668721,107952,25960,4.142341248364967,4.189854549188065,0.02353041035162029,0.023982890471478058
0.02,0.09,4.165871658716587,4.170160180202728,266590,63928,4.1671295642741475,4.173755470993923,0.0012579055575603348,0.0078838122773357
0.2,0.9,4.165871658716587,4.1452414861454665,165905,40023,4.147142270224528,4.151477714451789,0.018729388492059407,0.014393944264798009
0.04,0.04,4.165871658716587,4.16783085649993,266712,63993,4.1678426290209485,4.157607643304397,0.0019709703043613302,0.00826401541219024
0.02,0.04,4.165871658716587,4.162515796936165,270089,64886,4.160133421926644,4.160458137424217,0.00573823678994323,0.005413521292370049
0.1,0.5,4.165871658716587,4.159394886255383,218310,52486,4.159186999765436,4.168771519393879,0.006684658951151334,0.0028998606772914215
0.4,0.6,4.165871658716587,4.1723861183373,150765,36134,4.171608408214227,4.161529147918552,0.005736749497639693,0.004342510798035271
0.8,0.9,4.165871658716587,4.135329861111111,47639,11520,4.138354134756678,4.156395491134189,0.027517523959908807,0.009476167582397999
0.7,0.8,4.165871658716587,4.15650383887838,74709,17974,4.154542037430731,4.163455136849929,0.011329621285856462,0.0024165218666585275
