m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.2,0.3,1.8000360005400076e-10,1.289728043577631,-0.0037007021294765,-0.0027808348457826,-0.0037781716963944,-0.0031587186637608
0.2,0.2,1.8000360005400076e-10,0.86483972516319,-0.0037901299339372,-0.0027896682673551,-0.0037497927534579,-0.0025508370853409
0.3,0.9,1.5750315004725067e-10,3.555753648618441,-0.0074237385680524,-0.0067835003297461,-0.0076503790527061,-0.0079936293394664
0.3,0.8,1.5750315004725067e-10,2.1802663867405028,-0.0068838073654291,-0.0062227756370152,-0.0070507757823522,-0.0070125409058142
0.3,0.7,1.5750315004725067e-10,1.780454024800658,-0.0061229298047546,-0.0054700068088664,-0.0062484608515601,-0.0061486173565034
0.3,0.6,1.5750315004725067e-10,1.5238551221072782,-0.0060690159217719,-0.005169698552572,-0.0061801371036653,-0.0057176557861308
0.3,0.5,1.5750315004725067e-10,1.2867811736249446,-0.005707079783829,-0.0048188648412923,-0.0057871983194226,-0.0052490172795371
0.3,0.4,1.5750315004725067e-10,1.041846400195649,-0.0052556764413036,-0.004420745926367,-0.0052442115900006,-0.0044101050048072
0.3,0.3,1.5750315004725067e-10,0.7897280435776313,-0.0049934592677377,-0.0042411852506766,-0.0049412207250533,-0.0038418710026791
0.4,0.9,1.3500270004050048e-10,2.970877397374573,-0.0080716542625853,-0.0075305428495141,-0.0082783424853526,-0.0085438557834159
0.4,0.8,1.3500270004050048e-10,1.621924354411025,-0.0078510177729982,-0.0072126947484124,-0.007990655179187,-0.0078165018391908
0.4,0.7,1.3500270004050048e-10,1.2474029062976228,-0.007600358709428,-0.0070396747638873,-0.0076359312291068,-0.0073905325614991
0.4,0.6,1.3500270004050048e-10,1.040004453643959,-0.0074027413685298,-0.0065128127056139,-0.0074100561547931,-0.0064956400601118
0.4,0.5,1.3500270004050048e-10,0.8719887568651661,-0.0063342604112701,-0.0057710761021112,-0.0063046431300927,-0.0054906336037387
0.4,0.4,1.3500270004050048e-10,0.7085130668623149,-0.0062556272828194,-0.0053277846048205,-0.0061100450009564,-0.004699647672824
0.5,0.9,1.1250225003375047e-10,2.41573522184363,-0.0093713672367436,-0.0091181674377117,-0.0095619601635669,-0.009926743496825
0.5,0.8,1.1250225003375047e-10,1.24047842129593,-0.009076178180975,-0.0085160429630347,-0.0091236134576707,-0.0089016603119146
0.5,0.7,1.1250225003375047e-10,0.910918146299132,-0.0091728572711339,-0.0085615527821601,-0.0091463324224084,-0.0083900902663621
0.5,0.6,1.1250225003375047e-10,0.7441312242084209,-0.0080766745225293,-0.0072852294375319,-0.0079545187890063,-0.0069125568760954
0.5,0.5,1.1250225003375047e-10,0.6201145069582774,-0.0077430896296101,-0.0069853661818226,-0.0076122332059632,-0.0059887126279943
0.6,0.9,9.000180002700038e-11,1.8573740195087889,-0.0116648682774547,-0.0112593386936775,-0.0118067214909476,-0.011908775712576
0.6,0.8,9.000180002700038e-11,0.916833220754278,-0.0114325028879866,-0.0106455272319091,-0.0113974397162877,-0.010527004160075
0.6,0.7,9.000180002700038e-11,0.6491258279171362,-0.0108035861139848,-0.0103609531141245,-0.0106434670974219,-0.0093355388274155
0.6,0.6,9.000180002700038e-11,0.5231371636115855,-0.0098463755630399,-0.0091566749729475,-0.00954786275587,-0.0076248786894072
0.7,0.9,6.750135002025028e-11,1.2953945291203477,-0.0140834627469271,-0.0136994337857004,-0.014169973158653,-0.013999622023074
0.7,0.8,6.750135002025028e-11,0.6073740195087886,-0.0129095007622982,-0.0130179399930907,-0.012689138152005,-0.0118744365804318
0.7,0.7,6.750135002025028e-11,0.4157352218436286,-0.0116771130967719,-0.0114838870716011,-0.0112488396715911,-0.0092183120746505
0.8,0.9,4.5000900013500165e-11,0.7293182678690189,-0.0168262136490965,-0.0174784826788898,-0.0167057198366459,-0.0169760362184792
0.8,0.8,4.5000900013500165e-11,0.2953945291203476,-0.0164876248095214,-0.0170693471608667,-0.0156472365272944,-0.013011099032853
0.9,0.9,2.250045000675008e-11,0.1585650787404291,-0.0230157055370779,-0.0254645418846624,-0.0213642122818801,-0.0162296964470615
0.01,0.09,2.2275445506682583e-10,8.941426744254743,-0.0012280577136769,-0.0005912408018983,-0.001498162023861,-0.0019837893684265
0.01,0.08,2.2275445506682583e-10,7.94810689975826,-0.0010807728031137,-0.0005114000220933,-0.0013776831409084,-0.0019111615007056
0.01,0.07,2.2275445506682583e-10,6.954742726741888,-0.001065006274785,-0.0006587027420726,-0.0013360272128407,-0.0019187955883372
0.01,0.06,2.2275445506682583e-10,5.96133480964445,-0.0010537887158683,-0.0004526247174111,-0.0013109988098978,-0.0017805400307657
0.01,0.05,2.2275445506682583e-10,4.967883721422339,-0.000836184169041,-0.0004073646829754,-0.0011045697311269,-0.0017133760360792
0.01,0.04,2.2275445506682583e-10,3.974390023848344,-0.0008346914293638,-0.0003197560687834,-0.0010890134317048,-0.0015926283161661
0.01,0.03,2.2275445506682583e-10,2.9808542678008307,-0.0007207854653772,-0.0003074028076889,-0.0009212638751297,-0.001374825250213
0.01,0.02,2.2275445506682583e-10,1.9872769935436303,-0.0006375853466761,-8.733247537410019e-05,-0.0007667510607503,-0.0009543746455733
0.01,0.01,2.2275445506682583e-10,0.9936587309970014,-0.0005334932543229,-9.88849491440004e-06,-0.0005518890642685,-7.265331128210014e-05
0.02,0.09,2.2050441006615078e-10,4.44142674425474,-0.0013627940022277,-0.0007306567520635,-0.0015986651341186,-0.0019092549035336
0.02,0.08,2.2050441006615078e-10,3.948106899758264,-0.0013076614330086,-0.0006649220226798,-0.0015464098887265,-0.0018487999672188
0.02,0.07,2.2050441006615078e-10,3.45474272674189,-0.0012588704571617,-0.0006263407764563,-0.0014785718429955,-0.0017499623565797
0.02,0.06,2.2050441006615078e-10,2.96133480964445,-0.0011157799111972,-0.0004981565101364,-0.0012981864780829,-0.001512951176549
0.02,0.05,2.2050441006615078e-10,2.46788372142234,-0.0010408831163419,-0.0006195570006631,-0.0012103998773341,-0.0015418559088508
0.02,0.04,2.2050441006615078e-10,1.9743900238483445,-0.0009761431789314,-0.0003573077702562,-0.0011352113486035,-0.0012169502195111
0.02,0.03,2.2050441006615078e-10,1.480854267800831,-0.0009263832178262,-0.0003193864788963,-0.0010205801299838,-0.0008710983053072
0.02,0.02,2.2050441006615078e-10,0.9872769935436306,-0.0008793143614061,-0.0004647476070126,-0.0008692068115517,-0.0004086240461488
0.03,0.09,2.1825436506547587e-10,2.941426744254741,-0.0014278328278766,-0.0008155353466336,-0.0016225716188672,-0.0019657057283111
0.03,0.08,2.1825436506547587e-10,2.614773566424929,-0.0014481484462182,-0.0007219432819725,-0.0016118226617931,-0.0017823626227175
0.03,0.07,2.1825436506547587e-10,2.288076060075222,-0.0012941627908284,-0.0008297369977244,-0.0014643528960706,-0.0016866741943487
0.03,0.06,2.1825436506547587e-10,1.9613348096444505,-0.0012173642065365,-0.0007637756828983,-0.0013783884393643,-0.0014820210293042
0.03,0.05,2.1825436506547587e-10,1.6345503880890069,-0.0012267002669491,-0.0006353638945747,-0.0013573592897908,-0.0013436065244584
0.03,0.04,2.1825436506547587e-10,1.3077233571816786,-0.0012157989117943,-0.0006969973712382,-0.0012826230672753,-0.0009936648714974
0.03,0.03,2.1825436506547587e-10,0.9808542678008312,-0.0010824559928271,-0.0006431782086538,-0.0010648924070244,-0.0005674646669165
0.04,0.09,2.1600432006480083e-10,2.191426744254741,-0.001616314534369,-0.0009141369438257,-0.0017868481259216,-0.0018374573763206
0.04,0.08,2.1600432006480083e-10,1.948106899758262,-0.0016315767430628,-0.0009676779582183,-0.0017987637558807,-0.0017293695703005
0.04,0.07,2.1600432006480083e-10,1.7047427267418878,-0.0015288962936047,-0.0008510648861343,-0.0016650971790141,-0.0015174297648089
0.04,0.06,2.1600432006480083e-10,1.4613348096444505,-0.0014776125267681,-0.0008037338042235,-0.001553126469678,-0.0012497308555089
0.04,0.05,2.1600432006480083e-10,1.2178837214223397,-0.0013552793745882,-0.000710214484604,-0.0014186175710477,-0.0010801420057937
0.04,0.04,2.1600432006480083e-10,0.9743900238483448,-0.0012612371398264,-0.0007379250260663,-0.001268104317106,-0.000758784626235
0.05,0.09,2.1375427506412576e-10,1.7414267442547409,-0.0016928671888903,-0.0009400742368335,-0.0018319581245732,-0.0016740879462519
0.05,0.08,2.1375427506412576e-10,1.5481068997582628,-0.0016873418293282,-0.0008326053072284,-0.0017773712183235,-0.0014221895128422
0.05,0.07,2.1375427506412576e-10,1.354742726741889,-0.0017385750808777,-0.0011205552424672,-0.0018104673295989,-0.0015419817011992
0.05,0.06,2.1375427506412576e-10,1.161334809644451,-0.0015576515810405,-0.0007691143165384,-0.0015781538929674,-0.0010778447659898
0.05,0.05,2.1375427506412576e-10,0.9678837214223396,-0.0015519645282829,-0.000940272528057,-0.0015469935936711,-0.0007853414383331
0.06,0.09,2.115042300634508e-10,1.441426744254741,-0.0018184931569909,-0.0010996072786173,-0.00191674177589,-0.0016250379196013
0.06,0.08,2.115042300634508e-10,1.2814402330915955,-0.0019076819405891,-0.001229399776944,-0.0019802493846114,-0.0015236659347862
0.06,0.07,2.115042300634508e-10,1.1214093934085554,-0.0017753121696676,-0.0011322745570772,-0.0017984931156213,-0.001303084904918
0.06,0.06,2.115042300634508e-10,0.9613348096444502,-0.0016863590657518,-0.0009431248510684,-0.0016527714487735,-0.0009486615916786
0.07,0.09,2.0925418506277583e-10,1.2271410299690262,-0.0020649826990637,-0.0011850479900912,-0.0021233106665537,-0.0016126404287841
0.07,0.08,2.0925418506277583e-10,1.0909640426154046,-0.0019605157483419,-0.0013177329093864,-0.002004863869715,-0.0014429891247041
0.07,0.07,2.0925418506277583e-10,0.9547427267418882,-0.0018075451454416,-0.0010346984970412,-0.0017690425523856,-0.0010206241349587
0.08,0.09,2.0700414006210086e-10,1.066426744254741,-0.0021017834774107,-0.0012014098571379,-0.0021310686306234,-0.0014257060630325
0.08,0.08,2.0700414006210086e-10,0.9481068997582622,-0.0019888049600738,-0.0012810947618524,-0.001966038526045,-0.0012011213482125
0.09,0.09,2.0475409506142587e-10,0.9414267442547412,-0.002350775269055,-0.0015828162715488,-0.0023352082587099,-0.001530526992284
