average,total_sum,total_element,m,M,average_laplacian,average_gaussian
4.163773861478496,249968,60034,0.1,0.1,4.145009086429658,4.232111376230214
4.1731641304153,232825,55791,0.1,0.2,4.190552214581155,4.277121879254662
4.169232559041378,215024,51574,0.1,0.3,4.1771539682999785,4.173258002547049
4.177275607180571,197794,47350,0.1,0.4,4.158908874334821,4.102553597944503
4.15736419637857,178168,42856,0.1,0.5,4.141688528067585,4.310576636442976
4.16775874522753,161559,38764,0.1,0.6,4.156652404898473,4.120355953508508
4.173731273951922,143760,34444,0.1,0.7,4.212024766688426,4.1501752939139855
4.176824853550977,126917,30386,0.1,0.8,4.219751400992189,4.070837420140463
4.158922506946588,107766,25912,0.1,0.9,4.108876725498586,4.184379974713292
4.16653244685832,222472,53395,0.2,0.2,4.163315828775543,4.239674338225673
4.157768324207698,204267,49129,0.2,0.3,4.155665131144022,4.25362446176053
4.162593817012152,186351,44768,0.2,0.4,4.168028257947719,4.215140283283455
4.169685930885104,169406,40628,0.2,0.5,4.1589376244388525,4.576193841786379
4.161991546357798,151638,36434,0.2,0.6,4.207872604558745,4.078888713055677
4.157545139863411,133320,32067,0.2,0.7,4.149077036593143,4.116703856734066
4.160282004244452,115660,27801,0.2,0.8,4.171476465801386,4.281052154426964
4.136241524881668,96999,23451,0.2,0.9,4.0556376605589275,4.188448684209908
4.1737455868193,195060,46735,0.3,0.3,4.194639643480397,4.159464052679139
4.168020208697294,176549,42358,0.3,0.4,4.201808046332531,4.172949705532853
4.155560183256976,159640,38416,0.3,0.5,4.159426729840836,4.235239790924079
4.16780338664158,141772,34016,0.3,0.6,4.177963166926666,4.058823531443863
4.155059533905492,122487,29479,0.3,0.7,4.1463863347836405,3.9137412792636703
4.157691105205565,106387,25588,0.3,0.8,4.141120546257494,4.402869317206584
4.168496286261504,89235,21407,0.3,0.9,4.219473065126112,4.627695269418011
4.160874006527643,167005,40137,0.4,0.4,4.162153351020806,4.320043749780842
4.171350659469086,149910,35938,0.4,0.5,4.138019729144348,3.9482787721109376
4.162772956994374,130965,31461,0.4,0.6,4.132272669491194,4.065043349813147
4.178525793143733,114454,27391,0.4,0.7,4.180617343235096,4.489656789411936
4.191487513572204,96509,23025,0.4,0.8,4.2274629198886755,4.388454557712843
4.172846730861307,78437,18797,0.4,0.9,4.135965217891302,3.698333176023762
4.167652740883844,138066,33128,0.5,0.5,4.15702787673022,4.022297148224781
4.152861445783133,121330,29216,0.5,0.6,4.213546332077242,4.026061941605794
4.158141035985154,103072,24788,0.5,0.7,4.179567582217886,4.357633312684133
4.147774452061408,85917,20714,0.5,0.8,4.189980130472678,4.2465943968704
4.184020837119147,69074,16509,0.5,0.9,4.183783950158783,4.3215688351030055
4.169375374475734,111339,26704,0.6,0.6,4.178698207511739,3.920702277967909
4.161844324132423,93783,22534,0.6,0.7,4.1705901508263175,4.267677265379581
4.165823619969211,75768,18188,0.6,0.8,4.087971432285104,4.3166764017103425
4.17913783160323,57973,13872,0.6,0.9,4.146749580936003,3.765141416490866
4.1536585365853655,83447,20090,0.7,0.7,4.217158641647736,4.025441956625615
4.164555358500127,65750,15788,0.7,0.8,4.188257745041669,3.928742697376705
4.151171909035463,47643,11477,0.7,0.9,4.34781082920358,4.075479113049536
4.147402305734391,55401,13358,0.8,0.8,4.25907407373119,3.9862037690686987
4.199535192563081,37947,9036,0.8,0.9,4.050229560289617,4.095352990877672
4.149731823599523,27853,6712,0.9,0.9,4.013733463603304,4.030178027209685
4.164784574068823,249683,59951,0.1,0.1,4.188220412325493,4.1374001984951905
4.165082837266012,232295,55772,0.1,0.2,4.198092191099497,4.299798696497651
4.165622393358034,214742,51551,0.1,0.3,4.1755104623031505,4.346732466568579
4.163591478856754,195643,46989,0.1,0.4,4.169095215329404,4.239149893729203
4.161474341063612,178727,42948,0.1,0.5,4.139440913256034,4.297296731425053
4.15876991401792,161065,38729,0.1,0.6,4.123195071756819,4.178798031078969
4.15454440666244,144171,34702,0.1,0.7,4.147363941432998,4.438703131980945
4.174788802385291,126016,30185,0.1,0.8,4.19022654311358,4.608484019671516
4.17864539387896,108954,26074,0.1,0.9,4.194372483167847,4.333277627576206
4.165772000374076,222723,53465,0.2,0.2,4.16301654325579,4.161902465092995
4.166253303516975,204938,49190,0.2,0.3,4.17204094564058,4.2575591318391615
4.167229465304023,186346,44717,0.2,0.4,4.133287568909285,4.22839965308339
4.163375663705987,170153,40869,0.2,0.5,4.170048673275951,4.217023773273665
4.173869653203226,150564,36073,0.2,0.6,4.178716869962894,3.9552919959479564
4.168161573673141,134765,32332,0.2,0.7,4.1955862456541455,4.2486747373053335
4.176074257248325,116525,27903,0.2,0.8,4.215159215271948,4.312221798212756
4.16652666946661,99205,23810,0.2,0.9,4.213151172457085,4.0544273886374445
4.169075702337551,194404,46630,0.3,0.3,4.196596288038563,4.4300431349516005
4.158572471103369,176652,42479,0.3,0.4,4.120708850753622,4.338863073978816
4.161370798319328,158465,38080,0.3,0.5,4.167552346649318,4.199313977710406
4.17004000941398,141748,33992,0.3,0.6,4.161788708065031,4.353211716981263
4.175934335789013,124138,29727,0.3,0.7,4.140602649300572,4.259319856680679
4.159269442262373,105895,25460,0.3,0.8,4.146893137727548,4.171741954239862
4.168181176138236,88528,21239,0.3,0.9,4.2612765410516555,3.9953802468883537
4.172457850038831,166552,39917,0.4,0.4,4.194780494664835,4.333571719900074
4.184363311561436,149909,35826,0.4,0.5,4.213014798111207,4.463553723076958
4.171559923906151,131571,31540,0.4,0.6,4.259030738436373,4.064248157863203
4.155346900003654,113736,27371,0.4,0.7,4.2547638657655895,4.112599604514792
4.171726046654659,94961,22763,0.4,0.8,4.1331813011916125,4.147250333871774
4.195906432748538,78925,18810,0.4,0.9,4.267178856471166,3.699042587214527
4.168338539163863,138789,33296,0.5,0.5,4.153266597382907,4.200588702784153
4.1615753684719206,120565,28971,0.5,0.6,4.1626932958129705,4.408816505047048
4.158939595690595,103071,24783,0.5,0.7,4.083286016206713,3.9662687383716544
4.173351461590754,85946,20594,0.5,0.8,4.121082386962215,4.597436890121345
4.162201834862385,68052,16350,0.5,0.9,4.1863501887228045,4.000134256949485
4.143903813638925,110290,26615,0.6,0.6,4.1475791231286445,3.919138464812906
4.195134966869747,94336,22487,0.6,0.7,4.351819433081356,4.341272050307992
4.1482194947437945,75369,18169,0.6,0.8,4.064998231826803,3.603371800446545
4.159861989649223,57872,13912,0.6,0.9,4.23747511184146,3.730657542393342
4.17029506570791,84094,20165,0.7,0.7,4.234666670745488,4.221698426409425
4.1725367810967455,65513,15701,0.7,0.8,4.2334726131079385,4.398272778542631
4.165514828099029,47616,11431,0.7,0.9,4.0141543687585415,4.314404679355916
4.163757273482959,55099,13233,0.8,0.8,4.205920472066071,3.737097043430704
4.140297535020089,38128,9209,0.8,0.9,4.147038151099344,3.609637992558864
4.20890868596882,28347,6735,0.9,0.9,4.2689074600338355,4.235724918903286
4.166791760487032,249820,59955,0.1,0.1,4.1737747534532605,4.185519206845245
4.162005579000072,232756,55924,0.1,0.2,4.181649551614152,4.063251123651649
