original average,supression average,total_sum,total_element,m,M,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
42.82262322623226,42.81530965988944,2284839,53365,0.2,0.2,42.817102452541185,42.77299544158158,0.00552077369107451,0.049627784650681406
42.82262322623226,42.82734646581692,2069760,48328,0.2,0.3,42.82493123316469,42.82099382818673,0.0023080069324308283,0.0016293980455301948
42.82262322623226,42.79257116408239,1849067,43210,0.2,0.4,42.79115967786949,42.776900435472676,0.03146354836277254,0.04572279075958363
42.82262322623226,42.847477574077466,1638359,38237,0.2,0.5,42.83638535765696,42.839464686734004,0.01376213142469851,0.01684146050174462
42.82262322623226,42.68896898924603,1433026,33569,0.2,0.6,42.69731635020979,42.74564638914515,0.1253068760224707,0.07697683708710912
42.82262322623226,42.86620040066074,1219672,28453,0.2,0.7,42.8582323429381,42.84727183096429,0.035609116705842325,0.0246486047320289
42.82262322623226,43.01991694211374,1015184,23598,0.2,0.8,43.04372406809206,42.9966513090159,0.22110084185980128,0.1740280827836429
42.82262322623226,42.91524780392582,791443,18442,0.2,0.9,42.89987632510846,42.91420840012891,0.07725309887619858,0.09158517389665377
42.82262322623226,42.905997557265,2002380,46669,0.3,0.3,42.926092478847686,42.950732748170935,0.10346925261542594,0.12810952193867564
42.82262322623226,42.89898140585211,1785713,41626,0.3,0.4,42.892116561849306,42.89540254524612,0.06949333561704663,0.07277931901386125
42.82262322623226,42.75730594854427,1565516,36614,0.3,0.5,42.75823864546517,42.70703527684674,0.06438458076708997,0.11558794938552097
42.82262322623226,42.823540609137055,1349798,31520,0.3,0.6,42.8145758898205,42.83951308803163,0.00804733641175659,0.016889861799370465
42.82262322623226,42.772713620663765,1139294,26636,0.3,0.7,42.76111678316964,42.78099625086749,0.0615064430626191,0.04162697536477111
42.82262322623226,42.778003509095946,926486,21658,0.3,0.8,42.77464743644892,42.76345954682598,0.04797578978333661,0.0591636794062822
42.82262322623226,42.74788329170981,701792,16417,0.3,0.9,42.74069531182482,42.86994999249172,0.08192791440743719,0.04732676625945942
42.82262322623226,42.905275839566286,1709432,39842,0.4,0.4,42.90445281776558,42.89482443314978,0.08182959153332092,0.0722012069175193
42.82262322623226,42.7266935230422,1495477,35001,0.4,0.5,42.727450185228655,42.6949698856745,0.09517304100360491,0.12765334055775668
42.82262322623226,42.9026119527775,1282831,29901,0.4,0.6,42.90269841494614,42.83873866490766,0.08007518871387731,0.01611543867539922
42.82262322623226,42.80732123714615,1078188,25187,0.4,0.7,42.80243484757583,42.82018776629874,0.020188378656428085,0.0024354599335225657
42.82262322623226,42.806654676258994,856818,20016,0.4,0.8,42.798064639649965,42.79779095665035,0.024558586582294595,0.024832269581906985
42.82262322623226,42.78468837330214,658328,15387,0.4,0.9,42.776820212149474,42.85073461478962,0.045803014082785865,0.02811138855736317
42.82262322623226,42.71901818400048,1423654,33326,0.5,0.5,42.72775699806439,42.69142838024707,0.0948662281678665,0.13119484598519193
42.82262322623226,42.79047686031791,1216790,28436,0.5,0.6,42.79229665558058,42.795484803160434,0.030326570651681095,0.027138423071825457
42.82262322623226,42.88421866941722,997830,23268,0.5,0.7,42.88564886392573,42.8973711738808,0.06302563769347103,0.07474794764853954
42.82262322623226,42.8026708647739,788468,18421,0.5,0.8,42.796138272630856,42.7813986913196,0.026484953601404015,0.04122453491265787
42.82262322623226,42.780597350101054,571506,13359,0.5,0.9,42.79911400534817,42.639440401525206,0.0235092208840868,0.18318282470705327
