average,total_sum,total_element,m,M,average_laplacian,average_gaussian
42.90028518045039,436253,10169,0.7,0.9,44.159624432290656,52.50678446080126
43.001659250320536,570159,13259,0.8,0.8,41.94473847719423,44.910531462114406
42.74899217453166,360545,8434,0.8,0.9,42.28129361694608,46.56986055700945
43.22261588426336,292790,6774,0.9,0.9,44.57744608985869,42.719086574279615
42.77542952460384,2564387,59950,0.1,0.1,42.679196157789164,45.03824851476776
42.820660284643104,2352824,54946,0.1,0.2,42.790664194830846,42.52346323108761
42.831955481714274,2139756,49957,0.1,0.3,42.87508556261652,41.15662744337861
42.86112097275228,1931665,45068,0.1,0.4,42.75815995019344,46.2471772742457
42.79190679340369,1715228,40083,0.1,0.5,42.79057511368714,45.73093864291426
42.87317031414957,1502576,35047,0.1,0.6,43.01549333882523,42.829726464883436
42.696735308890005,1275138,29865,0.1,0.7,42.02467718041604,42.98113106845615
42.80430808361815,1077042,25162,0.1,0.8,42.36113821992483,47.53085745624964
42.95216660071231,868321,20216,0.1,0.9,43.553354319520224,41.734244639060584
42.830877666554194,2284856,53346,0.2,0.2,42.58479516073366,41.86066662554539
42.84219472255042,2066836,48243,0.2,0.3,42.95704301135038,43.568938804714094
42.72677344486063,1859341,43517,0.2,0.4,42.86920084936862,43.831545411598135
42.93964666147051,1652747,38490,0.2,0.5,42.925387721345295,43.74790838735834
42.80171614793554,1431589,33447,0.2,0.6,42.75900132848384,42.14096627578725
42.85877273046409,1220875,28486,0.2,0.7,43.0755992599706,43.37496119349247
42.916456884413535,1005833,23437,0.2,0.8,41.809173437586686,42.01391589286041
42.798968789424606,780268,18231,0.2,0.9,42.963784173662724,41.79929823441489
42.80759738169331,1994620,46595,0.3,0.3,42.66462993820696,43.65812563046211
42.82868887720472,1792038,41842,0.3,0.4,43.09604521100805,42.43608589812392
42.911080264554585,1576596,36741,0.3,0.5,42.86580662945541,42.49555320653444
42.82801329487019,1365871,31892,0.3,0.6,42.37781563212285,43.547581670643176
42.81352535075347,1153482,26942,0.3,0.7,42.14915248336366,44.65301193772732
42.9096192568186,937661,21852,0.3,0.8,42.982048561655475,41.99723597470093
42.80768076807681,713390,16665,0.3,0.9,42.57104278560747,40.378654757162565
42.88322653599698,1706538,39795,0.4,0.4,42.86472233986293,43.28722628026536
42.79183591738658,1495917,34958,0.4,0.5,42.71932913926338,41.58766800436313
42.84887567242474,1282424,29929,0.4,0.6,42.866887981355916,41.67449615153201
42.71717935453062,1073440,25129,0.4,0.7,43.15487651517533,40.11351729544382
42.77175583874647,862578,20167,0.4,0.8,42.761745260184654,39.59706407068511
42.68825330640433,655222,15349,0.4,0.9,41.295299885926084,44.52962980667741
42.68913857677903,1424750,33375,0.5,0.5,42.72751565723785,43.77754651454159
42.72691899540148,1207890,28270,0.5,0.6,42.19696488857981,41.81935509758195
42.795927989712816,998429,23330,0.5,0.7,42.15505007445709,39.20381222165527
42.98566482743698,794633,18486,0.5,0.8,43.49190146779575,42.90501765901311
42.81985953377167,573101,13384,0.5,0.9,43.13800096216839,40.19181701674515
42.82977924613305,1140814,26636,0.6,0.6,42.973065085573566,42.87734585711364
42.86201664444342,932206,21749,0.6,0.7,42.84540154720346,47.10793835296334
42.92739750767564,713067,16611,0.6,0.8,42.3976283557778,46.91221286931521
42.502754937696025,501405,11797,0.6,0.9,42.03197912162817,46.67551220696565
42.74785832373128,853290,19961,0.7,0.7,42.91777058405283,41.22371334505001
42.76511053229146,640322,14973,0.7,0.8,43.316647264631676,40.57152741291412
42.80992481203008,427029,9975,0.7,0.9,42.38443014374485,41.586094539001294
42.96633752244165,574374,13368,0.8,0.8,43.37597447157492,41.408039993950254
42.93824314486775,353897,8242,0.8,0.9,44.29351422751293,41.24424947173518
42.72331955290154,279026,6531,0.9,0.9,45.072863483453574,40.27611850923473
42.82295719844358,2575287,60138,0.1,0.1,42.79757902629192,42.945599817341765
42.86426210453671,2360192,55062,0.1,0.2,42.22333380911435,42.078614415940145
42.82190802911023,2159466,50429,0.1,0.3,42.9582918664751,42.754417484620475
42.7482196902261,1920934,44936,0.1,0.4,42.91213275692126,41.55628590894336
42.81448617930759,1717760,40121,0.1,0.5,42.73724478304801,45.165668917314534
42.84669467546944,1499163,34989,0.1,0.6,42.88208140989604,44.32970032327822
42.89536786561133,1284416,29943,0.1,0.7,41.63699314376573,42.5621140578864
42.89502229721586,1067700,24891,0.1,0.8,42.91739800950224,42.51943780890638
42.943118991881256,862169,20077,0.1,0.9,42.82171764564346,42.22424257503078
42.88331145696606,2286967,53330,0.2,0.2,42.48743063295346,44.005084827199425
42.75992173823499,2076208,48555,0.2,0.3,42.447659059799854,42.25499304118087
42.78057487677921,1857447,43418,0.2,0.4,42.69343790816979,41.15763141899493
42.88069910790918,1648720,38449,0.2,0.5,42.82902833961246,44.32583917574328
42.740618593457526,1438521,33657,0.2,0.6,42.68868816204014,44.25864556048303
42.80034550839092,1213989,28364,0.2,0.7,42.883109514761344,42.24086824167663
42.88421722528638,1010781,23570,0.2,0.8,45.22939718004807,42.703534691272395
42.80642181897208,787895,18406,0.2,0.9,42.927885409991106,40.92580305672911
42.84587698438203,1999917,46677,0.3,0.3,42.931088930255186,44.06427787043715
42.880264957880335,1786692,41667,0.3,0.4,43.40613816011098,42.566700076133074
42.76136054421769,1571480,36750,0.3,0.5,42.92914252852931,41.63691808830137
42.86026146243823,1370414,31974,0.3,0.6,41.873616044574554,44.56597324554396
42.883026064844245,1146735,26741,0.3,0.7,42.979170749046396,44.71611861790633
42.80906765868403,920609,21505,0.3,0.8,42.98285680603253,43.32433436931713
42.81303908155375,719730,16811,0.3,0.9,41.78278942588584,41.485923874400655
42.88125654972803,1718595,40078,0.4,0.4,42.81262050757003,43.06548623018753
42.869172975126645,1506337,35138,0.4,0.5,42.92436995946955,42.63101674747319
42.873937535415486,1286261,30001,0.4,0.6,42.75810832449447,46.28554290464155
42.85040184610488,1077002,25134,0.4,0.7,42.72781850954099,41.75891190431529
42.89746898263027,864384,20150,0.4,0.8,43.18175649227865,44.7229870261382
42.80142410328076,643177,15027,0.4,0.9,42.6636667887329,51.33453474402369
42.89729566399758,1419686,33095,0.5,0.5,43.09673152392509,42.714053360122236
42.8579447170544,1214037,28327,0.5,0.6,43.060172386474534,42.055991160168894
42.90580834195105,995758,23208,0.5,0.7,42.998128798529926,46.08986212598661
42.80067826277213,782482,18282,0.5,0.8,44.50527104064581,42.69102774734886
42.75862841774989,572367,13386,0.5,0.9,42.63642262319124,48.33790121526028
42.87430773836252,1145773,26724,0.6,0.6,42.370413644943746,41.756958664462175
42.75723391571514,932407,21807,0.6,0.7,42.705732668859355,46.26229641110523
42.588787860540734,707272,16607,0.6,0.8,41.828504136861625,43.78146180168667
42.97548808807087,499676,11627,0.6,0.9,46.51292197219373,52.68876146529434
42.7742334322453,864895,20220,0.7,0.7,42.734326349216985,42.36232184154676
42.76077643908969,638846,14940,0.7,0.8,43.17753685996824,44.17302755477894
43.0106822533508,426795,9923,0.7,0.9,43.18263189850707,40.62875260779158
43.09803330570417,571954,13271,0.8,0.8,43.64746132974873,41.03253934896324
42.51901323706378,353333,8310,0.8,0.9,44.41513876886773,40.792826040524
42.80856882406563,281766,6582,0.9,0.9,44.00281184012816,54.89144147320146
42.819604241462805,2564252,59885,0.1,0.1,42.69812951074411,41.81381349444896
42.837959844913264,2353389,54937,0.1,0.2,42.802611179750535,42.669273410833505
42.80211872876274,2141390,50030,0.1,0.3,42.73337844279953,43.22631811089044
42.76767136715008,1919798,44889,0.1,0.4,42.83963122119912,42.64688407204386
42.79600931327141,1709401,39943,0.1,0.5,42.52239809006687,43.96455706271119
42.752833366639074,1497589,35029,0.1,0.6,42.64763103478191,42.017218490287064
42.78835203622923,1284977,30031,0.1,0.7,42.81400817740136,46.768693479740314
42.75295857988166,1069337,25012,0.1,0.8,43.22548728010687,43.13272438805063
42.87113324279463,852321,19881,0.1,0.9,42.97822519173114,39.477430805980404
42.757929664067184,2280879,53344,0.2,0.2,42.679672253547906,42.2520110988301
42.87376083620225,2067287,48218,0.2,0.3,42.94693041648979,45.15141818410297
42.83840549638032,1858073,43374,0.2,0.4,43.21555466395798,42.731462187004624
42.777240784764494,1637470,38279,0.2,0.5,42.78460638968932,43.349658445737326
42.87270772355296,1435464,33482,0.2,0.6,42.976508933618774,43.48770773373779
42.851876675603215,1214765,28348,0.2,0.7,43.515311019562546,41.0061350075258
42.63985460765448,997133,23385,0.2,0.8,42.27690859110586,41.991515273312395
42.808184143222505,786686,18377,0.2,0.9,42.794636324121846,40.50540490723357
42.77862775349276,1996393,46668,0.3,0.3,42.661849553116,42.781208834607234
42.835351205919096,1783150,41628,0.3,0.4,42.51574157688154,43.55450457798203
42.85159972770592,1573725,36725,0.3,0.5,42.97602297974255,42.13659584268486
42.700110462363895,1352953,31685,0.3,0.6,43.06693571714447,38.86402832023575
43.01039880730526,1153969,26830,0.3,0.7,43.00211371288934,40.05583824698892
42.93273688114222,926145,21572,0.3,0.8,42.96518458774118,41.49043061671077
42.81588684650274,717423,16756,0.3,0.9,43.32375618455759,42.11484262480683
42.7490324352668,1712056,40049,0.4,0.4,42.98788878058737,43.64123767514337
42.8444660583002,1497714,34957,0.4,0.5,43.15609329210616,43.79064401071471
42.75311910513949,1291871,30217,0.4,0.6,42.74047771892651,42.38538994522259
42.83310130861938,1076867,25141,0.4,0.7,42.69887594917125,38.15670994964806
42.73261951440205,850080,19893,0.4,0.8,42.978343494812826,45.664343042537254
42.76366644606221,646159,15110,0.4,0.9,43.571130876020966,41.88784245042073
42.81086878798713,1436904,33564,0.5,0.5,42.850247371840254,44.100592647358226
42.88526962168267,1215197,28336,0.5,0.6,42.69408686830992,43.32580960213848
42.91715190957356,1002373,23356,0.5,0.7,42.868145526556404,44.72480146429092
42.86548209516542,786453,18347,0.5,0.8,41.48433757339644,38.00517278618224
42.86136158701533,570399,13308,0.5,0.9,42.78219287311182,44.30827137451688
42.853095014111005,1138821,26575,0.6,0.6,42.457178473636304,40.57861053246439
42.86905366123749,929101,21673,0.6,0.7,42.756176412737396,42.833686323995586
42.88473833767464,724409,16892,0.6,0.8,43.49439050474138,41.916387088984095
42.7289202756743,502193,11753,0.6,0.9,41.77525502359747,42.13117155683386
42.78860979855757,860265,20105,0.7,0.7,42.82538738886988,43.604928055019236
42.99535470170549,647897,15069,0.7,0.8,42.003659567090196,41.619529511836426
42.83966118584953,429896,10035,0.7,0.9,41.42834057916356,40.30287645475542
42.95111376887427,574600,13378,0.8,0.8,43.122303594773086,44.07476521970882
42.46578885492593,361214,8506,0.8,0.9,42.1296767119722,38.051633971091846
42.846478025285975,284672,6644,0.9,0.9,40.90108549405939,54.220909887694695
42.819492301290055,2572381,60075,0.1,0.1,42.79257186200876,42.6163133991064
42.79143782053614,2352930,54986,0.1,0.2,42.841257331996104,42.92721832762813
42.81808748403576,2145700,50112,0.1,0.3,42.95969446314326,43.799160843545486
42.86147388059702,1929795,45024,0.1,0.4,43.09531303735547,45.06783688589081
42.8676963062928,1715308,40014,0.1,0.5,42.91208512201775,41.4283672599073
42.81890393736785,1498576,34998,0.1,0.6,42.33164616294916,42.81367698343069
42.7872383051187,1281435,29949,0.1,0.7,42.724842851420064,44.84217845121217
42.76746491158512,1078681,25222,0.1,0.8,42.29468663754098,41.90669981433834
42.84798453071546,864201,20169,0.1,0.9,44.32778062048529,37.68616194717411
42.86340659752125,2289506,53414,0.2,0.2,43.16585126280333,43.3144291584388
42.88418740545805,2069548,48259,0.2,0.3,42.985047216430296,42.82401839613441
42.85756027977177,1862761,43464,0.2,0.4,42.64664381885747,42.83718021924106
42.86793386277829,1646343,38405,0.2,0.5,43.114309946314755,44.87744316475139
42.745591636877045,1422958,33289,0.2,0.6,43.170240430610036,41.40885556953297
42.94303396863352,1221214,28438,0.2,0.7,42.98063273157931,43.33037684427709
42.89460154241645,1001160,23340,0.2,0.8,42.611588502504276,51.527417400859214
42.74020039638846,776333,18164,0.2,0.9,41.952751525247386,45.807959983860364
42.781012983674,1996761,46674,0.3,0.3,42.81614651770654,42.932189460877446
42.89850667687743,1792557,41786,0.3,0.4,42.63168314481004,41.859443463820504
42.849094292125,1565963,36546,0.3,0.5,42.88794720518364,42.68143823588408
42.67295299469295,1350855,31656,0.3,0.6,41.67110437838635,43.22184682604274
42.87178909418657,1141590,26628,0.3,0.7,42.55480926151727,40.89008631463842
42.78613852339181,936503,21888,0.3,0.8,42.88982804031947,48.990931542180384
42.69447290699777,708344,16591,0.3,0.9,43.05703367979798,41.01672813466083
42.81450244535383,1715834,40076,0.4,0.4,42.377794379395425,43.56718698991686
42.8122177802065,1488538,34769,0.4,0.5,42.591197846346944,44.05072378331458
42.80442136995478,1277926,29855,0.4,0.6,43.13816749801609,42.573531332365924
42.79442870255816,1072300,25057,0.4,0.7,42.11677630543385,42.14915248253223
42.89519038076152,856188,19960,0.4,0.8,43.0904427653146,42.21814082940443
42.75751130018613,643244,15044,0.4,0.9,42.79788953188888,39.633117583964456
42.90122049959517,1430627,33347,0.5,0.5,42.58083841778536,42.438429615654435
42.79721242060692,1212873,28340,0.5,0.6,42.73182034226586,42.87254216853526
42.7460148324951,1002907,23462,0.5,0.7,43.237128232123936,40.577133131367624
42.86248850916563,792656,18493,0.5,0.8,42.94854331533732,41.14240365296968
42.913990484686295,577279,13452,0.5,0.9,43.963796489613735,44.088963161060136
42.70857549964378,1138995,26669,0.6,0.6,43.23455138154082,46.26133555289162
42.77243119266055,932439,21800,0.6,0.7,41.95248553396786,44.96611285316186
42.97349655336344,723158,16828,0.6,0.8,43.736159751142125,40.5948252156727
43.02286381842457,515586,11984,0.6,0.9,43.736371044053946,42.402046062777494
42.78866133866134,856629,20020,0.7,0.7,43.12080779146201,44.067909676004255
42.91324293327936,636103,14823,0.7,0.8,43.59564192930712,41.10522962371438
42.77092771321647,434296,10154,0.7,0.9,39.773145783028525,45.186773779727964
42.72775105231509,568450,13304,0.8,0.8,41.554073843245355,39.624322341926614
42.98698296836983,353353,8220,0.8,0.9,46.50117438084273,44.43650331643266
42.86165593651744,286273,6679,0.9,0.9,44.196979226721645,43.19722324960105
42.81767569009201,2568718,59992,0.1,0.1,42.82896170467258,44.21095270491653
42.7823959994202,2361246,55192,0.1,0.2,42.758879913001124,41.918710783686684
42.78925049506931,2139163,49993,0.1,0.3,43.09350250912124,44.810385221402925
42.78337111614882,1924995,44994,0.1,0.4,42.66381316439077,42.65212878035864
42.80012485953303,1713931,40045,0.1,0.5,42.76131045727816,40.59758080390835
42.777698458023984,1498075,35020,0.1,0.6,43.07929293100435,42.18181587318991
42.79540598290598,1281808,29952,0.1,0.7,42.676254987959005,46.64373581459632
42.876547590884,1087435,25362,0.1,0.8,42.900264616612695,44.006138336527364
42.70545508449452,864273,20238,0.1,0.9,42.76489685622954,41.639028877135146
42.79922308962618,2280685,53288,0.2,0.2,42.752471548669554,40.98481626898794
42.830740226646505,2067397,48269,0.2,0.3,42.48969332678234,42.889785879954765
42.77872790382273,1861003,43503,0.2,0.4,42.76265454232056,43.511124771890145
42.79012377850163,1642071,38375,0.2,0.5,42.59038595378,41.34795540709101
42.7857099661345,1415009,33072,0.2,0.6,43.09999077160963,41.745366610737655
42.7641072753613,1210267,28301,0.2,0.7,42.569976493922816,42.01143653947742
42.84390786882439,1000748,23358,0.2,0.8,42.869489304205885,42.10721861729268
42.88372727768983,785587,18319,0.2,0.9,42.25207983814259,39.85732181002752
42.83017940000428,2003039,46767,0.3,0.3,42.981778866017834,44.09175635181793
42.84026774535298,1779242,41532,0.3,0.4,43.11657229807681,41.600051975787856
42.88241208761346,1577987,36798,0.3,0.5,42.87328477448125,41.73564172407816
42.69558349655652,1351486,31654,0.3,0.6,41.79283411328219,44.65473653668164
42.75970480816296,1135655,26559,0.3,0.7,42.89504675389828,42.701409437920866
42.87345222694511,927953,21644,0.3,0.8,42.797268534697324,40.05277881182366
42.709515560599726,715000,16741,0.3,0.9,43.10326848343026,42.4465384169679
42.84497953649535,1706387,39827,0.4,0.4,43.28241651694428,44.49365248854489
42.74473386183465,1509744,35320,0.4,0.5,42.930431495594995,42.37010550557495
42.88093097592648,1287843,30033,0.4,0.6,42.91043093993291,41.141665098571224
42.78608965681981,1074701,25118,0.4,0.7,42.10978269960093,40.4719093177463
42.77246586988048,855321,19997,0.4,0.8,42.90470120168015,42.29493812118435
42.793640408270086,654058,15284,0.4,0.9,42.772489855544315,40.21168134908684
42.83944926668662,1431266,33410,0.5,0.5,42.88666393543078,41.24967509509295
42.850680018465255,1206718,28161,0.5,0.6,41.83184813607848,44.57159096998959
42.72397268987744,1007474,23581,0.5,0.7,42.96186641759631,42.79936982539848
42.87996234981452,774455,18061,0.5,0.8,42.73233493327029,38.197547206375305
42.97357555739059,572451,13321,0.5,0.9,43.26669288281304,45.62503812342142
42.95082641537656,1148591,26742,0.6,0.6,43.14092691877285,43.84909341652507
42.75020777541786,925884,21658,0.6,0.7,43.340491871015715,41.55885144360295
42.78161194029851,716592,16750,0.6,0.8,42.80221015115409,41.79528995680964
42.66557546519642,495262,11608,0.6,0.9,42.232476719213125,43.267097014927046
42.78814153969527,853709,19952,0.7,0.7,43.21434466428952,44.26289208091259
42.87062706270627,649490,15150,0.7,0.8,42.16831771923336,40.52451661486857
42.537868162692845,424613,9982,0.7,0.9,39.935967573030965,45.67872097044404
42.764036643026,578854,13536,0.8,0.8,42.306947033266646,39.69423075853082
42.98078078078078,357815,8325,0.8,0.9,45.59476519344876,39.42338500244652
