m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements
0.2,0.4,42.82262322623226,42.781127494875925,2149880,50253
0.3,0.7,42.82262322623226,42.83589961505774,1713693,40006
0.07,0.08,42.82262322623226,42.84552425538784,2654066,61945
0.03,0.05,42.82262322623226,42.83144568219195,2760658,64454
0.04,0.09,42.82262322623226,42.82036032331029,2707146,63221
0.05,0.07,42.82262322623226,42.83480657732154,2703990,63126
0.06,0.09,42.82262322623226,42.83704775687409,2664036,62190
0.05,0.08,42.82262322623226,42.824223839333946,2695271,62938
0.03,0.03,42.82262322623226,42.810656649972174,2769507,64692
0.5,0.9,42.82262322623226,42.69064375138899,1152562,26998
0.02,0.09,42.82262322623226,42.81867103416004,2745105,64110
0.2,0.9,42.82262322623226,42.86861055365364,1815700,42355
0.04,0.04,42.82262322623226,42.82757055425986,2736125,63887
0.02,0.04,42.82262322623226,42.80453427605288,2784863,65060
0.1,0.5,42.82262322623226,42.826997470614494,2302722,53768
0.4,0.6,42.82262322623226,42.85911647020655,1585273,36988
0.8,0.9,42.82262322623226,42.8931872646354,501164,11684
0.7,0.8,42.82262322623226,42.726746987951806,797922,18675
0.1,0.7,42.82262322623226,42.861151093321766,2173789,50717
0.1,0.6,42.82262322623226,42.87592457747289,2237523,52186
0.04,0.08,42.82262322623226,42.83291538522199,2715821,63405
0.4,0.5,42.82262322623226,42.81585731024606,1644343,38405
0.6,0.6,42.82262322623226,42.795398056789935,1136389,26554
0.1,0.4,42.82262322623226,42.88045602605863,2369574,55260
0.6,0.7,42.82262322623226,42.80833698291993,1075217,25117
0.3,0.9,42.82262322623226,42.79460374620408,1592430,37211
0.1,0.2,42.82262322623226,42.83790383170548,2508759,58564
0.1,0.8,42.82262322623226,42.7415877431628,2089508,48887
0.3,0.5,42.82262322623226,42.77706962562186,1865893,43619
0.04,0.07,42.82262322623226,42.82991063688947,2717515,63449
0.04,0.05,42.82262322623226,42.8327882704555,2737315,63907
0.4,0.8,42.82262322623226,42.82220969225747,1442980,33697
0.3,0.4,42.82262322623226,42.84503815095767,1926013,44953
0.9,0.9,42.82262322623226,43.14817629179331,283915,6580
0.5,0.7,42.82262322623226,42.72609400324149,1291738,30233
0.1,0.3,42.82262322623226,42.810341185169534,2431713,56802
0.06,0.08,42.82262322623226,42.8466251764404,2671230,62344
0.01,0.05,42.82262322623226,42.84213587181096,2799348,65341
0.05,0.06,42.82262322623226,42.78836305007587,2706963,63264
0.04,0.06,42.82262322623226,42.828059917322896,2724764,63621
0.01,0.06,42.82262322623226,42.804985359721606,2792212,65231
0.5,0.6,42.82262322623226,42.87829411211732,1368375,31913
0.02,0.07,42.82262322623226,42.83416688602264,2766359,64583
0.2,0.2,42.82262322623226,42.80105308363053,2292296,53557
0.4,0.7,42.82262322623226,42.80958608141915,1505870,35176
0.1,0.1,42.82262322623226,42.866385045236825,2577470,60128
0.01,0.09,42.82262322623226,42.83088473837883,2772486,64731
0.4,0.4,42.82262322623226,42.79933286516854,1706495,39872
0.01,0.01,42.82262322623226,42.820312381644925,2826526,66009
0.6,0.8,42.82262322623226,42.81057940914678,1010030,23593
0.03,0.08,42.82262322623226,42.821622552318935,2735745,63887
0.08,0.09,42.82262322623226,42.82994542305304,2621107,61198
0.01,0.03,42.82262322623226,42.82164227964128,2812397,65677
0.03,0.04,42.82262322623226,42.82968904856293,2765770,64576
0.03,0.09,42.82262322623226,42.818928493056205,2731762,63798
0.2,0.5,42.82262322623226,42.87525751957149,2081165,48540
0.8,0.8,42.82262322623226,42.70044451141415,566763,13273
0.03,0.07,42.82262322623226,42.78540403724767,2738437,64004
0.3,0.3,42.82262322623226,42.89204204204204,1999627,46620
0.1,0.9,42.82262322623226,42.76094063060213,2027510,47415
0.4,0.9,42.82262322623226,42.957079274175975,1380168,32129
0.02,0.05,42.82262322623226,42.82975767865411,2774940,64790
0.02,0.06,42.82262322623226,42.8255507015946,2774282,64781
0.2,0.7,42.82262322623226,42.812462855759286,1945013,45431
0.07,0.09,42.82262322623226,42.84099616858238,2638834,61596
0.02,0.08,42.82262322623226,42.82569249172739,2756647,64369
0.02,0.03,42.82262322623226,42.80291265115708,2789209,65164
0.01,0.08,42.82262322623226,42.81103199556131,2777751,64884
0.02,0.02,42.82262322623226,42.829701001758814,2800420,65385
0.05,0.09,42.82262322623226,42.82450791015469,2682570,62641
0.07,0.07,42.82262322623226,42.8069884064047,2654761,62017
0.2,0.6,42.82262322623226,42.81734278197403,2018067,47132
0.5,0.8,42.82262322623226,42.902572504182935,1230789,28688
0.5,0.5,42.82262322623226,42.8665219750407,1422054,33174
0.6,0.9,42.82262322623226,42.93014135886913,941458,21930
0.01,0.07,42.82262322623226,42.791273476162665,2784257,65066
0.06,0.07,42.82262322623226,42.825444731883366,2681815,62622
0.01,0.02,42.82262322623226,42.82634712350404,2819858,65844
0.05,0.05,42.82262322623226,42.82744899892629,2712348,63332
0.08,0.08,42.82262322623226,42.8527109071081,2632742,61437
0.3,0.6,42.82262322623226,42.80845319443781,1791705,41854
0.7,0.9,42.82262322623226,42.711837641829455,730287,17098
0.09,0.09,42.82262322623226,42.84855131016969,2598379,60641
0.2,0.8,42.82262322623226,42.80587834770767,1886027,44060
0.3,0.8,42.82262322623226,42.8128774721999,1651678,38579
0.01,0.04,42.82262322623226,42.82590512241285,2805782,65516
0.03,0.06,42.82262322623226,42.83393788433097,2751438,64235
0.06,0.06,42.82262322623226,42.85438568461416,2682256,62590
0.2,0.3,42.82262322623226,42.812559246290455,2213024,51691
0.7,0.7,42.82262322623226,42.62867372818141,857220,20109
0.2,0.4,42.82262322623226,42.86189610752731,2146138,50071
0.3,0.7,42.82262322623226,42.85596038725889,1739652,40593
0.07,0.08,42.82262322623226,42.81708658106666,2647723,61838
0.03,0.05,42.82262322623226,42.8209793036961,2753860,64311
0.04,0.09,42.82262322623226,42.81164426977688,2701586,63104
0.05,0.07,42.82262322623226,42.82688465319844,2700749,63062
0.06,0.09,42.82262322623226,42.83111868987484,2662468,62162
0.05,0.08,42.82262322623226,42.81872592403935,2689958,62822
0.03,0.03,42.82262322623226,42.80349595132298,2764635,64589
0.5,0.9,42.82262322623226,42.84385577630611,1164496,27180
0.02,0.09,42.82262322623226,42.81171619729267,2751509,64270
0.2,0.9,42.82262322623226,42.81660039761432,1809087,42252
0.04,0.04,42.82262322623226,42.81447956727011,2738671,63966
0.02,0.04,42.82262322623226,42.83519810653798,2787115,65066
0.1,0.5,42.82262322623226,42.84137956665552,2305466,53814
0.4,0.6,42.82262322623226,42.77678282446866,1585992,37076
0.8,0.9,42.82262322623226,42.85844089673913,504701,11776
0.7,0.8,42.82262322623226,42.83904782703648,784640,18316
0.1,0.7,42.82262322623226,42.80322248206429,2159765,50458
0.1,0.6,42.82262322623226,42.839323588420754,2241996,52335
0.04,0.08,42.82262322623226,42.80672202576408,2711549,63344
0.4,0.5,42.82262322623226,42.77394456178779,1640338,38349
0.6,0.6,42.82262322623226,42.70448273290072,1145078,26814
0.1,0.4,42.82262322623226,42.822564603338215,2368045,55299
0.6,0.7,42.82262322623226,42.87402047017432,1072365,25012
0.3,0.9,42.82262322623226,42.81672329180823,1587901,37086
0.1,0.2,42.82262322623226,42.8044798850083,2501451,58439
0.1,0.8,42.82262322623226,42.77470331552547,2097757,49042
0.3,0.5,42.82262322623226,42.86463764786953,1866112,43535
0.04,0.07,42.82262322623226,42.807050414081935,2718847,63514
0.04,0.05,42.82262322623226,42.83142056396687,2735600,63869
0.4,0.8,42.82262322623226,42.88240187776688,1443293,33657
0.3,0.4,42.82262322623226,42.80473254235024,1922917,44923
0.9,0.9,42.82262322623226,42.94497464956755,287989,6706
0.5,0.7,42.82262322623226,42.90003966679889,1297812,30252
0.1,0.3,42.82262322623226,42.82577406445272,2439870,56972
0.06,0.08,42.82262322623226,42.84928168291432,2672424,62368
0.01,0.05,42.82262322623226,42.83018636961777,2799124,65354
0.05,0.06,42.82262322623226,42.790267686121794,2703104,63171
0.04,0.06,42.82262322623226,42.84487173445183,2727376,63657
0.01,0.06,42.82262322623226,42.811924144169005,2792579,65229
0.5,0.6,42.82262322623226,42.92897628320826,1355740,31581
0.02,0.07,42.82262322623226,42.850247908273936,2765555,64540
0.2,0.2,42.82262322623226,42.80566012998445,2285437,53391
0.4,0.7,42.82262322623226,42.90038736675432,1517258,35367
0.1,0.1,42.82262322623226,42.84943210205509,2572937,60046
0.01,0.09,42.82262322623226,42.83804849438965,2775520,64791
0.4,0.4,42.82262322623226,42.76156876433629,1715081,40108
0.01,0.01,42.82262322623226,42.82213265043262,2825961,65993
0.6,0.8,42.82262322623226,43.00068265210342,1007850,23438
0.03,0.08,42.82262322623226,42.81072412066592,2736119,63912
0.08,0.09,42.82262322623226,42.85404768528368,2618768,61109
0.01,0.03,42.82262322623226,42.82681411076586,2811666,65652
0.03,0.04,42.82262322623226,42.8320088163164,2759495,64426
0.03,0.09,42.82262322623226,42.83513254450887,2725985,63639
0.2,0.5,42.82262322623226,42.860550647215945,2086023,48670
0.8,0.8,42.82262322623226,42.68379387602688,571536,13390
0.03,0.07,42.82262322623226,42.83569321073419,2743926,64057
0.3,0.3,42.82262322623226,42.82061076893362,1995312,46597
0.1,0.9,42.82262322623226,42.76193675723344,2036580,47626
0.4,0.9,42.82262322623226,42.793183795203184,1377427,32188
0.02,0.05,42.82262322623226,42.832644373149066,2776926,64832
0.02,0.06,42.82262322623226,42.82119225774535,2769846,64684
0.2,0.7,42.82262322623226,42.85432104178542,1954757,45614
0.07,0.09,42.82262322623226,42.8128861716102,2639971,61663
0.02,0.08,42.82262322623226,42.808910967942246,2757536,64415
0.02,0.03,42.82262322623226,42.82739209129674,2792089,65194
0.01,0.08,42.82262322623226,42.80555170234737,2777267,64881
0.02,0.02,42.82262322623226,42.82380857610875,2797294,65321
0.05,0.09,42.82262322623226,42.81295880507651,2688611,62799
0.07,0.07,42.82262322623226,42.84033775944308,2658500,62056
0.2,0.6,42.82262322623226,42.879697175332936,2022035,47156
0.5,0.8,42.82262322623226,42.72489616418275,1224111,28651
0.5,0.5,42.82262322623226,42.71673020924019,1422937,33311
0.6,0.9,42.82262322623226,42.94616011592103,948423,22084
0.01,0.07,42.82262322623226,42.817524980784015,2785280,65050
0.06,0.07,42.82262322623226,42.84658927372158,2679540,62538
0.01,0.02,42.82262322623226,42.8299374468602,2820951,65864
0.05,0.05,42.82262322623226,42.83696235286693,2714921,63378
0.08,0.08,42.82262322623226,42.82622448314094,2626618,61332
0.3,0.6,42.82262322623226,42.81549885757806,1798936,42016
0.7,0.9,42.82262322623226,42.72739203054164,716282,16764
0.09,0.09,42.82262322623226,42.8331768852,2600959,60723
0.2,0.8,42.82262322623226,42.808646204439576,1874505,43788
0.3,0.8,42.82262322623226,42.83472458391302,1662587,38814
0.01,0.04,42.82262322623226,42.83235168457031,2807061,65536
0.03,0.06,42.82262322623226,42.82776089159068,2747615,64155
0.06,0.06,42.82262322623226,42.813387520918,2686326,62745
0.2,0.3,42.82262322623226,42.846204314769786,2220376,51822
0.7,0.7,42.82262322623226,42.76912357537451,859360,20093
0.2,0.4,42.82262322623226,42.83103715631896,2154444,50301
0.3,0.7,42.82262322623226,42.803110868160815,1722654,40246
0.07,0.08,42.82262322623226,42.83770844453071,2648527,61827
0.03,0.05,42.82262322623226,42.83770333737675,2754550,64302
0.04,0.09,42.82262322623226,42.8236205043929,2710050,63284
0.05,0.07,42.82262322623226,42.85105404977017,2703473,63090
0.06,0.09,42.82262322623226,42.838012993696125,2663839,62184
0.05,0.08,42.82262322623226,42.83956036964578,2693366,62871
0.03,0.03,42.82262322623226,42.84676709154114,2773257,64725
0.5,0.9,42.82262322623226,42.89609038204252,1154248,26908
0.02,0.09,42.82262322623226,42.810402841387045,2748171,64194
0.2,0.9,42.82262322623226,42.878490959007856,1811702,42252
0.04,0.04,42.82262322623226,42.81638770921808,2742304,64048
0.02,0.04,42.82262322623226,42.82612909180408,2784041,65008
0.1,0.5,42.82262322623226,42.801332390487175,2300058,53738
0.4,0.6,42.82262322623226,42.85310072236609,1572066,36685
0.8,0.9,42.82262322623226,42.73534712091307,497995,11653
0.7,0.8,42.82262322623226,42.98745978954256,788433,18341
0.1,0.7,42.82262322623226,42.797543094907866,2159992,50470
0.1,0.6,42.82262322623226,42.82059609139299,2228341,52039
0.04,0.08,42.82262322623226,42.82490997536168,2711502,63316
0.4,0.5,42.82262322623226,42.79473861022818,1656028,38697
0.6,0.6,42.82262322623226,42.8379238080982,1144715,26722
0.1,0.4,42.82262322623226,42.81027524928066,2365653,55259
0.6,0.7,42.82262322623226,42.978348196352535,1069903,24894
0.3,0.9,42.82262322623226,42.78387364921031,1595539,37293
0.1,0.2,42.82262322623226,42.81323828572405,2504446,58497
0.1,0.8,42.82262322623226,42.71145181349263,2094954,49049
0.3,0.5,42.82262322623226,42.86106020342711,1870971,43652
0.04,0.07,42.82262322623226,42.81076571968207,2719982,63535
0.04,0.05,42.82262322623226,42.843839226883375,2730952,63742
0.4,0.8,42.82262322623226,42.94074825466913,1439288,33518
0.3,0.4,42.82262322623226,42.78527769809572,1938986,45319
0.9,0.9,42.82262322623226,42.88664573052191,286783,6687
0.5,0.7,42.82262322623226,42.72995473917209,1293393,30269
0.1,0.3,42.82262322623226,42.79493407966767,2431223,56811
0.06,0.08,42.82262322623226,42.83638260311346,2669135,62310
0.01,0.05,42.82262322623226,42.80800538588653,2797760,65356
0.05,0.06,42.82262322623226,42.79230172673029,2703746,63183
0.04,0.06,42.82262322623226,42.8276631870205,2724182,63608
0.01,0.06,42.82262322623226,42.83471023711356,2794665,65243
0.5,0.6,42.82262322623226,42.77414208402415,1367361,31967
0.02,0.07,42.82262322623226,42.80969254336423,2766662,64627
0.2,0.2,42.82262322623226,42.82912661382503,2285662,53367
0.4,0.7,42.82262322623226,42.81023586502652,1517366,35444
0.1,0.1,42.82262322623226,42.831414556011616,2567058,59934
0.01,0.09,42.82262322623226,42.81675028946353,2773455,64775
0.4,0.4,42.82262322623226,42.81284307090759,1708104,39897
0.01,0.01,42.82262322623226,42.81575994662785,2823785,65952
0.6,0.8,42.82262322623226,42.74253937258565,1006886,23557
0.03,0.08,42.82262322623226,42.83382366749085,2737167,63902
0.08,0.09,42.82262322623226,42.83664798261239,2621303,61193
0.01,0.03,42.82262322623226,42.819106031320864,2813515,65707
0.03,0.04,42.82262322623226,42.81525313314307,2760385,64472
0.03,0.09,42.82262322623226,42.826204426572,2726359,63661
0.2,0.5,42.82262322623226,42.8342243790097,2083114,48632
0.8,0.8,42.82262322623226,42.825515522320416,566967,13239
0.03,0.07,42.82262322623226,42.81496265573106,2745852,64133
0.3,0.3,42.82262322623226,42.77930043535139,1994756,46629
0.1,0.9,42.82262322623226,42.891239949217095,2027040,47260
0.4,0.9,42.82262322623226,42.927742863396176,1372958,31983
0.02,0.05,42.82262322623226,42.84935685126704,2781566,64915
0.02,0.06,42.82262322623226,42.83778608271304,2773918,64754
0.2,0.7,42.82262322623226,42.745688892819246,1933473,45232
0.07,0.09,42.82262322623226,42.85637762555595,2640210,61606
0.02,0.08,42.82262322623226,42.85103739594981,2759264,64392
0.02,0.03,42.82262322623226,42.82693517935809,2790132,65149
0.01,0.08,42.82262322623226,42.82633993165656,2782256,64966
0.02,0.02,42.82262322623226,42.826769965703086,2797102,65312
0.05,0.09,42.82262322623226,42.82226936327677,2684785,62696
0.07,0.07,42.82262322623226,42.8376036658169,2654989,61978
0.2,0.6,42.82262322623226,42.77341331682428,2003635,46843
0.5,0.8,42.82262322623226,42.75809882484221,1226174,28677
0.5,0.5,42.82262322623226,42.86689675870348,1428325,33320
0.6,0.9,42.82262322623226,42.82589712102606,941613,21987
0.01,0.07,42.82262322623226,42.82201631862813,2786814,65079
0.06,0.07,42.82262322623226,42.83913029566108,2677617,62504
0.01,0.02,42.82262322623226,42.828756303542136,2819674,65836
0.05,0.05,42.82262322623226,42.83281958868813,2709647,63261
0.08,0.08,42.82262322623226,42.8386339554976,2627936,61345
0.3,0.6,42.82262322623226,42.823797432307366,1804552,42139
0.7,0.9,42.82262322623226,42.95474418055064,727052,16926
0.09,0.09,42.82262322623226,42.85667704164814,2602386,60723
0.2,0.8,42.82262322623226,42.771843560228405,1887607,44132
0.3,0.8,42.82262322623226,42.83432870549911,1656789,38679
0.01,0.04,42.82262322623226,42.82319641113281,2806461,65536
0.03,0.06,42.82262322623226,42.82182367789585,2748219,64178
0.06,0.06,42.82262322623226,42.81342760685394,2688512,62796
0.2,0.3,42.82262322623226,42.788035049627794,2207178,51584
0.7,0.7,42.82262322623226,42.65224783717558,852917,19997
0.2,0.4,42.82262322623226,42.88528529721357,2159317,50351
0.3,0.7,42.82262322623226,42.85767716047854,1730293,40373
0.07,0.08,42.82262322623226,42.83223354358726,2648317,61830
0.03,0.05,42.82262322623226,42.81359962698166,2754627,64340
0.04,0.09,42.82262322623226,42.79721839844306,2704827,63201
0.05,0.07,42.82262322623226,42.80223981218572,2698296,63041
0.06,0.09,42.82262322623226,42.82707733856319,2664144,62207
0.05,0.08,42.82262322623226,42.81307372232634,2695768,62966
0.03,0.03,42.82262322623226,42.83492848859683,2770349,64675
0.5,0.9,42.82262322623226,42.871448052187375,1163231,27133
0.02,0.09,42.82262322623226,42.810893598494864,2753297,64313
0.2,0.9,42.82262322623226,42.83323108866972,1815358,42382
0.04,0.04,42.82262322623226,42.842727002828255,2741806,63997
0.02,0.04,42.82262322623226,42.826147855130905,2782372,64969
0.1,0.5,42.82262322623226,42.83556590591523,2299199,53675
0.4,0.6,42.82262322623226,42.87705669741598,1589624,37074
0.8,0.9,42.82262322623226,42.87916737180572,506746,11818
0.7,0.8,42.82262322623226,42.88033723143867,788355,18385
0.1,0.7,42.82262322623226,42.87102840740374,2165630,50515
0.1,0.6,42.82262322623226,42.78120810510591,2233778,52214
0.04,0.08,42.82262322623226,42.84175557098668,2714625,63364
0.4,0.5,42.82262322623226,42.88061910821409,1651204,38507
0.6,0.6,42.82262322623226,42.83674307474054,1147425,26786
0.1,0.4,42.82262322623226,42.82082543122912,2370775,55365
0.6,0.7,42.82262322623226,42.854881686219926,1077586,25145
0.3,0.9,42.82262322623226,42.83924552566713,1598932,37324
0.1,0.2,42.82262322623226,42.813145942240126,2497933,58345
0.1,0.8,42.82262322623226,42.87146581927809,2104646,49092
0.3,0.5,42.82262322623226,42.84564773847459,1868970,43621
0.04,0.07,42.82262322623226,42.819754253308126,2718198,63480
0.04,0.05,42.82262322623226,42.80929539932597,2731019,63795
0.4,0.8,42.82262322623226,42.91387898258128,1456025,33929
0.3,0.4,42.82262322623226,42.86619453358416,1936909,45185
0.9,0.9,42.82262322623226,42.83452274754684,288105,6726
0.5,0.7,42.82262322623226,42.80077248118315,1296521,30292
0.1,0.3,42.82262322623226,42.82562633964651,2437549,56918
0.06,0.08,42.82262322623226,42.88259252132641,2674330,62364
0.01,0.05,42.82262322623226,42.82464614349913,2801674,65422
0.05,0.06,42.82262322623226,42.81842355175689,2705268,63180
0.04,0.06,42.82262322623226,42.84379999372628,2731635,63758
0.01,0.06,42.82262322623226,42.81474036336852,2790151,65168
0.5,0.6,42.82262322623226,42.84411616479778,1360215,31748
0.02,0.07,42.82262322623226,42.832032580755055,2766007,64578
0.2,0.2,42.82262322623226,42.810667066182255,2286004,53398
0.4,0.7,42.82262322623226,42.76553298205078,1517706,35489
0.1,0.1,42.82262322623226,42.841516293652646,2568863,59962
0.01,0.09,42.82262322623226,42.822854052383526,2771281,64715
0.4,0.4,42.82262322623226,42.83658841158841,1715177,40040
0.01,0.01,42.82262322623226,42.810728468790735,2824395,65974
0.6,0.8,42.82262322623226,42.870482699700986,1003598,23410
0.03,0.08,42.82262322623226,42.80368559608876,2731560,63816
0.08,0.09,42.82262322623226,42.848165910988165,2617723,61093
0.01,0.03,42.82262322623226,42.829828352303856,2814605,65716
0.03,0.04,42.82262322623226,42.8139859489136,2760603,64479
0.03,0.09,42.82262322623226,42.826662276782216,2731613,63783
0.2,0.5,42.82262322623226,42.87249233554865,2083646,48601
0.8,0.8,42.82262322623226,42.78933612127548,572992,13391
0.03,0.07,42.82262322623226,42.837287394380496,2742743,64027
0.3,0.3,42.82262322623226,42.80942627322964,2006435,46869
0.1,0.9,42.82262322623226,42.86935592365257,2039381,47572
0.4,0.9,42.82262322623226,42.797816253314615,1371884,32055
0.02,0.05,42.82262322623226,42.83895454685716,2776564,64814
0.02,0.06,42.82262322623226,42.81705244290615,2771034,64718
0.2,0.7,42.82262322623226,42.76047364836661,1946414,45519
0.07,0.09,42.82262322623226,42.83068388268882,2640426,61648
0.02,0.08,42.82262322623226,42.84682027077382,2759678,64408
0.02,0.03,42.82262322623226,42.7993953160011,2788723,65158
0.01,0.08,42.82262322623226,42.83120405615744,2779274,64889
0.02,0.02,42.82262322623226,42.80470209833052,2794719,65290
0.05,0.09,42.82262322623226,42.81001914486279,2683332,62680
0.07,0.07,42.82262322623226,42.83822318386592,2653014,61931
0.2,0.6,42.82262322623226,42.79082966647536,2013009,47043
0.5,0.8,42.82262322623226,42.85352426744713,1229939,28701
0.5,0.5,42.82262322623226,42.843639417021535,1428664,33346
0.6,0.9,42.82262322623226,42.9334637074768,944021,21988
0.01,0.07,42.82262322623226,42.82241193662514,2783885,65010
0.06,0.07,42.82262322623226,42.829559285119466,2674449,62444
