original average,supression average,total_sum,total_element,m,M,average_laplacian,average_gaussian,difference_laplacian_supression,difference_gaussian_supression
4.165871658716587,4.1436691346944885,55405,13371,0.8,0.8,4.145084563671792,4.14696083713216,0.02078709504479548,0.01891082158442714
4.165871658716587,4.146119222746734,37767,9109,0.8,0.9,4.1449765675659265,4.144429911073706,0.020895091150660683,0.021441747642881204
4.165871658716587,4.141488577745026,28100,6785,0.9,0.9,4.1443689333031015,4.154348387040283,0.021502725413485635,0.01152327167630407
4.165871658716587,4.170636177269621,250234,59999,0.1,0.1,4.171115941522761,4.170153963958528,0.005244282806174283,0.0042823052419409535
4.165871658716587,4.167090466298975,232707,55844,0.1,0.2,4.167478914621842,4.164968673601455,0.0016072559052551227,0.0009029851151325374
4.165871658716587,4.158629515444128,214473,51573,0.1,0.3,4.157770854293804,4.157882673833462,0.00810080442278327,0.007988984883125383
4.165871658716587,4.172526729493302,197469,47326,0.1,0.4,4.172921939408859,4.172776542275138,0.007050280692271649,0.006904883558551234
4.165871658716587,4.159504190107145,178189,42839,0.1,0.5,4.158969902814383,4.15792423069665,0.006901755902203988,0.00794742801993742
4.165871658716587,4.165116398581633,162098,38918,0.1,0.6,4.164263466066944,4.160702155219031,0.0016081926496429588,0.005169503497556072
4.165871658716587,4.160978433926762,143741,34545,0.1,0.7,4.161060864031306,4.161335658621938,0.004810794685281117,0.004536000094649495
4.165871658716587,4.151283739302173,126116,30380,0.1,0.8,4.149831083517097,4.1494440419800505,0.016040575199490092,0.0164276167365367
4.165871658716587,4.1736472375166125,109913,26335,0.1,0.9,4.172941614370143,4.173158494810777,0.007069955653555837,0.007286836094190008
4.165871658716587,4.165008931089593,221516,53185,0.2,0.2,4.1649955082699925,4.159705077284532,0.0008761504465946146,0.006166581432054841
4.165871658716587,4.171618634270996,205690,49307,0.2,0.3,4.171384164719084,4.16740093170023,0.005512506002497197,0.0015292729836424712
4.165871658716587,4.166606910769507,185939,44626,0.2,0.4,4.1665360283766395,4.169071328137905,0.0006643696600523441,0.0031996694213178856
4.165871658716587,4.158374935444999,169092,40663,0.2,0.5,4.158710545237241,4.155485506161045,0.007161113479345893,0.010386152555541983
4.165871658716587,4.150051751375497,152365,36714,0.2,0.6,4.150660557115023,4.1469283446158745,0.015211101601564359,0.018943314100712705
4.165871658716587,4.180824222035324,134217,32103,0.2,0.7,4.180728975393264,4.181369724039769,0.014857316676677002,0.015498065323181542
4.165871658716587,4.178432838477696,117368,28089,0.2,0.8,4.177503946962706,4.173992691930567,0.01163228824611906,0.008121033213980056
4.165871658716587,4.181698625487867,98571,23572,0.2,0.9,4.181360741179896,4.1841394713216,0.015489082463308712,0.018267812605012423
4.165871658716587,4.183406487528102,195386,46705,0.3,0.3,4.183444018162429,4.186583114830995,0.017572359445841457,0.020711456114407945
4.165871658716587,4.160948192742751,176936,42523,0.3,0.4,4.16057736054324,4.159222600045475,0.005294298173347478,0.006649058671111874
4.165871658716587,4.15061172093998,158433,38171,0.3,0.5,4.150508145693742,4.155731507705551,0.015363513022845332,0.01014015101103638
4.165871658716587,4.166952764295016,140793,33788,0.3,0.6,4.167845195415792,4.16336822248823,0.0019735366992046366,0.0025034362283573586
4.165871658716587,4.172875652027596,123997,29715,0.3,0.7,4.174657413245417,4.1724280223823405,0.008785754528830125,0.006556363665753295
4.165871658716587,4.145832513091067,105300,25399,0.3,0.8,4.147771226757635,4.141563811223408,0.018100431958951724,0.024307847493179047
4.165871658716587,4.139303948662701,88370,21349,0.3,0.9,4.139945989465772,4.136380277444017,0.025925669250814742,0.029491381272570116
4.165871658716587,4.166218370193266,167282,40152,0.4,0.4,4.166156179786596,4.165691752926223,0.00028452107000909166,0.00017990579036375465
4.165871658716587,4.147998438893845,148797,35872,0.4,0.5,4.146552028462839,4.149609988156235,0.019319630253748166,0.016261670560352215
4.165871658716587,4.158270640891344,130998,31503,0.4,0.6,4.158624324421934,4.156988281462715,0.007247334294652852,0.00888337725387256
4.165871658716587,4.16083302886372,113882,27370,0.4,0.7,4.161799504938701,4.158897824778072,0.004072153777886278,0.006973833938515028
4.165871658716587,4.154819613058213,96853,23311,0.4,0.8,4.155569632841863,4.155523389602985,0.010302025874723952,0.010348269113602093
4.165871658716587,4.164310014884117,78339,18812,0.4,0.9,4.164174579851808,4.174340008142471,0.0016970788647787671,0.008468349425883481
4.165871658716587,4.158282024327977,138450,33295,0.5,0.5,4.159880149549403,4.151542351840419,0.005991509167183828,0.014329306876168069
4.165871658716587,4.152336512729019,121024,29146,0.5,0.6,4.1517885861636294,4.154332510745112,0.01408307255295771,0.011539147971475039
4.165871658716587,4.162117352096729,102925,24729,0.5,0.7,4.162491266587715,4.157952975650226,0.0033803921288724226,0.007918683066360899
4.165871658716587,4.161580237420099,86590,20807,0.5,0.8,4.161084967453886,4.152790254655943,0.004786691262701481,0.013081404060644175
4.165871658716587,4.155402102175508,67999,16364,0.5,0.9,4.155159128020046,4.158015577498954,0.010712530696540767,0.007856081217632926
4.165871658716587,4.166359290902932,110696,26569,0.6,0.6,4.16773506531005,4.164862840432912,0.0018634065934630684,0.0010088182836751614
4.165871658716587,4.174547238825944,93585,22418,0.6,0.7,4.174991104572961,4.173518492232033,0.009119445856374142,0.007646833515446261
4.165871658716587,4.197226672559527,75974,18101,0.6,0.8,4.1968955158410175,4.192683760547355,0.031023857124430343,0.026812101830767432
4.165871658716587,4.15517728492725,58829,14158,0.6,0.9,4.154923959406924,4.142495882467601,0.010947699309663328,0.02337577624898657
4.165871658716587,4.165705690649285,83085,19945,0.7,0.7,4.165080459015971,4.170007699981139,0.0007911997006164739,0.004136041264551693
4.165871658716587,4.193179677196508,66768,15923,0.7,0.8,4.196247450809123,4.206627729633163,0.030375792092535825,0.04075607091657574
4.165871658716587,4.121500996620158,47558,11539,0.7,0.9,4.121530632004919,4.113170436595075,0.04434102671166773,0.05270122212151218
4.165871658716587,4.16836927733636,55085,13215,0.8,0.8,4.169207625997785,4.176973483436093,0.0033359672811981156,0.011101824719506048
4.165871658716587,4.171387947063328,38139,9143,0.8,0.9,4.17401177019593,4.180681972075447,0.008140111479343126,0.014810313358859517
4.165871658716587,4.156755938871236,27472,6609,0.9,0.9,4.161044805630809,4.145565128427087,0.00482685308577846,0.020306530289500024
4.165871658716587,4.164000732369048,250169,60079,0.1,0.1,4.164046307368371,4.164143072697161,0.0018253513482164863,0.0017285860194258262
4.165871658716587,4.160873239943174,231382,55609,0.1,0.2,4.160997424808968,4.160032703894774,0.004874233907619541,0.005838954821813402
4.165871658716587,4.157027669818435,214989,51717,0.1,0.3,4.157154753270932,4.160934710433518,0.008716905445655065,0.004936948283068787
4.165871658716587,4.152944164585362,196210,47246,0.1,0.4,4.1530554249150695,4.150133150264256,0.01281623380151764,0.015738508452330713
4.165871658716587,4.173126794479948,180229,43188,0.1,0.5,4.172855861167615,4.1736840184876325,0.006984202451027599,0.00781235977104533
4.165871658716587,4.170878552971576,161413,38700,0.1,0.6,4.171828661985197,4.177000944965029,0.005957003268609817,0.011129286248442227
4.165871658716587,4.173394892511903,144629,34655,0.1,0.7,4.174231183915538,4.176989612979014,0.008359525198950557,0.011117954262426899
4.165871658716587,4.164910310197879,126076,30271,0.1,0.8,4.166339978862257,4.174063877889275,0.00046832014566966507,0.008192219172688198
4.165871658716587,4.174349927130475,108842,26074,0.1,0.9,4.174898021999447,4.170577943040364,0.009026363282860217,0.004706284323776622
4.165871658716587,4.157114754098361,221886,53375,0.2,0.2,4.157144764398898,4.158602109686351,0.008726894317689471,0.007269549030236355
4.165871658716587,4.164926846142889,204677,49143,0.2,0.3,4.16470637723229,4.164690573764597,0.001165281484297509,0.0011810849519902078
4.165871658716587,4.168453292496172,187818,45057,0.2,0.4,4.168438729917161,4.169069478181,0.002567071200573423,0.0031978194644128877
4.165871658716587,4.164176541301734,169736,40761,0.2,0.5,4.164479581736949,4.162139384802951,0.0013920769796378352,0.003732273913636064
4.165871658716587,4.152770898684717,150920,36342,0.2,0.6,4.152772661144303,4.144680093456366,0.013098997572283722,0.021191565260220813
4.165871658716587,4.173322215015905,135128,32379,0.2,0.7,4.174998063252327,4.170667515228214,0.009126404535740207,0.004795856511626617
4.165871658716587,4.181358666427675,116639,27895,0.2,0.8,4.181315162227079,4.18279275768718,0.015443503510492285,0.016921098970592574
4.165871658716587,4.166304856765845,97879,23493,0.2,0.9,4.166383667442659,4.16905938892584,0.000512008726071933,0.0031877302092526705
4.165871658716587,4.161348276157071,194568,46756,0.3,0.3,4.161137640562578,4.16095919577959,0.004734018154008979,0.004912462936997208
4.165871658716587,4.168410656759235,177270,42527,0.3,0.4,4.168134079792981,4.164332282591236,0.0022624210763941832,0.0015393761253514882
4.165871658716587,4.149321148825066,158919,38300,0.3,0.5,4.149100028303821,4.148966706420758,0.01677163041276586,0.016904952295829112
4.165871658716587,4.164690034847287,142220,34149,0.3,0.6,4.1648528742670825,4.165523542958572,0.0010187844495046505,0.0003481157580154104
4.165871658716587,4.159475493831322,123395,29666,0.3,0.7,4.159869555322547,4.156873961373007,0.006002103394040503,0.008997697343580136
4.165871658716587,4.162692791942083,105799,25416,0.3,0.8,4.162731828311357,4.158372685620268,0.0031398304052299153,0.007498973096319084
4.165871658716587,4.155237872041247,88652,21335,0.3,0.9,4.154969140635506,4.149558186450327,0.010902518081080892,0.01631347226626012
4.165871658716587,4.157408335003005,165997,39928,0.4,0.4,4.157123518896125,4.160938520830734,0.00874813982046252,0.004933137885853256
4.165871658716587,4.156257020894181,147996,35608,0.4,0.5,4.15644108362788,4.147733619040768,0.009430575088707371,0.018138039675819506
4.165871658716587,4.148788043304697,129911,31313,0.4,0.6,4.149049896064734,4.1515905156356405,0.01682176265185298,0.014281143080946634
4.165871658716587,4.153413654618474,113762,27390,0.4,0.7,4.153634388281057,4.159275660120769,0.012237270435529801,0.0065959985958183864
4.165871658716587,4.178968964162556,95736,22909,0.4,0.8,4.178585032936939,4.184477255186468,0.012713374220352236,0.01860559646988058
4.165871658716587,4.164826414693704,78457,18838,0.4,0.9,4.166494700001487,4.176271931891888,0.0006230412848999833,0.01040027317530079
4.165871658716587,4.145064223479745,138441,33399,0.5,0.5,4.145048017950842,4.145838991968182,0.020823640765745388,0.020032666748405425
4.165871658716587,4.159587628865979,121044,29100,0.5,0.6,4.1597175747577015,4.156248556745511,0.0061540839588856144,0.009623101971076409
4.165871658716587,4.142926690737961,102119,24649,0.5,0.7,4.142403944461931,4.141775521250351,0.023467714254656435,0.024096137466235845
4.165871658716587,4.170761137120517,86414,20719,0.5,0.8,4.1690473071986975,4.161095882573516,0.0031756484821103825,0.00477577614307112
4.165871658716587,4.129733390801059,67071,16241,0.5,0.9,4.13068338555807,4.139996047293301,0.035188273158516914,0.025875611423286315
4.165871658716587,4.157300826508662,110156,26497,0.6,0.6,4.157524268384676,4.157137099558811,0.008347390331911342,0.008734559157776545
4.165871658716587,4.175056749899853,93801,22467,0.6,0.7,4.172137070350998,4.172588753788049,0.006265411634410967,0.006717095071461898
4.165871658716587,4.173913043478261,75456,18078,0.6,0.8,4.175418765184479,4.170761278896422,0.009547106467891808,0.004889620179834964
4.165871658716587,4.135572927670963,58721,14199,0.6,0.9,4.1363467306676975,4.141994496977392,0.02952492804888962,0.023877161739195074
4.165871658716587,4.16709524529824,82646,19833,0.7,0.7,4.169124854694885,4.161510230584619,0.0032531959782975406,0.004361428131968381
4.165871658716587,4.12437779598009,65458,15871,0.7,0.8,4.123990013500516,4.121865935524784,0.04188164521607085,0.04400572319180274
4.165871658716587,4.199982419127989,47779,11376,0.7,0.9,4.192500173099856,4.198748567729692,0.026628514383268964,0.032876909013104694
4.165871658716587,4.160349634541482,55212,13271,0.8,0.8,4.155731741279996,4.17051862082441,0.010139917436591261,0.004646962107822894
4.165871658716587,4.1608368747956845,38184,9177,0.8,0.9,4.158923875953952,4.15198114249579,0.006947782762635413,0.013890516220796734
4.165871658716587,4.134839981798877,27261,6593,0.9,0.9,4.1288776432166445,4.115294990447136,0.036994015499942634,0.05057666826945084
4.165871658716587,4.171369557250891,250424,60034,0.1,0.1,4.17148235841105,4.16956869069244,0.00561069969446315,0.0036970319758529158
4.165871658716587,4.17429514312361,232742,55756,0.1,0.2,4.173855005995668,4.176576904671944,0.007983347279080455,0.010705245955357157
4.165871658716587,4.163558189529952,214977,51633,0.1,0.3,4.163430425498724,4.162384261608936,0.002441233217862937,0.0034873971076514465
4.165871658716587,4.1558312339903045,196309,47237,0.1,0.4,4.155842512431147,4.158745260612122,0.01002914628544005,0.007126398104465359
4.165871658716587,4.166123702703961,179035,42974,0.1,0.5,4.1660403549321625,4.16681195850333,0.00016869621557535908,0.0009402997867429264
4.165871658716587,4.160605434445707,161082,38716,0.1,0.6,4.161300459013857,4.162198560988436,0.004571199702730233,0.0036730977281509425
4.165871658716587,4.166353138656556,143960,34553,0.1,0.7,4.166442242123782,4.16818536170754,0.0005705834071951799,0.002313702990952571
4.165871658716587,4.169533089196966,127521,30584,0.1,0.8,4.169559371255832,4.169221966186597,0.003687712539244714,0.003350307470009639
4.165871658716587,4.175453395191902,108900,26081,0.1,0.9,4.176075537857567,4.18007041931493,0.010203879140980199,0.014198760598342908
4.165871658716587,4.167506981800461,222349,53353,0.2,0.2,4.167414698684496,4.166700116576283,0.0015430399679088325,0.0008284578596962078
4.165871658716587,4.161586171835282,204646,49175,0.2,0.3,4.161429262919723,4.165373174967018,0.004442395796863785,0.0004984837495687344
4.165871658716587,4.166811700917063,186744,44817,0.2,0.4,4.167183677247136,4.161037405388814,0.001312018530549075,0.004834253327772764
4.165871658716587,4.172363245461875,170779,40931,0.2,0.5,4.171809886015494,4.168388986328032,0.00593822729890725,0.002517327611444742
4.165871658716587,4.177279225778071,151936,36372,0.2,0.6,4.178689964671983,4.1770692918863475,0.01281830595539546,0.011197633169760302
4.165871658716587,4.167235812740594,134235,32212,0.2,0.7,4.167067289473952,4.169613066712181,0.0011956307573646185,0.0037414079955935264
4.165871658716587,4.187560390795548,117013,27943,0.2,0.8,4.186990141099755,4.177366193586114,0.021118482383167603,0.011494534869527229
4.165871658716587,4.15410349792496,98095,23614,0.2,0.9,4.152843485397186,4.15139819402415,0.01302817331940087,0.014473464692437155
4.165871658716587,4.176403771967424,194871,46660,0.3,0.3,4.176602327697548,4.182588469017608,0.010730668980960978,0.01671681030102068
4.165871658716587,4.182050735450863,176562,42219,0.3,0.4,4.181453008978664,4.179556985462697,0.015581350262077187,0.013685326746109894
4.165871658716587,4.172902820660422,159480,38218,0.3,0.5,4.173405399931363,4.1727429582347595,0.007533741214776235,0.006871299518172336
4.165871658716587,4.173188129274664,142168,34067,0.3,0.6,4.173288326890355,4.171907097353524,0.00741666817376796,0.006035438636937229
4.165871658716587,4.171244214722476,123473,29601,0.3,0.7,4.171343080157441,4.168940830229046,0.005471421440853774,0.003069171512458446
4.165871658716587,4.169061473300875,105323,25263,0.3,0.8,4.1681116153858335,4.168088790338943,0.002239956669246368,0.002217131622355595
4.165871658716587,4.18209992486852,89062,21296,0.3,0.9,4.182630803106434,4.187041797497133,0.016759144389847158,0.021170138780545855
4.165871658716587,4.169033383158944,167345,40140,0.4,0.4,4.168817875154551,4.164817054845394,0.002946216437964111,0.0010546038711929384
4.165871658716587,4.165411850317669,148826,35729,0.4,0.5,4.16535877435218,4.168102189111055,0.0005128843644071068,0.0022305303944678556
4.165871658716587,4.156050052006178,131859,31727,0.4,0.6,4.155853590227068,4.16257837857329,0.010018068489519472,0.003293280143297217
4.165871658716587,4.153144239226034,113331,27288,0.4,0.7,4.152990714219145,4.150943406335472,0.012880944497442037,0.014928252381115392
4.165871658716587,4.156430150405271,95893,23071,0.4,0.8,4.156701281725871,4.1643968476433395,0.0091703769907161,0.0014748110732476505
4.165871658716587,4.155878467635403,78650,18925,0.4,0.9,4.157808936523628,4.155830866757605,0.008062722192959448,0.010040791958981998
4.165871658716587,4.162295818971977,138875,33365,0.5,0.5,4.161523108089628,4.164995499257115,0.00434855062695938,0.00087615945947217
4.165871658716587,4.165618448637317,121207,29097,0.5,0.6,4.166919672380569,4.165166017957373,0.0010480136639818838,0.000705640759214532
4.165871658716587,4.1617075807937205,103922,24971,0.5,0.7,4.161484060065005,4.165786022849593,0.004387598651582003,8.563586699406045e-05
4.165871658716587,4.187506053268765,86472,20650,0.5,0.8,4.187798234269874,4.191463168446169,0.021926575553286476,0.025591509729581574
4.165871658716587,4.174023558586485,67327,16130,0.5,0.9,4.174059662754957,4.172756080654679,0.008188004038370167,0.006884421938091911
4.165871658716587,4.172462952541737,111217,26655,0.6,0.6,4.173203614956582,4.1781915294461385,0.007331956239994497,0.012319870729551319
4.165871658716587,4.181351544367077,93679,22404,0.6,0.7,4.180351059145022,4.183356927519516,0.014479400428434985,0.017485268802929
4.165871658716587,4.152939887117102,75787,18249,0.6,0.8,4.151597461304534,4.151411136593712,0.014274197412053269,0.014460522122875297
4.165871658716587,4.182978116758144,58683,14029,0.6,0.9,4.182257887544687,4.1903093874228645,0.016386228828100258,0.024437728706277362
4.165871658716587,4.164483840446193,83627,20081,0.7,0.7,4.1637066467501205,4.165605263901512,0.002165011966466679,0.00026639481507473306
4.165871658716587,4.195529665041474,66260,15793,0.7,0.8,4.195768582431292,4.199793650214449,0.02989692371470465,0.0339219914978619
4.165871658716587,4.112105263157895,46878,11400,0.7,0.9,4.1160160361957665,4.104644000232018,0.04985562252082065,0.06122765848456879
4.165871658716587,4.180544984015832,54924,13138,0.8,0.8,4.180666598368425,4.169684378021569,0.014794939651837424,0.0038127193049817265
4.165871658716587,4.19020902090209,38089,9090,0.8,0.9,4.187470014400759,4.188946741700685,0.0215983556841719,0.023075082984098216
4.165871658716587,4.193132403658719,27964,6669,0.9,0.9,4.191103034861787,4.18972565641951,0.025231376145200102,0.023853997702922847
4.165871658716587,4.1666083420820215,250034,60009,0.1,0.1,4.167116031928835,4.166716986254971,0.0012443732122475737,0.0008453275383839554
4.165871658716587,4.169658709804695,232496,55759,0.1,0.2,4.169766902357752,4.169837999148577,0.0038952436411650027,0.003966340431989401
4.165871658716587,4.164444272415862,215181,51671,0.1,0.3,4.164195325721523,4.165221339316652,0.0016763329950642003,0.0006503193999352064
4.165871658716587,4.1565519579589765,196156,47192,0.1,0.4,4.155685685619603,4.154753265164199,0.010185973096984213,0.01111839355238775
4.165871658716587,4.168840193648514,179973,43171,0.1,0.5,4.168575114138917,4.1730847332144485,0.002703455422329526,0.007213074497861349
4.165871658716587,4.165818999667748,162996,39127,0.1,0.6,4.165534387735193,4.165258947658746,0.0003372709813938002,0.0006127110578413308
4.165871658716587,4.172448743194718,144083,34532,0.1,0.7,4.168134490883534,4.175382650523756,0.002262832166946893,0.009510991807168523
4.165871658716587,4.165947921124535,126549,30377,0.1,0.8,4.165990669175738,4.163341237539062,0.0001190104591506369,0.0025304211775249996
4.165871658716587,4.189040990835538,109246,26079,0.1,0.9,4.1868145253729265,4.188555775776004,0.020942866656339376,0.022684117059417197
4.165871658716587,4.172683018161393,222863,53410,0.2,0.2,4.172654527727813,4.172190451741884,0.006782869011225934,0.0063187930252972535
4.165871658716587,4.157039489820947,203379,48924,0.2,0.3,4.158099700966884,4.161314378294639,0.0077719577497035175,0.004557280421948029
4.165871658716587,4.170095960723053,186862,44810,0.2,0.4,4.17041084820428,4.1654211917035395,0.0045391894876924965,0.0004504670130476285
4.165871658716587,4.162982538467238,168555,40489,0.2,0.5,4.163226116419127,4.163284494599378,0.0026455422974605014,0.002587164117208829
4.165871658716587,4.1584518690043,150852,36276,0.2,0.6,4.158370796217497,4.1586050644257915,0.007500862499090211,0.00726659429079568
4.165871658716587,4.175403478043288,133496,31972,0.2,0.7,4.1759506889076805,4.174997723965175,0.010079030191093352,0.009126065248588056
4.165871658716587,4.182272563825962,116309,27810,0.2,0.8,4.183589726311261,4.181908855774287,0.017718067594674203,0.016037197057699792
4.165871658716587,4.1466268254703085,98528,23761,0.2,0.9,4.145005311532261,4.142986348446651,0.02086634718432645,0.022885310269936454
4.165871658716587,4.168835344809106,194472,46649,0.3,0.3,4.168869096404594,4.169230774220196,0.0029974376880064213,0.0033591155036090115
4.165871658716587,4.172425985291344,177011,42424,0.3,0.4,4.172395638036928,4.1757148917639775,0.006523979320340878,0.00984323304739032
4.165871658716587,4.151192939266165,158505,38183,0.3,0.5,4.150780429969145,4.153130962358126,0.015091228747442287,0.012740696358461534
4.165871658716587,4.160137477062884,142830,34333,0.3,0.6,4.159323312300345,4.166953560975708,0.0065483464162419125,0.0010819022591208594
4.165871658716587,4.1696470747013965,123580,29638,0.3,0.7,4.169486572399454,4.169751575442365,0.003614913682866927,0.003879916725777477
4.165871658716587,4.152302475950165,105319,25364,0.3,0.8,4.149547568144579,4.151472946137339,0.016324090572008565,0.014398712579247963
4.165871658716587,4.170356790297561,88716,21273,0.3,0.9,4.1691620127917055,4.172552787079511,0.0032903540751183513,0.006681128362924227
4.165871658716587,4.164157688047528,165417,39724,0.4,0.4,4.164821987574039,4.160743313995079,0.0010496711425478367,0.005128344721508249
4.165871658716587,4.170835773445996,149562,35859,0.4,0.5,4.170330892623394,4.167247194481598,0.004459233906806581,0.0013755357650104827
4.165871658716587,4.17230232926636,131657,31555,0.4,0.6,4.173291130883623,4.172623275378284,0.007419472167035757,0.006751616661697213
4.165871658716587,4.165837418599546,113869,27334,0.4,0.7,4.1658575029325595,4.169996699918793,1.4155784027636287e-05,0.004125041202206248
4.165871658716587,4.14724933068486,96042,23158,0.4,0.8,4.147060755427556,4.14110817916963,0.018810903289031344,0.0247634795469569
4.165871658716587,4.152389588222744,77849,18748,0.4,0.9,4.1525551809947245,4.15518986159915,0.013316477721862618,0.010681797117436886
4.165871658716587,4.151745022787239,138469,33352,0.5,0.5,4.150470478140023,4.153490795348136,0.015401180576564144,0.01238086336845079
4.165871658716587,4.166132423396409,120872,29013,0.5,0.6,4.16510167005327,4.1719942182601715,0.0007699886633174557,0.006122559543584316
4.165871658716587,4.167181296868107,103917,24937,0.5,0.7,4.1685730770232565,4.178005713879431,0.0027014183066693676,0.012134055162843715
4.165871658716587,4.143820224719101,84824,20470,0.5,0.8,4.1435570135953625,4.1424416465411795,0.022314645121224608,0.023430012175407633
