average,total_sum,total_element,m,M,delta_prima,epsilon_prima,average_laplacian,average_gaussian
42.803813921358326,2354595,55009,0.1,0.2,4.4444444444444454e-08,1.8648397251631903,42.88498198557119,42.882286923358194
42.77027731025086,2134579,49908,0.1,0.3,4.4444444444444454e-08,2.789728043577631,42.82989611613156,43.00402793975166
42.812793727866,1922166,44897,0.1,0.4,4.4444444444444454e-08,3.7085130668623147,42.806405531982186,42.79784561966076
42.82593175066776,1715564,40059,0.1,0.5,4.4444444444444454e-08,4.620114506958277,42.78591969207104,42.93480477914108
42.84623104051381,1494348,34877,0.1,0.6,4.4444444444444454e-08,5.523137163611585,42.85942239174637,42.70917145220675
42.78847495929016,1287548,30091,0.1,0.7,4.4444444444444454e-08,6.415735221843628,42.82585679762626,43.18765858538084
42.87448682689625,1075678,25089,0.1,0.8,4.4444444444444454e-08,7.2953945291203475,42.88402224571198,43.152934363536566
42.57341584158416,859983,20200,0.1,0.9,4.4444444444444454e-08,8.195987029498756,42.59283899534413,42.43296173535737
42.80301357042583,2286751,53425,0.2,0.2,3.9506172839506184e-08,0.8648397251631903,42.69338771761569,42.79790695140659
42.843715551488174,2059883,48079,0.2,0.3,3.9506172839506184e-08,1.289728043577631,43.053933013148594,41.99185082133639
42.86348555366112,1860361,43402,0.2,0.4,3.9506172839506184e-08,1.7085130668623152,42.94964354146008,42.64235438421715
42.86395989193682,1650091,38496,0.2,0.5,3.9506172839506184e-08,2.1201145069582776,42.85885351207228,42.662977842919396
42.81983377520927,1437419,33569,0.2,0.6,3.9506172839506184e-08,2.523137163611585,42.84779238692026,42.765807281204964
42.85625463666231,1213132,28307,0.2,0.7,3.9506172839506184e-08,2.915735221843628,42.918693814746256,43.23823838901402
42.78116153384233,997400,23314,0.2,0.8,3.9506172839506184e-08,3.335993124944123,43.024475393652764,41.6822748175185
42.78639448336252,781793,18272,0.2,0.9,3.9506172839506184e-08,4.536418382828267,42.769759542123126,44.53819430297621
42.86188165578839,1996335,46576,0.3,0.3,3.45679012345679e-08,0.7897280435776314,42.574368632470964,44.32242877621871
42.75707082833133,1780832,41650,0.3,0.4,3.45679012345679e-08,1.0418464001956487,42.78204011473367,41.584595837675515
42.82482792661859,1561693,36467,0.3,0.5,3.45679012345679e-08,1.2867811736249442,42.63626945891391,42.60060577377185
42.73434206801095,1358482,31789,0.3,0.6,3.45679012345679e-08,1.5238551221072782,42.22656760473641,41.73889754677193
42.99213596213336,1153522,26831,0.3,0.7,3.45679012345679e-08,1.7804540248006577,43.07468566817077,42.168967971685476
42.80139228251348,928405,21691,0.3,0.8,3.45679012345679e-08,2.180266386740503,43.03708019527357,42.13648676595487
42.65652930238138,711127,16671,0.3,0.9,3.45679012345679e-08,3.55575364861844,42.57296239432289,43.21042160575491
42.86057993533996,1710180,39901,0.4,0.4,2.9629629629629632e-08,0.7085130668623151,42.79505424428129,42.84772202075183
42.71684300829282,1493808,34970,0.4,0.5,2.9629629629629632e-08,0.8719887568651667,44.09138684482031,41.91688706651721
42.83106847855049,1285960,30024,0.4,0.6,2.9629629629629632e-08,1.040004453643959,42.81897940555993,48.37452754916689
42.82332843351476,1077906,25171,0.4,0.7,2.9629629629629632e-08,1.2474029062976228,42.474928357189945,46.47846682324123
42.69384003974168,859427,20130,0.4,0.8,2.9629629629629632e-08,1.6219243544110258,42.06060240236463,42.6829005194364
42.848810796365576,641361,14968,0.4,0.9,2.9629629629629632e-08,2.9708773973745735,43.098447266487824,43.04301238157841
42.85587722986366,1427015,33298,0.5,0.5,2.4691358024691362e-08,0.6201145069582775,43.019184895491115,43.40659987787742
42.68889124818629,1206260,28257,0.5,0.6,2.4691358024691362e-08,0.744131224208421,42.62950548170878,43.992467611214984
42.914317974551615,988188,23027,0.5,0.7,2.4691358024691362e-08,0.9109181462991323,41.84295610725076,43.552748483142715
42.81933939163084,786891,18377,0.5,0.8,2.4691358024691362e-08,1.2404784212959301,42.66788527874254,45.98554027879649
42.97394939165485,575722,13397,0.5,0.9,2.4691358024691362e-08,2.41573522184363,43.13081268164407,44.939847793956446
42.73153462025788,1146658,26834,0.6,0.6,1.9753086419753092e-08,0.5231371636115855,42.246953919141596,45.826671662201726
42.78627541589649,925895,21640,0.6,0.7,1.9753086419753092e-08,0.6491258279171364,42.59161296715072,43.065708675201975
42.95985379591348,716957,16689,0.6,0.8,1.9753086419753092e-08,0.9168332207542773,42.7948587473686,44.77304687094932
42.76026512869071,496746,11617,0.6,0.9,1.9753086419753092e-08,1.8573740195087889,42.29589768775008,42.73402276062087
43.03339833008349,860711,20001,0.7,0.7,1.4814814814814819e-08,0.41573522184362866,42.75243890579055,37.22971358344708
42.68089376505218,637994,14948,0.7,0.8,1.4814814814814819e-08,0.6073740195087887,41.2935642945684,44.81714427224153
42.74018370848895,423427,9907,0.7,0.9,1.4814814814814819e-08,1.2953945291203475,43.2264831214585,45.628770563791505
42.812072892938495,563835,13170,0.8,0.8,9.876543209876543e-09,0.29539452912034764,39.15684522578501,53.56989079208663
42.95616241466044,358641,8349,0.8,0.9,9.876543209876543e-09,0.7293182678690191,36.051083848934184,41.70285716579194
42.83741284675864,288767,6741,0.9,0.9,4.938271604938271e-09,0.1585650787404291,46.25573317446331,-43.44265774589997
42.810136698912736,2571134,60059,0.1,0.1,4.4444444444444454e-08,0.9347016640011662,42.88913219749412,42.73544967301816
42.81424659521608,2360906,55143,0.1,0.2,4.4444444444444454e-08,1.8648397251631903,42.72386059658942,42.78683302493223
42.81764835033233,2145207,50101,0.1,0.3,4.4444444444444454e-08,2.789728043577631,42.855714304546844,43.56286626058276
42.85222569006353,1935935,45177,0.1,0.4,4.4444444444444454e-08,3.7085130668623147,42.91466711766778,43.01977769451518
42.74102263369351,1712761,40073,0.1,0.5,4.4444444444444454e-08,4.620114506958277,42.787902492009934,42.5292243037937
42.73348299281066,1503834,35191,0.1,0.6,4.4444444444444454e-08,5.523137163611585,42.659984474674786,42.14666848740436
42.859450240770464,1281669,29904,0.1,0.7,4.4444444444444454e-08,6.415735221843628,43.01952179805662,42.586458946508344
42.7704602812162,1067679,24963,0.1,0.8,4.4444444444444454e-08,7.2953945291203475,42.746756388895975,42.70999638272478
42.82377656945131,866325,20230,0.1,0.9,4.4444444444444454e-08,8.195987029498756,42.78237543672683,43.30319602839896
42.87080561990883,2294617,53524,0.2,0.2,3.9506172839506184e-08,0.8648397251631903,42.46252478748019,43.76682924919109
42.82570174712263,2068824,48308,0.2,0.3,3.9506172839506184e-08,1.289728043577631,42.72060267243188,44.44487707513729
42.81235819789786,1849237,43194,0.2,0.4,3.9506172839506184e-08,1.7085130668623152,42.82461008294545,43.43050159948493
42.81899604249115,1644592,38408,0.2,0.5,3.9506172839506184e-08,2.1201145069582776,43.21710875167737,43.02659184342359
42.79598482358916,1432510,33473,0.2,0.6,3.9506172839506184e-08,2.523137163611585,42.79469914803469,43.23900649541536
42.81550206764924,1211379,28293,0.2,0.7,3.9506172839506184e-08,2.915735221843628,42.7684149087018,43.372170539053016
42.87985971515333,1002574,23381,0.2,0.8,3.9506172839506184e-08,3.335993124944123,42.68007724919108,42.83035283735792
42.86973347141222,786531,18347,0.2,0.9,3.9506172839506184e-08,4.536418382828267,42.912646565977234,42.89020920993958
42.8884165324745,1997528,46575,0.3,0.3,3.45679012345679e-08,0.7897280435776314,42.898139943236544,41.15777803323252
42.81589677171775,1785166,41694,0.3,0.4,3.45679012345679e-08,1.0418464001956487,42.78421657754902,42.68102411452162
42.78363794132003,1577775,36878,0.3,0.5,3.45679012345679e-08,1.2867811736249442,42.77437583389813,41.95461163342316
42.876218911793664,1349872,31483,0.3,0.6,3.45679012345679e-08,1.5238551221072782,42.528026092431666,43.461715776935144
42.66446730783568,1144517,26826,0.3,0.7,3.45679012345679e-08,1.7804540248006577,42.58836359258499,43.61507609210457
42.930056102271685,933557,21746,0.3,0.8,3.45679012345679e-08,2.180266386740503,42.36843706501146,43.04393296793719
42.80517916290274,710780,16605,0.3,0.9,3.45679012345679e-08,3.55575364861844,42.96636201376456,42.18250650336285
42.9033876725666,1718581,40057,0.4,0.4,2.9629629629629632e-08,0.7085130668623151,42.66950008889661,41.87604951387829
42.75622103998627,1494843,34962,0.4,0.5,2.9629629629629632e-08,0.8719887568651667,42.60879159067001,41.04063506096977
42.79238088922781,1290661,30161,0.4,0.6,2.9629629629629632e-08,1.040004453643959,42.63686263229542,42.55926318386911
43.04700769506798,1079662,25081,0.4,0.7,2.9629629629629632e-08,1.2474029062976228,43.004348587002845,41.417134987786426
42.79297169574179,851195,19891,0.4,0.8,2.9629629629629632e-08,1.6219243544110258,42.80279699429288,47.1429745962857
42.95192628697336,643291,14977,0.4,0.9,2.9629629629629632e-08,2.9708773973745735,42.52762118775289,42.61349433239109
42.91243107168545,1431902,33368,0.5,0.5,2.4691358024691362e-08,0.6201145069582775,42.534028309933944,38.79503059020557
42.71252073846589,1210003,28329,0.5,0.6,2.4691358024691362e-08,0.744131224208421,43.62656480387547,42.65098890139248
42.62164837529589,990314,23235,0.5,0.7,2.4691358024691362e-08,0.9109181462991323,42.697476331682125,45.332647880293024
42.984428408659326,792246,18431,0.5,0.8,2.4691358024691362e-08,1.2404784212959301,43.30078973606801,41.335014138534675
42.59466271312083,574602,13490,0.5,0.9,2.4691358024691362e-08,2.41573522184363,42.5996291743001,45.020615086647766
42.95811320754717,1138390,26500,0.6,0.6,1.9753086419753092e-08,0.5231371636115855,43.6696222958096,40.30101413507802
42.868691998707234,928493,21659,0.6,0.7,1.9753086419753092e-08,0.6491258279171364,42.84222005646668,43.43878011543126
43.11105108349841,718187,16659,0.6,0.8,1.9753086419753092e-08,0.9168332207542773,41.320590018289415,38.723570624859235
43.0724588205172,504680,11717,0.6,0.9,1.9753086419753092e-08,1.8573740195087889,42.98785090277149,43.587364649503634
42.65192019950125,855171,20050,0.7,0.7,1.4814814814814819e-08,0.41573522184362866,42.5976251203177,40.48829962270443
42.72194597500336,635788,14882,0.7,0.8,1.4814814814814819e-08,0.6073740195087887,42.71755949883153,42.377726674641686
42.90028518045039,436253,10169,0.7,0.9,1.4814814814814819e-08,1.2953945291203475,44.31043677310625,38.01600959563055
43.001659250320536,570159,13259,0.8,0.8,9.876543209876543e-09,0.29539452912034764,39.727291519444506,61.58561291489245
42.74899217453166,360545,8434,0.8,0.9,9.876543209876543e-09,0.7293182678690191,44.350076442723356,42.14544251813625
43.22261588426336,292790,6774,0.9,0.9,4.938271604938271e-09,0.1585650787404291,43.69433721685261,70.27233831341968
42.77542952460384,2564387,59950,0.1,0.1,4.4444444444444454e-08,0.9347016640011662,42.89047937839503,42.84935907315263
42.820660284643104,2352824,54946,0.1,0.2,4.4444444444444454e-08,1.8648397251631903,42.84035214707962,42.054557302849204
42.831955481714274,2139756,49957,0.1,0.3,4.4444444444444454e-08,2.789728043577631,42.78211110592111,42.96205183635708
42.86112097275228,1931665,45068,0.1,0.4,4.4444444444444454e-08,3.7085130668623147,43.0969611896738,42.601159601316
42.79190679340369,1715228,40083,0.1,0.5,4.4444444444444454e-08,4.620114506958277,42.80406019810879,42.63536197045224
42.87317031414957,1502576,35047,0.1,0.6,4.4444444444444454e-08,5.523137163611585,42.88000143609132,43.005825543502674
42.696735308890005,1275138,29865,0.1,0.7,4.4444444444444454e-08,6.415735221843628,42.66218945577239,42.69841370250715
42.80430808361815,1077042,25162,0.1,0.8,4.4444444444444454e-08,7.2953945291203475,42.85401211666706,42.65372877726321
42.95216660071231,868321,20216,0.1,0.9,4.4444444444444454e-08,8.195987029498756,42.98149115401539,43.36362289892365
42.830877666554194,2284856,53346,0.2,0.2,3.9506172839506184e-08,0.8648397251631903,42.83145156748403,43.87473021712308
42.84219472255042,2066836,48243,0.2,0.3,3.9506172839506184e-08,1.289728043577631,42.87626442075957,41.58154314650483
42.72677344486063,1859341,43517,0.2,0.4,3.9506172839506184e-08,1.7085130668623152,42.698520920219345,41.65058938651135
42.93964666147051,1652747,38490,0.2,0.5,3.9506172839506184e-08,2.1201145069582776,43.18172595805079,43.01249337042697
42.80171614793554,1431589,33447,0.2,0.6,3.9506172839506184e-08,2.523137163611585,42.45710726163716,43.499282844219024
42.85877273046409,1220875,28486,0.2,0.7,3.9506172839506184e-08,2.915735221843628,42.710857704423304,43.53101884741782
42.916456884413535,1005833,23437,0.2,0.8,3.9506172839506184e-08,3.335993124944123,43.033167362085045,42.178239395737414
42.798968789424606,780268,18231,0.2,0.9,3.9506172839506184e-08,4.536418382828267,42.718428863934314,42.99238674347156
42.80759738169331,1994620,46595,0.3,0.3,3.45679012345679e-08,0.7897280435776314,42.93891281356014,42.53281046794712
42.82868887720472,1792038,41842,0.3,0.4,3.45679012345679e-08,1.0418464001956487,42.968276715864704,42.34611557190683
42.911080264554585,1576596,36741,0.3,0.5,3.45679012345679e-08,1.2867811736249442,42.889981426306186,42.722255441647754
42.82801329487019,1365871,31892,0.3,0.6,3.45679012345679e-08,1.5238551221072782,42.77066567061559,42.77969305108185
42.81352535075347,1153482,26942,0.3,0.7,3.45679012345679e-08,1.7804540248006577,42.733770640010405,43.689485689896216
42.9096192568186,937661,21852,0.3,0.8,3.45679012345679e-08,2.180266386740503,43.03187091628931,41.99026988890555
42.80768076807681,713390,16665,0.3,0.9,3.45679012345679e-08,3.55575364861844,42.59544814156497,42.24399755896935
42.88322653599698,1706538,39795,0.4,0.4,2.9629629629629632e-08,0.7085130668623151,42.71385903694924,43.31470117922746
42.79183591738658,1495917,34958,0.4,0.5,2.9629629629629632e-08,0.8719887568651667,42.652025637342994,42.21843912313081
42.84887567242474,1282424,29929,0.4,0.6,2.9629629629629632e-08,1.040004453643959,42.980609205579455,44.83164551592859
42.71717935453062,1073440,25129,0.4,0.7,2.9629629629629632e-08,1.2474029062976228,43.08114332642177,43.358255707885355
42.77175583874647,862578,20167,0.4,0.8,2.9629629629629632e-08,1.6219243544110258,42.8954878173467,42.92554411653191
42.68825330640433,655222,15349,0.4,0.9,2.9629629629629632e-08,2.9708773973745735,42.680083819727464,41.59196766725052
42.68913857677903,1424750,33375,0.5,0.5,2.4691358024691362e-08,0.6201145069582775,42.74492829788911,48.13694175170139
42.72691899540148,1207890,28270,0.5,0.6,2.4691358024691362e-08,0.744131224208421,43.12100990999819,43.71829413831584
42.795927989712816,998429,23330,0.5,0.7,2.4691358024691362e-08,0.9109181462991323,42.90617494095016,44.86827501257756
42.98566482743698,794633,18486,0.5,0.8,2.4691358024691362e-08,1.2404784212959301,42.94608733565935,41.35358165612207
42.81985953377167,573101,13384,0.5,0.9,2.4691358024691362e-08,2.41573522184363,42.896005730423724,43.622896218396505
42.82977924613305,1140814,26636,0.6,0.6,1.9753086419753092e-08,0.5231371636115855,41.864481139636155,46.392110977440616
42.86201664444342,932206,21749,0.6,0.7,1.9753086419753092e-08,0.6491258279171364,42.87209198017614,53.88142694636352
42.92739750767564,713067,16611,0.6,0.8,1.9753086419753092e-08,0.9168332207542773,42.79331150250348,38.22061864790654
42.502754937696025,501405,11797,0.6,0.9,1.9753086419753092e-08,1.8573740195087889,43.41223308249543,44.77484188780118
42.74785832373128,853290,19961,0.7,0.7,1.4814814814814819e-08,0.41573522184362866,40.97706906376708,42.38109114450986
42.76511053229146,640322,14973,0.7,0.8,1.4814814814814819e-08,0.6073740195087887,42.6521788296262,52.32936249575318
42.80992481203008,427029,9975,0.7,0.9,1.4814814814814819e-08,1.2953945291203475,42.70669745911559,41.21324032742844
42.96633752244165,574374,13368,0.8,0.8,9.876543209876543e-09,0.29539452912034764,44.18996894272872,96.79158277566862
42.93824314486775,353897,8242,0.8,0.9,9.876543209876543e-09,0.7293182678690191,35.19111135944249,47.74668716404861
42.72331955290154,279026,6531,0.9,0.9,4.938271604938271e-09,0.1585650787404291,36.75567294471467,52.32913718827766
42.82295719844358,2575287,60138,0.1,0.1,4.4444444444444454e-08,0.9347016640011662,42.82537654717196,43.7429412486944
42.86426210453671,2360192,55062,0.1,0.2,4.4444444444444454e-08,1.8648397251631903,42.92958333247792,42.35523852430881
42.82190802911023,2159466,50429,0.1,0.3,4.4444444444444454e-08,2.789728043577631,42.85564820799104,42.54586276808915
42.7482196902261,1920934,44936,0.1,0.4,4.4444444444444454e-08,3.7085130668623147,42.67767175696553,43.26973803699177
42.81448617930759,1717760,40121,0.1,0.5,4.4444444444444454e-08,4.620114506958277,42.79139695992901,42.48732188895812
42.84669467546944,1499163,34989,0.1,0.6,4.4444444444444454e-08,5.523137163611585,42.85316148803304,42.57821831926634
42.89536786561133,1284416,29943,0.1,0.7,4.4444444444444454e-08,6.415735221843628,42.950168313590005,42.91736656127634
42.89502229721586,1067700,24891,0.1,0.8,4.4444444444444454e-08,7.2953945291203475,42.87253102919881,42.875312041856596
42.943118991881256,862169,20077,0.1,0.9,4.4444444444444454e-08,8.195987029498756,42.92173777838703,42.32583831642968
42.88331145696606,2286967,53330,0.2,0.2,3.9506172839506184e-08,0.8648397251631903,43.29726110345344,42.21276099799545
42.75992173823499,2076208,48555,0.2,0.3,3.9506172839506184e-08,1.289728043577631,43.28651615067238,42.69343519720767
42.78057487677921,1857447,43418,0.2,0.4,3.9506172839506184e-08,1.7085130668623152,42.89947291783662,43.57573404701209
42.88069910790918,1648720,38449,0.2,0.5,3.9506172839506184e-08,2.1201145069582776,42.8231252685887,42.78129496463753
42.740618593457526,1438521,33657,0.2,0.6,3.9506172839506184e-08,2.523137163611585,42.82148388034383,42.9305971770612
42.80034550839092,1213989,28364,0.2,0.7,3.9506172839506184e-08,2.915735221843628,42.86500782478381,42.6607841826926
42.88421722528638,1010781,23570,0.2,0.8,3.9506172839506184e-08,3.335993124944123,42.95389029139847,42.636206538201414
42.80642181897208,787895,18406,0.2,0.9,3.9506172839506184e-08,4.536418382828267,42.823193285869316,42.987687581350585
42.84587698438203,1999917,46677,0.3,0.3,3.45679012345679e-08,0.7897280435776314,42.932028106223036,42.4677673080766
42.880264957880335,1786692,41667,0.3,0.4,3.45679012345679e-08,1.0418464001956487,42.91503800242483,44.23308984364534
42.76136054421769,1571480,36750,0.3,0.5,3.45679012345679e-08,1.2867811736249442,42.62646828939003,46.0607592180822
42.86026146243823,1370414,31974,0.3,0.6,3.45679012345679e-08,1.5238551221072782,43.26952783104956,44.07094287470162
42.883026064844245,1146735,26741,0.3,0.7,3.45679012345679e-08,1.7804540248006577,42.79254934377304,43.2032628166129
42.80906765868403,920609,21505,0.3,0.8,3.45679012345679e-08,2.180266386740503,42.85717166600906,41.92627972426742
42.81303908155375,719730,16811,0.3,0.9,3.45679012345679e-08,3.55575364861844,42.45517453244685,42.87216224227217
42.88125654972803,1718595,40078,0.4,0.4,2.9629629629629632e-08,0.7085130668623151,42.844662961796836,39.668914788688504
42.869172975126645,1506337,35138,0.4,0.5,2.9629629629629632e-08,0.8719887568651667,42.973089892091515,39.557334941146756
42.873937535415486,1286261,30001,0.4,0.6,2.9629629629629632e-08,1.040004453643959,42.622331854600766,43.339195087400135
42.85040184610488,1077002,25134,0.4,0.7,2.9629629629629632e-08,1.2474029062976228,42.94833217866466,42.82139225439417
42.89746898263027,864384,20150,0.4,0.8,2.9629629629629632e-08,1.6219243544110258,43.238596347996065,40.23794571140983
42.80142410328076,643177,15027,0.4,0.9,2.9629629629629632e-08,2.9708773973745735,42.98529570258589,41.829429857646545
42.89729566399758,1419686,33095,0.5,0.5,2.4691358024691362e-08,0.6201145069582775,43.736644905009584,38.374519288107855
42.8579447170544,1214037,28327,0.5,0.6,2.4691358024691362e-08,0.744131224208421,41.43285243114583,41.5256936353428
42.90580834195105,995758,23208,0.5,0.7,2.4691358024691362e-08,0.9109181462991323,42.87560571339296,41.97149189390157
42.80067826277213,782482,18282,0.5,0.8,2.4691358024691362e-08,1.2404784212959301,42.750831368723766,40.24505677652467
42.75862841774989,572367,13386,0.5,0.9,2.4691358024691362e-08,2.41573522184363,42.82367040647629,41.30712943411829
42.87430773836252,1145773,26724,0.6,0.6,1.9753086419753092e-08,0.5231371636115855,41.89717949195303,42.42890961074082
42.75723391571514,932407,21807,0.6,0.7,1.9753086419753092e-08,0.6491258279171364,43.28050471872275,40.669272147208034
42.588787860540734,707272,16607,0.6,0.8,1.9753086419753092e-08,0.9168332207542773,42.5589244389166,43.60148895882425
42.97548808807087,499676,11627,0.6,0.9,1.9753086419753092e-08,1.8573740195087889,42.145409263183446,44.41350990174268
42.7742334322453,864895,20220,0.7,0.7,1.4814814814814819e-08,0.41573522184362866,42.266198769126056,52.32294553408628
42.76077643908969,638846,14940,0.7,0.8,1.4814814814814819e-08,0.6073740195087887,42.114242667414736,41.625631681457094
43.0106822533508,426795,9923,0.7,0.9,1.4814814814814819e-08,1.2953945291203475,44.27838152013365,46.98355572956756
43.09803330570417,571954,13271,0.8,0.8,9.876543209876543e-09,0.29539452912034764,42.69478585854207,47.2225721241631
42.51901323706378,353333,8310,0.8,0.9,9.876543209876543e-09,0.7293182678690191,40.62332979141628,33.58107508183054
42.80856882406563,281766,6582,0.9,0.9,4.938271604938271e-09,0.1585650787404291,49.74938032226617,15.976689703978238
42.819604241462805,2564252,59885,0.1,0.1,4.4444444444444454e-08,0.9347016640011662,42.67746581091895,41.757023327856835
42.837959844913264,2353389,54937,0.1,0.2,4.4444444444444454e-08,1.8648397251631903,43.01185594006033,42.41705807515465
42.80211872876274,2141390,50030,0.1,0.3,4.4444444444444454e-08,2.789728043577631,42.913864511897955,43.28322801342508
42.76767136715008,1919798,44889,0.1,0.4,4.4444444444444454e-08,3.7085130668623147,42.62888609596834,42.35204110561833
42.79600931327141,1709401,39943,0.1,0.5,4.4444444444444454e-08,4.620114506958277,42.806010067627376,43.01975012524508
42.752833366639074,1497589,35029,0.1,0.6,4.4444444444444454e-08,5.523137163611585,42.77073921912991,42.70571629825388
42.78835203622923,1284977,30031,0.1,0.7,4.4444444444444454e-08,6.415735221843628,42.7702205079045,42.71784077704874
42.75295857988166,1069337,25012,0.1,0.8,4.4444444444444454e-08,7.2953945291203475,42.7450937831191,42.54711878284607
42.87113324279463,852321,19881,0.1,0.9,4.4444444444444454e-08,8.195987029498756,42.89014746556911,42.948257498486996
42.757929664067184,2280879,53344,0.2,0.2,3.9506172839506184e-08,0.8648397251631903,42.6995789218455,41.28052390117936
