m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements,average_laplace,average_gaussian,difference_laplace_supression,difference_gaussian_supression
0.05,0.05,4.165871658716587,4.164545167403664,263699,63320,4.1641778012134,4.160707714341287,0.0016938575031870684,0.005163944375300211
0.08,0.08,4.165871658716587,4.160968776976074,255471,61397,4.163080641084327,4.1546808825596555,0.0027910176322603064,0.011190776156931648
0.3,0.6,4.165871658716587,4.175364834144076,170810,40909,4.175460713753165,4.174633807255015,0.009589055036578031,0.008762148538427716
0.7,0.9,4.165871658716587,4.15804437851536,67273,16179,4.157023451372892,4.168863234372102,0.008848207343695513,0.0029915756555149997
0.09,0.09,4.165871658716587,4.164516235480464,252403,60608,4.16392575758664,4.168272285346885,0.0019459011299467477,0.0024006266302976087
0.2,0.8,4.165871658716587,4.170882906940703,174931,41941,4.1724301803477335,4.165137322190918,0.006558521631146341,0.0007343365256691214
0.3,0.8,4.165871658716587,4.169185984403375,156111,37444,4.168497303942155,4.165624106836099,0.002625645225568185,0.0002475518804878618
0.01,0.04,4.165871658716587,4.167267726161369,272706,65440,4.167599893792685,4.16764112490854,0.0017282350760980947,0.0017694661919529509
0.0699999999999999,0.08,4.165871658716587,4.163322716763941,257514,61853,4.164696748649601,4.163070116056932,0.0011749100669860013,0.002801542659654821
0.03,0.06,4.165871658716587,4.167557876685634,267328,64145,4.166863538046149,4.1758466547407345,0.0009918793295620176,0.009974996024147309
0.06,0.06,4.165871658716587,4.162256678856012,260653,62623,4.16225574836411,4.156610061860814,0.003615910352476881,0.009261596855773213
0.2,0.3,4.165871658716587,4.160295547345907,213964,51430,4.160810857047907,4.1568791166087955,0.0050608016686801705,0.008992542107791657
0.7,0.7,4.165871658716587,4.176806369235392,83415,19971,4.177920835412742,4.173400313273268,0.012049176696154795,0.007528654556680614
0.2,0.4,4.165871658716587,4.157336452367509,206154,49588,4.156909000518972,4.165814450774193,0.008962658197614992,5.720794239394422e-05
0.3,0.7,4.165871658716587,4.175380593572197,162915,39018,4.172564029425027,4.1813892984853265,0.006692370708440087,0.015517639768739322
0.03,0.05,4.165871658716587,4.163455552788845,267527,64256,4.164467666654704,4.162127384827267,0.0014039920618831303,0.0037442738893203042
0.04,0.09,4.165871658716587,4.165247990869752,262773,63087,4.166239465594099,4.163322258353588,0.0003678068775121446,0.002549400362998888
0.06,0.09,4.165871658716587,4.169065790744855,258924,62106,4.168254326191654,4.171164275207743,0.0023826674750671017,0.005292616491155755
0.05,0.08,4.165871658716587,4.163709124535642,261152,62721,4.165762433302349,4.1711062045558105,0.00010922541423852294,0.005234545839223337
0.03,0.03,4.165871658716587,4.164149308242285,269079,64618,4.163513669960083,4.163063068139553,0.00235798875650417,0.002808590577034309
0.06,0.0699999999999999,4.165871658716587,4.157813801499327,259564,62428,4.158054703364176,4.159426738413567,0.007816955352411448,0.006444920303020574
0.5,0.9,4.165871658716587,4.154018287742582,107668,25919,4.153582188170742,4.154353665375217,0.01228947054584495,0.011517993341370492
0.02,0.09,4.165871658716587,4.162640524102131,266230,63957,4.1613376328159415,4.16012166166278,0.004534025900645666,0.005749997053807299
0.2,0.9,4.165871658716587,4.152558000448553,166638,40129,4.1520584838904515,4.1535144151411565,0.013813174826135644,0.012357243575430665
0.04,0.04,4.165871658716587,4.168573035814738,266772,63996,4.16840959641767,4.163451229257286,0.002537937701083237,0.002420429459300877
0.02,0.04,4.165871658716587,4.164419821483533,270604,64980,4.164438887654078,4.167769867724735,0.0014327710625092749,0.0018982090081474112
0.1,0.5,4.165871658716587,4.164965206087023,217861,52308,4.164107240872337,4.175302029129048,0.00176441784425041,0.009430370412460753
0.4,0.6,4.165871658716587,4.158839893133556,150995,36307,4.158091938209858,4.162107368775593,0.007779720506729149,0.0037642899409942032
0.8,0.9,4.165871658716587,4.143224092116918,46777,11290,4.136456456545879,4.107597553162188,0.02941520217070792,0.058274105554398936
0.7,0.8,4.165871658716587,4.152077758969038,76037,18313,4.155550332753021,4.147367256384851,0.01032132596356572,0.018504402331736003
0.1,0.7,4.165871658716587,4.1725041794803,202162,48451,4.17312845612834,4.169572553700049,0.007256797411752558,0.003700894983461822
0.1,0.6,4.165871658716587,4.163553259141494,209510,50320,4.16413693179937,4.167592628939621,0.0017347269172169888,0.0017209702230340795
0.04,0.08,4.165871658716587,4.163716604185451,263226,63219,4.163546758021199,4.160133361321809,0.0023249006953882656,0.005738297394778158
0.4,0.5,4.165871658716587,4.159290869817186,157895,37962,4.155381913637112,4.161108340468907,0.010489745079475199,0.0047633182476802816
0.6,0.6,4.165871658716587,4.165512543989102,110082,26427,4.165933297664679,4.161782368379275,6.163894809141368e-05,0.004089290337311979
0.01,0.0699999999999999,4.165871658716587,4.165126432880263,269971,64817,4.164217220792377,4.157789987307124,0.0016544379242100504,0.00808167140946292
0.1,0.4,4.165871658716587,4.164796208879011,226744,54443,4.164692840565706,4.164719287420123,0.0011788181508807227,0.0011523712964640609
0.6,0.7,4.165871658716587,4.168834325999757,102891,24681,4.165407958979561,4.156950056995048,0.000463699737026424,0.008921601721539218
0.3,0.9,4.165871658716587,4.159534396329548,146869,35309,4.16155987189122,4.1571633848991585,0.004311786825367037,0.008708273817428669
0.1,0.2,4.165871658716587,4.172530609437336,242641,58152,4.174127168815788,4.164126786300102,0.008255510099201224,0.0017448724164852436
0.1,0.8,4.165871658716587,4.167439376135028,195057,46805,4.169772674735773,4.167496578595081,0.00390101601918591,0.0016249198784938912
0.3,0.5,4.165871658716587,4.165842507930584,178598,42872,4.165392159765587,4.166633934637575,0.0004794989509999681,0.0007622759209882091
0.04,0.05,4.165871658716587,4.161447405505276,265775,63866,4.163079949284358,4.158154327430621,0.0027917094322287284,0.007717331285966189
0.4,0.8,4.165871658716587,4.1716085989621945,135060,32376,4.172535370640246,4.18177356803212,0.006663711923659221,0.015901909315532592
0.03,0.0699999999999999,4.165871658716587,4.162264978004602,265873,63877,4.162526997273675,4.159495727130466,0.0033446614429122334,0.006375931586121375
0.3,0.4,4.165871658716587,4.156448581401593,185760,44692,4.156573591326712,4.151621557348698,0.009298067389875264,0.014250101367888846
0.0699999999999999,0.0699999999999999,4.165871658716587,4.168917612171223,258673,62048,4.1689220799693905,4.167479433699353,0.0030504212528033037,0.001607774982765875
0.9,0.9,4.165871658716587,4.189201451905626,27699,6612,4.188630752877949,4.155883886914275,0.022759094161362015,0.009987771802312473
0.5,0.7,4.165871658716587,4.159006671608599,123431,29678,4.158935521272866,4.147229586333118,0.006936137443720902,0.018642072383468822
0.1,0.3,4.165871658716587,4.162357807652533,233450,56086,4.16236034865773,4.167699166571808,0.0035113100588572976,0.001827507855220567
0.06,0.08,4.165871658716587,4.169005716487892,259629,62276,4.168909051258195,4.1646111205809255,0.003037392541608064,0.0012605381356616263
0.01,0.05,4.165871658716587,4.164713641522746,271531,65198,4.165055076481249,4.164987951087927,0.0008165822353385366,0.0008837076286605239
0.05,0.06,4.165871658716587,4.165988312243638,263053,63143,4.166094699460934,4.172728493097291,0.00022304074434664756,0.006856834380704058
0.04,0.06,4.165871658716587,4.16410731967999,264933,63623,4.16497916720376,4.16921068147683,0.0008924915128272204,0.0033390227602430045
0.01,0.06,4.165871658716587,4.167278874971183,271144,65065,4.167535389399335,4.166686507082908,0.0016637306827478326,0.0008148483663212858
0.5,0.6,4.165871658716587,4.17192614485016,131278,31467,4.175315569321462,4.15920793752275,0.00944391060487515,0.006663721193836736
0.2,0.2,4.165871658716587,4.165137786431032,222485,53416,4.163274845825265,4.162254160750192,0.0025968128913218536,0.003617497966395433
0.4,0.7,4.165871658716587,4.177562456222274,143140,34264,4.179917971833815,4.187924940152241,0.014046313117227704,0.022053281435653993
0.1,0.1,4.165871658716587,4.163082467174961,249531,59939,4.163902666387448,4.1674111269548275,0.001968992329139496,0.0015394682382403602
0.01,0.09,4.165871658716587,4.164854257481036,268479,64463,4.165323657510616,4.165861242703462,0.0005480012059715378,1.0416013124903145e-05
0.4,0.4,4.165871658716587,4.160001004873637,165593,39806,4.160915669241387,4.163840316712157,0.004955989475200262,0.0020313420044297814
0.01,0.01,4.165871658716587,4.165297772389756,274868,65990,4.1650285642737375,4.165023651741989,0.00084309444284969,0.0008480069745981922
0.6,0.8,4.165871658716587,4.152928796913364,94720,22808,4.153379215941388,4.159318860806008,0.012492442775199564,0.0065527979105795
0.03,0.08,4.165871658716587,4.164359208332022,264695,63562,4.163629284428124,4.161615668019184,0.002242374288463189,0.0042559906974029005
