m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements
0.6,0.8,4.165871658716587,4.16857968982739,95152,22826
0.03,0.08,4.165871658716587,4.167098100123939,265615,63741
0.08,0.09,4.165871658716587,4.16719779052475,254995,61191
0.01,0.03,4.165871658716587,4.166331443895898,273428,65628
0.03,0.04,4.165871658716587,4.1676302369918,268883,64517
0.03,0.09,4.165871658716587,4.167094064156821,264873,63563
0.2,0.5,4.165871658716587,4.163417503466241,198187,47602
0.8,0.8,4.165871658716587,4.170071577691619,55929,13412
0.03,0.07,4.165871658716587,4.166755369106506,266189,63884
0.3,0.3,4.165871658716587,4.1757461325551954,194619,46607
0.1,0.9,4.165871658716587,4.166346797589823,186694,44810
0.4,0.9,4.165871658716587,4.168402777777778,127253,30528
0.02,0.05,4.165871658716587,4.166556122842468,270122,64831
0.02,0.06,4.165871658716587,4.164372319174964,268931,64579
0.2,0.7,4.165871658716587,4.156375990939978,183504,44150
0.07,0.09,4.165871658716587,4.160370172282459,256699,61701
0.02,0.08,4.165871658716587,4.162963884267969,267766,64321
0.02,0.03,4.165871658716587,4.164104924068108,271458,65190
0.01,0.08,4.165871658716587,4.166944933988807,269543,64686
0.02,0.02,4.165871658716587,4.165298244539077,271919,65282
0.05,0.09,4.165871658716587,4.159993611754372,260478,62615
0.07,0.07,4.165871658716587,4.166430069366027,258277,61990
0.2,0.6,4.165871658716587,4.176621609760379,190337,45572
0.5,0.8,4.165871658716587,4.172584075262228,115760,27743
0.5,0.5,4.165871658716587,4.167781780751415,137666,33031
0.6,0.9,4.165871658716587,4.169064058304564,86950,20856
0.01,0.07,4.165871658716587,4.165536374845869,270260,64880
0.06,0.07,4.165871658716587,4.167320345142235,260320,62467
0.01,0.02,4.165871658716587,4.166443789320123,274177,65806
0.05,0.05,4.165871658716587,4.170916554827505,264165,63335
0.08,0.08,4.165871658716587,4.168801329683222,255831,61368
0.3,0.6,4.165871658716587,4.160082244088706,169956,40854
0.7,0.9,4.165871658716587,4.177146720757269,67958,16269
0.09,0.09,4.165871658716587,4.164506020122052,252494,60630
0.2,0.8,4.165871658716587,4.171743171743172,175038,41958
0.3,0.8,4.165871658716587,4.183928763585494,155525,37172
0.01,0.04,4.165871658716587,4.166997859981657,272605,65420
0.03,0.06,4.165871658716587,4.165936140011543,267074,64109
0.06,0.06,4.165871658716587,4.166107650535058,260840,62610
0.2,0.3,4.165871658716587,4.16455720774935,214533,51514
0.7,0.7,4.165871658716587,4.139665083729068,82814,20005
0.2,0.4,4.165871658716587,4.1686792907004735,207817,49852
0.3,0.7,4.165871658716587,4.157121917350271,161658,38887
0.07,0.08,4.165871658716587,4.161939985141639,257699,61918
0.03,0.05,4.165871658716587,4.166573461335322,268219,64374
0.04,0.09,4.165871658716587,4.16759785403638,262567,63002
0.05,0.07,4.165871658716587,4.16548579780136,262209,62948
0.06,0.09,4.165871658716587,4.162749167430861,258744,62157
0.05,0.08,4.165871658716587,4.164980160311061,261365,62753
0.03,0.03,4.165871658716587,4.169315195547998,269713,64690
0.5,0.9,4.165871658716587,4.176331681635181,107883,25832
0.02,0.09,4.165871658716587,4.163343810104611,266250,63951
0.2,0.9,4.165871658716587,4.166144356563697,167504,40206
0.04,0.04,4.165871658716587,4.165526184226971,266627,64008
0.02,0.04,4.165871658716587,4.167094917914237,270832,64993
0.1,0.5,4.165871658716587,4.151652365822568,218215,52561
0.4,0.6,4.165871658716587,4.161704708347116,150970,36276
0.8,0.9,4.165871658716587,4.155941255006676,46692,11235
0.7,0.8,4.165871658716587,4.154781739420193,74811,18006
0.1,0.7,4.165871658716587,4.165595944254018,202952,48721
0.1,0.6,4.165871658716587,4.1627202534151655,210259,50510
0.04,0.08,4.165871658716587,4.168580739053404,263521,63216
0.4,0.5,4.165871658716587,4.177535093232768,159515,38184
0.6,0.6,4.165871658716587,4.138717357339484,111257,26882
0.1,0.4,4.165871658716587,4.166792884981252,225586,54139
0.6,0.7,4.165871658716587,4.166397415185783,103160,24760
0.3,0.9,4.165871658716587,4.168526280018124,147199,35312
0.1,0.2,4.165871658716587,4.1679729892680575,241955,58051
0.1,0.8,4.165871658716587,4.161947491574179,193876,46583
0.3,0.5,4.165871658716587,4.171496238506548,179658,43068
0.04,0.07,4.165871658716587,4.163177805800757,264112,63440
0.04,0.05,4.165871658716587,4.1620088089155,265532,63799
0.4,0.8,4.165871658716587,4.163024071907898,135240,32486
0.3,0.4,4.165871658716587,4.170629776963304,186619,44746
0.9,0.9,4.165871658716587,4.136773999398134,27493,6646
0.5,0.7,4.165871658716587,4.182968617472434,123293,29475
0.1,0.3,4.165871658716587,4.1645758290895545,234703,56357
0.06,0.08,4.165871658716587,4.16283780525055,258941,62203
0.01,0.05,4.165871658716587,4.166439206906598,271706,65213
0.05,0.06,4.165871658716587,4.16754847294386,263089,63128
0.04,0.06,4.165871658716587,4.168128241395568,265218,63630
0.01,0.06,4.165871658716587,4.170260543234181,271142,65018
0.5,0.6,4.165871658716587,4.144348659003831,129801,31320
0.02,0.07,4.165871658716587,4.164275956284153,268246,64416
0.2,0.2,4.165871658716587,4.157553794735064,221423,53258
0.4,0.7,4.165871658716587,4.156879878830246,142714,34332
0.1,0.1,4.165871658716587,4.166719455882108,249949,59987
0.01,0.09,4.165871658716587,4.167203967761934,268868,64520
0.4,0.4,4.165871658716587,4.164633840285098,165944,39846
0.01,0.01,4.165871658716587,4.16722996014004,274958,65981
0.6,0.8,4.165871658716587,4.171108485405453,95314,22851
0.03,0.08,4.165871658716587,4.16798418972332,265734,63756
0.08,0.09,4.165871658716587,4.170168993387216,255402,61245
0.01,0.03,4.165871658716587,4.166786100904143,273287,65587
0.03,0.04,4.165871658716587,4.165687171455597,268641,64489
0.03,0.09,4.165871658716587,4.168803586879572,264990,63565
0.2,0.5,4.165871658716587,4.169618244089884,199658,47884
0.8,0.8,4.165871658716587,4.182204653937948,56075,13408
0.03,0.07,4.165871658716587,4.165553487353553,266308,63931
0.3,0.3,4.165871658716587,4.158530846239412,194403,46748
0.1,0.9,4.165871658716587,4.161116191920769,186547,44831
0.4,0.9,4.165871658716587,4.154554089018439,126851,30533
0.02,0.05,4.165871658716587,4.16417518608889,269647,64754
0.02,0.06,4.165871658716587,4.165861588481189,269073,64590
0.2,0.7,4.165871658716587,4.167836310608823,182918,43888
0.07,0.09,4.165871658716587,4.1612871785708485,256173,61561
0.02,0.08,4.165871658716587,4.167238047746681,267420,64172
0.02,0.03,4.165871658716587,4.166958390910486,271394,65130
0.01,0.08,4.165871658716587,4.166880457460784,269618,64705
0.02,0.02,4.165871658716587,4.163463747033152,271895,65305
0.05,0.09,4.165871658716587,4.168134098208721,260846,62581
0.07,0.07,4.165871658716587,4.164568997469905,258424,62053
0.2,0.6,4.165871658716587,4.176453925435252,191670,45893
0.5,0.8,4.165871658716587,4.141624548736462,114723,27700
0.5,0.5,4.165871658716587,4.174951969260326,139076,33312
0.6,0.9,4.165871658716587,4.172858912070115,87605,20994
0.01,0.07,4.165871658716587,4.163993034687871,270214,64893
0.06,0.07,4.165871658716587,4.164991195773972,260187,62470
0.01,0.02,4.165871658716587,4.165169137210186,273964,65775
0.05,0.05,4.165871658716587,4.167448175689543,263962,63339
0.08,0.08,4.165871658716587,4.16801642523098,255787,61369
0.3,0.6,4.165871658716587,4.1721367688841,170340,40828
0.7,0.9,4.165871658716587,4.157559421710365,67868,16324
0.09,0.09,4.165871658716587,4.165749678779692,252886,60706
0.2,0.8,4.165871658716587,4.162874623583959,174183,41842
0.3,0.8,4.165871658716587,4.151137217036799,154771,37284
0.01,0.04,4.165871658716587,4.168392553956284,272517,65377
0.03,0.06,4.165871658716587,4.165489877530617,266658,64016
0.06,0.06,4.165871658716587,4.16324377886813,260490,62569
0.2,0.3,4.165871658716587,4.168228105906314,214893,51555
0.7,0.7,4.165871658716587,4.184546325717456,82967,19827
0.2,0.4,4.165871658716587,4.16552142279709,206110,49480
0.3,0.7,4.165871658716587,4.1640594799371184,161578,38803
0.07,0.08,4.165871658716587,4.160541554786322,257213,61822
0.03,0.05,4.165871658716587,4.168242906918865,267968,64288
0.04,0.09,4.165871658716587,4.16639175257732,262691,63050
0.05,0.07,4.165871658716587,4.163462301744804,262244,62987
0.06,0.09,4.165871658716587,4.165275001611967,258397,62036
0.05,0.08,4.165871658716587,4.162747662955046,260946,62686
0.03,0.03,4.165871658716587,4.165147411591736,269131,64615
0.5,0.9,4.165871658716587,4.14604817682998,106541,25697
0.02,0.09,4.165871658716587,4.16718009663951,266487,63949
0.2,0.9,4.165871658716587,4.174400280161093,166880,39977
0.04,0.04,4.165871658716587,4.165345731402896,266982,64096
0.02,0.04,4.165871658716587,4.165909685763114,270580,64951
0.1,0.5,4.165871658716587,4.16645010891581,218047,52334
0.4,0.6,4.165871658716587,4.15023084791684,150118,36171
0.8,0.9,4.165871658716587,4.167083369255971,48334,11599
0.7,0.8,4.165871658716587,4.165843918131898,75106,18029
0.1,0.7,4.165871658716587,4.158458816753065,202151,48612
0.1,0.6,4.165871658716587,4.169157474400032,210901,50586
0.04,0.08,4.165871658716587,4.166119148398509,263782,63316
0.4,0.5,4.165871658716587,4.172867037464582,159053,38116
0.6,0.6,4.165871658716587,4.19209081743157,112260,26779
0.1,0.4,4.165871658716587,4.167530796102224,226672,54390
0.6,0.7,4.165871658716587,4.173100972205414,103447,24789
0.3,0.9,4.165871658716587,4.163532715051476,146802,35259
0.1,0.2,4.165871658716587,4.158514539538247,241539,58083
0.1,0.8,4.165871658716587,4.15764072776971,194694,46828
0.3,0.5,4.165871658716587,4.177574445298131,179431,42951
0.04,0.07,4.165871658716587,4.164473995178748,264315,63469
0.04,0.05,4.165871658716587,4.162225251053563,265679,63831
0.4,0.8,4.165871658716587,4.157004237548363,135377,32566
0.3,0.4,4.165871658716587,4.164158411413493,186217,44719
0.9,0.9,4.165871658716587,4.122104319234793,27581,6691
0.5,0.7,4.165871658716587,4.167567383841474,122614,29421
0.1,0.3,4.165871658716587,4.163630223422975,234250,56261
0.06,0.08,4.165871658716587,4.164951102403931,259364,62273
0.01,0.05,4.165871658716587,4.165566160587073,271899,65273
0.05,0.06,4.165871658716587,4.166329242059978,263412,63224
0.04,0.06,4.165871658716587,4.165266678180591,265290,63691
0.01,0.06,4.165871658716587,4.1667281956622055,270879,65010
0.5,0.6,4.165871658716587,4.158531910815818,130187,31306
0.02,0.07,4.165871658716587,4.165653991390966,268064,64351
0.2,0.2,4.165871658716587,4.1641299876594,222706,53482
0.4,0.7,4.165871658716587,4.163154814164471,142255,34170
0.1,0.1,4.165871658716587,4.161645432592223,249886,60045
0.01,0.09,4.165871658716587,4.167212351617659,268556,64445
0.4,0.4,4.165871658716587,4.174037304452467,166494,39888
0.01,0.01,4.165871658716587,4.165613684226474,274943,66003
0.6,0.8,4.165871658716587,4.1487092420878495,95300,22971
0.03,0.08,4.165871658716587,4.1655960925352975,265236,63673
0.08,0.09,4.165871658716587,4.165770594675862,254916,61193
0.01,0.03,4.165871658716587,4.166976446570584,273512,65638
0.03,0.04,4.165871658716587,4.167033751085743,268657,64472
0.03,0.09,4.165871658716587,4.165624950800573,264588,63517
0.2,0.5,4.165871658716587,4.16424625428978,199001,47788
0.8,0.8,4.165871658716587,4.191573158950732,56406,13457
0.03,0.07,4.165871658716587,4.164760727750575,266224,63923
0.3,0.3,4.165871658716587,4.1630190616776845,194592,46743
0.1,0.9,4.165871658716587,4.160787988309573,186499,44823
0.4,0.9,4.165871658716587,4.1617295669536185,127145,30551
0.02,0.05,4.165871658716587,4.1660413482174565,269822,64767
0.02,0.06,4.165871658716587,4.166798149952821,269371,64647
0.2,0.7,4.165871658716587,4.180832115454877,183087,43792
0.07,0.09,4.165871658716587,4.163555497841119,256500,61606
0.02,0.08,4.165871658716587,4.165504575733051,267642,64252
0.02,0.03,4.165871658716587,4.162303986252186,271274,65174
0.01,0.08,4.165871658716587,4.168267371904917,269516,64659
0.02,0.02,4.165871658716587,4.16363163371488,272085,65348
0.05,0.09,4.165871658716587,4.164734253226013,260779,62616
0.07,0.07,4.165871658716587,4.162985344730081,257643,61889
0.2,0.6,4.165871658716587,4.163848243231403,190088,45652
0.5,0.8,4.165871658716587,4.141599039266349,113807,27479
0.5,0.5,4.165871658716587,4.163929504308404,138688,33307
0.6,0.9,4.165871658716587,4.167003620292444,88628,21269
0.01,0.07,4.165871658716587,4.164150362039748,270295,64910
0.06,0.07,4.165871658716587,4.163324470640997,259933,62434
0.01,0.02,4.165871658716587,4.165547520661157,274193,65824
0.05,0.05,4.165871658716587,4.168029422906932,264053,63352
0.08,0.08,4.165871658716587,4.165951965563908,255502,61331
0.3,0.6,4.165871658716587,4.169989506820567,170882,40979
0.7,0.9,4.165871658716587,4.179419035846724,67623,16180
0.09,0.09,4.165871658716587,4.169390077002984,252861,60647
0.2,0.8,4.165871658716587,4.165755876387066,174566,41905
0.3,0.8,4.165871658716587,4.168517273827128,155048,37195
0.01,0.04,4.165871658716587,4.166473051878573,272579,65422
0.03,0.06,4.165871658716587,4.165598240606429,267069,64113
0.06,0.06,4.165871658716587,4.167293652564798,261431,62734
0.2,0.3,4.165871658716587,4.161058579111897,214307,51503
0.7,0.7,4.165871658716587,4.150430816016219,81888,19730
0.2,0.4,4.165871658716587,4.160200830745655,206321,49594
0.3,0.7,4.165871658716587,4.156253195623274,162576,39116
0.07,0.08,4.165871658716587,4.162922439466529,257202,61784
0.03,0.05,4.165871658716587,4.167590890681953,267551,64198
0.04,0.09,4.165871658716587,4.166087604905367,262601,63033
0.05,0.07,4.165871658716587,4.166006521912034,261896,62865
0.06,0.09,4.165871658716587,4.166185832863245,258491,62045
0.05,0.08,4.165871658716587,4.161244019138756,260910,62700
0.03,0.03,4.165871658716587,4.166826388030172,269577,64696
0.5,0.9,4.165871658716587,4.161508442486767,107704,25881
0.02,0.09,4.165871658716587,4.164377575227869,266820,64072
0.2,0.9,4.165871658716587,4.161672141836146,165955,39877
0.04,0.04,4.165871658716587,4.168727170553527,267057,64062
0.02,0.04,4.165871658716587,4.166020254255549,270683,64974
0.1,0.5,4.165871658716587,4.162828821959589,218382,52460
0.4,0.6,4.165871658716587,4.179172665854469,150935,36116
0.8,0.9,4.165871658716587,4.14284469993903,47564,11481
0.7,0.8,4.165871658716587,4.164160123852704,75313,18086
0.1,0.7,4.165871658716587,4.17077580539119,203000,48672
0.1,0.6,4.165871658716587,4.158711264532,209624,50406
0.04,0.08,4.165871658716587,4.162933080208828,263139,63210
0.4,0.5,4.165871658716587,4.155350010510826,158136,38056
0.6,0.6,4.165871658716587,4.169211813463765,111664,26783
0.1,0.4,4.165871658716587,4.165767397169149,225443,54118
0.6,0.7,4.165871658716587,4.168961201501878,103261,24769
0.3,0.9,4.165871658716587,4.173752100002847,146578,35119
0.1,0.2,4.165871658716587,4.165601703940362,242513,58218
0.1,0.8,4.165871658716587,4.162923024465092,195341,46924
0.3,0.5,4.165871658716587,4.1624173970098886,177627,42674
0.04,0.07,4.165871658716587,4.164182161991806,264259,63460
0.04,0.05,4.165871658716587,4.169940891488061,265963,63781
0.4,0.8,4.165871658716587,4.170682481525182,134321,32206
0.3,0.4,4.165871658716587,4.168296058211687,186748,44802
0.9,0.9,4.165871658716587,4.148485300701388,27799,6701
0.5,0.7,4.165871658716587,4.173686877216686,123562,29605
0.1,0.3,4.165871658716587,4.165860881665567,233509,56053
0.06,0.08,4.165871658716587,4.166910335298748,259361,62243
0.01,0.05,4.165871658716587,4.16775468922398,271971,65256
0.05,0.06,4.165871658716587,4.166244578809079,263215,63178
0.04,0.06,4.165871658716587,4.166677155443676,264834,63560
0.01,0.06,4.165871658716587,4.165284178187404,271160,65100
0.5,0.6,4.165871658716587,4.164663882956683,130658,31373
0.02,0.07,4.165871658716587,4.168991116357085,268433,64388
0.2,0.2,4.165871658716587,4.164436876672342,222560,53443
0.4,0.7,4.165871658716587,4.160213383357271,141934,34117
0.1,0.1,4.165871658716587,4.169305643521451,250150,59998
0.01,0.09,4.165871658716587,4.164621296640635,268768,64536
0.4,0.4,4.165871658716587,4.17305490566977,167665,40178
0.01,0.01,4.165871658716587,4.165820463466756,274865,65981
0.6,0.8,4.165871658716587,4.160702695686037,96158,23111
0.03,0.08,4.165871658716587,4.1636023634420765,264955,63636
0.08,0.09,4.165871658716587,4.169248891579275,254837,61123
0.01,0.03,4.165871658716587,4.164079755068468,273376,65651
0.03,0.04,4.165871658716587,4.162747102931152,268697,64548
0.03,0.09,4.165871658716587,4.165037386855569,264584,63525
0.2,0.5,4.165871658716587,4.158204360477376,197207,47426
0.8,0.8,4.165871658716587,4.164005372332488,55806,13402
0.03,0.07,4.165871658716587,4.165260406067532,266081,63881
0.3,0.3,4.165871658716587,4.163506905721884,194136,46628
0.1,0.9,4.165871658716587,4.163087457205104,187264,44982
0.4,0.9,4.165871658716587,4.173455633362922,126944,30417
0.02,0.05,4.165871658716587,4.165596146126054,269789,64766
0.02,0.06,4.165871658716587,4.164056084902007,268769,64545
0.2,0.7,4.165871658716587,4.164323414323414,183047,43956
0.07,0.09,4.165871658716587,4.170436135052816,257416,61724
0.02,0.08,4.165871658716587,4.166282904972307,267792,64276
0.02,0.03,4.165871658716587,4.164882358354551,271542,65198
0.01,0.08,4.165871658716587,4.170165728773731,269743,64684
0.02,0.02,4.165871658716587,4.165476099426386,272318,65375
0.05,0.09,4.165871658716587,4.167284996961653,260597,62534
0.07,0.07,4.165871658716587,4.167160621094002,258714,62084
0.2,0.6,4.165871658716587,4.154892611871746,189970,45722
0.5,0.8,4.165871658716587,4.158821830782559,115216,27704
0.5,0.5,4.165871658716587,4.164481775911204,138823,33335
0.6,0.9,4.165871658716587,4.13329803109806,85861,20773
0.01,0.07,4.165871658716587,4.168224731580896,270201,64824
0.06,0.07,4.165871658716587,4.166770628408746,260519,62523
0.01,0.02,4.165871658716587,4.164849866970734,273943,65775
0.05,0.05,4.165871658716587,4.168236240594387,264237,63393
0.08,0.08,4.165871658716587,4.164848959097504,255476,61341
0.3,0.6,4.165871658716587,4.186857115000244,171770,41026
0.7,0.9,4.165871658716587,4.151882539295723,68149,16414
0.09,0.09,4.165871658716587,4.171914627317941,253327,60722
0.2,0.8,4.165871658716587,4.157675756639167,174876,42061
0.3,0.8,4.165871658716587,4.174048843533751,155020,37139
0.01,0.04,4.165871658716587,4.166679410910092,272455,65389
0.03,0.06,4.165871658716587,4.165390672508693,267139,64133
0.06,0.06,4.165871658716587,4.16369998721718,260581,62584
0.2,0.3,4.165871658716587,4.168462482707558,213938,51323
0.7,0.7,4.165871658716587,4.151817640047676,83601,20136
0.2,0.4,4.165871658716587,4.168581217251108,206845,49620
0.3,0.7,4.165871658716587,4.171801220041349,163447,39179
0.07,0.08,4.165871658716587,4.164627525968659,256995,61709
0.03,0.05,4.165871658716587,4.166153511227219,267917,64308
0.04,0.09,4.165871658716587,4.161429138547042,262066,62975
0.05,0.07,4.165871658716587,4.170414991178855,262390,62917
0.06,0.09,4.165871658716587,4.166366240705572,258873,62134
0.05,0.08,4.165871658716587,4.163456027510667,261515,62812
0.03,0.03,4.165871658716587,4.168832774420869,269761,64709
0.5,0.9,4.165871658716587,4.145038756700474,107485,25931
0.02,0.09,4.165871658716587,4.169379530117471,266907,64016
0.2,0.9,4.165871658716587,4.173169334960038,167607,40163
0.04,0.04,4.165871658716587,4.165703305630195,266655,64012
0.02,0.04,4.165871658716587,4.167687713573254,270758,64966
0.1,0.5,4.165871658716587,4.164693752863907,218130,52376
0.4,0.6,4.165871658716587,4.158562250775366,150174,36112
0.8,0.9,4.165871658716587,4.167867182009839,47447,11384
0.7,0.8,4.165871658716587,4.16796051901963,75165,18034
0.1,0.7,4.165871658716587,4.161573579007979,202369,48628
0.1,0.6,4.165871658716587,4.160484286450283,209963,50466
0.04,0.08,4.165871658716587,4.164030870445344,263300,63232
0.4,0.5,4.165871658716587,4.181920844604354,159235,38077
0.6,0.6,4.165871658716587,4.149030739924551,111082,26773
0.1,0.4,4.165871658716587,4.166276303413681,225908,54223
0.6,0.7,4.165871658716587,4.160860197569007,102353,24599
0.3,0.9,4.165871658716587,4.178520867546293,147577,35318
0.1,0.2,4.165871658716587,4.166416894906378,241873,58053
0.1,0.8,4.165871658716587,4.162573853260286,193747,46545
0.3,0.5,4.165871658716587,4.16721769499418,178982,42950
0.04,0.07,4.165871658716587,4.166679781558364,264755,63541
0.04,0.05,4.165871658716587,4.168270436308927,265969,63808
0.4,0.8,4.165871658716587,4.147069710055521,134448,32420
0.3,0.4,4.165871658716587,4.154806213644164,186422,44869
0.9,0.9,4.165871658716587,4.184308471043621,28106,6717
0.5,0.7,4.165871658716587,4.176671214188268,122460,29320
0.1,0.3,4.165871658716587,4.164345650978374,234740,56369
0.06,0.08,4.165871658716587,4.164399165730788,259567,62330
0.01,0.05,4.165871658716587,4.165688003066309,271707,65225
0.05,0.06,4.165871658716587,4.161219767331284,262548,63094
0.04,0.06,4.165871658716587,4.168237363742029,265375,63666
0.01,0.06,4.165871658716587,4.165621734587252,271082,65076
0.5,0.6,4.165871658716587,4.154738321937504,130035,31298
0.02,0.07,4.165871658716587,4.16486826375196,268255,64409
0.2,0.2,4.165871658716587,4.16420653825234,222023,53317
0.4,0.7,4.165871658716587,4.16325339868137,142708,34278
0.1,0.1,4.165871658716587,4.169553980825344,250069,59975
0.01,0.09,4.165871658716587,4.168691900616106,268618,64437
0.4,0.4,4.165871658716587,4.170792573367938,167132,40072
0.01,0.01,4.165871658716587,4.16688388446034,274956,65986
0.6,0.8,4.165871658716587,4.146082509967066,95675,23076
0.03,0.08,4.165871658716587,4.160686256043197,265069,63708
0.08,0.09,4.165871658716587,4.167829305037008,254521,61068
0.01,0.03,4.165871658716587,4.165262179418801,273337,65623
0.03,0.04,4.165871658716587,4.165117719950434,268900,64560
0.03,0.09,4.165871658716587,4.1655021559185474,264701,63546
0.2,0.5,4.165871658716587,4.159664570230608,198416,47700
0.8,0.8,4.165871658716587,4.1392621186251946,55760,13471
0.03,0.07,4.165871658716587,4.165936541710996,266270,63916
0.3,0.3,4.165871658716587,4.160277700400695,194156,46669
0.1,0.9,4.165871658716587,4.173479405595966,187047,44818
0.4,0.9,4.165871658716587,4.175688477998105,127822,30611
0.02,0.05,4.165871658716587,4.166929012345679,270017,64800
0.02,0.06,4.165871658716587,4.166986861675756,268954,64544
0.2,0.7,4.165871658716587,4.165929707799608,182776,43874
0.07,0.09,4.165871658716587,4.167143182039703,256521,61558
0.02,0.08,4.165871658716587,4.164261671757153,267229,64172
0.02,0.03,4.165871658716587,4.166592550565071,271716,65213
0.01,0.08,4.165871658716587,4.16425680477029,269569,64734
0.02,0.02,4.165871658716587,4.1667202449292,272191,65325
0.05,0.09,4.165871658716587,4.162399590360675,260125,62494
0.07,0.07,4.165871658716587,4.16594449187352,258626,62081
0.2,0.6,4.165871658716587,4.163612019579007,189690,45559
0.5,0.8,4.165871658716587,4.155810752064919,114717,27604
0.5,0.5,4.165871658716587,4.171285697071936,138470,33196
0.6,0.9,4.165871658716587,4.147308513161015,87446,21085
0.01,0.07,4.165871658716587,4.167150041652525,270123,64822
0.06,0.07,4.165871658716587,4.164405695088786,260317,62510
0.01,0.02,4.165871658716587,4.16435171114218,274031,65804
0.05,0.05,4.165871658716587,4.162814229249012,263298,63250
0.08,0.08,4.165871658716587,4.159814745356403,255084,61321
0.3,0.6,4.165871658716587,4.1696227890159285,170671,40932
0.7,0.9,4.165871658716587,4.166666666666667,67600,16224
0.09,0.09,4.165871658716587,4.162926347009392,252648,60690
0.2,0.8,4.165871658716587,4.1630124841252725,173735,41733
0.3,0.8,4.165871658716587,4.169510196405062,155185,37219
0.01,0.04,4.165871658716587,4.163928664211379,272475,65437
0.03,0.06,4.165871658716587,4.165147637180848,266886,64076
0.06,0.06,4.165871658716587,4.163784008440167,260478,62558
0.2,0.3,4.165871658716587,4.1654342552159145,214624,51525
0.7,0.7,4.165871658716587,4.167550906977919,82480,19791
0.2,0.4,4.165871658716587,4.169930013350054,206153,49438
0.3,0.7,4.165871658716587,4.165908448351196,162083,38907
0.07,0.08,4.165871658716587,4.167735042735043,257466,61776
0.03,0.05,4.165871658716587,4.1673203224701965,267767,64254
0.04,0.09,4.165871658716587,4.164388335366144,262902,63131
0.05,0.07,4.165871658716587,4.164002415305409,262049,62932
0.06,0.09,4.165871658716587,4.1670604117448535,259287,62223
0.05,0.08,4.165871658716587,4.17243247549996,261841,62755
0.03,0.03,4.165871658716587,4.165308552255191,269383,64673
0.5,0.9,4.165871658716587,4.190478039687779,107909,25751
0.02,0.09,4.165871658716587,4.168736623392855,266845,64011
0.2,0.9,4.165871658716587,4.162956856279197,166639,40029
0.04,0.04,4.165871658716587,4.167665698854235,266989,64062
0.02,0.04,4.165871658716587,4.1655717780273545,270758,64999
0.1,0.5,4.165871658716587,4.16605504587156,217968,52320
0.4,0.6,4.165871658716587,4.177842323651452,151029,36150
0.8,0.9,4.165871658716587,4.1677976557680445,47292,11347
0.7,0.8,4.165871658716587,4.159085878707392,75163,18072
0.1,0.7,4.165871658716587,4.163719091639044,202236,48571
0.1,0.6,4.165871658716587,4.160910207153325,210101,50494
0.04,0.08,4.165871658716587,4.166516338317905,263303,63195
0.4,0.5,4.165871658716587,4.171495548648792,158375,37966
0.6,0.6,4.165871658716587,4.155064484501094,110184,26518
0.1,0.4,4.165871658716587,4.171882194758072,226504,54293
0.6,0.7,4.165871658716587,4.174108226158699,103209,24726
0.3,0.9,4.165871658716587,4.15386811304596,145510,35030
0.1,0.2,4.165871658716587,4.162650810065495,241517,58020
0.1,0.8,4.165871658716587,4.1636320744601,194146,46629
0.3,0.5,4.165871658716587,4.1660844046953605,178875,42936
0.04,0.07,4.165871658716587,4.165128933049444,264090,63405
0.04,0.05,4.165871658716587,4.163315519754267,265657,63809
0.4,0.8,4.165871658716587,4.1584924343224925,134390,32317
0.3,0.4,4.165871658716587,4.164088484117949,186547,44799
0.9,0.9,4.165871658716587,4.151362105907561,27125,6534
0.5,0.7,4.165871658716587,4.172709339500714,122686,29402
0.1,0.3,4.165871658716587,4.17249106333031,234615,56229
0.06,0.08,4.165871658716587,4.162753700043388,259044,62229
0.01,0.05,4.165871658716587,4.164922388562848,271807,65261
0.05,0.06,4.165871658716587,4.163877266387726,262724,63096
0.04,0.06,4.165871658716587,4.161960969468051,264451,63540
0.01,0.06,4.165871658716587,4.1688677069720965,271164,65045
0.5,0.6,4.165871658716587,4.147530061232907,130726,31519
0.02,0.07,4.165871658716587,4.163573915205769,267901,64344
0.2,0.2,4.165871658716587,4.163897266817782,222273,53381
0.4,0.7,4.165871658716587,4.169592002789725,143484,34412
0.1,0.1,4.165871658716587,4.164056499816343,249402,59894
0.01,0.09,4.165871658716587,4.16525745846068,268480,64457
0.4,0.4,4.165871658716587,4.168473623450284,166097,39846
0.01,0.01,4.165871658716587,4.165896102714911,274820,65969
0.6,0.8,4.165871658716587,4.151259039818768,95288,22954
0.03,0.08,4.165871658716587,4.164068136901214,265476,63754
0.08,0.09,4.165871658716587,4.1664483808650665,254495,61082
0.01,0.03,4.165871658716587,4.166382278558152,273473,65638
0.03,0.04,4.165871658716587,4.165421921968453,268828,64538
0.03,0.09,4.165871658716587,4.167918142463597,264767,63525
0.2,0.5,4.165871658716587,4.170570381998953,199249,47775
0.8,0.8,4.165871658716587,4.15963810378346,55631,13374
0.03,0.07,4.165871658716587,4.167417981467568,266248,63888
0.3,0.3,4.165871658716587,4.161765650767814,194317,46691
0.1,0.9,4.165871658716587,4.163332885845975,186076,44694
0.4,0.9,4.165871658716587,4.162716649159663,126813,30464
0.02,0.05,4.165871658716587,4.166872586872587,269805,64750
0.02,0.06,4.165871658716587,4.166713117800074,269103,64584
