m,M,original_average,supressed_database_average,supressed_database_sum,supressed_database_number_of_elements
0.07,0.08,4.165871658716587,4.166650499563488,257724,61854
0.03,0.05,4.165871658716587,4.165672919747801,267582,64235
0.04,0.09,4.165871658716587,4.167907020932957,263220,63154
0.05,0.07,4.165871658716587,4.168860868046181,262509,62969
0.06,0.09,4.165871658716587,4.15953852094999,258507,62148
0.05,0.08,4.165871658716587,4.165334140281582,261533,62788
0.03,0.03,4.165871658716587,4.1667105242790585,269182,64603
0.5,0.9,4.165871658716587,4.1704624680455495,107673,25818
0.02,0.09,4.165871658716587,4.165765709464738,266634,64006
0.2,0.9,4.165871658716587,4.166113122736921,166832,40045
0.04,0.04,4.165871658716587,4.167221622973628,266573,63969
0.02,0.04,4.165871658716587,4.162973805855162,270177,64900
0.1,0.5,4.165871658716587,4.158312352178226,218012,52428
0.4,0.6,4.165871658716587,4.169429553264605,151663,36375
0.8,0.9,4.165871658716587,4.168407310704961,47895,11490
0.7,0.8,4.165871658716587,4.178845512178846,75144,17982
0.1,0.7,4.165871658716587,4.175215689489108,203738,48797
0.1,0.6,4.165871658716587,4.16084234716114,210031,50478
0.04,0.08,4.165871658716587,4.168900888952047,264029,63333
0.4,0.5,4.165871658716587,4.162593320235756,158907,38175
0.6,0.6,4.165871658716587,4.155411482536351,110883,26684
0.1,0.4,4.165871658716587,4.1671001420323535,225911,54213
0.6,0.7,4.165871658716587,4.179046161282527,103749,24826
0.3,0.9,4.165871658716587,4.161191167761767,147560,35461
0.1,0.2,4.165871658716587,4.170331558151521,242755,58210
0.1,0.8,4.165871658716587,4.153548276673584,194141,46741
0.3,0.5,4.165871658716587,4.165334583382164,177714,42665
0.04,0.07,4.165871658716587,4.160948330182735,264137,63480
0.04,0.05,4.165871658716587,4.168215074652587,266053,63829
0.4,0.8,4.165871658716587,4.184243768678559,135808,32457
0.3,0.4,4.165871658716587,4.153949249463903,185964,44768
0.9,0.9,4.165871658716587,4.107029956345025,27283,6643
0.5,0.7,4.165871658716587,4.174412247129579,122160,29264
0.1,0.3,4.165871658716587,4.16682104813139,233917,56138
0.06,0.08,4.165871658716587,4.164381582327254,259391,62288
0.01,0.05,4.165871658716587,4.165554379343674,271515,65181
0.05,0.06,4.165871658716587,4.166869921918307,263092,63139
0.04,0.06,4.165871658716587,4.1677359644857175,265689,63749
0.01,0.06,4.165871658716587,4.16906253839538,271456,65112
0.5,0.6,4.165871658716587,4.151155368313545,130064,31332
0.02,0.07,4.165871658716587,4.165530414796639,268231,64393
0.2,0.2,4.165871658716587,4.163903443113773,222519,53440
0.4,0.7,4.165871658716587,4.1559911328899775,142484,34284
0.1,0.1,4.165871658716587,4.16813009213749,250167,60019
0.01,0.09,4.165871658716587,4.165558191091887,268691,64503
0.4,0.4,4.165871658716587,4.164647273819656,166361,39946
0.01,0.01,4.165871658716587,4.165830212423999,274749,65953
0.6,0.8,4.165871658716587,4.131329044680758,94405,22851
0.03,0.08,4.165871658716587,4.162345514219759,265054,63679
0.08,0.09,4.165871658716587,4.172982255294791,255157,61145
0.01,0.03,4.165871658716587,4.165029170284392,273430,65649
0.03,0.04,4.165871658716587,4.162331922021124,268383,64479
0.03,0.09,4.165871658716587,4.168349743993699,264586,63475
0.2,0.5,4.165871658716587,4.166540848850864,198694,47688
0.8,0.8,4.165871658716587,4.165826499134753,55368,13291
0.03,0.07,4.165871658716587,4.168030798604047,266333,63899
0.3,0.3,4.165871658716587,4.153362111547795,193393,46563
0.1,0.9,4.165871658716587,4.162490542525257,187054,44938
0.4,0.9,4.165871658716587,4.163812190674655,127879,30712
0.02,0.05,4.165871658716587,4.165905373290948,269959,64802
0.02,0.06,4.165871658716587,4.166524642486404,268920,64543
0.2,0.7,4.165871658716587,4.155388528089377,182995,44038
0.07,0.09,4.165871658716587,4.167365444617785,256443,61536
0.02,0.08,4.165871658716587,4.165455056004493,267014,64102
0.02,0.03,4.165871658716587,4.165961166835373,271629,65202
0.01,0.08,4.165871658716587,4.167084493964717,269277,64620
0.02,0.02,4.165871658716587,4.167115490544097,272346,65356
0.05,0.09,4.165871658716587,4.164323374340949,260645,62590
0.07,0.07,4.165871658716587,4.167552117816139,258084,61927
0.2,0.6,4.165871658716587,4.172088441330998,190581,45680
0.5,0.8,4.165871658716587,4.162661005972512,115697,27794
0.5,0.5,4.165871658716587,4.152179162139322,137570,33132
0.6,0.9,4.165871658716587,4.168778994691281,87165,20909
0.01,0.07,4.165871658716587,4.165677554606693,270240,64873
0.06,0.07,4.165871658716587,4.166485536199457,260697,62570
0.01,0.02,4.165871658716587,4.165364504164893,274031,65788
0.05,0.05,4.165871658716587,4.164425080507672,263808,63348
0.08,0.08,4.165871658716587,4.161091003945352,255233,61338
0.3,0.6,4.165871658716587,4.174036115178136,171052,40980
0.7,0.9,4.165871658716587,4.142357059509918,67450,16283
0.09,0.09,4.165871658716587,4.166702311425516,253273,60785
0.2,0.8,4.165871658716587,4.168584648238225,175685,42145
0.3,0.8,4.165871658716587,4.172834190058401,155050,37157
0.01,0.04,4.165871658716587,4.166595269422601,272337,65362
0.03,0.06,4.165871658716587,4.167314264313468,267054,64083
0.06,0.06,4.165871658716587,4.169270542425354,261259,62663
0.2,0.3,4.165871658716587,4.168204551622534,215021,51586
0.7,0.7,4.165871658716587,4.176235646530205,83650,20030
0.2,0.4,4.165871658716587,4.1665826866874935,206725,49615
0.3,0.7,4.165871658716587,4.173926380368099,163284,39120
0.07,0.08,4.165871658716587,4.1700498575498575,257609,61776
0.03,0.05,4.165871658716587,4.168582017502881,267698,64218
0.04,0.09,4.165871658716587,4.166198746926798,262658,63045
0.05,0.07,4.165871658716587,4.165398000858137,262116,62927
0.06,0.09,4.165871658716587,4.166043934806416,258678,62092
0.05,0.08,4.165871658716587,4.165732484076433,261608,62800
0.03,0.03,4.165871658716587,4.167094241646834,269636,64706
0.5,0.9,4.165871658716587,4.17974495384134,106851,25564
0.02,0.09,4.165871658716587,4.16539086421296,266635,64012
0.2,0.9,4.165871658716587,4.167507996801279,166767,40016
0.04,0.04,4.165871658716587,4.164974261887253,266196,63913
0.02,0.04,4.165871658716587,4.165736426956963,270927,65037
0.1,0.5,4.165871658716587,4.162624193579264,217443,52237
0.4,0.6,4.165871658716587,4.176914392708649,151693,36317
0.8,0.9,4.165871658716587,4.164487145271773,46813,11241
0.7,0.8,4.165871658716587,4.155576382380506,75378,18139
0.1,0.7,4.165871658716587,4.1668141319780245,202503,48599
0.1,0.6,4.165871658716587,4.156273463742344,210349,50610
0.04,0.08,4.165871658716587,4.168300705272147,263595,63238
0.4,0.5,4.165871658716587,4.171722743151315,158830,38073
0.6,0.6,4.165871658716587,4.169168007784722,111396,26719
0.1,0.4,4.165871658716587,4.165998707175178,225568,54145
0.6,0.7,4.165871658716587,4.161520285153591,103909,24969
0.3,0.9,4.165871658716587,4.150714508934913,146101,35199
0.1,0.2,4.165871658716587,4.157252380788669,241844,58174
0.1,0.8,4.165871658716587,4.163218440142508,193981,46594
0.3,0.5,4.165871658716587,4.161007107353556,179148,43054
0.04,0.07,4.165871658716587,4.169975244792735,264464,63421
0.04,0.05,4.165871658716587,4.16752383341696,265788,63776
0.4,0.8,4.165871658716587,4.182524628281222,136710,32686
0.3,0.4,4.165871658716587,4.168151844590982,187100,44888
0.9,0.9,4.165871658716587,4.200337993547396,27340,6509
0.5,0.7,4.165871658716587,4.178231292517006,122840,29400
0.1,0.3,4.165871658716587,4.167694116808609,233916,56126
0.06,0.08,4.165871658716587,4.166415517794165,259901,62380
0.01,0.05,4.165871658716587,4.166002330287607,271740,65228
0.05,0.06,4.165871658716587,4.163390624505428,263068,63186
0.04,0.06,4.165871658716587,4.166152781273596,264834,63568
0.01,0.06,4.165871658716587,4.164625892197884,270734,65008
0.5,0.6,4.165871658716587,4.172054915854739,131887,31612
0.02,0.07,4.165871658716587,4.166441346945752,268123,64353
0.2,0.2,4.165871658716587,4.166160024018614,222023,53292
0.4,0.7,4.165871658716587,4.171068006543585,142784,34232
0.1,0.1,4.165871658716587,4.171316666666667,250279,60000
0.01,0.09,4.165871658716587,4.1670540113414525,268950,64542
0.4,0.4,4.165871658716587,4.173100315269468,168105,40283
0.01,0.01,4.165871658716587,4.166174040895518,274855,65973
0.6,0.8,4.165871658716587,4.180272407732865,95143,22760
0.03,0.08,4.165871658716587,4.168571069814163,265588,63712
0.08,0.09,4.165871658716587,4.166107903903708,254745,61147
0.01,0.03,4.165871658716587,4.164992913853797,273311,65621
0.03,0.04,4.165871658716587,4.169019766034691,268710,64454
0.03,0.09,4.165871658716587,4.166230737717833,264414,63466
0.2,0.5,4.165871658716587,4.170968148054891,198780,47658
0.8,0.8,4.165871658716587,4.175854588974493,55827,13369
0.03,0.07,4.165871658716587,4.166786551993745,266466,63950
0.3,0.3,4.165871658716587,4.170479815258297,195045,46768
0.1,0.9,4.165871658716587,4.16362414604099,185885,44645
0.4,0.9,4.165871658716587,4.145372725494033,127122,30666
0.02,0.05,4.165871658716587,4.1651941552624265,269663,64742
0.02,0.06,4.165871658716587,4.16502478314746,268894,64560
0.2,0.7,4.165871658716587,4.174096358083777,183151,43878
0.07,0.09,4.165871658716587,4.166520624411774,256766,61626
0.02,0.08,4.165871658716587,4.170142563655606,267940,64252
0.02,0.03,4.165871658716587,4.166188187973042,271373,65137
0.01,0.08,4.165871658716587,4.168161677293851,269976,64771
0.02,0.02,4.165871658716587,4.166743196497995,272230,65334
0.05,0.09,4.165871658716587,4.162701458173446,260352,62544
0.07,0.07,4.165871658716587,4.162174803632199,258059,62001
0.2,0.6,4.165871658716587,4.158567551002539,189980,45684
0.5,0.8,4.165871658716587,4.1289773755656105,114063,27625
0.5,0.5,4.165871658716587,4.181077410593028,138540,33135
0.6,0.9,4.165871658716587,4.143480529336432,87357,21083
0.01,0.07,4.165871658716587,4.166265729089563,270174,64848
0.06,0.07,4.165871658716587,4.162506000960153,260115,62490
0.01,0.02,4.165871658716587,4.163716478006534,274035,65815
0.05,0.05,4.165871658716587,4.163456229195261,263909,63387
0.08,0.08,4.165871658716587,4.159880688486113,255217,61352
0.3,0.6,4.165871658716587,4.155503913894325,169877,40880
0.7,0.9,4.165871658716587,4.179452641890651,68263,16333
0.09,0.09,4.165871658716587,4.168545242130551,253335,60773
0.2,0.8,4.165871658716587,4.163332537598472,174402,41890
0.3,0.8,4.165871658716587,4.157227250555525,153410,36902
0.01,0.04,4.165871658716587,4.166620824546927,272672,65442
0.03,0.06,4.165871658716587,4.1659430249265945,266737,64028
0.06,0.06,4.165871658716587,4.161615678013438,260771,62661
0.2,0.3,4.165871658716587,4.157846626602097,213784,51417
0.7,0.7,4.165871658716587,4.179342394563262,83637,20012
0.2,0.4,4.165871658716587,4.175393251620459,206778,49523
0.3,0.7,4.165871658716587,4.164258028082244,162227,38957
0.07,0.08,4.165871658716587,4.16443344013982,257337,61794
0.03,0.05,4.165871658716587,4.165371101644849,267925,64322
0.04,0.09,4.165871658716587,4.170216815492712,262928,63049
0.05,0.07,4.165871658716587,4.164378549498099,261777,62861
0.06,0.09,4.165871658716587,4.166924141482411,258941,62142
0.05,0.08,4.165871658716587,4.166010801854478,261488,62767
0.03,0.03,4.165871658716587,4.16405839235456,269273,64666
0.5,0.9,4.165871658716587,4.16778134302393,107808,25867
0.02,0.09,4.165871658716587,4.168354746944262,266683,63978
0.2,0.9,4.165871658716587,4.160319687327755,166055,39914
0.04,0.04,4.165871658716587,4.161601626652068,266072,63935
0.02,0.04,4.165871658716587,4.168759618344106,270886,64980
0.1,0.5,4.165871658716587,4.155717529431968,217797,52409
0.4,0.6,4.165871658716587,4.17333037988703,150724,36116
0.8,0.9,4.165871658716587,4.183529411764706,48006,11475
0.7,0.8,4.165871658716587,4.151942267576253,73643,17737
0.1,0.7,4.165871658716587,4.164802679180535,201464,48373
0.1,0.6,4.165871658716587,4.1673824839188525,210557,50525
0.04,0.08,4.165871658716587,4.1665929273457,263687,63286
0.4,0.5,4.165871658716587,4.179242555651922,159016,38049
0.6,0.6,4.165871658716587,4.158119658119658,110922,26676
0.1,0.4,4.165871658716587,4.160891818248767,226003,54316
0.6,0.7,4.165871658716587,4.175753170180115,103400,24762
0.3,0.9,4.165871658716587,4.155977830562153,146972,35364
0.1,0.2,4.165871658716587,4.1605187369582834,241256,57987
0.1,0.8,4.165871658716587,4.159809042644288,194313,46712
0.3,0.5,4.165871658716587,4.182655713357468,180239,43092
0.04,0.07,4.165871658716587,4.165615738697269,264250,63436
0.04,0.05,4.165871658716587,4.1624798232279705,265612,63811
0.4,0.8,4.165871658716587,4.154800763687874,134923,32474
0.3,0.4,4.165871658716587,4.175270673152362,186263,44611
0.9,0.9,4.165871658716587,4.138938580799046,27764,6708
0.5,0.7,4.165871658716587,4.164620743295797,123152,29571
0.1,0.3,4.165871658716587,4.169712237873895,235030,56366
0.06,0.08,4.165871658716587,4.169734644050373,259591,62256
0.01,0.05,4.165871658716587,4.164267738767493,271377,65168
0.05,0.06,4.165871658716587,4.163229451892183,263037,63181
0.04,0.06,4.165871658716587,4.16665357978548,265320,63677
0.01,0.06,4.165871658716587,4.163618198585921,270885,65060
0.5,0.6,4.165871658716587,4.159297395517868,130473,31369
0.02,0.07,4.165871658716587,4.170269598707914,268532,64392
0.2,0.2,4.165871658716587,4.160717962155384,222303,53429
0.4,0.7,4.165871658716587,4.16858660012187,143662,34463
0.1,0.1,4.165871658716587,4.166741640425851,250092,60021
0.01,0.09,4.165871658716587,4.167981856592519,268318,64376
0.4,0.4,4.165871658716587,4.172731804586241,167410,40120
0.01,0.01,4.165871658716587,4.165936879744247,274956,66001
0.6,0.8,4.165871658716587,4.162653477374289,95945,23049
0.03,0.08,4.165871658716587,4.168366226349973,265700,63742
0.08,0.09,4.165871658716587,4.162638370341259,254204,61068
0.01,0.03,4.165871658716587,4.165400921096776,273142,65574
0.03,0.04,4.165871658716587,4.166333038499139,268491,64443
0.03,0.09,4.165871658716587,4.165260374031862,264594,63524
0.2,0.5,4.165871658716587,4.164175349588041,198627,47699
0.8,0.8,4.165871658716587,4.1644873699851415,56054,13460
0.03,0.07,4.165871658716587,4.167120586025545,266229,63888
0.3,0.3,4.165871658716587,4.161733796594175,194045,46626
0.1,0.9,4.165871658716587,4.1605896389465,186565,44841
0.4,0.9,4.165871658716587,4.157872382134806,127260,30607
0.02,0.05,4.165871658716587,4.164196158359583,269690,64764
0.02,0.06,4.165871658716587,4.166800991940484,268842,64520
0.2,0.7,4.165871658716587,4.180448037267932,183066,43791
0.07,0.09,4.165871658716587,4.162695899309785,256318,61575
0.02,0.08,4.165871658716587,4.166677055413576,267384,64172
0.02,0.03,4.165871658716587,4.164173143682222,271096,65102
0.01,0.08,4.165871658716587,4.164998146088246,269592,64728
0.02,0.02,4.165871658716587,4.169402585481527,272533,65365
0.05,0.09,4.165871658716587,4.156373928617117,259923,62536
0.07,0.07,4.165871658716587,4.165448236907932,258112,61965
0.2,0.6,4.165871658716587,4.175505356003783,189831,45463
0.5,0.8,4.165871658716587,4.166370783667259,114996,27601
0.5,0.5,4.165871658716587,4.170463401474732,139135,33362
0.6,0.9,4.165871658716587,4.176122419517829,86784,20781
0.01,0.07,4.165871658716587,4.166970099052674,270078,64814
0.06,0.07,4.165871658716587,4.165306482387083,259786,62369
0.01,0.02,4.165871658716587,4.165567542926607,274136,65810
0.05,0.05,4.165871658716587,4.163109008339004,263096,63197
0.08,0.08,4.165871658716587,4.167148102815178,255342,61275
0.3,0.6,4.165871658716587,4.171722828204129,171341,41072
0.7,0.9,4.165871658716587,4.171324347718561,67467,16174
0.09,0.09,4.165871658716587,4.1663484015408425,253089,60746
0.2,0.8,4.165871658716587,4.167359022107625,174554,41886
0.3,0.8,4.165871658716587,4.154798428333065,154384,37158
0.01,0.04,4.165871658716587,4.165533987996152,272755,65479
0.03,0.06,4.165871658716587,4.165662838596929,266969,64088
0.06,0.06,4.165871658716587,4.169531013132909,261292,62667
0.2,0.3,4.165871658716587,4.165818523447898,212840,51092
0.7,0.7,4.165871658716587,4.182400961586618,83510,19967
0.2,0.4,4.165871658716587,4.159568711545784,207550,49897
0.3,0.7,4.165871658716587,4.157487823106461,161323,38803
0.07,0.08,4.165871658716587,4.165833131018855,257386,61785
0.03,0.05,4.165871658716587,4.161782110377476,267253,64216
0.04,0.09,4.165871658716587,4.165799492385787,262612,63040
0.05,0.07,4.165871658716587,4.166015376795018,262259,62952
0.06,0.09,4.165871658716587,4.16735324407827,258976,62144
0.05,0.08,4.165871658716587,4.165437252059203,261452,62767
0.03,0.03,4.165871658716587,4.166154321464432,269696,64735
0.5,0.9,4.165871658716587,4.170207807341232,107362,25745
0.02,0.09,4.165871658716587,4.168945205693484,266825,64003
0.2,0.9,4.165871658716587,4.176933846692335,167069,39998
0.04,0.04,4.165871658716587,4.166557274574152,266618,63990
0.02,0.04,4.165871658716587,4.1637879323869145,270717,65017
0.1,0.5,4.165871658716587,4.163731084098239,218192,52403
0.4,0.6,4.165871658716587,4.161073825503356,150040,36058
0.8,0.9,4.165871658716587,4.1892291630415865,48151,11494
0.7,0.8,4.165871658716587,4.137893116340444,75260,18188
0.1,0.7,4.165871658716587,4.160303768211647,201600,48458
0.1,0.6,4.165871658716587,4.170093494968703,210523,50484
0.04,0.08,4.165871658716587,4.165992030864588,263474,63244
0.4,0.5,4.165871658716587,4.16695203224192,158190,37963
0.6,0.6,4.165871658716587,4.162080320981112,109958,26419
0.1,0.4,4.165871658716587,4.164476715257173,225977,54263
0.6,0.7,4.165871658716587,4.178601720586453,103458,24759
0.3,0.9,4.165871658716587,4.167687769457681,146936,35256
0.1,0.2,4.165871658716587,4.163511395152538,241696,58051
0.1,0.8,4.165871658716587,4.143976535571303,193561,46709
0.3,0.5,4.165871658716587,4.167206845897359,178719,42887
0.04,0.07,4.165871658716587,4.166873790684138,264884,63569
0.04,0.05,4.165871658716587,4.163726657475874,265779,63832
0.4,0.8,4.165871658716587,4.164999689383115,134088,32194
0.3,0.4,4.165871658716587,4.154455002794857,185808,44725
0.9,0.9,4.165871658716587,4.14125129418725,27999,6761
0.5,0.7,4.165871658716587,4.1622312331754525,122149,29347
0.1,0.3,4.165871658716587,4.168799273905074,234249,56191
0.06,0.08,4.165871658716587,4.159366517290673,258958,62259
0.01,0.05,4.165871658716587,4.163931160253169,271709,65253
0.05,0.06,4.165871658716587,4.168939441878124,263527,63212
0.04,0.06,4.165871658716587,4.162092920910348,264809,63624
0.01,0.06,4.165871658716587,4.166297015063303,270501,64926
0.5,0.6,4.165871658716587,4.162742204542538,129761,31172
0.02,0.07,4.165871658716587,4.165972459668645,268047,64342
0.2,0.2,4.165871658716587,4.1632124838231706,221970,53317
0.4,0.7,4.165871658716587,4.169829995342338,143242,34352
0.1,0.1,4.165871658716587,4.167550265079524,249978,59982
0.01,0.09,4.165871658716587,4.164173081698535,268306,64432
0.4,0.4,4.165871658716587,4.181559149191432,167300,40009
0.01,0.01,4.165871658716587,4.165638499431603,274828,65975
0.6,0.8,4.165871658716587,4.1527501216868,93848,22599
0.03,0.08,4.165871658716587,4.165863913773357,265528,63739
0.08,0.09,4.165871658716587,4.163895292751917,254668,61161
0.01,0.03,4.165871658716587,4.166676826480539,273409,65618
0.03,0.04,4.165871658716587,4.168850704836934,268820,64483
0.03,0.09,4.165871658716587,4.160528592779045,264464,63565
0.2,0.5,4.165871658716587,4.170353611530082,199076,47736
0.8,0.8,4.165871658716587,4.128109359826698,55263,13387
0.03,0.07,4.165871658716587,4.165876183767708,266137,63885
0.3,0.3,4.165871658716587,4.173168492302437,195442,46833
0.1,0.9,4.165871658716587,4.160802675585284,186612,44850
0.4,0.9,4.165871658716587,4.179460377605017,127950,30614
0.02,0.05,4.165871658716587,4.163843899429277,269942,64830
0.02,0.06,4.165871658716587,4.167144784381833,268735,64489
0.2,0.7,4.165871658716587,4.159221967963386,181758,43700
0.07,0.09,4.165871658716587,4.165394980356505,256580,61598
0.02,0.08,4.165871658716587,4.164352790690419,266960,64106
0.02,0.03,4.165871658716587,4.168239355581128,271665,65175
0.01,0.08,4.165871658716587,4.165111536797874,269616,64732
0.02,0.02,4.165871658716587,4.167013623144038,272231,65330
0.05,0.09,4.165871658716587,4.163082866401673,260788,62643
0.07,0.07,4.165871658716587,4.162864293210624,257827,61935
0.2,0.6,4.165871658716587,4.153245218609129,189795,45698
0.5,0.8,4.165871658716587,4.177343664738623,114831,27489
0.5,0.5,4.165871658716587,4.165012033694344,138445,33240
0.6,0.9,4.165871658716587,4.195088352650579,88315,21052
0.01,0.07,4.165871658716587,4.1665150978004535,270311,64877
0.06,0.07,4.165871658716587,4.1657118166688,260307,62488
0.01,0.02,4.165871658716587,4.165780680437424,274275,65840
0.05,0.05,4.165871658716587,4.163245650045789,263675,63334
0.08,0.08,4.165871658716587,4.163249983678266,255074,61268
0.3,0.6,4.165871658716587,4.176941279793125,171217,40991
0.7,0.9,4.165871658716587,4.164184638200581,67389,16183
0.09,0.09,4.165871658716587,4.164068165337201,252659,60676
0.2,0.8,4.165871658716587,4.166159406505612,175212,42056
0.3,0.8,4.165871658716587,4.162020202020202,154515,37125
0.01,0.04,4.165871658716587,4.167354613832324,272595,65412
0.03,0.06,4.165871658716587,4.166640654263953,266965,64072
0.06,0.06,4.165871658716587,4.166201362410861,261150,62683
0.2,0.3,4.165871658716587,4.163572611278855,213737,51335
