m,M,original_average,difference_laplace_supression,difference_gaussian_supression
0.1,0.9,4.165871658716587,0.000301817845827,0.0015964408177478
0.1,0.8,4.165871658716587,0.0002758625779024,0.0016517059536215
0.1,0.7,4.165871658716587,0.000316394962279,0.0015739849192171
0.1,0.6,4.165871658716587,0.0003172869345076,0.0016850754309652
0.1,0.5,4.165871658716587,0.0003053596710365,0.0015349517897396
0.1,0.4,4.165871658716587,0.0003050817161483,0.0015986953443863
0.1,0.3,4.165871658716587,0.0002833577876906,0.0016142383540091
0.1,0.2,4.165871658716587,0.0002965174221831,0.0016244191958928
0.1,0.1,4.165871658716587,0.0002946235141925,0.0015596982883305
0.2,0.9,4.165871658716587,0.0003231167819728,0.0016203984166919
0.2,0.8,4.165871658716587,0.0003259860323311,0.0015695791905432
0.2,0.7,4.165871658716587,0.0003103564166684,0.0015684081879864
0.2,0.6,4.165871658716587,0.0003234420394981,0.0016044072951929
0.2,0.5,4.165871658716587,0.0003130858938178,0.0015589906497199
0.2,0.4,4.165871658716587,0.0002964593642448,0.0015976333138545
0.2,0.3,4.165871658716587,0.0003117124685779,0.0016259235868596
0.2,0.2,4.165871658716587,0.0003195262967911,0.001566247452521
0.3,0.9,4.165871658716587,0.0003081887723853,0.0016362758169865
0.3,0.8,4.165871658716587,0.0003199659046197,0.0015869525859453
0.3,0.7,4.165871658716587,0.0003128760003046,0.0016140394347023
0.3,0.6,4.165871658716587,0.0003144105893488,0.0015774428867732
0.3,0.5,4.165871658716587,0.0003237646100717,0.0016140613918465
0.3,0.4,4.165871658716587,0.0002831611037363,0.0015704541512401
0.3,0.3,4.165871658716587,0.0003233759349775,0.0015865618549382
0.4,0.9,4.165871658716587,0.0003043111844806,0.0015426805301136
0.4,0.8,4.165871658716587,0.0003185746665392,0.0015398413735958
0.4,0.7,4.165871658716587,0.0002956232972852,0.0016516945363355
0.4,0.6,4.165871658716587,0.0003117125714758,0.0015717234913164
0.4,0.5,4.165871658716587,0.0002997881018504,0.0015954859899188
0.4,0.4,4.165871658716587,0.0003104374744698,0.0016124822127402
0.5,0.9,4.165871658716587,0.0003169578424756,0.0014957160516852
0.5,0.8,4.165871658716587,0.0002984066221054,0.0016575298857115
0.5,0.7,4.165871658716587,0.0003036688587825,0.0016133870528514
0.5,0.6,4.165871658716587,0.000303974422772,0.0016988991036853
0.5,0.5,4.165871658716587,0.0003505231652933,0.0015509686075442
0.6,0.9,4.165871658716587,0.0003097113630253,0.0015152861926197
0.6,0.8,4.165871658716587,0.0002871749624604,0.0015667736505061
0.6,0.7,4.165871658716587,0.0003192991580507,0.0016202002101352
0.6,0.6,4.165871658716587,0.0002948247572293,0.0015925920673305
0.7,0.9,4.165871658716587,0.0003228536618923,0.0015189450189465
0.7,0.8,4.165871658716587,0.0003148138459451,0.0015989371919573
0.7,0.7,4.165871658716587,0.0003198847650185,0.0015526735140484
0.8,0.9,4.165871658716587,0.0003078734090284,0.0016897727919401
0.8,0.8,4.165871658716587,0.000293356542864,0.0015818607990537
0.9,0.9,4.165871658716587,0.000315874472203,0.0015943885427787
0.01,0.09,4.165871658716587,0.0003049547559086,0.001567541644082
0.01,0.08,4.165871658716587,0.0003369677802615,0.0016005914917041
0.01,0.07,4.165871658716587,0.0003185592655197,0.0014868947211385
0.01,0.06,4.165871658716587,0.0003118759164521,0.0015956804535271
0.01,0.05,4.165871658716587,0.0003304100217141,0.0016196027309637
0.01,0.04,4.165871658716587,0.0003356531679061,0.0016455894292332
0.01,0.03,4.165871658716587,0.0002960546243206,0.0015873979874568
