m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS
0.2,0.4,1.8000360005400076e-10,1.1573586003831198,-0.0207181501199339,-0.0248189456770293,-0.0315467044483257,-0.0780102643841031
0.2,0.3,1.8000360005400076e-10,0.6813358975926657,-0.0205942628399603,-0.0262864241101851,-0.0292908737248306,-0.0677478438944485
0.2,0.2,1.8000360005400076e-10,0.2047517203904248,-0.0185456675598245,-0.02427777054471,-0.0148930242260032,-0.0071800114037304
0.3,0.9,1.5750315004725067e-10,3.1680653810118526,-0.0402073468825157,-0.0652047617625169,-0.0527221074067131,-0.1277664767793901
0.3,0.8,1.5750315004725067e-10,1.831825639857176,-0.0386402851701941,-0.0595382030637106,-0.0500430836748178,-0.1203154586766787
0.3,0.7,1.5750315004725067e-10,1.4170752389268555,-0.0364785377808304,-0.0624686136865553,-0.0474986693347846,-0.1185736885655679
0.3,0.6,1.5750315004725067e-10,1.107607140113722,-0.0331848247591858,-0.0491323249126532,-0.0445579873539462,-0.1021970043237888
0.3,0.5,1.5750315004725067e-10,0.7994589059855651,-0.0324564954587094,-0.0423320779611059,-0.041898681859119,-0.092727590980506
0.3,0.4,1.5750315004725067e-10,0.4906919337164526,-0.0312021749755238,-0.0404182884122716,-0.0382887730032336,-0.0723571076850786
0.3,0.3,1.5750315004725067e-10,0.1813358975926657,-0.0270595323716205,-0.0343967835793034,-0.0240817537529628,-0.0103012577016494
0.4,0.9,1.3500270004050048e-10,2.594772667953173,-0.0484190257462913,-0.0787834118877514,-0.0601379515945682,-0.1421902864473665
0.4,0.8,1.3500270004050048e-10,1.2587587916218517,-0.0479183993280114,-0.0718934113706561,-0.0589901955919727,-0.1269806847578607
0.4,0.7,1.3500270004050048e-10,0.8614405358423055,-0.043251145701349,-0.0724644192009606,-0.0536628851982476,-0.1207912447928799
0.4,0.6,1.3500270004050048e-10,0.608842815911888,-0.0414780363940969,-0.066176775957676,-0.0499419277655299,-0.1069567618026103
0.4,0.5,1.3500270004050048e-10,0.3827922393188983,-0.0375180897536796,-0.0556942840652407,-0.0419194371969408,-0.0832016375285319
0.4,0.4,1.3500270004050048e-10,0.1573586003831194,-0.037939427885989,-0.0545881841981061,-0.0314956800444835,-0.0162191407152615
0.5,0.9,1.1250225003375047e-10,2.0817713281383723,-0.0593254112004463,-0.1127705121994336,-0.0712739425455978,-0.1754373933077148
0.5,0.8,1.1250225003375047e-10,0.8877165533807067,-0.0535386697457484,-0.104127387227261,-0.0628996007594142,-0.1513535536656829
0.5,0.7,1.1250225003375047e-10,0.5281196739639038,-0.0532264519977404,-0.0918783240304933,-0.060179709088957,-0.1266834446855282
0.5,0.6,1.1250225003375047e-10,0.3136329875496595,-0.0512801559868568,-0.0863998445732898,-0.0555915355202251,-0.1006919621075149
0.5,0.5,1.1250225003375047e-10,0.1327922393188982,-0.0501885470174871,-0.0829182134616019,-0.0380309777031552,-0.0197537565062273
0.6,0.9,9.000180002700038e-11,1.5685987243816586,-0.0749568467591083,-0.1599718371971363,-0.0862729729655889,-0.2184054499008991
0.6,0.8,9.000180002700038e-11,0.5900686112809056,-0.0694625395357829,-0.1387712577162136,-0.0772432490956409,-0.1782743650002646
0.6,0.7,9.000180002700038e-11,0.2850142197159535,-0.0657140079068324,-0.1380997487177551,-0.0669429117453357,-0.1420206489252801
0.6,0.6,9.000180002700038e-11,0.1076071401137224,-0.0598911108263886,-0.1151538039212503,-0.0427705771571383,-0.0200734383430088
0.7,0.9,6.750135002025028e-11,1.0552502843369955,-0.089620932757134,-0.2224195626219755,-0.0995968957217307,-0.2708804466103403
0.7,0.8,6.750135002025028e-11,0.3190579893061341,-0.0867521229026815,-0.2082860399981373,-0.0894768742927137,-0.2189161568490615
0.7,0.7,6.750135002025028e-11,0.08177132813837,-0.0870940192290428,-0.1720528774792444,-0.0539199617356392,-0.0118354460449766
0.8,0.9,4.5000900013500165e-11,0.5417212500717896,-0.1259154245217768,-0.3516846868782502,-0.1328065056241085,-0.3875749399341048
0.8,0.8,4.5000900013500165e-11,0.0552502843369952,-0.118214400048131,-0.2965322262682099,-0.069715799010283,-0.0245088286242722
0.9,0.9,2.250045000675008e-11,0.02800666788532,-0.2036305605075969,-0.5759087426230018,-0.0908697285370557,0.0415883606407494
0.01,0.09,2.2275445506682583e-10,8.229891237735247,-0.0037080420656957,-0.0039663403307541,-0.0170977543498649,-0.0696106895107941
0.01,0.08,2.2275445506682583e-10,7.232145617540397,-0.004162764220565,-0.0031437293293283,-0.0170225492274754,-0.0691644451060924
0.01,0.07,2.2275445506682583e-10,6.234394926546605,-0.0030800959128899,0.0026123967272654,-0.0152096158823648,-0.0664088753827032
0.01,0.06,2.2275445506682583e-10,5.23663918751428,-0.0035766283967773,-0.0008314286064435,-0.0157034298513737,-0.0676271979096772
0.01,0.05,2.2275445506682583e-10,4.238878423050941,-0.0024868439785094,-0.0036181828553858,-0.015373944156971,-0.0687211672785764
0.01,0.04,2.2275445506682583e-10,3.241112655612566,-0.0022301739661636,-0.0036833466083022,-0.0146036006499434,-0.068546902277446
0.01,0.03,2.2275445506682583e-10,2.243341907504956,-0.0008447578890009,0.0006590887893321,-0.0129652609028525,-0.0612131879713819
0.01,0.02,2.2275445506682583e-10,1.2455662008850723,-0.0023502428636877,-0.0038791156009562,-0.0125750105536465,-0.0614377760355635
0.01,0.01,2.2275445506682583e-10,0.2477855577623472,-0.000730020958929,0.000947650809035,-0.0001733558528244,-0.0042630889309453
0.02,0.09,2.2050441006615078e-10,3.7298912377352456,-0.0038497734081695,-0.0033904368886269,-0.0161464066187918,-0.0700258034421469
0.02,0.08,2.2050441006615078e-10,3.232145617540396,-0.0035807330659331,-0.0044317114327136,-0.0164852019065212,-0.0670755461956361
0.02,0.07,2.2050441006615078e-10,2.734394926546604,-0.0035377474678782,-0.0032083492162502,-0.0154835495787998,-0.066123324620318
0.02,0.06,2.2050441006615078e-10,2.236639187514281,-0.0031442317028883,-0.0058299409152995,-0.0146175237920655,-0.0683970544139304
0.02,0.05,2.2050441006615078e-10,1.7388784230509404,-0.0032499415159643,-0.0056947985928477,-0.0153486241454961,-0.062238271310267
0.02,0.04,2.2050441006615078e-10,1.2411126556125651,-0.0032813675591738,-0.0049611878093401,-0.0137046916019711,-0.0605073600987595
0.02,0.03,2.2050441006615078e-10,0.7433419075049564,-0.0033540481157312,-0.0022870875795063,-0.0122017443517044,-0.0472324887679723
0.02,0.02,2.2050441006615078e-10,0.2455662008850724,-0.0026119041814241,-0.0046003676775059,-0.002577956190856,-0.0101640181139051
0.03,0.09,2.1825436506547587e-10,2.2298912377352464,-0.0050019017781264,0.0016251050036956,-0.0168349836567423,-0.0634915483443082
0.03,0.08,2.1825436506547587e-10,1.898812284207064,-0.0046577593766331,-0.001827454894453,-0.0169421117879736,-0.0634814020815087
0.03,0.07,2.1825436506547587e-10,1.5677282598799365,-0.0040398824292435,-0.0033076693528745,-0.0153609813098406,-0.0606358987184842
0.03,0.06,2.1825436506547587e-10,1.2366391875142804,-0.0043526365753138,-0.0030291360088147,-0.0149350431022101,-0.0592445852479183
0.03,0.05,2.1825436506547587e-10,0.905545089717607,-0.0039602940893618,-0.0060839551537881,-0.0140726927366845,-0.0540140482731844
0.03,0.04,2.1825436506547587e-10,0.5744459889458984,-0.0028673309586166,-0.0042449328289826,-0.0106311334195341,-0.0436721547856421
0.03,0.03,2.1825436506547587e-10,0.2433419075049565,-0.0039360882542119,0.0003232309459073,-0.0037227202268691,0.0025683677430416
0.04,0.09,2.1600432006480083e-10,1.479891237735247,-0.0052584538114588,-0.0040221571501411,-0.0160377566263861,-0.0631927178961632
0.04,0.08,2.1600432006480083e-10,1.2321456175403964,-0.0047161965671305,-0.0032371826593362,-0.0155009701604788,-0.0595304631995644
0.04,0.07,2.1600432006480083e-10,0.9843949265466037,-0.003610720048444,-0.00389935957303,-0.0144034228560199,-0.0584176333920984
0.04,0.06,2.1600432006480083e-10,0.73663918751428,-0.0031098027166954,-0.0042318793542102,-0.0131910043179591,-0.0490698238721107
0.04,0.05,2.1600432006480083e-10,0.48887842305094,-0.0054699610790868,-0.0024482264893004,-0.0121886470823494,-0.0374177413069297
0.04,0.04,2.1600432006480083e-10,0.241112655612565,-0.0055460529512943,-0.0020261559175344,-0.0039253658247344,-0.0032690384093359
0.05,0.09,2.1375427506412576e-10,1.0298912377352465,-0.006531630679115,-0.0018510747864856,-0.0171683046836306,-0.0571043708913326
0.05,0.08,2.1375427506412576e-10,0.8321456175403962,-0.004641191047992,-0.000101183710351,-0.0148997921067552,-0.0540325475497617
0.05,0.07,2.1375427506412576e-10,0.6343949265466036,-0.0059486530880859,-0.0059109351809518,-0.0140173224221356,-0.0470773287907343
0.05,0.06,2.1375427506412576e-10,0.4366391875142801,-0.0054769379592062,-0.0120198088779042,-0.0112719098799129,-0.0407908199739593
0.05,0.05,2.1375427506412576e-10,0.2388784230509401,-0.0053791087397806,0.0047437887498382,-0.0056580956823988,0.0031910357819038
0.06,0.09,2.115042300634508e-10,0.7298912377352469,-0.008459366310954,-0.0071802678978717,-0.0177175810077385,-0.0544317427474939
0.06,0.08,2.115042300634508e-10,0.5654789508737297,-0.0067808490173884,-0.0082953681822035,-0.0141183467628757,-0.0453423952370203
0.06,0.07,2.115042300634508e-10,0.40106159321327,-0.0051460365777209,-0.007591758277531,-0.0108509021705456,-0.0345798772344784
0.06,0.06,2.115042300634508e-10,0.2366391875142802,-0.0071716064782477,-0.0023161495553443,-0.0069894114780591,-0.0013252267209781
0.07,0.09,2.0925418506277583e-10,0.5156055234495325,-0.0081353785860612,-0.0109539863641223,-0.0150267804867934,-0.0451291503544556
0.07,0.08,2.0925418506277583e-10,0.3750027603975389,-0.0086020326704055,-0.0013172190085316,-0.0117708205217083,-0.0278059823963263
0.07,0.07,2.0925418506277583e-10,0.2343949265466034,-0.0068586022834439,-0.0068821660799292,-0.0078786949469135,0.0003659755965163
0.08,0.09,2.0700414006210086e-10,0.354891237735247,-0.0093695053444723,-0.0043060206173013,-0.0128186555435872,-0.0246883473177243
0.08,0.08,2.0700414006210086e-10,0.2321456175403962,-0.0090540219721021,-0.011852318917128,-0.0071910277530289,-0.0029496800198492
0.09,0.09,2.0475409506142587e-10,0.2298912377352469,-0.0102837066446078,-0.0088120210246912,-0.0101108862588493,-0.0019254818785925
