m,M,delta_suppression,epsilon_suppression,original_average,difference_laplace_supression,difference_gaussian_supression
0.1,0.9,2.0250405006075078e-10,8.124460256902678,4.165871658716587,3.990089400718781e-05,0.0001931443911718
0.1,0.8,2.0250405006075078e-10,7.20163387054215,4.165871658716587,4.342599187865668e-05,0.0002157802972608
0.1,0.7,2.0250405006075078e-10,6.289006199146817,4.165871658716587,4.569738397925585e-05,0.0002598789417198
0.1,0.6,2.0250405006075078e-10,5.369354225688749,4.165871658716587,5.8862296829286106e-05,0.0003100353625918
0.1,0.5,2.0250405006075078e-10,4.4437238255549545,4.165871658716587,7.146794118982678e-05,0.0003579533955541
0.1,0.4,2.0250405006075078e-10,3.5129433857049017,4.165871658716587,8.86010155630588e-05,0.0004530870276144
0.1,0.3,2.0250405006075078e-10,2.57768021727734,4.165871658716587,0.0001192211316834,0.0006380579735609
0.1,0.2,2.0250405006075078e-10,1.6384797862360887,4.165871658716587,0.0001839221556088,0.0010422135448081
0.1,0.1,2.0250405006075078e-10,0.6957936829567963,4.165871658716587,0.0004443520640455,0.0023867579847448
0.2,0.9,1.8000360005400076e-10,4.401828373024444,4.165871658716587,6.953265779807848e-05,0.0003493207437427
0.2,0.8,1.8000360005400076e-10,3.223680689207993,4.165871658716587,0.0001028536886955,0.000457853428505
0.2,0.7,1.8000360005400076e-10,2.7890061991468182,4.165871658716587,0.0001105414215827,0.0005535173863681
0.2,0.6,1.8000360005400076e-10,2.3693542256887485,4.165871658716587,0.0001319624360387,0.0006699278887974
0.2,0.5,1.8000360005400076e-10,1.9437238255549547,4.165871658716587,0.0001619610378246,0.0008093935021688
0.2,0.4,1.8000360005400076e-10,1.512943385704903,4.165871658716587,0.0002052612073676,0.0009710141583387
0.2,0.3,1.8000360005400076e-10,1.07768021727734,4.165871658716587,0.0002792846787236,0.0014906837842077
0.2,0.2,1.8000360005400076e-10,0.6384797862360887,4.165871658716587,0.0004883572359916,0.0025287036983939
0.3,0.9,1.5750315004725067e-10,3.4099494362087515,4.165871658716587,9.154209283872302e-05,0.0004872342529876
0.3,0.8,1.5750315004725067e-10,2.045994587032702,4.165871658716587,0.0001571262172436,0.000753342941934
0.3,0.7,1.5750315004725067e-10,1.640458799262465,4.165871658716587,0.0001934880791642,0.0009803437085404
0.3,0.6,1.5750315004725067e-10,1.369354225688749,4.165871658716587,0.0002326172594026,0.0012813289818271
0.3,0.5,1.5750315004725067e-10,1.110390492221622,4.165871658716587,0.0002612694626464,0.0014120621977747
0.3,0.4,1.5750315004725067e-10,0.8462767190382364,4.165871658716587,0.0003698670113987,0.0017637874816547
0.3,0.3,1.5750315004725067e-10,0.5776802172773403,4.165871658716587,0.0005281059485978,0.0027261931606182
0.4,0.9,1.3500270004050048e-10,2.829986971112398,4.165871658716587,0.0001055366884429,0.0005504109235709
0.4,0.8,1.3500270004050048e-10,1.4835890505692233,4.165871658716587,0.0002052739313711,0.0010997957092738
0.4,0.7,1.3500270004050048e-10,1.1012194973732938,4.165871658716587,0.0002885838001233,0.0015389419861546
0.4,0.6,1.3500270004050048e-10,0.8795437847470158,4.165871658716587,0.0003350089501493,0.0018442719621005
0.4,0.5,1.3500270004050048e-10,0.6942122049418012,4.165871658716587,0.000443940359883,0.0022667471206388
0.4,0.4,1.3500270004050048e-10,0.5129433857049027,4.165871658716587,0.0005917962757405,0.0032086955058996
0.5,0.9,1.1250225003375047e-10,2.289006199146819,4.165871658716587,0.0001336890826509,0.0006866203256021
0.5,0.8,1.1250225003375047e-10,1.106160025978658,4.165871658716587,0.000308947804662,0.001373008860635
0.5,0.7,1.1250225003375047e-10,0.7665765271043028,4.165871658716587,0.0004152378752947,0.0021731541424873
0.5,0.6,1.1250225003375047e-10,0.5847910971404157,4.165871658716587,0.0005385546515451,0.0026897436314251
0.5,0.5,1.1250225003375047e-10,0.4437238255549545,4.165871658716587,0.0007037533312769,0.0036454499940264
0.6,0.9,9.000180002700038e-11,1.7462739719496303,4.165871658716587,0.0001771196060186,0.0008853961962756
0.6,0.8,9.000180002700038e-11,0.7917477838308223,4.165871658716587,0.0004005203513274,0.0020265043897593
0.6,0.7,9.000180002700038e-11,0.5116199692419677,4.165871658716587,0.0006155948730678,0.0034719649069949
0.6,0.6,9.000180002700038e-11,0.3693542256887488,4.165871658716587,0.0008654867515313,0.004494102674484
0.7,0.9,6.750135002025028e-11,1.201633870542148,4.165871658716587,0.0002575655431317,0.0013402702528436
0.7,0.8,6.750135002025028e-11,0.4962739719496296,4.165871658716587,0.0005901927786276,0.0031986613776351
0.7,0.7,6.750135002025028e-11,0.2890061991468179,4.165871658716587,0.0010350742485267,0.0058358764529711
0.8,0.9,4.5000900013500165e-11,0.6549075383306459,4.165871658716587,0.0004599255768493,0.0025515484142037
0.8,0.8,4.5000900013500165e-11,0.201633870542148,4.165871658716587,0.0015191670114217,0.0080375874797172
0.9,0.9,2.250045000675008e-11,0.1058903767517809,4.165871658716587,0.0026958512766526,0.0157431683547119
0.01,0.09,2.2275445506682583e-10,8.701348465455066,4.165871658716587,3.5759381131528065e-05,0.0001939549287711
0.01,0.08,2.2275445506682583e-10,7.706872562716085,4.165871658716587,4.0224613649377006e-05,0.000211789903018
0.01,0.07,2.2275445506682583e-10,6.712366311895555,4.165871658716587,4.787951966468697e-05,0.00023896081993
0.01,0.06,2.2275445506682583e-10,5.717830044622759,4.165871658716587,5.539963246746964e-05,0.0002878218520348
0.01,0.05,2.2275445506682583e-10,4.723264087120668,4.165871658716587,6.305659554437349e-05,0.000325090736889
0.01,0.04,2.2275445506682583e-10,3.7286687603228272,4.165871658716587,8.315877521107427e-05,0.0004227505888163
0.01,0.03,2.2275445506682583e-10,2.7340443799871026,4.165871658716587,0.000116992105765,0.0005699188048713
0.01,0.02,2.2275445506682583e-10,1.7393912568063583,4.165871658716587,0.0001780178217449,0.0008848801431832
0.01,0.01,2.2275445506682583e-10,0.7447096965162275,4.165871658716587,0.000410528908946,0.0021442970771192
0.02,0.09,2.2050441006615078e-10,4.201348465455063,4.165871658716587,8.014243776494606e-05,0.0003729133108498
0.02,0.08,2.2050441006615078e-10,3.706872562716081,4.165871658716587,8.279220106378548e-05,0.0004680329831343
0.02,0.07,2.2050441006615078e-10,3.2123663118955554,4.165871658716587,9.47675068671615e-05,0.0004835945460295
0.02,0.06,2.2050441006615078e-10,2.717830044622758,4.165871658716587,0.0001073817038243,0.0005579400840691
0.02,0.05,2.2050441006615078e-10,2.223264087120667,4.165871658716587,0.0001453671048808,0.0007220199212649
0.02,0.04,2.2050441006615078e-10,1.728668760322827,4.165871658716587,0.0001980375669704,0.0009319993851652
0.02,0.03,2.2050441006615078e-10,1.234044379987102,4.165871658716587,0.0002416282249097,0.0013420444876691
0.02,0.02,2.2050441006615078e-10,0.7393912568063585,4.165871658716587,0.0003804311855138,0.0021830903624599
0.03,0.09,2.1825436506547587e-10,2.7013484654550624,4.165871658716587,0.0001155351910992,0.0005974387488712
0.03,0.08,2.1825436506547587e-10,2.373539229382749,4.165871658716587,0.0001309565450834,0.0006677684175858
0.03,0.07,2.1825436506547587e-10,2.045699645228887,4.165871658716587,0.000137031448564,0.0007705922850001
0.03,0.06,2.1825436506547587e-10,1.717830044622758,4.165871658716587,0.0001875631300314,0.0009192028018596
0.03,0.05,2.1825436506547587e-10,1.3899307537873329,4.165871658716587,0.0002219334485928,0.001089492934041
