m,M,original_average,difference_laplace_supression,difference_gaussian_supression
0.1,0.9,42.82262322623226,0.0004039476164414,0.0022462202275487
0.1,0.8,42.82262322623226,0.0005164340445434,0.0024903940842675
0.1,0.7,42.82262322623226,0.00054664985256,0.0028226147542404
0.1,0.6,42.82262322623226,0.0006803513081408,0.0033674530137604
0.1,0.5,42.82262322623226,0.0008239981510024,0.0045327621016015
0.1,0.4,42.82262322623226,0.0011038746540554,0.0053457851720831
0.1,0.3,42.82262322623226,0.001486467232386,0.0080433272352899
0.1,0.2,42.82262322623226,0.0027025716638137,0.0144025042383693
0.1,0.1,42.82262322623226,0.0150480576360059,0.0788174915222156
0.2,0.9,42.82262322623226,0.0008396383878663,0.0042028629395067
0.2,0.8,42.82262322623226,0.0011394617387095,0.0058738696638622
0.2,0.7,42.82262322623226,0.0013654210193109,0.0065726190388574
0.2,0.6,42.82262322623226,0.0014956983367217,0.0087518609069658
0.2,0.5,42.82262322623226,0.0019941193779096,0.0109296904370493
0.2,0.4,42.82262322623226,0.0028863245597207,0.0149270893790289
0.2,0.3,42.82262322623226,0.0047198466826959,0.0247249871925811
0.2,0.2,42.82262322623226,0.0177154208388123,0.0855358297936336
0.3,0.9,42.82262322623226,0.0010872187120238,0.005635429010232
0.3,0.8,42.82262322623226,0.0019742820262036,0.0096902906848661
0.3,0.7,42.82262322623226,0.0022798402367048,0.0124431991618383
0.3,0.6,42.82262322623226,0.0029266786973543,0.0160853803306584
0.3,0.5,42.82262322623226,0.0043951884594837,0.0214085973503927
0.3,0.4,42.82262322623226,0.0067901173214041,0.0353555234816459
0.3,0.3,42.82262322623226,0.018230519310222,0.0990616795749706
0.4,0.9,42.82262322623226,0.0013664169585089,0.0069065734488582
0.4,0.8,42.82262322623226,0.0028390756768237,0.0131237682385062
0.4,0.7,42.82262322623226,0.0038281974563281,0.0213556411488253
0.4,0.6,42.82262322623226,0.0052919651462846,0.0294224860759687
0.4,0.5,42.82262322623226,0.0091613429670746,0.043213975869148
0.4,0.4,42.82262322623226,0.0228336025672401,0.1135138639705056
0.5,0.9,42.82262322623226,0.0016370740487783,0.0082745463646346
0.5,0.8,42.82262322623226,0.0037007383763993,0.020102239711017
0.5,0.7,42.82262322623226,0.0069740853289556,0.0344134386166529
0.5,0.6,42.82262322623226,0.0114575419100506,0.0586732427686393
0.5,0.5,42.82262322623226,0.0238469827806016,0.1324569566662761
0.6,0.9,42.82262322623226,0.0021753736627914,0.0111039431746009
0.6,0.8,42.82262322623226,0.0059611131052323,0.0307110844215112
0.6,0.7,42.82262322623226,0.0117586713684665,0.062957072835687
0.6,0.6,42.82262322623226,0.0300980211070298,0.1604472937743804
0.7,0.9,42.82262322623226,0.0031620323683156,0.016835068135161
0.7,0.8,42.82262322623226,0.0103099357273413,0.0564391842720522
0.7,0.7,42.82262322623226,0.0443399264717666,0.2220395242201437
0.8,0.9,42.82262322623226,0.0060844091121273,0.033781826561162
0.8,0.8,42.82262322623226,0.0596183427338952,0.3522158445824599
0.9,0.9,42.82262322623226,0.1201696760784112,0.6566214819480046
0.01,0.09,42.82262322623226,0.0004101699510283,0.0020592086760536
0.01,0.08,42.82262322623226,0.0004834248325517,0.0026409780512716
0.01,0.0699999999999999,42.82262322623226,,
0.01,0.06,42.82262322623226,0.000675188815579,0.0032283925294351
0.01,0.05,42.82262322623226,0.0007821373353078,0.0039001446272663
0.01,0.04,42.82262322623226,0.0010153296950744,0.0053595981926346
0.01,0.03,42.82262322623226,0.0015283724559482,0.0078232003556769
0.01,0.02,42.82262322623226,0.0028258006240384,0.0142174631714962
0.01,0.01,42.82262322623226,0.0138608650082349,0.0654073208251246
0.02,0.09,42.82262322623226,0.0009014567646244,0.0046113552926341
0.02,0.08,42.82262322623226,0.001109728615888,0.0052049973413087
0.02,0.0699999999999999,42.82262322623226,,
0.02,0.06,42.82262322623226,0.0015667062260292,0.0078008381959982
0.02,0.05,42.82262322623226,0.001951929345656,0.009559905680313
0.02,0.04,42.82262322623226,0.0027869691906652,0.0140262512678895
0.02,0.03,42.82262322623226,0.0047363498261293,0.0230061946486117
0.02,0.02,42.82262322623226,0.0142432588588733,0.0731095845255587
0.03,0.09,42.82262322623226,0.0016333468375537,0.0078725830357553
0.03,0.08,42.82262322623226,0.0017141518014021,0.0086644345858679
0.03,0.0699999999999999,42.82262322623226,,
0.03,0.06,42.82262322623226,0.0025682783928724,0.0140202467579863
0.03,0.05,42.82262322623226,0.0035891309264109,0.0194754285941062
0.03,0.04,42.82262322623226,0.0056708066000674,0.03046501924465
0.03,0.03,42.82262322623226,0.0140171396230563,0.0686300787602413
0.04,0.09,42.82262322623226,0.0022758712097012,0.0117542533777145
0.04,0.08,42.82262322623226,0.0028394927075764,0.0145231255715377
0.04,0.0699999999999999,42.82262322623226,,
0.04,0.06,42.82262322623226,0.0045449774767045,0.0223409802227847
0.04,0.05,42.82262322623226,0.0071313726583779,0.0355882849367311
0.04,0.04,42.82262322623226,0.0134543064409957,0.075428594937876
0.05,0.09,42.82262322623226,0.0032103529412058,0.0182094375188548
0.05,0.08,42.82262322623226,0.004191997158681,0.0189936439213414
0.05,0.0699999999999999,42.82262322623226,,
0.05,0.06,42.82262322623226,0.007540922788921,0.0407000122734866
0.05,0.05,42.82262322623226,0.0140841179071457,0.0742549408002484
0.06,0.09,42.82262322623226,0.0049528838593595,0.0252724933647343
0.06,0.08,42.82262322623226,0.0060150819367334,0.0317787096586447
0.06,0.0699999999999999,42.82262322623226,,
0.06,0.06,42.82262322623226,0.0140775143320809,0.0733015972728978
0.0699999999999999,0.09,42.82262322623226,,
0.0699999999999999,0.08,42.82262322623226,,
0.0699999999999999,0.0699999999999999,42.82262322623226,,
0.08,0.09,42.82262322623226,0.0096595621855273,0.0473737986769217
0.08,0.08,42.82262322623226,0.0158179649170733,0.0699866505973406
0.09,0.09,42.82262322623226,0.0154468921996912,0.0752072037703798
