m,M,epsilon_of_M,delta_of_M,original_average,difference_laplace_suppression,difference_gaussian_suppression
0.1,0.9,2.0,2.2500450006750092e-10,42.822623226232274,0.0324392021660654,
0.1,0.8,2.0,2.2500450006750092e-10,42.822623226232274,0.0332636851212407,
0.1,0.7,2.0,2.2500450006750092e-10,42.822623226232274,0.0304364854129302,
0.1,0.6,2.0,2.2500450006750092e-10,42.822623226232274,0.0280421641071463,
0.1,0.5,2.0,2.2500450006750092e-10,42.822623226232274,0.0272311494967093,
0.1,0.4,2.0,2.2500450006750092e-10,42.822623226232274,0.023852472739185,
0.1,0.3,2.0,2.2500450006750092e-10,42.822623226232274,0.0218683950082278,
0.1,0.2,2.0,2.2500450006750092e-10,42.822623226232274,0.0188743401297195,
0.1,0.1,2.0,2.2500450006750092e-10,42.822623226232274,0.0181911712518969,
0.2,0.9,2.0,2.2500450006750092e-10,42.822623226232274,0.0402543157225949,
0.2,0.8,2.0,2.2500450006750092e-10,42.822623226232274,0.0388073488838357,
0.2,0.7,2.0,2.2500450006750092e-10,42.822623226232274,0.0368293591879387,
0.2,0.6,2.0,2.2500450006750092e-10,42.822623226232274,0.0343654752346469,
0.2,0.5,2.0,2.2500450006750092e-10,42.822623226232274,0.032601915717595,
0.2,0.4,2.0,2.2500450006750092e-10,42.822623226232274,0.029786141123978,
0.2,0.3,2.0,2.2500450006750092e-10,42.822623226232274,0.0279951599774619,
0.2,0.2,2.0,2.2500450006750092e-10,42.822623226232274,0.0269131073753667,
0.3,0.9,2.0,2.2500450006750092e-10,42.822623226232274,0.046973887999606,
0.3,0.8,2.0,2.2500450006750092e-10,42.822623226232274,0.0444687374301099,
0.3,0.7,2.0,2.2500450006750092e-10,42.822623226232274,0.0443984238810416,
0.3,0.6,2.0,2.2500450006750092e-10,42.822623226232274,0.0403559160135415,
0.3,0.5,2.0,2.2500450006750092e-10,42.822623226232274,0.040378002041338,
0.3,0.4,2.0,2.2500450006750092e-10,42.822623226232274,0.0378998392674344,
0.3,0.3,2.0,2.2500450006750092e-10,42.822623226232274,0.0345099759600629,
0.4,0.9,2.0,2.2500450006750092e-10,42.822623226232274,0.0535680359554383,
0.4,0.8,2.0,2.2500450006750092e-10,42.822623226232274,0.0527151172510809,
0.4,0.7,2.0,2.2500450006750092e-10,42.822623226232274,0.0503622730999048,
0.4,0.6,2.0,2.2500450006750092e-10,42.822623226232274,0.0485037861991789,
0.4,0.5,2.0,2.2500450006750092e-10,42.822623226232274,0.0421898501964909,
