m,M,original_average_weight,original_average_volume,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,29.98863946279608,19.99252311267068,0.0939244724385055,0.0921657499775445,0.0941584704083112,0.0927846492968199
0.1,0.8,29.98863946279608,19.99252311267068,0.0867428934696598,0.0874976538897964,0.0863366882619421,0.0879729168104609
0.1,0.7,29.98863946279608,19.99252311267068,0.0875793505322243,0.0881812418054328,0.0870174395730377,0.0887774805439945
0.1,0.6,29.98863946279608,19.99252311267068,0.0837322952660016,0.084385459419149,0.083288869350275,0.0845125459893711
0.1,0.5,29.98863946279608,19.99252311267068,0.0778555688158714,0.0849934944746591,0.077631920949363,0.0840543184110091
0.1,0.4,29.98863946279608,19.99252311267068,0.085049449052196,0.0827945059793708,0.0848584686922351,0.0820370561932001
0.1,0.3,29.98863946279608,19.99252311267068,0.0794283373148021,0.0782809680425749,0.0803193281676684,0.0788747467022769
0.1,0.2,29.98863946279608,19.99252311267068,0.0780589308362475,0.0774935576255135,0.0783784669747772,0.0771599110557066
0.1,0.1,29.98863946279608,19.99252311267068,0.0751762417872889,0.0764081342056473,0.075737540610159,0.0757196385821019
0.2,0.9,29.98863946279608,19.99252311267068,0.108131864080843,0.1089065768609523,0.1085542754161756,0.1096515759402186
0.2,0.8,29.98863946279608,19.99252311267068,0.1059048251193895,0.1043916832647228,0.1051847534843019,0.1045889410949501
0.2,0.7,29.98863946279608,19.99252311267068,0.1013417023297759,0.1009614725853165,0.1017664736444689,0.101236419936993
0.2,0.6,29.98863946279608,19.99252311267068,0.1025712875163083,0.0986269035872713,0.1032487922753046,0.0991022714123044
0.2,0.5,29.98863946279608,19.99252311267068,0.1017385249497309,0.0948579077225762,0.1021222974450178,0.0952414560985134
0.2,0.4,29.98863946279608,19.99252311267068,0.098718027985484,0.0949103464780921,0.0989660100761983,0.0946048001736585
0.2,0.3,29.98863946279608,19.99252311267068,0.0948654519852262,0.092158923915931,0.0952101357617069,0.0923581941586913
0.2,0.2,29.98863946279608,19.99252311267068,0.0886132581597314,0.0880240087206111,0.0886596751844625,0.0873512185058601
0.3,0.9,29.98863946279608,19.99252311267068,0.1264157447219247,0.1261889679987708,0.1267000143149653,0.1266477760084324
0.3,0.8,29.98863946279608,19.99252311267068,0.1221262642919875,0.1213925224203022,0.1216234929884686,0.1218933315399629
0.3,0.7,29.98863946279608,19.99252311267068,0.1159862044789732,0.1211248141565909,0.1160448177056156,0.1210656470548527
0.3,0.6,29.98863946279608,19.99252311267068,0.1184896597703787,0.1195801265989724,0.1190996287482534,0.1191579056732859
0.3,0.5,29.98863946279608,19.99252311267068,0.1093269555029455,0.109237926059187,0.1099427649966213,0.108995855559957
0.3,0.4,29.98863946279608,19.99252311267068,0.1087159508753813,0.1117041859104061,0.1088438945452584,0.1117062367725926
0.3,0.3,29.98863946279608,19.99252311267068,0.1155636787432754,0.1115027999354443,0.115186139238495,0.1115641950550673
0.4,0.9,29.98863946279608,19.99252311267068,0.1467362205298101,0.1486068926114023,0.1468465504773894,0.1483832017944078
0.4,0.8,29.98863946279608,19.99252311267068,0.1400854606156296,0.1474608802277235,0.140233870246959,0.1476257969832404
0.4,0.7,29.98863946279608,19.99252311267068,0.1342582896488385,0.1435718679589792,0.1342579584762245,0.1441039405221438
0.4,0.6,29.98863946279608,19.99252311267068,0.1350970759367243,0.1354671182879556,0.1353810013013828,0.1354951383445522
0.4,0.5,29.98863946279608,19.99252311267068,0.134630935002579,0.1359564596387133,0.1349928900289054,0.1354398259040011
0.4,0.4,29.98863946279608,19.99252311267068,0.1281763980454266,0.1294373678702331,0.1279680978980149,0.1291957151680368
0.5,0.9,29.98863946279608,19.99252311267068,0.182305821568037,0.1785835513705399,0.1816523834308583,0.178313485719921
0.5,0.8,29.98863946279608,19.99252311267068,0.1705168624423949,0.1716510135450928,0.1712183741269035,0.1713088312978046
0.5,0.7,29.98863946279608,19.99252311267068,0.1676548969890529,0.1655187735600105,0.1681179401508023,0.1659132031608986
0.5,0.6,29.98863946279608,19.99252311267068,0.1610550167066992,0.1629854594445774,0.1610982541702783,0.163225152167093
0.5,0.5,29.98863946279608,19.99252311267068,0.161196271562666,0.1635870709324902,0.1603496877308497,0.1633689588129329
0.6,0.9,29.98863946279608,19.99252311267068,0.2198266772555079,0.2106438717646321,0.2198454146476704,0.2106332652265155
0.6,0.8,29.98863946279608,19.99252311267068,0.2089959688006447,0.209693874599716,0.2092043110589325,0.20862123771435
0.6,0.7,29.98863946279608,19.99252311267068,0.2090619589321058,0.1995266451238833,0.2094225018474627,0.1995462688108169
0.6,0.6,29.98863946279608,19.99252311267068,0.1929571748858383,0.1982745170856473,0.192358068956337,0.1980605798699383
0.7,0.9,29.98863946279608,19.99252311267068,0.2872149373292881,0.2877422595750869,0.2877047988930241,0.2874105422171693
0.7,0.8,29.98863946279608,19.99252311267068,0.2590920358210856,0.2557298044353257,0.2586084247076686,0.2551779417328906
0.7,0.7,29.98863946279608,19.99252311267068,0.2389265146568074,0.2431926937645159,0.2382789421886213,0.2434759712350923
0.8,0.9,29.98863946279608,19.99252311267068,0.3851058782635417,0.3856788237080699,0.3845222746320667,0.3855903477105678
0.8,0.8,29.98863946279608,19.99252311267068,0.3735504642153085,0.3665551331851397,0.3738454938726893,0.3663042058613137
0.9,0.9,29.98863946279608,19.99252311267068,0.6570527980138733,0.6770458437773922,0.657225674115365,0.676844137308661
