m,M,original_average_weight,original_average_volume,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,139.88104711199523,119.54886147346863,0.2773255702364798,0.2660467901877005,0.5290740813545428,0.5327168027627427
0.1,0.8,139.88104711199523,119.54886147346863,0.2720122797988476,0.277465758639181,0.5226805310320011,0.5245050362155522
0.1,0.7,139.88104711199523,119.54886147346863,0.2877669881651266,0.270435188796617,0.5357331804422638,0.5288516194497995
0.1,0.6,139.88104711199523,119.54886147346863,0.2868969594674163,0.2788484720502093,0.5491491497260259,0.5438477735664636
0.1,0.5,139.88104711199523,119.54886147346863,0.2565376816079097,0.2639115209471341,0.5416184993366645,0.5224706663693778
0.1,0.4,139.88104711199523,119.54886147346863,0.2671784453097874,0.2698905795145446,0.5206263803481223,0.5221781518636975
0.1,0.3,139.88104711199523,119.54886147346863,0.2743504212633373,0.2716072491802477,0.5249306083809236,0.548585850127228
0.1,0.2,139.88104711199523,119.54886147346863,0.2577694273577181,0.2706440025148108,0.5363226650904256,0.5397545885520396
0.1,0.1,139.88104711199523,119.54886147346863,0.2644650068397862,0.2659268535142036,0.5288354458821309,0.5304039584001141
0.2,0.9,139.88104711199523,119.54886147346863,0.2709114146793924,0.262494529107009,0.5281772962009763,0.5231621704067083
0.2,0.8,139.88104711199523,119.54886147346863,0.2785933583206976,0.2575784303004111,0.549112255781337,0.5263407165123117
0.2,0.7,139.88104711199523,119.54886147346863,0.2806225955124229,0.2939195990822819,0.5560445569090976,0.5420568955946738
0.2,0.6,139.88104711199523,119.54886147346863,0.2704443262026473,0.2671618194928151,0.5326885962822394,0.5259316950303121
0.2,0.5,139.88104711199523,119.54886147346863,0.2838315489870582,0.2777909065520804,0.5286951997178528,0.5224436407057675
0.2,0.4,139.88104711199523,119.54886147346863,0.2742402569120693,0.2803882116273846,0.5364764658343583,0.5413304427421302
0.2,0.3,139.88104711199523,119.54886147346863,0.2730759783732122,0.2696447912552811,0.5274302740564211,0.5264805353202134
0.2,0.2,139.88104711199523,119.54886147346863,0.2649850019179836,0.2643887984944097,0.5296734225874452,0.5187734148746452
0.3,0.9,139.88104711199523,119.54886147346863,0.2638058612428988,0.2694186624268147,0.5216521013715617,0.5268609312815244
0.3,0.8,139.88104711199523,119.54886147346863,0.2777247662547511,0.2747510244145484,0.5433564631284129,0.5269721773916783
0.3,0.7,139.88104711199523,119.54886147346863,0.2707547458739598,0.2644204327353558,0.5183971891376182,0.5330975674971904
0.3,0.6,139.88104711199523,119.54886147346863,0.2761093445615438,0.2691723938446236,0.5252273732270554,0.5346649022638801
0.3,0.5,139.88104711199523,119.54886147346863,0.2761137699884228,0.2751782814272963,0.5317672423787626,0.5298710086847721
0.3,0.4,139.88104711199523,119.54886147346863,0.2838895246894312,0.2846390409579281,0.5388936675885504,0.5473963986180866
0.3,0.3,139.88104711199523,119.54886147346863,0.2788824099503232,0.2807167638124503,0.5449658066498974,0.5307642546760374
0.4,0.9,139.88104711199523,119.54886147346863,0.2633459529614576,0.2573596510286986,0.5243423462575069,0.5334273322225859
0.4,0.8,139.88104711199523,119.54886147346863,0.2845246608533414,0.2684234581013678,0.5251540178154922,0.5211463612966138
0.4,0.7,139.88104711199523,119.54886147346863,0.2776825442573944,0.2640014572148049,0.5440749528863937,0.5221143888830805
0.4,0.6,139.88104711199523,119.54886147346863,0.2734657109332845,0.2765094457906679,0.5301291436245351,0.5326121381639143
0.4,0.5,139.88104711199523,119.54886147346863,0.2803626138123742,0.2634128082500906,0.5239054340114465,0.5292841153587442
0.4,0.4,139.88104711199523,119.54886147346863,0.2684163818732843,0.2761108821068392,0.5220079845223795,0.5474995015531188
0.5,0.9,139.88104711199523,119.54886147346863,0.2733829658137461,0.2705378961751846,0.5420089680600438,0.5238250565460019
0.5,0.8,139.88104711199523,119.54886147346863,0.2781105390473481,0.2569987851802242,0.5449327666427035,0.5321151837857319
0.5,0.7,139.88104711199523,119.54886147346863,0.2789169619006504,0.2693785695403753,0.5470084267910006,0.5411988417424384
0.5,0.6,139.88104711199523,119.54886147346863,0.2793251400307999,0.2653196970733777,0.5269060114798186,0.530125174655754
0.5,0.5,139.88104711199523,119.54886147346863,0.2819057927222575,0.2651210204519691,0.5325566107516225,0.5366034584540073
0.6,0.9,139.88104711199523,119.54886147346863,0.2734950159401776,0.2716623499486145,0.5237925869237079,0.5376919850368729
0.6,0.8,139.88104711199523,119.54886147346863,0.2764782242384681,0.2842509894836027,0.528290439728251,0.5396435378877465
0.6,0.7,139.88104711199523,119.54886147346863,0.2698889121286332,0.2730898688239278,0.536953530677745,0.5312789057230609
0.6,0.6,139.88104711199523,119.54886147346863,0.2747217891515654,0.2562680621059945,0.5401389844069784,0.5191369231085753
0.7,0.9,139.88104711199523,119.54886147346863,0.2616800425668246,0.2717731153352469,0.5267388998716851,0.5180716556131976
0.7,0.8,139.88104711199523,119.54886147346863,0.2633772301267256,0.2743532048288273,0.5235428387593741,0.5276188004983201
0.7,0.7,139.88104711199523,119.54886147346863,0.2650862443931705,0.2712946160355121,0.5211346276359747,0.5333529144512595
0.8,0.9,139.88104711199523,119.54886147346863,0.2787033667098304,0.2711442768818091,0.5278809150325164,0.5404149845874199
