m,M,average weight,average_laplacian weight,average_gaussian weight,average volume,average_laplacian volume,average_gaussian volume,average_L2_laplacian_supression,average_L2_gaussian_supression
0.1,0.9,30.00253969488603,29.983822453369694,30.06718651002474,19.989817178721463,20.0009508619878,20.01970669361147,0.1461641123966171,0.5665684026883118
0.1,0.8,29.998235034377164,30.019228633174635,29.929649079054617,19.99057853740041,20.004081030077256,19.962596341329203,0.1479896656284949,0.5927641758348117
0.1,0.7,29.99911523639004,30.006034222355616,29.96731172354091,19.993695455389883,19.992831090374068,20.06419397395218,0.1536941355085113,0.5696263045873163
0.1,0.6,29.995881337824667,30.0002626473394,29.998861875268588,19.985973642381264,19.992014921691236,19.98267845720729,0.147220312738928,0.5714556209731164
0.1,0.5,29.99065087212208,29.998170149901917,29.91289348718832,19.98915003531271,19.99163954265064,19.981384502898777,0.1516697093641648,0.5552514590590275
0.1,0.4,29.994066852626972,29.98704588769408,29.942797576611483,19.99012019300864,19.992696820619415,20.000584396485078,0.1341604791867973,0.5287140566990955
0.1,0.3,29.999479713147704,30.008134083438595,30.05552628117081,19.99219962099792,19.99118677224401,19.99281027579569,0.1513485418168436,0.5145386373450791
0.1,0.2,29.997332373725275,30.00214111180781,29.9896146347396,19.98908446712256,19.97601169476236,19.987666783546683,0.1408206411706941,0.517502497312824
0.1,0.1,29.9949114941918,29.981176701444998,30.00621163141367,19.993596288745657,19.99824651130532,19.972287551930076,0.1260258459919362,0.5203493422423408
0.2,0.9,30.004837657686448,30.007883799013072,30.0172179871778,19.993459739829017,19.975796376348587,20.0129597688036,0.1860871514704218,0.5887930250913304
0.2,0.8,30.000212031766992,30.00727522156806,30.07984182553727,19.99038714583171,19.990968963728594,20.021732529770624,0.1867393015904438,0.6686910849370628
0.2,0.7,30.00185845830877,30.02352412236281,30.087251410090843,19.996792382670066,19.983444596586416,20.061211257355616,0.1803178835265662,0.6711819326727957
0.2,0.6,30.00082284372276,30.016694117880757,30.046690166042627,19.982522604764,19.992184240638725,19.96630009326115,0.1515985445257314,0.5582740384495917
0.2,0.5,30.00218396554358,30.02213391201857,30.050197078404853,19.99446682470677,19.990977593507058,19.939606133817176,0.1586883352187909,0.6611407872132581
0.2,0.4,29.988332909163628,30.011791538379946,29.92084138822387,19.984884519004403,19.988900714223924,20.06137807554181,0.1536978559687098,0.6696358849537519
0.2,0.3,29.992675163001763,29.97760486659337,29.960191736655112,19.989463503409333,19.989145401251168,20.01732224700788,0.1650991634491131,0.5416639612620326
0.2,0.2,29.996896683961296,30.00235265787374,29.923659849488057,19.99000033320298,19.967068229430637,20.081453118228342,0.1808886058206811,0.5745241742422251
0.3,0.9,29.98919319506761,30.029527077106565,29.873459141023808,19.987881237766494,20.020215872534,19.999249514571854,0.2088821757778914,0.7742399028867254
0.3,0.8,29.999148373742013,29.94895541830332,30.024996522741663,19.99296078754218,19.992081068207145,20.00652105366413,0.2416292620021201,0.7425442687008668
0.3,0.7,30.00240994515041,30.01146844731831,29.90856749315156,19.98857744238352,19.96539462188757,19.98274610425084,0.1947680048944524,0.7463997929550336
