m,M,delta prima,epsilon prima,real_weight,real_volume,metric_laplacian,metric_gaussian
0.1,0.9,8.946242031631922e-07,8.195987029498756,100.0,80.0,0.048928687771565,0.2435067549999719
0.1,0.8,8.946242031631922e-07,7.2953945291203475,100.0,80.0,0.100179638706625,0.1677980522735999
0.1,0.7,8.946242031631922e-07,6.415735221843628,100.0,80.0,-0.0111531394750616,0.2044799781245103
0.1,0.6,8.946242031631922e-07,5.523137163611585,100.0,80.0,0.0026254859387574,-0.1310326556396119
0.1,0.5,8.946242031631922e-07,4.620114506958277,100.0,80.0,-0.0411822792449182,-0.1416285655595666
0.1,0.4,8.946242031631922e-07,3.7085130668623134,100.0,80.0,-0.0366103403305742,0.1554532651867497
0.1,0.3,8.946242031631922e-07,2.789728043577631,100.0,80.0,0.133854691575191,0.2216002986235321
0.1,0.2,8.946242031631922e-07,1.8648397251631903,100.0,80.0,0.1679549068369505,1.1592331792142447
0.1,0.1,8.946242031631922e-07,0.9347016640011662,100.0,80.0,-0.0626813527689083,0.9907486040943864
0.2,0.9,7.952215139228376e-07,4.536418382828267,100.0,80.0,0.0143995626720369,-0.2680287978603201
0.2,0.8,7.952215139228376e-07,3.335993124944123,100.0,80.0,0.2086474907965699,-0.0537488199350704
0.2,0.7,7.952215139228376e-07,2.915735221843628,100.0,80.0,0.0728050244658727,0.7689929575758676
0.2,0.6,7.952215139228376e-07,2.523137163611585,100.0,80.0,-0.1207389286415391,0.20708083665451
0.2,0.5,7.952215139228376e-07,2.1201145069582776,100.0,80.0,0.1119194688213061,0.2891754299682843
0.2,0.4,7.952215139228376e-07,1.7085130668623152,100.0,80.0,-0.2895785695233274,0.419428144660144
0.2,0.3,7.952215139228376e-07,1.289728043577631,100.0,80.0,-0.1282715027489854,3.3431390136735466
0.2,0.2,7.952215139228376e-07,0.8648397251631903,100.0,80.0,-0.1417126945714202,1.7585270758398637
0.3,0.9,6.958188246824828e-07,3.55575364861844,100.0,80.0,-0.0555724330998577,-0.3749271847089549
0.3,0.8,6.958188246824828e-07,2.180266386740503,100.0,80.0,0.1292063266422228,0.6487311893627296
0.3,0.7,6.958188246824828e-07,1.7804540248006575,100.0,80.0,-0.0010543027278733,-0.0878940262148358
0.3,0.6,6.958188246824828e-07,1.5238551221072782,100.0,80.0,0.3098390314586676,1.1969611675562688
0.3,0.5,6.958188246824828e-07,1.2867811736249442,100.0,80.0,0.1053367754976571,0.6014306544167507
0.3,0.4,6.958188246824828e-07,1.041846400195649,100.0,80.0,0.575616157749134,0.8114703020173062
0.3,0.3,6.958188246824828e-07,0.7897280435776314,100.0,80.0,-0.0472350858942972,1.0636189302095094
0.4,0.9,5.964161354421281e-07,2.970877397374573,100.0,80.0,0.2289447201075876,0.1174625415063453
0.4,0.8,5.964161354421281e-07,1.6219243544110258,100.0,80.0,-0.0751480118551668,0.348426614070877
0.4,0.7,5.964161354421281e-07,1.2474029062976228,100.0,80.0,0.1120790321972273,0.6646745933833144
0.4,0.6,5.964161354421281e-07,1.040004453643959,100.0,80.0,0.3414515966341545,3.378087096278727
0.4,0.5,5.964161354421281e-07,0.8719887568651667,100.0,80.0,-0.2388613445268724,2.643844627803953
0.4,0.4,5.964161354421281e-07,0.7085130668623151,100.0,80.0,0.5585553689234433,2.279022744524955
0.5,0.9,4.970134462017734e-07,2.41573522184363,100.0,80.0,0.2605026965863983,0.6000829891962596
0.5,0.8,4.970134462017734e-07,1.24047842129593,100.0,80.0,0.4223060520791803,-0.103995419513206
0.5,0.7,4.970134462017734e-07,0.9109181462991324,100.0,80.0,0.6663145702891053,0.8056507236131827
0.5,0.6,4.970134462017734e-07,0.744131224208421,100.0,80.0,0.674786133832904,-0.2385300924907967
0.5,0.5,4.970134462017734e-07,0.6201145069582775,100.0,80.0,0.4688832760714215,1.0621298501631502
0.6,0.9,3.976107569614188e-07,1.8573740195087889,100.0,80.0,0.3114347269554983,0.1916308656835886
0.6,0.8,3.976107569614188e-07,0.9168332207542772,100.0,80.0,0.1512742998418234,0.942203594149233
0.6,0.7,3.976107569614188e-07,0.6491258279171364,100.0,80.0,0.1885004122128938,1.1821287581293625
0.6,0.6,3.976107569614188e-07,0.5231371636115855,100.0,80.0,0.5597951402956016,2.9520222612947853
0.7,0.9,2.982080677210641e-07,1.2953945291203477,100.0,80.0,-0.0830062962836382,1.9769244761755456
0.7,0.8,2.982080677210641e-07,0.6073740195087887,100.0,80.0,0.3493310102841069,3.418514987223758
0.7,0.7,2.982080677210641e-07,0.4157352218436286,100.0,80.0,0.5562758477784363,2.6413648660170788
0.8,0.9,1.9880537848070934e-07,0.7293182678690191,100.0,80.0,0.3664460017352149,2.967272556794734
0.8,0.8,1.9880537848070934e-07,0.2953945291203476,100.0,80.0,1.6422257342010047,1.676646394586805
0.9,0.9,9.94026892403547e-08,0.1585650787404291,100.0,80.0,0.5275068877191201,13.231645821814544
