m,M,epsilon_of_M,delta_of_M,L2_original,L2_realmean,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS,difference_laplace_M_minus_MoS_realmean,difference_gaussian_M_minus_MoS_realmean,difference_laplace_M_minus_MoSChangeEpsDelta_realmean,difference_gaussian_M_minus_MoSChangeEpsDelta_realmean,difference_laplace_MChangeEpsDelta_minus_MoS_realmean,difference_gaussian_MChangeEpsDelta_minus_MoS_realmean
0.1,0.9,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0014788932679372,-0.0055171440161679,,,,,-0.0014806777559754,-0.005512749332887,,,,
0.1,0.8,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.001499226158304,-0.0052781928095448,,,,,-0.0014946187404738,-0.00525229525711,,,,
0.1,0.7,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0012343236855327,-0.003875669827729,,,,,-0.0012037796474296,-0.003892781154253,,,,
0.1,0.6,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0016973356606097,-0.0033407124359963,,,,,-0.0016837781947602,-0.0033865785025708,,,,
0.1,0.5,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.001352229461186,-0.0037889604525058,,,,,-0.0013074626680588,-0.0037705258124218,,,,
0.1,0.4,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0010524369201702,-0.0031637237745468,,,,,-0.0010332806054886,-0.0031518032086695,,,,
0.1,0.3,,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0004916104102872,-0.0024348727029468,,,,,-0.0004605240541869,-0.0024572670384192,,,,
0.1,0.2,0.0842238068580627,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0006940192656694,-0.00201431756694,-0.0614476235826618,-0.2466939483242898,0.0511710637519207,0.1153451183764554,-0.000641933023902,-0.0019941161239249,0.051174063245007,0.11533085560819,0.051174063245007,0.11533085560819
0.1,0.1,1.0678788221574913,1.10447432489283e-06,1.4136814440607743,1.4142135623730956,-0.0007578841285238,-0.0009922158714124,-0.0004676413329419,-0.0008978789856066,-0.0009933353013699,-0.0015152422502379,-0.0007586152718612,-0.0010224120444356,-0.0009958461425063,-0.0015443893032136,-0.0009958461425063,-0.0015443893032136
0.2,0.9,,1.2425336155044336e-06,1.4136814440607743,1.4142135623730956,-0.0023741147267216,-0.0085883743282265,,,,,-0.0023024154278473,-0.0085978245318165,,,,
0.2,0.8,,1.2425336155044336e-06,1.4136814440607743,1.4142135623730956,-0.0023772172673763,-0.0076686140197898,,,,,-0.0023611894714128,-0.0076736408633831,,,,
0.2,0.7,,1.2425336155044336e-06,1.4136814440607743,1.4142135623730956,-0.0020816579522039,-0.0065425344058866,,,,,-0.0020401827152856,-0.0065387254924798,,,,
0.2,0.6,,1.2425336155044336e-06,1.4136814440607743,1.4142135623730956,-0.0020085030967023,-0.0069551721998998,,,,,-0.002010534357707,-0.0069458701550645,,,,
0.2,0.5,,1.2425336155044336e-06,1.4136814440607743,1.4142135623730956,-0.0021384935023466,-0.0062647367859103,,,,,-0.0021353536548184,-0.0062472641350528,,,,
