m,M,epsilon_of_M,delta_of_M,L2_original,L2_realmean,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0041125782186436,0.0163201799424809,0.0052525519863941,0.0166684182078399
0.1,0.8,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0042125296287593,0.0163555331276168,0.0055102987938298,0.0165354223104987
0.1,0.7,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0041817442481887,0.0171864302121414,0.005217546778759,0.0174321331676748
0.1,0.6,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.004259722058771,0.0168942934906406,0.0055130398053002,0.0172059835511277
0.1,0.5,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0043914791840297,0.0167502280411875,0.0054750215999649,0.0170445975701526
0.1,0.4,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0043500029564838,0.0172203324947456,0.0055567615931337,0.0173286480859365
0.1,0.3,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0042483430466899,0.0174078365224252,0.0052393830008998,0.0176070661509154
0.1,0.2,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.004356978351763,0.0173132737073509,0.005499143137393,0.0175438635676484
0.1,0.1,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0042606563190314,0.0167113953175403,0.0054735477852975,0.0169985545609579
0.2,0.9,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0042712258131859,0.0166555424112965,0.0053953350563719,0.016902317817476
0.2,0.8,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.004271816488524,0.0172726578782988,0.0053049886801393,0.0174722530986405
0.2,0.7,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0043753859403088,0.0163531890892147,0.0054854141169307,0.01655754811641
0.2,0.6,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0043309391903579,0.0162840240682108,0.0054287012269965,0.0164100835352783
0.2,0.5,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0043374385415404,0.0167212839640614,0.0054742511229827,0.0169496169234395
0.2,0.4,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0040529721147653,0.0174476356098412,0.0053290396633198,0.0176813713992655
0.2,0.3,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0040480910052333,0.016627121825705,0.0051229139469212,0.0167530045085851
0.2,0.2,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.004197178732825,0.0166560473229964,0.0053449133255576,0.0167900694740963
0.3,0.9,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.00411913576408,0.0163702888539014,0.0052275999684897,0.0164670126565862
0.3,0.8,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0041315060473626,0.0165791884394295,0.0053799978764323,0.0169409110605768
0.3,0.7,1.0,9.940268924035471e-07,1.4129256384925348,1.4142135623730956,0.0041129328138687,0.0167562734142792,0.0052985741608945,0.017057361134532
