m,M,epsilon_of_M,delta_of_M,L2_original,L2_realmean,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0033274697076273,,0.004744558771576,
0.1,0.8,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0032660972984461,,0.0047722244203845,
0.1,0.7,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0031165226864902,,0.004722223939061,
0.1,0.6,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0031827786306153,,0.0048212788676046,
0.1,0.5,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0027930925927305,,0.0045263725412404,
0.1,0.4,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.002913848707397,,0.0046302661897962,
0.1,0.3,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0027784883958641,,0.0044977408375479,
0.1,0.2,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0026649345331647,,0.0043940791998807,
0.1,0.1,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0026090945883564,,0.0042944456607625,
0.2,0.9,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.003767216936785,,0.0051257920635956,
0.2,0.8,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0039204505605058,,0.0052036661988193,
0.2,0.7,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0038320181575222,,0.0052072154344272,
0.2,0.6,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0038586731376224,,0.0053059942541793,
0.2,0.5,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0036723766028637,,0.0048296771397294,
0.2,0.4,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0034992515315194,,0.0049503349832661,
0.2,0.3,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0032969437686811,,0.0048236730909487,
0.2,0.2,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.003290032598896,,0.0047394343433772,
0.3,0.9,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.004790125585059,,0.0058317312029719,
0.3,0.8,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.004667190587358,,0.0059512100695903,
0.3,0.7,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0044512650193783,,0.0055400653073135,
0.3,0.6,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0042801695765577,,0.0054182380665159,
0.3,0.5,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.004205754561686,,0.0054545006302945,
0.3,0.4,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0041790132586988,,0.0053891159268559,
0.3,0.3,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0040090169627259,,0.0052782266634155,
0.4,0.9,2.0,9.940268924035471e-07,1.4109559005377446,1.4142135623730956,0.0055647853950243,,0.0065362122053624,
