m,M,delta_suppression,epsilon_suppression,original_average_weight,original_average_volume,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,8.946242031631923e-07,8.029507033393072,29.98863946279608,19.99252311267068,0.0156551583335619,0.0151003050715853,0.0205956978610446,0.0197935534298855
0.1,0.8,8.946242031631923e-07,7.055250284336993,29.98863946279608,19.99252311267068,0.0169715404770919,0.0175437642572629,0.0210782334804801,0.022180279296944
0.1,0.7,8.946242031631923e-07,6.08177132813837,29.98863946279608,19.99252311267068,0.019693878897225,0.0190053415426921,0.0239873106995682,0.0237488970099748
0.1,0.6,8.946242031631923e-07,5.10760714011372,29.98863946279608,19.99252311267068,0.0229887457103859,0.0245121966331003,0.0264961742798458,0.0270885998996253
0.1,0.5,8.946242031631923e-07,4.132792239318897,29.98863946279608,19.99252311267068,0.0292513329653229,0.0297083152987281,0.0313231284693497,0.0321040399581651
0.1,0.4,8.946242031631923e-07,3.15735860038312,29.98863946279608,19.99252311267068,0.0373207427507558,0.0377171648191366,0.0395546747362111,0.0396343543931156
0.1,0.3,8.946242031631923e-07,2.181335897592665,29.98863946279608,19.99252311267068,0.0549139091691557,0.0545707077075105,0.0572972127783563,0.0564424822650864
0.1,0.2,8.946242031631923e-07,1.204751720390425,29.98863946279608,19.99252311267068,0.0967450479063517,0.0990138313742758,0.0975371010157184,0.0996979200453723
0.1,0.1,8.946242031631923e-07,0.2276317642164649,29.98863946279608,19.99252311267068,0.5093228403602053,0.5298920296112064,0.5093327691181336,0.5297516265745257
0.2,0.9,7.952215139228375e-07,4.184423931697394,29.98863946279608,19.99252311267068,0.0290452786484496,0.0270195250382493,0.0319023983687734,0.0295197641575423
0.2,0.8,7.952215139228375e-07,3.0573522448022388,29.98863946279608,19.99252311267068,0.037901940572457,0.0383057824692979,0.0389239479654138,0.0409098609290747
0.2,0.7,7.952215139228375e-07,2.5817713281383705,29.98863946279608,19.99252311267068,0.0470487486480756,0.0458781293332034,0.0493663436628988,0.0473663411742037
0.2,0.6,7.952215139228375e-07,2.1076071401137213,29.98863946279608,19.99252311267068,0.0571851503976543,0.0552648069069519,0.0577695279150419,0.0566739683892848
0.2,0.5,7.952215139228375e-07,1.632792239318899,29.98863946279608,19.99252311267068,0.0718920243344614,0.0740981352670728,0.0733359877931935,0.0758495822429926
0.2,0.4,7.952215139228375e-07,1.1573586003831198,29.98863946279608,19.99252311267068,0.1076097187747222,0.097605016197044,0.1078860594351114,0.0981308333075117
0.2,0.3,7.952215139228375e-07,0.6813358975926657,29.98863946279608,19.99252311267068,0.1737232515605622,0.1772548070619635,0.174608773382427,0.1772022681994698
0.2,0.2,7.952215139228375e-07,0.2047517203904248,29.98863946279608,19.99252311267068,0.5975238885529575,0.6146492981019188,0.5979972468895776,0.6144694206490189
0.3,0.9,6.958188246824828e-07,3.1680653810118526,29.98863946279608,19.99252311267068,0.0393132034918751,0.0379351389289914,0.0411661796157331,0.0403659263251038
0.3,0.8,6.958188246824828e-07,1.831825639857176,29.98863946279608,19.99252311267068,0.0684575209867061,0.0673988652438121,0.0693019516238715,0.0686032602444369
0.3,0.7,6.958188246824828e-07,1.4170752389268555,29.98863946279608,19.99252311267068,0.0857023724944413,0.0844180890825068,0.087344309206496,0.0859787603911089
0.3,0.6,6.958188246824828e-07,1.107607140113722,29.98863946279608,19.99252311267068,0.1068480118203815,0.1111089862813875,0.1079808500137444,0.1116053996882003
0.3,0.5,6.958188246824828e-07,0.7994589059855651,29.98863946279608,19.99252311267068,0.1494053158164729,0.150307089082624,0.150361325262273,0.1506873640969304
0.3,0.4,6.958188246824828e-07,0.4906919337164526,29.98863946279608,19.99252311267068,0.2415186248131381,0.255742096461012,0.2424090798719604,0.2565380927005121
0.3,0.3,6.958188246824828e-07,0.1813358975926657,29.98863946279608,19.99252311267068,0.6938974738163172,0.6436821049135226,0.6943193389824073,0.6431153210174166
0.4,0.9,5.964161354421282e-07,2.594772667953173,29.98863946279608,19.99252311267068,0.0466173904758276,0.0458969114921814,0.0480650373866341,0.0471524868802834
0.4,0.8,5.964161354421282e-07,1.2587587916218517,29.98863946279608,19.99252311267068,0.0967998522289814,0.0952983702674961,0.0974525100890729,0.0959580248055726
0.4,0.7,5.964161354421282e-07,0.8614405358423055,29.98863946279608,19.99252311267068,0.1382991954877712,0.1466460369106555,0.139201707903862,0.1469805595649767
0.4,0.6,5.964161354421282e-07,0.608842815911888,29.98863946279608,19.99252311267068,0.1876688069240198,0.1959765069451963,0.1881161635980682,0.1968169410376172
0.4,0.5,5.964161354421282e-07,0.3827922393188983,29.98863946279608,19.99252311267068,0.327580062274457,0.3313422033747694,0.3278623460391049,0.3308539760553832
0.4,0.4,5.964161354421282e-07,0.1573586003831194,29.98863946279608,19.99252311267068,0.7851882690471659,0.8065720181271446,0.7849190385959832,0.806624964936558
0.5,0.9,4.970134462017736e-07,2.0817713281383723,29.98863946279608,19.99252311267068,0.0569431904997254,0.0568751384324231,0.057853648582032,0.0590245702173322
0.5,0.8,4.970134462017736e-07,0.8877165533807067,29.98863946279608,19.99252311267068,0.1435882235877433,0.1375118477173091,0.1437523666367548,0.1377336705927347
0.5,0.7,4.970134462017736e-07,0.5281196739639038,29.98863946279608,19.99252311267068,0.2326627298062794,0.2273705107517006,0.2324889154621988,0.2278883541035285
0.5,0.6,4.970134462017736e-07,0.3136329875496595,29.98863946279608,19.99252311267068,0.3693638440655763,0.3666595995534089,0.3692738805886627,0.3664639724402075
0.5,0.5,4.970134462017736e-07,0.1327922393188982,29.98863946279608,19.99252311267068,0.9346606046680672,0.9174725923946194,0.9347388637799108,0.9185858030175668
0.6,0.9,3.976107569614187e-07,1.5685987243816586,29.98863946279608,19.99252311267068,0.0731626520853001,0.0809474534898952,0.0744417899833435,0.0813897477218882
0.6,0.8,3.976107569614187e-07,0.5900686112809056,29.98863946279608,19.99252311267068,0.1972547838309009,0.1980795749922603,0.1971799743207729,0.1991400491588998
0.6,0.7,3.976107569614187e-07,0.2850142197159535,29.98863946279608,19.99252311267068,0.4260075970912883,0.4173227335797914,0.4262340943788339,0.4173258043809345
0.6,0.6,3.976107569614187e-07,0.1076071401137224,29.98863946279608,19.99252311267068,1.1274443722630307,1.118491823973646,1.1268808734422642,1.1182101757388272
0.7,0.9,2.982080677210641e-07,1.0552502843369955,29.98863946279608,19.99252311267068,0.107974097456739,0.1137151510141332,0.1080653333331415,0.1147140675540899
0.7,0.8,2.982080677210641e-07,0.3190579893061341,29.98863946279608,19.99252311267068,0.3845021769587099,0.402519508070391,0.3847914227657075,0.4023216405584703
0.7,0.7,2.982080677210641e-07,0.08177132813837,29.98863946279608,19.99252311267068,1.539973677959701,1.5064580764293924,1.540641729817757,1.5061583864403052
0.8,0.9,1.9880537848070934e-07,0.5417212500717896,29.98863946279608,19.99252311267068,0.2070468549131407,0.226432083981146,0.2080830324265296,0.2257379016671633
0.8,0.8,1.9880537848070934e-07,0.0552502843369952,29.98863946279608,19.99252311267068,2.211349846262961,2.142730918105844,2.2109248969455964,2.142415600730782
0.9,0.9,9.94026892403547e-08,0.02800666788532,29.98863946279608,19.99252311267068,4.461450601250723,4.341990104027019,4.461372549818514,4.341115907471113
0.01,0.09,9.840866234795116e-07,8.229891237735247,29.98863946279608,19.99252311267068,0.0141185886768979,0.0148095840549059,0.0193400175798953,0.0199797181920574
0.01,0.08,9.840866234795116e-07,7.232145617540397,29.98863946279608,19.99252311267068,0.0164711009622602,0.0171920381556411,0.0206775347769824,0.0208489404746299
0.01,0.07,9.840866234795116e-07,6.234394926546605,29.98863946279608,19.99252311267068,0.0195365975687629,0.0198606081947124,0.0230298339523859,0.0236649482487559
0.01,0.06,9.840866234795116e-07,5.23663918751428,29.98863946279608,19.99252311267068,0.0235670315990824,0.0225371076917173,0.0263329131180079,0.0263920782474979
0.01,0.05,9.840866234795116e-07,4.238878423050941,29.98863946279608,19.99252311267068,0.0290187036544001,0.0278528761287099,0.0314478709275734,0.0309789682868744
0.01,0.04,9.840866234795116e-07,3.241112655612566,29.98863946279608,19.99252311267068,0.0366825875218451,0.0382900208585267,0.038516909582943,0.0398322723204034
0.01,0.03,9.840866234795116e-07,2.243341907504956,29.98863946279608,19.99252311267068,0.055244197053085,0.0529013671279241,0.0562149100061835,0.0540747023750469
0.01,0.02,9.840866234795116e-07,1.2455662008850723,29.98863946279608,19.99252311267068,0.099740315828918,0.0926848983698566,0.1007235409484928,0.0932980159089028
0.01,0.01,9.840866234795116e-07,0.2477855577623472,29.98863946279608,19.99252311267068,0.4826681588757301,0.5083130119023247,0.482977732997397,0.5079212143581309
0.02,0.09,9.741463545554763e-07,3.7298912377352456,29.98863946279608,19.99252311267068,0.0323583132529741,0.0345962038671476,0.0346402888751598,0.0365989468495054
0.02,0.08,9.741463545554763e-07,3.232145617540396,29.98863946279608,19.99252311267068,0.0363161836515027,0.0365466170348835,0.0384748692454718,0.0383432154577351
0.02,0.07,9.741463545554763e-07,2.734394926546604,29.98863946279608,19.99252311267068,0.0437299872311905,0.0427610170113776,0.0462055012749966,0.0445844301269081
0.02,0.06,9.741463545554763e-07,2.236639187514281,29.98863946279608,19.99252311267068,0.0537478705689759,0.0515574688552059,0.0560525268560062,0.0532673941623682
0.02,0.05,9.741463545554763e-07,1.7388784230509404,29.98863946279608,19.99252311267068,0.0693787532879941,0.0694964473670152,0.0707388971330559,0.0706528977317102
0.02,0.04,9.741463545554763e-07,1.2411126556125651,29.98863946279608,19.99252311267068,0.0946043259699728,0.0960447966156159,0.0952829173351253,0.0963219065576656
0.02,0.03,9.741463545554763e-07,0.7433419075049564,29.98863946279608,19.99252311267068,0.1511159496333953,0.1603938668864135,0.1516184570856514,0.1612779714492065
