m,M,delta_suppression,epsilon_suppression,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS,difference_laplace_M_minus_MoS_realmean,difference_gaussian_M_minus_MoS_realmean,difference_laplace_MChangeEpsDelta_minus_MoS_realmean,difference_gaussian_MChangeEpsDelta_minus_MoS_realmean
0.5,0.9,4.970134462017736e-07,2.177825113937637,-0.3028863421462776,-0.338809979635702,-0.487883811905274,-0.5374598471071054,-0.3032998957078132,-0.339182647397632,-0.4875382344318597,-0.5363134064926003
0.5,0.8,4.970134462017736e-07,0.9886300258909754,-0.2995965247886907,-0.3129490228258259,-0.4153942074835464,-0.4325271051670817,-0.2994568291471752,-0.3120468632038751,-0.4155472706425022,-0.4325634545750568
0.5,0.7,4.970134462017736e-07,0.6388931431982581,-0.2910252978712374,-0.3060868985138459,-0.3522547882198077,-0.3445174558513074,-0.2901963825825426,-0.3058440231309567,-0.3509121863165261,-0.3445239797190877
0.5,0.6,4.970134462017736e-07,0.4410405561104139,-0.2614242829416567,-0.2758034511366334,-0.2229188522770808,-0.2468013217944852,-0.2603306011153098,-0.2751338364038196,-0.2228563336338427,-0.2464362115294707
0.5,0.5,4.970134462017736e-07,0.2809298036201614,-0.2615643059295832,-0.257961624014723,-0.0453517783663385,-0.0589789036621595,-0.2613144322770718,-0.2574796530275471,-0.0447530017026427,-0.0591384783090285
0.6,0.9,3.976107569614187e-07,1.6502978251128062,-0.4409889070656876,-0.4605410439920159,-0.6074718334242069,-0.6286696809677954,-0.4404276909520978,-0.4597577030999792,-0.6069050578239857,-0.6272922146473636
0.6,0.8,3.976107569614187e-07,0.6829925611006017,-0.4546916234935554,-0.4099280613722103,-0.5237087925361754,-0.4775638932644655,-0.4550139883971253,-0.40959236527079,-0.524281392183196,-0.4781943735800149
0.6,0.7,3.976107569614187e-07,0.3902683998635957,-0.3979306478877877,-0.4027996298812082,-0.3301593983484135,-0.3490017430075984,-0.3972856093654198,-0.4025788791746508,-0.3293133895165786,-0.3491991566350667
0.6,0.6,3.976107569614187e-07,0.2307056927355977,-0.3787031887714362,-0.3851597776367955,-0.1018456840486279,-0.1217580854630296,-0.3782522772325832,-0.3845645200102024,-0.1025608886783995,-0.1216691640027133
0.7,0.9,2.982080677210641e-07,1.1219912833392711,-0.6589471978391682,-0.7179956003538404,-0.7921613820333074,-0.849676723253726,-0.6588443060550557,-0.7178423346717641,-0.7909258951191457,-0.8490039009996548
0.7,0.8,2.982080677210641e-07,0.4003517881780855,-0.6015927001615217,-0.6301357419568829,-0.5346115194263648,-0.5720630734103636,-0.6006783028428762,-0.6292656908159759,-0.5342165474228036,-0.5718274711410432
0.7,0.7,2.982080677210641e-07,0.1778251139376357,-0.582644555352569,-0.5294251502327895,-0.1559998437385502,-0.1094994504248857,-0.5830716083941205,-0.5280381194859977,-0.1569522256691683,-0.1088189815613487
0.8,0.9,1.9880537848070934e-07,0.5928600813128483,-1.0393904788787465,-1.1093819661013995,-1.0921127939325164,-1.1498182499943408,-1.039060881359556,-1.1101300540251189,-1.0925989784189316,-1.1506683803211564
0.8,0.8,1.9880537848070934e-07,0.1219912833392709,-0.9825606925952148,-0.9684831827111138,-0.2096463631638006,-0.1770482375223265,-0.9818428898781646,-0.9674618977269324,-0.2094048017120284,-0.1771242186284314
0.9,0.9,9.94026892403547e-08,0.0628547234737303,-2.352926534373697,-2.139161077621968,-0.7797318286003949,-0.4394581795986541,-2.3521697833531285,-2.140030944538055,-0.7794014423075408,-0.4395895569205816
0.01,0.09,9.840866234795116e-07,8.463945538725794,-0.004265161297267,-0.0003457466112775,-0.2475241415826416,-0.2286635394287944,-0.0031339555126582,0.000727186956924,-0.2421163722704123,-0.2233142344151013
0.01,0.08,9.840866234795116e-07,7.468016386639051,-0.0261115614584087,-0.0009975804291608,-0.2407614673953292,-0.2307164378864981,-0.0257299870747283,-0.0008878353122093,-0.2365935572797169,-0.2264037001916366
0.01,0.07,9.840866234795116e-07,6.472070729914749,-0.0158395734065849,-0.0108439203162838,-0.2334028178193808,-0.2298044669220305,-0.0155475958223602,-0.0101108017455421,-0.2290651961865043,-0.2264207356043895
0.01,0.06,9.840866234795116e-07,5.476108701843772,-0.0052482589115799,-0.0003669022748837,-0.2233537760229007,-0.2193701182013773,-0.0061612797497027,-0.0005952453301044,-0.2203145592949724,-0.2162891266541062
0.01,0.05,9.840866234795116e-07,4.480130434108827,-0.0016841348607141,-0.0263311423461694,-0.2133292818773285,-0.2266758305206276,-0.0019218025454302,-0.0258578545268357,-0.2104252258478236,-0.2236162271674865
0.01,0.04,9.840866234795116e-07,3.4841360568101942,-1.4166339559695816e-05,-0.0180631351578756,-0.2116434675574559,-0.2185810712035164,0.0009578403106806,-0.018390186497685,-0.2082470442153012,-0.2155706235662601
0.01,0.03,9.840866234795116e-07,2.488125698490994,-0.0107300597076999,1.6695615120909668e-05,-0.2040869249311734,-0.1948430157602766,-0.0090338790222944,0.0005999388928117,-0.2016022468938449,-0.1929572115735977
0.01,0.02,9.840866234795116e-07,1.4920994861619232,-0.0107324029101335,-0.0101707439764199,-0.1722664721766595,-0.1728775143807865,-0.0097707472354212,-0.010483058344809,-0.169611855271816,-0.1723316601418403
0.01,0.01,9.840866234795116e-07,0.4960575453255335,-0.0054286263700968,-0.0151473327935885,-0.0270221474869102,-0.0048263257447056,-0.0057543341928079,-0.0148887707806339,-0.0270551857756902,-0.0045177510350994
0.02,0.09,9.741463545554763e-07,3.963945538725792,-0.0016502007879485,-0.0131879299359319,-0.215929228420058,-0.2203369295485711,-0.0012403727403307,-0.0120339535451549,-0.2142135513275092,-0.217818540052865
0.02,0.08,9.741463545554763e-07,3.4680163866390505,-0.0103876873493249,-0.006332019266791,-0.2165333524853954,-0.2119764640776331,-0.0092656334637118,-0.0062249080141458,-0.2137915708531145,-0.210380670882344
0.02,0.07,9.741463545554763e-07,2.972070729914748,-0.0224960009736673,-0.0183431790978085,-0.2155190995609053,-0.2187424104737505,-0.0222481492933158,-0.0168863579169207,-0.2144882446008058,-0.2166101511343859
0.02,0.06,9.741463545554763e-07,2.476108701843772,-0.008611289627274,0.0038535835235826,-0.1960310566181908,-0.1965729658222093,-0.008253624771589,0.0039725865337148,-0.1947664763985335,-0.1946440591677916
0.02,0.05,9.741463545554763e-07,1.9801304341088264,0.0086417196731372,-0.0124291802759338,-0.1741850027133183,-0.1908217347554726,0.0091590752370246,-0.0126429342436377,-0.1729485934735022,-0.1890816696106788
0.02,0.04,9.741463545554763e-07,1.484136056810195,-0.0013097274945934,0.00750500330886,-0.1704415141304625,-0.1546765124578576,-0.0017825444417896,0.0068659728786749,-0.1706632672260145,-0.1540525151258963
0.02,0.03,9.741463545554763e-07,0.9881256984909932,-0.013514882864664,-0.0113715531864568,-0.1243611490647887,-0.1195654245045819,-0.0128826016449007,-0.0102407959320242,-0.1236368969453349,-0.1175759651623228
0.02,0.02,9.741463545554763e-07,0.4920994861619237,-0.0145271182979714,-0.0120200763955105,-0.0135973381504498,-0.0121915010645,-0.011854688221306,-0.0120367334067374,-0.0114383425039326,-0.0123400890496901
0.03,0.09,9.642060856314406e-07,2.4639455387257923,-0.0182606615071598,-0.0067447330865114,-0.2151060622118615,-0.1980568590496287,-0.0179795778842802,-0.0068787464892837,-0.2134966763020826,-0.1961848445119312
0.03,0.08,9.642060856314406e-07,2.1346830533057184,-0.0049297880514629,-0.0250967465905105,-0.1865164417298351,-0.2057087210320468,-0.0051366507841517,-0.0251612599942848,-0.1853139441527146,-0.2056255577927546
0.03,0.07,9.642060856314406e-07,1.8054040632480823,-0.0220248968390309,-0.012212530550418,-0.1912968744415794,-0.1817509594241039,-0.0219602351675617,-0.012362924561513,-0.1895881271358461,-0.1812543545244349
0.03,0.06,9.642060856314406e-07,1.476108701843772,-0.0205351928956942,-0.0215630789695984,-0.1772989148570304,-0.1705135210839662,-0.0205026465797963,-0.0210811950385945,-0.1768516233880352,-0.169220232148049
0.03,0.05,9.642060856314406e-07,1.1467971007754936,0.0020167234680094,-0.0002042372773886,-0.1345476586488843,-0.1349520580814439,0.0014561053012754,-0.0004446019539219,-0.1341234675905623,-0.1336824894216604
0.03,0.04,9.642060856314406e-07,0.8174693901435289,-0.0095445669341883,-0.0135385523931747,-0.1032071973907504,-0.101847797594647,-0.008806600794502,-0.0139288139347631,-0.1029849339350319,-0.1013073936023511
0.03,0.03,9.642060856314406e-07,0.4881256984909938,0.0018894749844317,-0.0350691678205115,0.0039712928689596,-0.018117445270643,0.0035762016133481,-0.0344599626481952,0.0053820574578928,-0.0174305686054968
0.04,0.09,9.542658167074057e-07,1.7139455387257918,-0.0007377784492154,-0.0087207072829718,-0.1719230575729448,-0.1868950612888426,-0.0008454056285981,-0.008621779989811,-0.1712952619510331,-0.1862853042080278
0.04,0.08,9.542658167074057e-07,1.4680163866390523,-0.016591928959927,-0.0164333301119945,-0.1729480917574435,-0.1712481007338487,-0.0166701178783987,-0.0162855105261394,-0.1721328192077937,-0.1691727001131617
0.04,0.07,9.542658167074057e-07,1.2220707299147484,-0.0233208830801627,-0.0223568411132322,-0.1636328962827858,-0.1555963162254803,-0.022370970296512,-0.0206274481915915,-0.1629216531149744,-0.1537707025828713
0.04,0.06,9.542658167074057e-07,0.9761087018437724,-0.0018411362798093,-0.0069836846342923,-0.1246196056327659,-0.1250780966956864,-0.001848053419842,-0.0074970705128203,-0.1248787415722352,-0.1240264867749555
0.04,0.05,9.542658167074057e-07,0.7301304341088268,-0.0137819549203228,-0.0104533839520022,-0.0779405163185072,-0.087661389492633,-0.0141853984207548,-0.0099771318991987,-0.0776088003265681,-0.086184363381207
0.04,0.04,9.542658167074057e-07,0.4841360568101951,-0.0098162456618484,-0.0094096924896323,-0.0007452696855441,0.0079462133982778,-0.0103069948208888,-0.0093641498998459,-0.0007656471251528,0.0075653266389597
0.05,0.09,9.4432554778337e-07,1.263945538725791,-0.0187296199056826,-0.0142963585262976,-0.1622757847905104,-0.1609821829347028,-0.0175632282008478,-0.0142459477013234,-0.1595276461919208,-0.1605329946846115
0.05,0.08,9.4432554778337e-07,1.0680163866390515,-0.0201055448168325,-0.0012807327418374,-0.150259275075211,-0.1395270244226205,-0.0199244270902165,-0.0007621442730902,-0.1488870798082905,-0.1395103716123097
0.05,0.07,9.4432554778337e-07,0.8720707299147487,-0.0419019089514582,-0.0186854446827318,-0.138685480732397,-0.1133804892702107,-0.0417987646140097,-0.0180031820177329,-0.1381585914496667,-0.113250324612665
0.05,0.06,9.4432554778337e-07,0.6761087018437724,-0.0077764579145979,-0.005950513300766,-0.0753485691725298,-0.0687802362874645,-0.0076909640528412,-0.0051449692493107,-0.0751960544032538,-0.0680069119006829
0.05,0.05,9.4432554778337e-07,0.4801304341088268,0.0015063427082898,-0.0114070606182914,0.01010516838902,0.0058484972111797,0.0016410329610183,-0.0115683323117481,0.0102959795115317,0.0057060822136754
0.06,0.09,9.343852788593344e-07,0.9639455387257914,-0.0178924594571427,-0.0227656851136484,-0.1333945146251589,-0.1385008924377641,-0.0183365425698483,-0.0231451053974464,-0.1327763603103416,-0.1384861179744518
0.06,0.08,9.343852788593344e-07,0.8013497199723856,-0.02755777123479,-0.0232309966167851,-0.1068383324777684,-0.1178508031043299,-0.0272016696662186,-0.0226053408733303,-0.1063906051254044,-0.1172347534015271
0.06,0.07,9.343852788593344e-07,0.6387373965814154,-0.0326985728518228,-0.0008947393439155,-0.0849870758036467,-0.0593267585861622,-0.0321005910749696,-0.0018971225300691,-0.0846314892547104,-0.0606681549727868
0.06,0.06,9.343852788593344e-07,0.4761087018437724,-0.0515703316381525,-0.0215711247218985,-0.0309916179181701,-0.0130516793947404,-0.0528468908425951,-0.022471443822949,-0.0327291503958206,-0.0133431872227736
0.07,0.09,9.244450099352984e-07,0.7496598244400766,-0.0258377904058952,-0.0362848970034842,-0.1169601505967329,-0.1060471531120572,-0.025394308305912,-0.0352609809051709,-0.1160602698651986,-0.1051242546135756
0.07,0.08,9.244450099352984e-07,0.6108735294961944,-0.0166633135431535,-0.0085632497826241,-0.0554354693469069,-0.0602019456397793,-0.0159503808882151,-0.0084334402824524,-0.0547185110416703,-0.0606685399821851
0.07,0.07,9.244450099352984e-07,0.4720707299147485,-0.0053158077780403,-0.0212509642977215,0.0124441025131639,-0.0110724800204072,-0.0050934619603841,-0.0204318571054459,0.0130326411814257,-0.0113720726457993
0.08,0.09,9.145047410112634e-07,0.588945538725791,-0.0172540587263106,-0.0315975362743819,-0.0605586943912382,-0.0633740123614826,-0.0160751102640498,-0.0312288155965088,-0.0605141484285761,-0.0626417436826458
0.08,0.08,9.145047410112634e-07,0.4680163866390518,-0.0180010491278523,-0.0296195211573384,-0.0074413880648552,-0.0069601239757484,-0.0182493989944134,-0.0295112645548313,-0.0077588395185571,-0.0071441230322287
0.09,0.09,9.045644720872276e-07,0.4639455387257911,-0.0320921605074272,-0.0380154530945519,-0.003097274768656,-0.0145278135370373,-0.0316052019484105,-0.037674387147037,-0.003552047770864,-0.0134769693914549
