m,M,delta prima,epsilon prima,average weight,average_laplacian weight,average_gaussian weight,average volume,average_laplacian volume,average_gaussian volume,L2_laplacian_prima,L2_gaussian_prima
0.1,0.9,8.946242031631922e-07,8.195987029498756,29.98863946279608,29.94720584310237,30.005901120925994,19.99252311267068,20.008193304375137,19.99415761440783,0.0534261475226764,0.0083040169551136
0.1,0.8,8.946242031631922e-07,7.2953945291203475,29.98863946279608,29.9937720901459,30.061210721391213,19.99252311267068,19.979349061035943,20.04479977384285,0.0215696115228807,0.0758536231804598
0.1,0.7,8.946242031631922e-07,6.415735221843628,29.98863946279608,29.980655304591032,29.9650355521102,19.99252311267068,19.994950188993595,19.90642995532326,0.0199929445471684,0.0998892680774329
0.1,0.6,8.946242031631922e-07,5.523137163611585,29.98863946279608,30.01597768797213,29.913536536957803,19.99252311267068,20.01193972551978,19.97331897477453,0.0199460161040346,0.0904865047856948
0.1,0.5,8.946242031631922e-07,4.620114506958277,29.98863946279608,29.949937520405168,29.91177366293688,19.99252311267068,19.977711220647883,20.109787608509357,0.0548000141258221,0.1408446148554437
0.1,0.4,8.946242031631922e-07,3.7085130668623143,29.98863946279608,29.99463589963616,30.02526759669301,19.99252311267068,20.074266226598315,20.00028710025112,0.0744596936997835,0.0252692277126698
0.1,0.3,8.946242031631922e-07,2.789728043577631,29.98863946279608,29.98859698257279,29.86494000152873,19.99252311267068,20.016370588839088,20.13182127065006,0.0199505635354922,0.1887274505281521
0.1,0.2,8.946242031631922e-07,1.8648397251631903,29.98863946279608,29.935860865134376,30.23786665314943,19.99252311267068,19.97009216995076,20.033094673810893,0.0707693925335314,0.2401578691510228
0.1,0.1,8.946242031631922e-07,0.9347016640011662,29.98863946279608,29.9557875216282,29.68132491217653,19.99252311267068,19.95335382553832,20.39316250428987,0.0642698127870819,0.5060934364114756
0.2,0.9,7.952215139228376e-07,4.536418382828267,29.98863946279608,30.00356380556575,30.062571916461447,19.99252311267068,19.989893629789638,20.09830803286628,0.0107163160152846,0.1165320301706596
0.2,0.8,7.952215139228376e-07,3.335993124944123,29.98863946279608,30.020658162418517,29.96962641647725,19.99252311267068,19.961399497634265,19.935600304286133,0.0437808001000075,0.0712030574066314
0.2,0.7,7.952215139228376e-07,2.915735221843628,29.98863946279608,29.91927644764879,29.861977124195988,19.99252311267068,19.96428321784176,20.054384521206757,0.0882721951235935,0.1483509029028723
0.2,0.6,7.952215139228376e-07,2.523137163611585,29.98863946279608,29.99401429504069,30.26502042740081,19.99252311267068,20.174600530583,19.87509975852867,0.174703102272752,0.2929776395210094
0.2,0.5,7.952215139228376e-07,2.1201145069582776,29.98863946279608,29.982608525402487,29.91444659684239,19.99252311267068,19.97620383577871,20.051034136123228,0.029474070304636,0.0996186119241425
0.2,0.4,7.952215139228376e-07,1.7085130668623152,29.98863946279608,29.993495919784348,30.088034893749768,19.99252311267068,20.016693095798427,20.108661201000057,0.0179154265030755,0.1398477712382566
0.2,0.3,7.952215139228376e-07,1.289728043577631,29.98863946279608,29.984546142137205,29.521709370734172,19.99252311267068,19.98012360751135,19.98182789780845,0.0251772258441311,0.4786357188317214
0.2,0.2,7.952215139228376e-07,0.8648397251631903,29.98863946279608,30.11755239164289,29.808784889570816,19.99252311267068,19.967616787498603,19.992645721923804,0.1219312807809125,0.1913564837220493
0.3,0.9,6.958188246824828e-07,3.55575364861844,29.98863946279608,30.00177524638274,29.65635217697632,19.99252311267068,19.97846106166939,20.13105264356286,0.0216119727033256,0.3677888275270622
0.3,0.8,6.958188246824828e-07,2.180266386740503,29.98863946279608,29.963975714128992,29.87600467169339,19.99252311267068,20.002054277481783,20.04527631840484,0.0360828107065991,0.1320029789442663
0.3,0.7,6.958188246824828e-07,1.7804540248006575,29.98863946279608,29.983819274160066,30.1073218760468,19.99252311267068,19.9836668381346,19.89012637070233,0.0229910431522496,0.1535910137125431
0.3,0.6,6.958188246824828e-07,1.5238551221072782,29.98863946279608,30.020374828889587,29.838116294994464,19.99252311267068,19.95815546240628,19.77370895327166,0.0465413684662583,0.2782336639871718
0.3,0.5,6.958188246824828e-07,1.2867811736249442,29.98863946279608,29.86253515137599,30.435546485029583,19.99252311267068,20.01503764383278,19.875057561520304,0.1382849064043631,0.4531129589350513
0.3,0.4,6.958188246824828e-07,1.041846400195649,29.98863946279608,29.89296819915269,29.0505006698302,19.99252311267068,20.10729083179819,20.07355945940283,0.1515490975907297,0.9523444608231498
0.3,0.3,6.958188246824828e-07,0.7897280435776314,29.98863946279608,29.839507386816024,29.502491964249558,19.99252311267068,20.1538300354023,20.615369820480677,0.2223096009588756,0.7913243719200633
0.4,0.9,5.964161354421281e-07,2.970877397374573,29.98863946279608,30.00790386314175,30.01129374876257,19.99252311267068,20.01066123657225,20.02080400678327,0.0132715115119968,0.0236718283905237
0.4,0.8,5.964161354421281e-07,1.6219243544110258,29.98863946279608,29.970764216253325,29.867024208329784,19.99252311267068,20.06561063294376,20.22104913392284,0.0718295635971917,0.2579637198878101
0.4,0.7,5.964161354421281e-07,1.2474029062976228,29.98863946279608,29.90478569871934,30.27033759077904,19.99252311267068,19.96057772968985,19.872406705917005,0.1030527950361878,0.2989355477074701
0.4,0.6,5.964161354421281e-07,1.040004453643959,29.98863946279608,29.985168843525827,30.44566425744547,19.99252311267068,20.042269119974144,20.00573027522924,0.0447955545311134,0.4457010953751667
0.4,0.5,5.964161354421281e-07,0.8719887568651667,29.98863946279608,29.983897999694637,31.012743140394267,19.99252311267068,19.93306142544558,19.904075187403716,0.0688480005316909,1.0172758908414548
