m,M,delta_suppression,epsilon_suppression,original_average_weight,original_average_volume,L2_laplace,L2_gaussian,L2_realmean_laplace,L2_realmean_gaussian
0.1,0.9,8.946242031631923e-07,8.029507033393072,1503.489986337656,200.1541735914337,0.4980373661704904,0.4998224565174721,3.510970828663497,3.5155872903291314
0.1,0.8,8.946242031631923e-07,7.055250284336993,1503.489986337656,200.1541735914337,0.558510280966922,0.5539838955962275,3.425519369554949,3.5047975828333646
0.1,0.7,8.946242031631923e-07,6.08177132813837,1503.489986337656,200.1541735914337,0.6154598430063638,0.6289871349416776,3.520756240890769,3.5221411604470694
0.1,0.6,8.946242031631923e-07,5.10760714011372,1503.489986337656,200.1541735914337,0.7543418920164323,0.7682534594190333,3.498857421025303,3.520382394174523
0.1,0.5,8.946242031631923e-07,4.132792239318897,1503.489986337656,200.1541735914337,0.8918218909474482,0.9703632396220312,3.594769742328973,3.580064896504417
0.1,0.4,8.946242031631923e-07,3.15735860038312,1503.489986337656,200.1541735914337,1.237507428124482,1.1850787725134124,3.635872870600165,3.4769078405773053
0.1,0.3,8.946242031631923e-07,2.181335897592665,1503.489986337656,200.1541735914337,1.789243608952006,1.823660475613808,3.743032388303449,3.745503208751649
0.1,0.2,8.946242031631923e-07,1.204751720390425,1503.489986337656,200.1541735914337,3.4721425813019104,3.411882595160455,4.893991427014227,4.586889908379614
0.1,0.1,8.946242031631923e-07,0.2276317642164649,1503.489986337656,200.1541735914337,16.531058267756094,18.49397931050726,16.694765611057672,18.422629787501283
0.2,0.9,7.952215139228375e-07,4.184423931697394,1503.489986337656,200.1541735914337,0.9951680595983168,0.8960885300905556,3.541884469634736,3.3700445873549127
0.2,0.8,7.952215139228375e-07,3.0573522448022388,1503.489986337656,200.1541735914337,1.3118578553444278,1.272837771858899,3.4292927776918387,3.5066992980282112
0.2,0.7,7.952215139228375e-07,2.5817713281383705,1503.489986337656,200.1541735914337,1.4866923401704066,1.5759574449239897,3.563238381355406,3.750370425301397
0.2,0.6,7.952215139228375e-07,2.1076071401137213,1503.489986337656,200.1541735914337,1.905297164549995,1.879959055290525,3.756836913090314,3.7355811431493593
0.2,0.5,7.952215139228375e-07,1.632792239318899,1503.489986337656,200.1541735914337,2.54414409823302,2.364451206252209,4.010288580672997,3.8970590887396286
0.2,0.4,7.952215139228375e-07,1.1573586003831198,1503.489986337656,200.1541735914337,3.565430397411136,3.3976083594400297,4.582898721106155,4.519966246264371
0.2,0.3,7.952215139228375e-07,0.6813358975926657,1503.489986337656,200.1541735914337,5.645354747349928,5.835348275410179,6.602647647675305,6.6842722990533865
0.2,0.2,7.952215139228375e-07,0.2047517203904248,1503.489986337656,200.1541735914337,19.760922153890856,19.262843820138965,19.78460930477985,19.51607001988398
0.3,0.9,6.958188246824828e-07,3.1680653810118526,1503.489986337656,200.1541735914337,1.269005359862123,1.2124099681556235,3.6334905815614,3.533183962261484
0.3,0.8,6.958188246824828e-07,1.831825639857176,1503.489986337656,200.1541735914337,2.144233333319864,2.2024394792012205,3.8271050495475327,3.919486844795422
0.3,0.7,6.958188246824828e-07,1.4170752389268555,1503.489986337656,200.1541735914337,2.7816799334650826,2.905910115828465,4.181854606009527,4.27121914934697
0.3,0.6,6.958188246824828e-07,1.107607140113722,1503.489986337656,200.1541735914337,3.4429956161460518,3.632577060473709,4.439845670250568,4.737790447629358
0.3,0.5,6.958188246824828e-07,0.7994589059855651,1503.489986337656,200.1541735914337,4.751788596960244,5.083730579834033,5.781078740434352,6.1362901477593885
0.3,0.4,6.958188246824828e-07,0.4906919337164526,1503.489986337656,200.1541735914337,8.316916279785652,7.897309050178646,8.767223837393917,8.67128396544262
0.3,0.3,6.958188246824828e-07,0.1813358975926657,1503.489986337656,200.1541735914337,20.98515907812284,22.005761718710925,21.205966481413483,22.158649260460184
0.4,0.9,5.964161354421282e-07,2.594772667953173,1503.489986337656,200.1541735914337,1.440252039355684,1.49483067746848,3.57130723350753,3.59429390229597
0.4,0.8,5.964161354421282e-07,1.2587587916218517,1503.489986337656,200.1541735914337,3.028259498849862,3.0830012539664065,4.350313450554073,4.293484379214462
0.4,0.7,5.964161354421282e-07,0.8614405358423055,1503.489986337656,200.1541735914337,4.495603948763626,4.576983582448204,5.166619775802868,5.611736844870896
0.4,0.6,5.964161354421282e-07,0.608842815911888,1503.489986337656,200.1541735914337,6.281158147352792,6.454413164396854,6.920240109549657,7.141604751542087
0.4,0.5,5.964161354421282e-07,0.3827922393188983,1503.489986337656,200.1541735914337,10.894226415524804,10.313620082356188,11.416903390826809,10.45650867890518
0.4,0.4,5.964161354421282e-07,0.1573586003831194,1503.489986337656,200.1541735914337,25.6553407822235,26.571128866570245,25.857470666571885,26.753676716795084
0.5,0.9,4.970134462017736e-07,2.0817713281383723,1503.489986337656,200.1541735914337,1.9678618660806615,1.8573366500339077,3.603672242649773,3.877319361108509
0.5,0.8,4.970134462017736e-07,0.8877165533807067,1503.489986337656,200.1541735914337,4.388127300878971,4.221738735911794,5.421812877706896,5.350759802895111
0.5,0.7,4.970134462017736e-07,0.5281196739639038,1503.489986337656,200.1541735914337,7.737037174085033,7.325362864463661,8.05283847163031,8.044094353495602
0.5,0.6,4.970134462017736e-07,0.3136329875496595,1503.489986337656,200.1541735914337,12.370802824518067,12.770017613510262,12.660205746713014,12.842266785224323
0.5,0.5,4.970134462017736e-07,0.1327922393188982,1503.489986337656,200.1541735914337,30.987810325465183,29.618213195155896,31.094539653040087,29.6159073990415
0.6,0.9,3.976107569614187e-07,1.5685987243816586,1503.489986337656,200.1541735914337,2.449582705030026,2.604040945102584,3.7760635959891498,4.02930655077022
0.6,0.8,3.976107569614187e-07,0.5900686112809056,1503.489986337656,200.1541735914337,6.4306448942717935,6.322645687960718,7.312485101900962,7.142656038049901
0.6,0.7,3.976107569614187e-07,0.2850142197159535,1503.489986337656,200.1541735914337,13.827225815572318,14.279575114209422,14.089534529150216,14.615434037159746
0.6,0.6,3.976107569614187e-07,0.1076071401137224,1503.489986337656,200.1541735914337,34.653961322305506,39.295012963263055,34.83573326544546,39.27940807360274
0.7,0.9,2.982080677210641e-07,1.0552502843369955,1503.489986337656,200.1541735914337,3.938898499004327,3.361128781744589,4.856284464412382,4.612641266252134
0.7,0.8,2.982080677210641e-07,0.3190579893061341,1503.489986337656,200.1541735914337,11.554577062585336,12.898569339991251,12.091311029811774,13.34412322000854
0.7,0.7,2.982080677210641e-07,0.08177132813837,1503.489986337656,200.1541735914337,46.768482675545954,48.55391730453687,46.92719075484869,48.4844012337572
0.8,0.9,1.9880537848070934e-07,0.5417212500717896,1503.489986337656,200.1541735914337,7.376793189807299,7.68881642497131,7.973718355215435,8.266924597430018
0.8,0.8,1.9880537848070934e-07,0.0552502843369952,1503.489986337656,200.1541735914337,73.46997471865119,68.49124987982685,73.39588910969825,68.58062621405811
0.9,0.9,9.94026892403547e-08,0.02800666788532,1503.489986337656,200.1541735914337,141.24329031188466,149.82304116973978,141.32186985570664,149.78470914937978
0.01,0.09,9.840866234795116e-07,8.229891237735247,1503.489986337656,200.1541735914337,0.4752335445842033,0.49468304200963,3.523543106255464,3.486888534999629
0.01,0.08,9.840866234795116e-07,7.232145617540397,1503.489986337656,200.1541735914337,0.5584751858120394,0.5488320470024403,3.4826382911169493,3.5297205009220107
0.01,0.07,9.840866234795116e-07,6.234394926546605,1503.489986337656,200.1541735914337,0.650613635611127,0.6151723134391405,3.4541530971561123,3.5363116794529037
0.01,0.06,9.840866234795116e-07,5.23663918751428,1503.489986337656,200.1541735914337,0.7440944902741621,0.7517689401606977,3.6603729637346576,3.5687058981692896
0.01,0.05,9.840866234795116e-07,4.238878423050941,1503.489986337656,200.1541735914337,0.9492275883506412,0.9971035721208844,3.5749157978662365,3.532882276240028
0.01,0.04,9.840866234795116e-07,3.241112655612566,1503.489986337656,200.1541735914337,1.2248221694833792,1.2441759664739438,3.5235881890397462,3.577617598405184
0.01,0.03,9.840866234795116e-07,2.243341907504956,1503.489986337656,200.1541735914337,1.7537892421682155,1.780395778149101,3.7084120391617934,3.703774243102796
0.01,0.02,9.840866234795116e-07,1.2455662008850723,1503.489986337656,200.1541735914337,3.1101917491561504,3.3048958880405923,4.54007103270698,4.49371611514172
0.01,0.01,9.840866234795116e-07,0.2477855577623472,1503.489986337656,200.1541735914337,15.43443445100264,16.42204234682134,15.673759560251773,16.64523018187747
0.02,0.09,9.741463545554763e-07,3.7298912377352456,1503.489986337656,200.1541735914337,1.0981519539317337,1.0969336951046005,3.5461843266398123,3.633226364410096
0.02,0.08,9.741463545554763e-07,3.232145617540396,1503.489986337656,200.1541735914337,1.202830422352522,1.2038343902865396,3.6143898524515743,3.478649744016348
0.02,0.07,9.741463545554763e-07,2.734394926546604,1503.489986337656,200.1541735914337,1.4124450178118346,1.4673549267712191,3.4907813491448807,3.64704656872934
