m,M,delta prima,epsilon prima,real_weight,real_volume,metric_laplacian,metric_gaussian
0.1,0.9,8.946242031631922e-07,8.195987029498756,1500.0,200.0,0.6185375536083018,-0.0223676238029391
0.1,0.8,8.946242031631922e-07,7.2953945291203475,1500.0,200.0,0.9601311556129736,1.1550133351688825
0.1,0.7,8.946242031631922e-07,6.415735221843628,1500.0,200.0,-0.0997578129025535,-0.901760709591886
0.1,0.6,8.946242031631922e-07,5.523137163611585,1500.0,200.0,0.1222374400185128,0.5699613272988406
0.1,0.5,8.946242031631922e-07,4.620114506958277,1500.0,200.0,0.5850924268658382,-0.2442510967050841
0.1,0.4,8.946242031631922e-07,3.7085130668623134,1500.0,200.0,1.558814297863619,-0.7978438541237596
0.1,0.3,8.946242031631922e-07,2.789728043577631,1500.0,200.0,-0.0056883317801039,-1.2621059853515528
0.1,0.2,8.946242031631922e-07,1.8648397251631903,1500.0,200.0,-0.9047892491987826,-1.6696491992146072
0.1,0.1,8.946242031631922e-07,0.9347016640011662,1500.0,200.0,-1.013916137154507,14.527523048449376
0.2,0.9,7.952215139228376e-07,4.536418382828267,1500.0,200.0,-1.7856399282145827,-4.467530004254833
0.2,0.8,7.952215139228376e-07,3.335993124944123,1500.0,200.0,-2.101496573337929,-2.9902941765675863
0.2,0.7,7.952215139228376e-07,2.915735221843628,1500.0,200.0,0.0388309621746181,-0.0356908485214129
0.2,0.6,7.952215139228376e-07,2.523137163611585,1500.0,200.0,0.0152655430626151,0.1527529033588819
0.2,0.5,7.952215139228376e-07,2.1201145069582776,1500.0,200.0,1.099784293893007,2.593410581261406
0.2,0.4,7.952215139228376e-07,1.7085130668623152,1500.0,200.0,-0.801016865085288,16.258767926363625
0.2,0.3,7.952215139228376e-07,1.289728043577631,1500.0,200.0,-3.155801772550742,5.449426403614355
0.2,0.2,7.952215139228376e-07,0.8648397251631903,1500.0,200.0,-1.6743224441761413,9.11721868958067
0.3,0.9,6.958188246824828e-07,3.55575364861844,1500.0,200.0,-2.056210388381229,-5.426694196889776
0.3,0.8,6.958188246824828e-07,2.180266386740503,1500.0,200.0,1.867731429379743,5.458038070750111
0.3,0.7,6.958188246824828e-07,1.7804540248006575,1500.0,200.0,3.994941294034324,12.624244116076705
0.3,0.6,6.958188246824828e-07,1.5238551221072782,1500.0,200.0,-3.6718536991284,6.715041188880105
0.3,0.5,6.958188246824828e-07,1.2867811736249442,1500.0,200.0,1.8251620624527,10.929174450667944
0.3,0.4,6.958188246824828e-07,1.041846400195649,1500.0,200.0,6.884925439218419,-4.311421397803558
0.3,0.3,6.958188246824828e-07,0.7897280435776314,1500.0,200.0,0.1766430316297285,20.85301191129381
0.4,0.9,5.964161354421281e-07,2.970877397374573,1500.0,200.0,-2.3426472763802204,5.987320857883276
0.4,0.8,5.964161354421281e-07,1.6219243544110258,1500.0,200.0,-0.9184980050742828,8.922074701193143
0.4,0.7,5.964161354421281e-07,1.2474029062976228,1500.0,200.0,1.713524099940236,16.539769100409497
0.4,0.6,5.964161354421281e-07,1.040004453643959,1500.0,200.0,-3.078853280735099,32.144690097993454
0.4,0.5,5.964161354421281e-07,0.8719887568651667,1500.0,200.0,-0.5914828809625687,7.436357920031117
0.4,0.4,5.964161354421281e-07,0.7085130668623151,1500.0,200.0,4.953593903826561,40.729981309804856
0.5,0.9,4.970134462017734e-07,2.41573522184363,1500.0,200.0,-2.646715181906231,25.870487197749057
0.5,0.8,4.970134462017734e-07,1.24047842129593,1500.0,200.0,-0.1524544766649471,10.740946094109002
0.5,0.7,4.970134462017734e-07,0.9109181462991324,1500.0,200.0,1.680042235805124,4.141893249190455
0.5,0.6,4.970134462017734e-07,0.744131224208421,1500.0,200.0,6.303553000460469,42.60909206762212
0.5,0.5,4.970134462017734e-07,0.6201145069582775,1500.0,200.0,7.057725448067835,14.355003411130475
0.6,0.9,3.976107569614188e-07,1.8573740195087889,1500.0,200.0,5.664975364099573,0.5951584882359442
0.6,0.8,3.976107569614188e-07,0.9168332207542772,1500.0,200.0,-1.9902651265475373,12.376281133500031
0.6,0.7,3.976107569614188e-07,0.6491258279171364,1500.0,200.0,1.3116179299707786,11.821193319030794
0.6,0.6,3.976107569614188e-07,0.5231371636115855,1500.0,200.0,4.60091014922223,14.42116220837621
0.7,0.9,2.982080677210641e-07,1.2953945291203477,1500.0,200.0,-2.15156850537116,-6.216107723116243
0.7,0.8,2.982080677210641e-07,0.6073740195087887,1500.0,200.0,7.193923655321949,4.485612124454635
0.7,0.7,2.982080677210641e-07,0.4157352218436286,1500.0,200.0,25.846593972472878,32.64206509166076
0.8,0.9,1.9880537848070934e-07,0.7293182678690191,1500.0,200.0,0.0935914690052093,-13.967204742272187
0.8,0.8,1.9880537848070934e-07,0.2953945291203476,1500.0,200.0,-1.517752990238387,11.44271429929125
0.9,0.9,9.94026892403547e-08,0.1585650787404291,1500.0,200.0,0.5191029335710935,24.481938285017964
