m,M,epsilon_of_M,delta_of_M,L2_original,L2_realmean,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS,difference_laplace_M_minus_MoS_realmean,difference_gaussian_M_minus_MoS_realmean,difference_laplace_M_minus_MoSChangeEpsDelta_realmean,difference_gaussian_M_minus_MoSChangeEpsDelta_realmean,difference_laplace_MChangeEpsDelta_minus_MoS_realmean,difference_gaussian_MChangeEpsDelta_minus_MoS_realmean
0.1,0.9,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0012385015559984,,,,,,-0.0007321040380122,,,,,
0.1,0.8,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0012544361793851,,,,,,-0.0007007895147477,,,,,
0.1,0.7,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0009951290632147,,,,,,-0.0005216184778865,,,,,
0.1,0.6,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0011340477665834,,,,,,-0.0007361012211419,,,,,
0.1,0.5,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0009826438597498,,,,,,-0.0005405343587603,,,,,
0.1,0.4,,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0006838780618579,,,,,,-0.0004160882551548,,,,,
0.1,0.3,0.3117058697243695,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0005908458265034,,-0.014223329024995,,0.0114395179141053,,-0.0001882171026435,,0.0110642249762367,,0.0110642249762367,
0.1,0.2,1.1467204006373657,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0007756649181256,,-0.0024330505192362,,0.0007202648422589,,-0.0003321090018386,,0.0007167420803885,,0.0007167420803885,
0.1,0.1,2.0917345707455715,1.10447432489283e-06,1.416404270893029,1.4142135623730956,-0.0006288622508366,,-0.000440365855093,,-0.0007099825742334,,-0.0002760357441992,,-0.0003078515992186,,-0.0003078515992186,
0.2,0.9,,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0016501502513385,,,,,,-0.001201586689362,,,,,
0.2,0.8,,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0019486146316427,,,,,,-0.0014224042303326,,,,,
0.2,0.7,,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.001792810632241,,,,,,-0.0012230848497557,,,,,
0.2,0.6,0.0938055749762697,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0016449780294129,,-0.0618419406315154,,0.0418767968901456,,-0.0011412076832423,,0.0414628363786649,,0.0414628363786649,
0.2,0.5,0.8317965641677488,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0015525501977713,,-0.0053763962232065,,0.0013311416226552,,-0.0009876341107946,,0.0013738293531609,,0.0013738293531609,
0.2,0.4,1.3516519423924434,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0013745380683243,,-0.002675080200067,,-0.0002423363686241,,-0.0010564090727796,,-3.808521424379999e-05,,-3.808521424379999e-05,
0.2,0.3,1.7873901856317849,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0012931200477046,,-0.00144702921578,,-0.0011305071443399,,-0.0008173907747582,,-0.0007105808416442,,-0.0007105808416442,
0.2,0.2,2.195703432115422,1.2425336155044336e-06,1.416404270893029,1.4142135623730956,-0.0013736771315123,,-0.001083922917904,,-0.0014968524531449,,-0.0009536478646564,,-0.0009324146123315,,-0.0009324146123315,
0.3,0.9,,1.420038417719353e-06,1.416404270893029,1.4142135623730956,-0.0024681844194146,,,,,,-0.0018916220788214,,,,,
0.3,0.8,0.6555876770041492,1.420038417719353e-06,1.416404270893029,1.4142135623730956,-0.002551994382699,,-0.0089713135478918,,0.0018638088255524,,-0.0021113320018803,,0.0017264367954793,,0.0017264367954793,
0.3,0.7,1.3417092459390991,1.420038417719353e-06,1.416404270893029,1.4142135623730956,-0.0024801996457766,,-0.0036243076155771,,-0.0011357121193107,,-0.001827529217108,,-0.0007305402407351,,-0.0007305402407351,
0.3,0.6,1.6538596199166304,1.420038417719353e-06,1.416404270893029,1.4142135623730956,-0.002251320072218,,-0.0028885404948646,,-0.0018256892196748,,-0.0016553753499933,,-0.0013022366042344,,-0.0013022366042344,
