average weight,total_sum weight,average volume,total_sum volume,total_element,m,M,average_laplacian weight,average_gaussian weight,average_laplacian volume,average_gaussian volume,L2_laplacian_supression,L2_gaussian_supression
100.2114448355905,90290.51179686704,79.89747273768678,71987.6229366558,901,0.1,0.1,100.14434117813109,101.69566921970245,79.51588207507157,78.4375894341867,0.5051777320322774,2.3057365154785887
100.07464714845894,88566.06272638615,79.72928832735738,70560.42016971129,885,0.1,0.2,100.39948528642918,103.60126466316626,79.6048748717883,80.27764678778532,0.5618828712620815,3.6119516764399706
100.02880563966824,88125.37776854771,79.64394592921235,70166.31636363608,881,0.1,0.3,99.97474631988962,98.2462508131021,79.58768468515639,78.82101528655713,0.41308796546704546,2.1132063706786988
100.22579371345824,85292.15045015296,79.81425945506145,67921.9347962573,851,0.1,0.4,99.8582789070372,99.93069768064018,79.85496070641979,80.90535242592765,0.2027837884862015,0.9080010058373965
99.88679207535128,84604.11288782253,79.91102828836861,67684.64096024822,847,0.1,0.5,100.01791258862684,96.61398339239584,79.88448559635508,79.27732151901782,0.11689498826192962,3.4622785349890486
100.03320460016644,83227.62622733848,79.68196881061967,66295.39805043556,832,0.1,0.6,100.21966611252226,98.51401556189649,80.79440261157146,80.78948782655343,0.8242139954297023,1.682688556614643
100.36720988362234,83505.51862317379,80.01411723531061,66571.74553977842,832,0.1,0.7,100.40549191872825,101.87262526328395,80.61858287693384,79.98755397199521,0.7396407721249981,1.8726666228409103
100.14006042015777,80913.16881948747,79.92396611489215,64578.56462083286,808,0.1,0.8,99.775162211541,99.6134736826452,79.58896571043323,80.31940960089129,0.4685095712136453,0.5014230620438113
100.18121412411044,79042.97794392315,79.91769376022084,63055.06037681425,789,0.1,0.9,100.28088495887953,96.18855877302754,79.9980154957973,79.8279686111765,0.2808919692367214,3.815321614937054
99.98211698719956,82185.30016347805,79.86474232053094,65648.81818747643,822,0.2,0.2,99.64453244505847,102.50234961000585,80.15783620451906,79.60470338356718,0.3889337348097859,2.5333797555162683
100.41915192167768,79531.96832196871,79.8002360522624,63201.78695339183,792,0.2,0.3,99.9048159782987,101.44576281489452,80.07311008635874,79.22435271183818,0.1200211761091174,1.6406885239327171
100.12743402788011,76997.9967674398,79.72353430318496,61307.39787914924,769,0.2,0.4,99.94267580002145,97.32066133086668,79.69960354329149,79.53039848098425,0.30581709420209,2.720180378315929
100.12450879988884,76194.7511967154,79.8960394284325,60800.88600503713,761,0.2,0.5,100.35736040623246,102.74914327713573,79.88652692486463,81.29603114708328,0.37494346070215245,3.0393231964420284
100.36607784104211,75876.75484782783,79.88176100234972,60390.61131777639,756,0.2,0.6,100.18177521322595,98.95012245211811,79.50915475345194,78.51761992600524,0.523422663057463,1.8165058627274526
100.01451190340327,73810.70978471162,79.6057357690021,58749.03299752355,738,0.2,0.7,99.8527815719216,96.61193640065567,79.94614427823981,78.54202540036144,0.15676002147290824,3.6884502011540445
100.1683477701248,72922.55717665085,79.65344566992665,57987.70844770661,728,0.2,0.8,100.70789479608338,99.21102090079958,79.41609672382866,80.58298044313833,0.9176372258390327,0.9809965423266592
100.1693483282326,68415.66490818287,79.64578827135585,54398.073389336045,683,0.2,0.9,101.30451173361766,100.81745958978912,79.90182415253304,80.93846355521308,1.308200810339149,1.2445698153986253
99.90178130088506,71229.97006753105,80.04249626952927,57070.29984017437,713,0.3,0.3,100.7765477449941,98.08918038178078,79.64351567863552,78.3189044287776,0.854463265233866,2.545056764191129
100.00826787577384,70005.7875130417,79.86089503375348,55902.62652362744,700,0.3,0.4,100.44514781681893,98.934322498471,79.82519674726242,81.24889014663022,0.4782392246421213,1.6417658589503943
100.54980032653134,65256.82041191884,79.98751899371517,51911.89982692114,649,0.3,0.5,100.56486899571193,101.40228767584193,79.96433793512331,81.60346069503797,0.5659936087871285,2.1301401189475326
100.3530151324384,66835.10807820398,79.92607247903271,53230.76427103579,666,0.3,0.6,100.3868782438072,103.27529720319194,79.82966236343331,78.58955511295686,0.4227170282381229,3.5660799975074986
100.41915466018918,66075.80376640448,79.87387031779802,52557.0066691111,658,0.3,0.7,100.49309329851509,97.68703232321862,80.09388751212417,79.50484769405313,0.5019520554528684,2.365374236758314
100.39525234823004,62847.427969992,79.61018607672345,49835.97648402888,626,0.3,0.8,100.74613644598237,99.96469932380585,79.58526414326376,80.02062644755556,0.853654161171813,0.04088505935579257
100.27806862158236,64478.79812367745,79.92371538548475,51390.948992866695,643,0.3,0.9,101.00009666122374,97.37095988490796,80.66841305516088,82.08542619520155,1.2029003882701055,3.355719645976995
100.10112541862908,60861.48425452648,79.44373033144957,48301.788041521344,608,0.4,0.4,101.42953663064051,102.49719278450091,79.0439065720998,82.74848896655696,1.719793482141674,3.7135109266365123
100.6244980604469,59368.45385566367,79.8364375919294,47103.49817923835,590,0.4,0.5,100.8621578010488,100.15581089204166,79.4580871592984,79.0259321075264,1.0183248994434784,0.9864508569750322
99.93868459395708,55765.786003428046,79.63750303601485,44437.72669409629,558,0.4,0.6,99.41763409082105,101.10777867705391,79.10420932841626,78.5450996627235,1.0684526098382972,1.8286357178898676
100.45859208127612,56859.56311800228,79.4675660634141,44978.642391892376,566,0.4,0.7,99.25521493483745,100.50286240179548,79.44057381063571,77.09010701914883,0.9314840066452166,2.953023493835838
100.13663790400756,56076.51722624423,79.856510116264,44719.64566510784,560,0.4,0.8,99.66258070125812,94.33235368603691,79.8120178414061,79.35005663208884,0.3862500163276136,5.704791067310976
