m,M,epsilon_of_M,delta_of_M,L2_original,L2_realmean,difference_laplace_M_minus_MoS,difference_gaussian_M_minus_MoS,difference_laplace_M_minus_MoSChangeEpsDelta,difference_gaussian_M_minus_MoSChangeEpsDelta,difference_laplace_MChangeEpsDelta_minus_MoS,difference_gaussian_MChangeEpsDelta_minus_MoS,difference_laplace_M_minus_MoS_realmean,difference_gaussian_M_minus_MoS_realmean,difference_laplace_M_minus_MoSChangeEpsDelta_realmean,difference_gaussian_M_minus_MoSChangeEpsDelta_realmean,difference_laplace_MChangeEpsDelta_minus_MoS_realmean,difference_gaussian_MChangeEpsDelta_minus_MoS_realmean
0.1,0.9,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0048539517138715,-0.0135277809628601,,,,,-0.0049503205169744,-0.0133867815980367,,,,
0.1,0.8,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0055009072553574,-0.0154965477084724,,,,,-0.0055148366922938,-0.0154023909306219,,,,
0.1,0.7,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.002762190326612,-0.0145418487693961,,,,,-0.0026945389264288,-0.0146965687863302,,,,
0.1,0.6,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.002213952052453,-0.0132396425901883,,,,,-0.0023810389024167,-0.0131688895260298,,,,
0.1,0.5,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0035661506742023,-0.0135966862399698,,,,,-0.0036860447870857,-0.0133686128181584,,,,
0.1,0.4,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0028401407412803,-0.0074490344770106,,,,,-0.0025676539894342,-0.0074338241488655,,,,
0.1,0.3,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.002209960686002,-0.0155062245752593,,,,,-0.0022569648577114,-0.0157168620257712,,,,
0.1,0.2,,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0028568308330707,-0.0050079055832552,,,,,-0.0030024660299652,-0.0048578176047842,,,,
0.1,0.1,0.2742805138243148,1.10447432489283e-06,1.4129256384925348,1.4142135623730956,-0.0023881933469662,-0.0026726158077555,-0.0013894957760723,0.0007915485298815,-0.0030047490934501,-0.0064896430539049,-0.0021650410097539,-0.0027560713259366,-0.0027510048962396,-0.0067590856030254,-0.0027510048962396,-0.0067590856030254
0.2,0.9,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.008317732766304,-0.0286790816148597,,,,,-0.0084097886384792,-0.0286175023793106,,,,
0.2,0.8,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0063972609425187,-0.0249947123852945,,,,,-0.0062882821546091,-0.0249567832318359,,,,
0.2,0.7,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0066269393908844,-0.025809370175329,,,,,-0.0065439062109795,-0.025816576528982,,,,
0.2,0.6,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0064455392080838,-0.0210413282156268,,,,,-0.0061930588341761,-0.0210701888932949,,,,
0.2,0.5,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0051937173174811,-0.0199431671176012,,,,,-0.0052571163460528,-0.0200499700820819,,,,
0.2,0.4,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0047576549963124,-0.0185196042352863,,,,,-0.0046742132439656,-0.0186116312204017,,,,
0.2,0.3,,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0042090654063665,-0.0190648311057126,,,,,-0.0042304854969642,-0.0190288151593052,,,,
0.2,0.2,0.3038248963012889,1.2425336155044336e-06,1.4129256384925348,1.4142135623730956,-0.0047255235213557,-0.0204590513674599,-0.0007182931841101,-0.0068646513607731,-0.0072791884519474,-0.0226065759696484,-0.0046762430633844,-0.0207778685144393,-0.0074730455810753,-0.0226609406645353,-0.0074730455810753,-0.0226609406645353
0.3,0.9,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0105572759040969,-0.0451484533244601,,,,,-0.010432831320509,-0.045023562102118,,,,
0.3,0.8,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0088930557770913,-0.0403108461437115,,,,,-0.0086857151675774,-0.0400010919853494,,,,
0.3,0.7,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0107475521087028,-0.0359562689870927,,,,,-0.0103361027834536,-0.0359675806244279,,,,
0.3,0.6,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0087459105125498,-0.0435355042711337,,,,,-0.0087351044627309,-0.0436805543640504,,,,
0.3,0.5,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.008758139817402,-0.0396768615924579,,,,,-0.0088656195839635,-0.0395819034576917,,,,
0.3,0.4,,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0081340245721369,-0.0288848867882093,,,,,-0.0081364442557279,-0.0287751225178952,,,,
0.3,0.3,0.340571384191897,1.420038417719353e-06,1.4129256384925348,1.4142135623730956,-0.0059716885074102,-0.026806178446515,0.000722155992023,-0.0021322350490544,-0.012691819050812,-0.0361974921363603,-0.0061464869886258,-0.0269125743244694,-0.0123953742974528,-0.0364699900296664,-0.0123953742974528,-0.0364699900296664
0.4,0.9,,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0151550398808715,-0.0577815181629497,,,,,-0.0150175123337625,-0.0576924163960603,,,,
0.4,0.8,,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0142504525030673,-0.0531355980395526,,,,,-0.0142220602269024,-0.0533076428920305,,,,
0.4,0.7,,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0133625664012551,-0.0556129075003871,,,,,-0.0131273019527695,-0.0554900926496275,,,,
0.4,0.6,,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0133200086565042,-0.0469436159865335,,,,,-0.0132290030414404,-0.0470133397808849,,,,
0.4,0.5,0.0049050137707703,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0129161225549814,-0.0490772052525814,-6.25947815784642,-5.661930500559074,5.178563635373112,6.194686399998563,-0.0127159472207872,-0.0487723640954246,5.17854220388956,6.19419660566906,5.17854220388956,6.19419660566906
0.4,0.4,0.3875561543179932,1.656711487339245e-06,1.4129256384925348,1.4142135623730956,-0.0105861321900476,-0.0485069873367345,-0.0009748235734014,-0.0069574680734732,-0.0163207296374386,-0.0599362948155428,-0.0107299664604395,-0.0484266016196223,-0.0163277134744812,-0.0596352687327956,-0.0163277134744812,-0.0596352687327956
0.5,0.9,,1.9880537848070942e-06,1.4129256384925348,1.4142135623730956,-0.0211082323332841,-0.0903984392853585,,,,,-0.0210960023381771,-0.0905790708189527,,,,
0.5,0.8,,1.9880537848070942e-06,1.4129256384925348,1.4142135623730956,-0.0212037594356606,-0.0807673690568842,,,,,-0.021258905890757,-0.0807566315711024,,,,
0.5,0.7,,1.9880537848070942e-06,1.4129256384925348,1.4142135623730956,-0.0190009514035045,-0.0781199601962925,,,,,-0.0187746786836864,-0.0782222778730082,,,,
0.5,0.6,0.1110728003081231,1.9880537848070942e-06,1.4129256384925348,1.4142135623730956,-0.0180495479845955,-0.0724649587054101,-0.061601049197889,-0.2858552962296892,0.0030157829343814,-0.0288048155915799,-0.0178027321015886,-0.0723491956755097,0.0032257940327882,-0.0287614943476644,0.0032257940327882,-0.0287614943476644
0.5,0.5,0.4498333331967113,1.9880537848070942e-06,1.4129256384925348,1.4142135623730956,-0.0162072228362934,-0.0647110528340721,-0.002774689025715,-0.0062868817175363,-0.0237068303927828,-0.0813968512155345,-0.0159640588619495,-0.0644802905995186,-0.0231812240485717,-0.0812153293586734,-0.0231812240485717,-0.0812153293586734
0.6,0.9,,2.485067231008867e-06,1.4129256384925348,1.4142135623730956,-0.0301491711874952,-0.1251047483372831,,,,,-0.0300449706053325,-0.1249492561801932,,,,
0.6,0.8,,2.485067231008867e-06,1.4129256384925348,1.4142135623730956,-0.028949237428581,-0.1190157299932577,,,,,-0.0283778906821838,-0.1188046465941125,,,,
0.6,0.7,0.0832858887364506,2.485067231008867e-06,1.4129256384925348,1.4142135623730956,-0.0257237882330268,-0.1159282914760948,-0.1140939826313793,-0.7444196986656543,0.0085343652564811,-0.0414492386524794,-0.025367121781588,-0.1156884501783935,0.0085906220612943,-0.0410774108974429,0.0085906220612943,-0.0410774108974429
